Barcode,Anatomical
cellid_000085082-1,OT
cellid_000085083-1,OT
cellid_000085084-1,OT
cellid_000085085-1,OT
cellid_000085086-1,OT
cellid_000085087-1,OT
cellid_000085088-1,OT
cellid_000085089-1,OT
cellid_000085090-1,OT
cellid_000085091-1,OT
cellid_000085092-1,OT
cellid_000085093-1,PSi
cellid_000085094-1,OT
cellid_000085095-1,OT
cellid_000085096-1,OT
cellid_000085097-1,NC
cellid_000085098-1,OT
cellid_000085099-1,OT
cellid_000085101-1,OT
cellid_000085102-1,OT
cellid_000085103-1,OT
cellid_000085105-1,OT
cellid_000085106-1,OT
cellid_000085107-1,OT
cellid_000085108-1,OT
cellid_000085109-1,OT
cellid_000085110-1,OT
cellid_000085111-1,OT
cellid_000085112-1,OT
cellid_000085113-1,OT
cellid_000085114-1,OT
cellid_000085115-1,OT
cellid_000085116-1,OT
cellid_000085117-1,OT
cellid_000085118-1,OT
cellid_000085119-1,OT
cellid_000085120-1,OT
cellid_000085121-1,NC
cellid_000085122-1,OT
cellid_000085123-1,OT
cellid_000085124-1,OT
cellid_000085125-1,OT
cellid_000085126-1,OT
cellid_000085127-1,OT
cellid_000085128-1,OT
cellid_000085129-1,OT
cellid_000085130-1,OT
cellid_000085131-1,OT
cellid_000085132-1,OT
cellid_000085133-1,OT
cellid_000085134-1,OT
cellid_000085135-1,OT
cellid_000085136-1,OT
cellid_000085137-1,OT
cellid_000085138-1,OT
cellid_000085139-1,OT
cellid_000085140-1,OT
cellid_000085141-1,OT
cellid_000085142-1,OT
cellid_000085143-1,OT
cellid_000085144-1,OT
cellid_000085145-1,OT
cellid_000085146-1,OT
cellid_000085147-1,NC
cellid_000085148-1,OT
cellid_000085149-1,OT
cellid_000085150-1,OT
cellid_000085152-1,OT
cellid_000085153-1,OT
cellid_000085154-1,OT
cellid_000085155-1,OT
cellid_000085156-1,OT
cellid_000085157-1,OT
cellid_000085158-1,OT
cellid_000085160-1,OT
cellid_000085161-1,OT
cellid_000085162-1,OT
cellid_000085163-1,OT
cellid_000085164-1,OT
cellid_000085165-1,OT
cellid_000085166-1,OT
cellid_000085167-1,OT
cellid_000085168-1,OT
cellid_000085169-1,OT
cellid_000085170-1,OT
cellid_000085171-1,OT
cellid_000085172-1,OT
cellid_000085173-1,OT
cellid_000085174-1,OT
cellid_000085175-1,OT
cellid_000085176-1,OT
cellid_000085177-1,OT
cellid_000085178-1,OT
cellid_000085179-1,OT
cellid_000085180-1,OT
cellid_000085181-1,OT
cellid_000085182-1,OT
cellid_000085183-1,OT
cellid_000085184-1,OT
cellid_000085185-1,OT
cellid_000085186-1,NC
cellid_000085187-1,OT
cellid_000085188-1,OT
cellid_000085189-1,OT
cellid_000085190-1,OT
cellid_000085191-1,OT
cellid_000085192-1,OT
cellid_000085193-1,OT
cellid_000085194-1,OT
cellid_000085195-1,OT
cellid_000085196-1,NC
cellid_000085198-1,OT
cellid_000085200-1,OT
cellid_000085201-1,OT
cellid_000085202-1,OT
cellid_000085203-1,OT
cellid_000085204-1,OT
cellid_000085205-1,OT
cellid_000085206-1,OT
cellid_000085207-1,OT
cellid_000085208-1,OT
cellid_000085209-1,OT
cellid_000085210-1,OT
cellid_000085211-1,OT
cellid_000085212-1,OT
cellid_000085213-1,OT
cellid_000085214-1,OT
cellid_000085215-1,OT
cellid_000085216-1,OT
cellid_000085217-1,OT
cellid_000085218-1,OT
cellid_000085219-1,OT
cellid_000085220-1,OT
cellid_000085221-1,OT
cellid_000085222-1,OT
cellid_000085223-1,OT
cellid_000085224-1,OT
cellid_000085225-1,OT
cellid_000085226-1,OT
cellid_000085227-1,OT
cellid_000085228-1,OT
cellid_000085229-1,OT
cellid_000085230-1,OT
cellid_000085231-1,OT
cellid_000085232-1,OT
cellid_000085233-1,OT
cellid_000085234-1,OT
cellid_000085235-1,OT
cellid_000085236-1,OT
cellid_000085237-1,OT
cellid_000085238-1,OT
cellid_000085239-1,OT
cellid_000085240-1,OT
cellid_000085241-1,OT
cellid_000085243-1,OT
cellid_000085244-1,OT
cellid_000085245-1,OT
cellid_000085247-1,OT
cellid_000085248-1,OT
cellid_000085249-1,OT
cellid_000085250-1,OT
cellid_000085251-1,OT
cellid_000085252-1,OT
cellid_000085253-1,OT
cellid_000085254-1,OT
cellid_000085255-1,OT
cellid_000085256-1,OT
cellid_000085257-1,OT
cellid_000085258-1,OT
cellid_000085259-1,OT
cellid_000085261-1,NC
cellid_000085262-1,OT
cellid_000085264-1,OT
cellid_000085265-1,OT
cellid_000085266-1,OT
cellid_000085267-1,OT
cellid_000085269-1,OT
cellid_000085270-1,OT
cellid_000085271-1,OT
cellid_000085272-1,OT
cellid_000085273-1,NC
cellid_000085274-1,OT
cellid_000085275-1,OT
cellid_000085276-1,OT
cellid_000085279-1,OT
cellid_000085280-1,OT
cellid_000085281-1,OT
cellid_000085282-1,OT
cellid_000085283-1,OT
cellid_000085284-1,OT
cellid_000085285-1,OT
cellid_000085286-1,OT
cellid_000085287-1,OT
cellid_000085289-1,OT
cellid_000085290-1,OT
cellid_000085291-1,OT
cellid_000085292-1,OT
cellid_000085293-1,OT
cellid_000085294-1,OT
cellid_000085295-1,OT
cellid_000085296-1,OT
cellid_000085297-1,OT
cellid_000085298-1,OT
cellid_000085299-1,OT
cellid_000085300-1,OT
cellid_000085301-1,OT
cellid_000085302-1,OT
cellid_000085304-1,OT
cellid_000085305-1,OT
cellid_000085306-1,OT
cellid_000085307-1,OT
cellid_000085308-1,OT
cellid_000085309-1,OT
cellid_000085310-1,OT
cellid_000085311-1,OT
cellid_000085312-1,OT
cellid_000085313-1,OT
cellid_000085314-1,OT
cellid_000085315-1,OT
cellid_000085317-1,OT
cellid_000085318-1,OT
cellid_000085319-1,OT
cellid_000085320-1,OT
cellid_000085321-1,OT
cellid_000085322-1,OT
cellid_000085323-1,OT
cellid_000085324-1,OT
cellid_000085325-1,OT
cellid_000085326-1,OT
cellid_000085328-1,OT
cellid_000085330-1,OT
cellid_000085331-1,OT
cellid_000085332-1,OT
cellid_000085333-1,OT
cellid_000085334-1,OT
cellid_000085335-1,OT
cellid_000085336-1,OT
cellid_000085337-1,OT
cellid_000085338-1,OT
cellid_000085339-1,OT
cellid_000085340-1,OT
cellid_000085341-1,OT
cellid_000085342-1,OT
cellid_000085343-1,OT
cellid_000085345-1,OT
cellid_000085346-1,OT
cellid_000085347-1,OT
cellid_000085348-1,OT
cellid_000085349-1,OT
cellid_000085350-1,OT
cellid_000085351-1,OT
cellid_000085352-1,OT
cellid_000085353-1,OT
cellid_000085355-1,OT
cellid_000085356-1,OT
cellid_000085357-1,OT
cellid_000085358-1,OT
cellid_000085359-1,OT
cellid_000085360-1,OT
cellid_000085361-1,OT
cellid_000085362-1,OT
cellid_000085363-1,OT
cellid_000085364-1,OT
cellid_000085365-1,OT
cellid_000085366-1,OT
cellid_000085367-1,OT
cellid_000085368-1,OT
cellid_000085369-1,OT
cellid_000085370-1,OT
cellid_000085371-1,OT
cellid_000085372-1,OT
cellid_000085373-1,OT
cellid_000085374-1,OT
cellid_000085375-1,OT
cellid_000085376-1,OT
cellid_000085377-1,OT
cellid_000085378-1,OT
cellid_000085379-1,OT
cellid_000085380-1,OT
cellid_000085381-1,OT
cellid_000085382-1,OT
cellid_000085383-1,OT
cellid_000085384-1,OT
cellid_000085385-1,OT
cellid_000085386-1,OT
cellid_000085387-1,OT
cellid_000085388-1,OT
cellid_000085389-1,OT
cellid_000085390-1,OT
cellid_000085391-1,OT
cellid_000085392-1,OT
cellid_000085393-1,OT
cellid_000085394-1,OT
cellid_000085395-1,OT
cellid_000085396-1,OT
cellid_000085397-1,OT
cellid_000085398-1,OT
cellid_000085399-1,OT
cellid_000085400-1,OT
cellid_000085401-1,OT
cellid_000085402-1,OT
cellid_000085403-1,OT
cellid_000085404-1,OT
cellid_000085405-1,OT
cellid_000085406-1,OT
cellid_000085407-1,OT
cellid_000085408-1,OT
cellid_000085409-1,OT
cellid_000085410-1,OT
cellid_000085411-1,OT
cellid_000085412-1,OT
cellid_000085413-1,OT
cellid_000085414-1,OT
cellid_000085415-1,OT
cellid_000085416-1,OT
cellid_000085417-1,OT
cellid_000085418-1,OT
cellid_000085419-1,OT
cellid_000085420-1,OT
cellid_000085421-1,OT
cellid_000085422-1,OT
cellid_000085423-1,OT
cellid_000085424-1,OT
cellid_000085425-1,OT
cellid_000085426-1,OT
cellid_000085427-1,OT
cellid_000085428-1,OT
cellid_000085429-1,OT
cellid_000085431-1,OT
cellid_000085432-1,OT
cellid_000085433-1,OT
cellid_000085434-1,OT
cellid_000085435-1,OT
cellid_000085436-1,OT
cellid_000085437-1,OT
cellid_000085438-1,OT
cellid_000085439-1,OT
cellid_000085440-1,OT
cellid_000085441-1,OT
cellid_000085442-1,OT
cellid_000085443-1,OT
cellid_000085444-1,OT
cellid_000085445-1,OT
cellid_000085446-1,OT
cellid_000085447-1,OT
cellid_000085448-1,OT
cellid_000085449-1,OT
cellid_000085450-1,OT
cellid_000085451-1,OT
cellid_000085452-1,OT
cellid_000085453-1,NC
cellid_000085454-1,OT
cellid_000085455-1,OT
cellid_000085457-1,OT
cellid_000085458-1,OT
cellid_000085459-1,OT
cellid_000085460-1,OT
cellid_000085461-1,OT
cellid_000085462-1,OT
cellid_000085463-1,OT
cellid_000085465-1,OT
cellid_000085466-1,OT
cellid_000085467-1,OT
cellid_000085468-1,OT
cellid_000085469-1,OT
cellid_000085470-1,OT
cellid_000085471-1,OT
cellid_000085472-1,OT
cellid_000085473-1,OT
cellid_000085474-1,OT
cellid_000085475-1,OT
cellid_000085476-1,OT
cellid_000085477-1,OT
cellid_000085478-1,OT
cellid_000085479-1,OT
cellid_000085480-1,OT
cellid_000085481-1,OT
cellid_000085482-1,OT
cellid_000085483-1,OT
cellid_000085484-1,OT
cellid_000085485-1,OT
cellid_000085486-1,OT
cellid_000085488-1,OT
cellid_000085489-1,OT
cellid_000085490-1,OT
cellid_000085491-1,OT
cellid_000085492-1,OT
cellid_000085493-1,OT
cellid_000085494-1,OT
cellid_000085495-1,OT
cellid_000085496-1,OT
cellid_000085497-1,OT
cellid_000085498-1,OT
cellid_000085499-1,OT
cellid_000085500-1,OT
cellid_000085502-1,OT
cellid_000085503-1,OT
cellid_000085504-1,OT
cellid_000085505-1,OT
cellid_000085507-1,OT
cellid_000085508-1,OT
cellid_000085509-1,OT
cellid_000085510-1,OT
cellid_000085511-1,OT
cellid_000085512-1,OT
cellid_000085513-1,OT
cellid_000085514-1,OT
cellid_000085515-1,OT
cellid_000085516-1,OT
cellid_000085517-1,OT
cellid_000085518-1,OT
cellid_000085519-1,OT
cellid_000085520-1,OT
cellid_000085521-1,OT
cellid_000085522-1,OT
cellid_000085523-1,OT
cellid_000085524-1,OT
cellid_000085525-1,OT
cellid_000085526-1,OT
cellid_000085527-1,OT
cellid_000085529-1,OT
cellid_000085530-1,OT
cellid_000085531-1,OT
cellid_000085532-1,OT
cellid_000085533-1,OT
cellid_000085534-1,OT
cellid_000085535-1,OT
cellid_000085536-1,OT
cellid_000085537-1,OT
cellid_000085538-1,OT
cellid_000085539-1,OT
cellid_000085540-1,OT
cellid_000085541-1,OT
cellid_000085542-1,OT
cellid_000085543-1,OT
cellid_000085544-1,OT
cellid_000085545-1,OT
cellid_000085546-1,OT
cellid_000085547-1,OT
cellid_000085548-1,OT
cellid_000085549-1,OT
cellid_000085550-1,OT
cellid_000085551-1,OT
cellid_000085552-1,OT
cellid_000085553-1,OT
cellid_000085554-1,NC
cellid_000085555-1,OT
cellid_000085556-1,OT
cellid_000085557-1,OT
cellid_000085558-1,OT
cellid_000085559-1,OT
cellid_000085560-1,OT
cellid_000085561-1,OT
cellid_000085562-1,OT
cellid_000085563-1,OT
cellid_000085564-1,OT
cellid_000085565-1,OT
cellid_000085566-1,OT
cellid_000085567-1,OT
cellid_000085568-1,OT
cellid_000085569-1,OT
cellid_000085570-1,OT
cellid_000085571-1,OT
cellid_000085572-1,OT
cellid_000085573-1,OT
cellid_000085574-1,OT
cellid_000085575-1,OT
cellid_000085576-1,OT
cellid_000085577-1,OT
cellid_000085578-1,OT
cellid_000085579-1,OT
cellid_000085580-1,OT
cellid_000085581-1,OT
cellid_000085582-1,OT
cellid_000085583-1,OT
cellid_000085584-1,OT
cellid_000085585-1,OT
cellid_000085586-1,OT
cellid_000085587-1,OT
cellid_000085588-1,OT
cellid_000085589-1,OT
cellid_000085590-1,OT
cellid_000085591-1,OT
cellid_000085592-1,OT
cellid_000085593-1,OT
cellid_000085594-1,OT
cellid_000085595-1,OT
cellid_000085596-1,OT
cellid_000085597-1,OT
cellid_000085598-1,OT
cellid_000085599-1,OT
cellid_000085600-1,OT
cellid_000085601-1,OT
cellid_000085602-1,OT
cellid_000085603-1,OT
cellid_000085604-1,OT
cellid_000085605-1,OT
cellid_000085606-1,OT
cellid_000085607-1,OT
cellid_000085608-1,NC
cellid_000085609-1,OT
cellid_000085612-1,OT
cellid_000085613-1,OT
cellid_000085614-1,OT
cellid_000085615-1,OT
cellid_000085616-1,NC
cellid_000085617-1,OT
cellid_000085618-1,OT
cellid_000085619-1,OT
cellid_000085620-1,OT
cellid_000085622-1,OT
cellid_000085623-1,OT
cellid_000085624-1,OT
cellid_000085625-1,OT
cellid_000085626-1,OT
cellid_000085627-1,OT
cellid_000085628-1,OT
cellid_000085629-1,NC
cellid_000085630-1,OT
cellid_000085631-1,OT
cellid_000085632-1,OT
cellid_000085633-1,OT
cellid_000085634-1,OT
cellid_000085635-1,OT
cellid_000085636-1,OT
cellid_000085637-1,OT
cellid_000085638-1,OT
cellid_000085639-1,OT
cellid_000085640-1,OT
cellid_000085641-1,OT
cellid_000085642-1,OT
cellid_000085643-1,OT
cellid_000085644-1,OT
cellid_000085645-1,OT
cellid_000085646-1,OT
cellid_000085648-1,OT
cellid_000085649-1,OT
cellid_000085650-1,OT
cellid_000085651-1,OT
cellid_000085652-1,OT
cellid_000085653-1,OT
cellid_000085654-1,OT
cellid_000085655-1,OT
cellid_000085656-1,OT
cellid_000085658-1,OT
cellid_000085659-1,OT
cellid_000085660-1,OT
cellid_000085661-1,OT
cellid_000085662-1,OT
cellid_000085663-1,OT
cellid_000085664-1,OT
cellid_000085665-1,OT
cellid_000085666-1,OT
cellid_000085667-1,OT
cellid_000085668-1,OT
cellid_000085669-1,OT
cellid_000085670-1,OT
cellid_000085671-1,OT
cellid_000085672-1,OT
cellid_000085673-1,OT
cellid_000085674-1,OT
cellid_000085675-1,OT
cellid_000085676-1,OT
cellid_000085677-1,NC
cellid_000085678-1,OT
cellid_000085679-1,OT
cellid_000085680-1,OT
cellid_000085681-1,OT
cellid_000085682-1,OT
cellid_000085683-1,NC
cellid_000085684-1,OT
cellid_000085685-1,OT
cellid_000085686-1,OT
cellid_000085687-1,OT
cellid_000085688-1,OT
cellid_000085689-1,OT
cellid_000085690-1,OT
cellid_000085691-1,OT
cellid_000085692-1,OT
cellid_000085693-1,OT
cellid_000085694-1,OT
cellid_000085695-1,OT
cellid_000085696-1,OT
cellid_000085697-1,OT
cellid_000085698-1,NC
cellid_000085699-1,OT
cellid_000085700-1,OT
cellid_000085701-1,OT
cellid_000085702-1,OT
cellid_000085703-1,OT
cellid_000085704-1,OT
cellid_000085706-1,OT
cellid_000085707-1,OT
cellid_000085708-1,OT
cellid_000085709-1,OT
cellid_000085711-1,OT
cellid_000085712-1,OT
cellid_000085713-1,OT
cellid_000085714-1,OT
cellid_000085715-1,OT
cellid_000085716-1,OT
cellid_000085717-1,OT
cellid_000085718-1,OT
cellid_000085719-1,OT
cellid_000085720-1,OT
cellid_000085721-1,OT
cellid_000085722-1,OT
cellid_000085723-1,OT
cellid_000085724-1,OT
cellid_000085725-1,OT
cellid_000085726-1,OT
cellid_000085727-1,OT
cellid_000085728-1,OT
cellid_000085729-1,OT
cellid_000085730-1,OT
cellid_000085731-1,OT
cellid_000085732-1,OT
cellid_000085733-1,OT
cellid_000085734-1,OT
cellid_000085736-1,OT
cellid_000085737-1,OT
cellid_000085738-1,OT
cellid_000085739-1,OT
cellid_000085740-1,OT
cellid_000085741-1,OT
cellid_000085742-1,OT
cellid_000085744-1,OT
cellid_000085745-1,OT
cellid_000085746-1,OT
cellid_000085747-1,OT
cellid_000085748-1,OT
cellid_000085749-1,OT
cellid_000085750-1,OT
cellid_000085751-1,OT
cellid_000085752-1,OT
cellid_000085753-1,OT
cellid_000085754-1,OT
cellid_000085755-1,OT
cellid_000085756-1,OT
cellid_000085757-1,OT
cellid_000085758-1,OT
cellid_000085759-1,OT
cellid_000085760-1,OT
cellid_000085761-1,OT
cellid_000085762-1,OT
cellid_000085763-1,OT
cellid_000085764-1,OT
cellid_000085765-1,OT
cellid_000085767-1,OT
cellid_000085768-1,OT
cellid_000085769-1,OT
cellid_000085770-1,OT
cellid_000085771-1,OT
cellid_000085772-1,OT
cellid_000085773-1,OT
cellid_000085774-1,OT
cellid_000085775-1,OT
cellid_000085776-1,OT
cellid_000085778-1,OT
cellid_000085779-1,OT
cellid_000085780-1,OT
cellid_000085781-1,OT
cellid_000085782-1,OT
cellid_000085783-1,OT
cellid_000085785-1,OT
cellid_000085786-1,OT
cellid_000085787-1,OT
cellid_000085788-1,OT
cellid_000085789-1,OT
cellid_000085790-1,OT
cellid_000085791-1,OT
cellid_000085792-1,OT
cellid_000085794-1,OT
cellid_000085795-1,OT
cellid_000085796-1,OT
cellid_000085797-1,OT
cellid_000085798-1,OT
cellid_000085799-1,OT
cellid_000085800-1,OT
cellid_000085801-1,OT
cellid_000085802-1,OT
cellid_000085803-1,OT
cellid_000085804-1,OT
cellid_000085805-1,OT
cellid_000085806-1,OT
cellid_000085809-1,OT
cellid_000085810-1,OT
cellid_000085811-1,OT
cellid_000085812-1,NC
cellid_000085813-1,OT
cellid_000085814-1,OT
cellid_000085816-1,OT
cellid_000085817-1,OT
cellid_000085818-1,NC
cellid_000085819-1,OT
cellid_000085821-1,OT
cellid_000085822-1,OT
cellid_000085823-1,NC
cellid_000085824-1,OT
cellid_000085825-1,OT
cellid_000085827-1,OT
cellid_000085829-1,OT
cellid_000085830-1,OT
cellid_000085832-1,OT
cellid_000085833-1,OT
cellid_000085834-1,OT
cellid_000085835-1,OT
cellid_000085836-1,OT
cellid_000085837-1,OT
cellid_000085838-1,OT
cellid_000085839-1,OT
cellid_000085840-1,OT
cellid_000085841-1,OT
cellid_000085842-1,OT
cellid_000085843-1,OT
cellid_000085844-1,OT
cellid_000085845-1,OT
cellid_000085846-1,OT
cellid_000085848-1,OT
cellid_000085869-1,NC
cellid_000085885-1,PSm
cellid_000085895-1,NC
cellid_000085897-1,PSm
cellid_000085909-1,TLa
cellid_000085911-1,NC
cellid_000085931-1,TLa
cellid_000085934-1,NC
cellid_000085950-1,NC
cellid_000085956-1,TLa
cellid_000085967-1,TLa
cellid_000085976-1,PSm
cellid_000085984-1,PSm
cellid_000085985-1,OT
cellid_000085993-1,NC
cellid_000085997-1,PSm
cellid_000086009-1,NC
cellid_000086012-1,NC
cellid_000086020-1,NC
cellid_000086033-1,NC
cellid_000086053-1,TLa
cellid_000086059-1,NC
cellid_000086061-1,TLa
cellid_000086080-1,TLa
cellid_000086089-1,NC
cellid_000086106-1,NC
cellid_000086125-1,NC
cellid_000086127-1,NC
cellid_000086142-1,NC
cellid_000086145-1,NC
cellid_000086150-1,OT
cellid_000086155-1,TLa
cellid_000086157-1,TLa
cellid_000086163-1,TLa
cellid_000086165-1,TLa
cellid_000086176-1,NC
cellid_000086194-1,NC
cellid_000086206-1,NC
cellid_000086210-1,TLa
cellid_000086219-1,TLa
cellid_000086229-1,NC
cellid_000086230-1,TLa
cellid_000086233-1,TLa
cellid_000086239-1,NC
cellid_000086254-1,NC
cellid_000086267-1,TLa
cellid_000086275-1,OT
cellid_000086277-1,NC
cellid_000086287-1,PSm
cellid_000086295-1,NC
cellid_000086296-1,TLa
cellid_000086300-1,PSm
cellid_000086310-1,NC
cellid_000086328-1,NC
cellid_000086345-1,OT
cellid_000086348-1,PSm
cellid_000086349-1,NC
cellid_000086351-1,NC
cellid_000086352-1,NC
cellid_000086372-1,NC
cellid_000086373-1,NC
cellid_000086376-1,TLa
cellid_000086398-1,TLa
cellid_000086407-1,TLa
cellid_000086422-1,NC
cellid_000086423-1,TLa
cellid_000086430-1,OT
cellid_000086433-1,NC
cellid_000086436-1,NC
cellid_000086458-1,NC
cellid_000086460-1,NC
cellid_000086466-1,NC
cellid_000086494-1,NC
cellid_000086516-1,TLa
cellid_000086526-1,OT
cellid_000086530-1,TLa
cellid_000086558-1,TLa
cellid_000086563-1,PSm
cellid_000086578-1,NC
cellid_000086582-1,NC
cellid_000086598-1,NC
cellid_000086606-1,NC
cellid_000086617-1,NC
cellid_000086626-1,NC
cellid_000086630-1,NC
cellid_000086639-1,NC
cellid_000086646-1,NC
cellid_000086669-1,NC
cellid_000086672-1,TLa
cellid_000086697-1,NC
cellid_000086707-1,NC
cellid_000086709-1,NC
cellid_000086710-1,NC
cellid_000086812-1,OT
cellid_000086816-1,OT
cellid_000086817-1,TL
cellid_000086821-1,TL
cellid_000086828-1,TL
cellid_000086830-1,OT
cellid_000086845-1,OT
cellid_000086853-1,OT
cellid_000086866-1,OT
cellid_000086872-1,OT
cellid_000086874-1,OT
cellid_000086882-1,TL
cellid_000086886-1,TL
cellid_000086887-1,OT
cellid_000086888-1,OT
cellid_000086892-1,TL
cellid_000086897-1,TL
cellid_000086902-1,TL
cellid_000086919-1,TL
cellid_000086940-1,TL
cellid_000086945-1,OT
cellid_000086948-1,TL
cellid_000086956-1,OT
cellid_000086963-1,TL
cellid_000086970-1,TL
cellid_000086974-1,TL
cellid_000086976-1,TL
cellid_000086985-1,TL
cellid_000086991-1,TL
cellid_000086999-1,TL
cellid_000087002-1,OT
cellid_000087007-1,TL
cellid_000087008-1,TL
cellid_000087009-1,TL
cellid_000087015-1,TL
cellid_000087018-1,TL
cellid_000087025-1,TL
cellid_000087036-1,OT
cellid_000087037-1,OT
cellid_000087045-1,TL
cellid_000087067-1,TL
cellid_000087079-1,OT
cellid_000087089-1,TL
cellid_000087094-1,OT
cellid_000087096-1,TL
cellid_000087098-1,TL
cellid_000087104-1,OT
cellid_000087107-1,TL
cellid_000087119-1,TL
cellid_000087123-1,OT
cellid_000087132-1,TL
cellid_000087134-1,TL
cellid_000087139-1,TL
cellid_000087140-1,TL
cellid_000087143-1,OT
cellid_000087144-1,TL
cellid_000087164-1,OT
cellid_000087167-1,TL
cellid_000087168-1,TL
cellid_000087170-1,OT
cellid_000087172-1,TL
cellid_000087175-1,TL
cellid_000087177-1,OT
cellid_000087185-1,TL
cellid_000087201-1,TL
cellid_000087204-1,TL
cellid_000087207-1,TL
cellid_000087211-1,TL
cellid_000087213-1,TL
cellid_000087220-1,OT
cellid_000087223-1,TL
cellid_000087224-1,TL
cellid_000087226-1,OT
cellid_000087230-1,OT
cellid_000087233-1,TL
cellid_000087240-1,TL
cellid_000087246-1,OT
cellid_000087257-1,OT
cellid_000087272-1,OT
cellid_000087276-1,TL
cellid_000087277-1,TL
cellid_000087278-1,TL
cellid_000087282-1,OT
cellid_000087283-1,TL
cellid_000087285-1,OT
cellid_000087294-1,TL
cellid_000087299-1,TL
cellid_000087311-1,TL
cellid_000087315-1,TL
cellid_000087325-1,OT
cellid_000087335-1,TL
cellid_000087344-1,OT
cellid_000087366-1,TL
cellid_000087372-1,TL
cellid_000087373-1,TL
cellid_000087375-1,TL
cellid_000087376-1,TL
cellid_000087386-1,OT
cellid_000087387-1,OT
cellid_000087390-1,TL
cellid_000087392-1,OT
cellid_000087395-1,TL
cellid_000087398-1,TL
cellid_000087405-1,TL
cellid_000087411-1,TL
cellid_000087421-1,TL
cellid_000087426-1,OT
cellid_000087427-1,TL
cellid_000087430-1,TL
cellid_000087437-1,TL
cellid_000087447-1,OT
cellid_000087449-1,TL
cellid_000087450-1,OT
cellid_000087464-1,TL
cellid_000087469-1,TL
cellid_000087471-1,OT
cellid_000087474-1,TL
cellid_000087476-1,TL
cellid_000087483-1,TL
cellid_000087486-1,TL
cellid_000087496-1,TL
cellid_000087503-1,TL
cellid_000087515-1,TL
cellid_000087518-1,TL
cellid_000087524-1,TL
cellid_000087526-1,OT
cellid_000087528-1,TL
cellid_000087529-1,TL
cellid_000087538-1,TL
cellid_000087543-1,OT
cellid_000087552-1,TL
cellid_000087554-1,TL
cellid_000087557-1,TL
cellid_000087558-1,TL
cellid_000087564-1,TL
cellid_000087573-1,TL
cellid_000087601-1,OT
cellid_000087602-1,TL
cellid_000087606-1,TL
cellid_000087612-1,OT
cellid_000087615-1,TL
cellid_000087619-1,TL
cellid_000087635-1,TL
cellid_000087636-1,TL
cellid_000087637-1,TL
cellid_000087644-1,OT
cellid_000087651-1,TL
cellid_000087652-1,TL
cellid_000087653-1,TL
cellid_000087655-1,OT
cellid_000087656-1,TL
cellid_000087660-1,TL
cellid_000087674-1,TL
cellid_000087675-1,TL
cellid_000087687-1,TL
cellid_000087688-1,TL
cellid_000087690-1,OT
cellid_000087695-1,TL
cellid_000087700-1,TL
cellid_000087703-1,TL
cellid_000087705-1,TL
cellid_000087717-1,TL
cellid_000087718-1,OT
cellid_000087721-1,TL
cellid_000087727-1,TL
cellid_000087729-1,TL
cellid_000087735-1,TL
cellid_000087740-1,OT
cellid_000087758-1,TL
cellid_000087765-1,TL
cellid_000087768-1,TL
cellid_000087772-1,TL
cellid_000087774-1,TL
cellid_000087775-1,TL
cellid_000087777-1,TL
cellid_000087779-1,OT
cellid_000087783-1,TL
cellid_000087791-1,TL
cellid_000087793-1,TL
cellid_000087800-1,OT
cellid_000087813-1,TL
cellid_000087824-1,TL
cellid_000087831-1,TL
cellid_000087855-1,TL
cellid_000087860-1,OT
cellid_000087878-1,TL
cellid_000087887-1,OT
cellid_000087888-1,TL
cellid_000087896-1,TL
cellid_000087898-1,TL
cellid_000087899-1,TL
cellid_000087901-1,TL
cellid_000087907-1,TL
cellid_000087911-1,TL
cellid_000087918-1,TL
cellid_000087921-1,OT
cellid_000087928-1,TL
cellid_000087948-1,TL
cellid_000087949-1,TL
cellid_000087950-1,TL
cellid_000087957-1,TL
cellid_000087965-1,TL
cellid_000087967-1,TL
cellid_000087973-1,TL
cellid_000087975-1,TL
cellid_000087978-1,TL
cellid_000087979-1,TL
cellid_000087991-1,TL
cellid_000087999-1,TL
cellid_000088004-1,TL
cellid_000088008-1,OT
cellid_000088010-1,TL
cellid_000088012-1,TL
cellid_000088017-1,TL
cellid_000088030-1,OT
cellid_000088031-1,TL
cellid_000088037-1,TL
cellid_000088039-1,TL
cellid_000088040-1,TL
cellid_000088044-1,OT
cellid_000088055-1,OT
cellid_000088056-1,TL
cellid_000088057-1,TL
cellid_000088058-1,OT
cellid_000088063-1,OT
cellid_000088071-1,TL
cellid_000088073-1,TL
cellid_000088075-1,TL
cellid_000088079-1,TL
cellid_000088082-1,OT
cellid_000088089-1,TL
cellid_000088092-1,OT
cellid_000088099-1,TL
cellid_000088103-1,TL
cellid_000088105-1,TL
cellid_000088109-1,TL
cellid_000088111-1,TL
cellid_000088113-1,TL
cellid_000088114-1,TL
cellid_000088134-1,TL
cellid_000088135-1,TL
cellid_000088137-1,TL
cellid_000088140-1,OT
cellid_000088143-1,OT
cellid_000088145-1,OT
cellid_000088146-1,TL
cellid_000088148-1,TL
cellid_000088158-1,TL
cellid_000088167-1,OT
cellid_000088172-1,OT
cellid_000088174-1,TL
cellid_000088181-1,OT
cellid_000088189-1,TL
cellid_000088190-1,TL
cellid_000088191-1,TL
cellid_000088192-1,TL
cellid_000088194-1,TL
cellid_000088201-1,TL
cellid_000088202-1,OT
cellid_000088204-1,TL
cellid_000088210-1,TL
