Barcode,Anatomical
cellid_000000296-1,NDILI
cellid_000000297-1,NDILI
cellid_000000298-1,NDILI
cellid_000000299-1,NDILI
cellid_000000303-1,NDILI
cellid_000000304-1,NDILI
cellid_000000306-1,NDILI
cellid_000000307-1,NDILI
cellid_000000308-1,NDILI
cellid_000000309-1,NDILI
cellid_000000310-1,NDILI
cellid_000000312-1,NDILI
cellid_000000314-1,NDILI
cellid_000000319-1,NDILI
cellid_000000321-1,NDILI
cellid_000000323-1,NDILI
cellid_000000324-1,NDILI
cellid_000000327-1,NDILI
cellid_000000333-1,NDILI
cellid_000000335-1,NDILI
cellid_000000336-1,NDILI
cellid_000000339-1,NDILI
cellid_000000341-1,NDILI
cellid_000000342-1,NDILI
cellid_000000343-1,NDILI
cellid_000000344-1,NDILI
cellid_000000347-1,NDILI
cellid_000000349-1,NDILI
cellid_000000351-1,NDILI
cellid_000000352-1,NDILI
cellid_000000354-1,NDILI
cellid_000000360-1,NDILI
cellid_000000362-1,NDILI
cellid_000000363-1,NDILI
cellid_000000365-1,NDILI
cellid_000000368-1,NDILI
cellid_000000371-1,NDILI
cellid_000000373-1,NDILI
cellid_000000374-1,NDILI
cellid_000000376-1,NDILI
cellid_000000377-1,NDILI
cellid_000000378-1,NDILI
cellid_000000381-1,NDILI
cellid_000000384-1,NDILI
cellid_000000385-1,NDILI
cellid_000000386-1,NDILI
cellid_000000387-1,NDILI
cellid_000000388-1,NDILI
cellid_000000390-1,NDILI
cellid_000000391-1,NDILI
cellid_000000393-1,NDILI
cellid_000000394-1,NDILI
cellid_000000395-1,NDILI
cellid_000000396-1,NDILI
cellid_000000398-1,NDILI
cellid_000000401-1,NDILI
cellid_000000404-1,NDILI
cellid_000000405-1,NDILI
cellid_000000407-1,NDILI
cellid_000000409-1,NDILI
cellid_000000410-1,NDILI
cellid_000000411-1,NDILI
cellid_000000417-1,NDILI
cellid_000000421-1,NDILI
cellid_000000423-1,NDILI
cellid_000000435-1,NDILI
cellid_000000436-1,NDILI
cellid_000000437-1,NDILI
cellid_000000439-1,NDILI
cellid_000000441-1,NDILI
cellid_000000442-1,NDILI
cellid_000000444-1,NDILI
cellid_000000445-1,NDILI
cellid_000000450-1,NDILI
cellid_000000456-1,NDILI
cellid_000000458-1,NDILI
cellid_000000461-1,NDILI
cellid_000000462-1,NDILI
cellid_000000464-1,NDILI
cellid_000000467-1,NDILI
cellid_000000469-1,NDILI
cellid_000000472-1,NDILI
cellid_000000473-1,NDILI
cellid_000000475-1,NDILI
cellid_000000478-1,NDILI
cellid_000000483-1,NDILI
cellid_000000484-1,NDILI
cellid_000000486-1,NDILI
cellid_000000488-1,NDILI
cellid_000000490-1,NDILI
cellid_000000491-1,NDILI
cellid_000000494-1,NDILI
cellid_000000495-1,NDILI
cellid_000000505-1,NDILI
cellid_000000506-1,NDILI
cellid_000000507-1,NDILI
cellid_000000508-1,NDILI
cellid_000000514-1,NDILI
cellid_000000515-1,NDILI
cellid_000000520-1,NDILI
cellid_000000524-1,NDILI
cellid_000000526-1,NDILI
cellid_000000532-1,NDILI
cellid_000000534-1,NDILI
cellid_000000535-1,NDILI
cellid_000000536-1,NDILI
cellid_000000538-1,NDILI
cellid_000000539-1,NDILI
cellid_000000540-1,NDILI
cellid_000000541-1,NDILI
cellid_000000543-1,NDILI
cellid_000000544-1,NDILI
cellid_000000546-1,NDILI
cellid_000000547-1,NDILI
cellid_000000548-1,NDILI
cellid_000000549-1,NDILI
cellid_000000551-1,NDILI
cellid_000000563-1,NDILI
cellid_000000565-1,NDILI
cellid_000000566-1,NDILI
cellid_000000568-1,NDILI
cellid_000000570-1,NDILI
cellid_000000574-1,NDILI
cellid_000000575-1,NDILI
cellid_000000576-1,NDILI
cellid_000000581-1,NDILI
cellid_000000582-1,NDILI
cellid_000000584-1,NDILI
cellid_000000586-1,NDILI
cellid_000000590-1,NDILI
cellid_000000594-1,NDILI
cellid_000000596-1,NDILI
cellid_000000597-1,NDILI
cellid_000000598-1,NDILI
cellid_000000600-1,NDILI
cellid_000000604-1,NDILI
cellid_000000606-1,NDILI
cellid_000000607-1,NDILI
cellid_000000608-1,NDILI
cellid_000000609-1,NDILI
cellid_000000611-1,NDILI
cellid_000000615-1,NDILI
cellid_000000616-1,NDILI
cellid_000000617-1,NDILI
cellid_000000620-1,NDILI
cellid_000000624-1,NDILI
cellid_000000626-1,NDILI
cellid_000000627-1,NDILI
cellid_000000628-1,NDILI
cellid_000000637-1,NDILI
cellid_000000638-1,NDILI
cellid_000000643-1,NDILI
cellid_000000646-1,NDILI
cellid_000000648-1,NDILI
cellid_000000649-1,NDILI
cellid_000000650-1,NDILI
cellid_000000651-1,NDILI
cellid_000000653-1,NDILI
cellid_000000655-1,NDILI
cellid_000000656-1,NDILI
cellid_000000658-1,NDILI
cellid_000000659-1,NDILI
cellid_000000661-1,NDILI
cellid_000000662-1,NDILI
cellid_000000664-1,NDILI
cellid_000000665-1,NDILI
cellid_000000668-1,NDILI
cellid_000000671-1,NDILI
cellid_000000672-1,NDILI
cellid_000000673-1,NDILI
cellid_000000679-1,NDILI
cellid_000000682-1,NDILI
cellid_000000683-1,NDILI
cellid_000000684-1,NDILI
cellid_000000685-1,NDILI
cellid_000000686-1,NDILI
cellid_000000689-1,NDILI
cellid_000000693-1,NDILI
cellid_000000695-1,NDILI
cellid_000000701-1,NDILI
cellid_000000703-1,NDILI
cellid_000000706-1,NDILI
cellid_000000708-1,NDILI
cellid_000000709-1,NDILI
cellid_000000711-1,NDILI
cellid_000000714-1,NDILI
cellid_000000715-1,NDILI
cellid_000000717-1,NDILI
cellid_000000719-1,NDILI
cellid_000000720-1,NDILI
cellid_000000722-1,NDILI
cellid_000000723-1,NDILI
cellid_000000724-1,NDILI
cellid_000000738-1,NDILI
cellid_000000750-1,NDILI
cellid_000000752-1,NDILI
cellid_000000753-1,NDILI
cellid_000000756-1,NDILI
cellid_000000757-1,NDILI
cellid_000000760-1,NDILI
cellid_000000762-1,NDILI
cellid_000000763-1,NDILI
cellid_000000765-1,NDILI
cellid_000000768-1,NDILI
cellid_000000769-1,NDILI
cellid_000000770-1,NDILI
cellid_000000773-1,NDILI
cellid_000000776-1,NDILI
cellid_000000779-1,NDILI
cellid_000000784-1,NDILI
cellid_000000786-1,NDILI
cellid_000000790-1,NDILI
cellid_000000797-1,NDILI
cellid_000000798-1,NDILI
cellid_000000802-1,NDILI
cellid_000000805-1,NDILI
cellid_000000807-1,NDILI
cellid_000000808-1,NDILI
cellid_000000811-1,NDILI
cellid_000000812-1,NDILI
cellid_000000813-1,NDILI
cellid_000000814-1,NDILI
cellid_000000816-1,NDILI
cellid_000000817-1,NDILI
cellid_000000818-1,NDILI
cellid_000000819-1,NDILI
cellid_000000821-1,NDILI
cellid_000000825-1,NDILI
cellid_000000826-1,NDILI
cellid_000000828-1,NDILI
cellid_000000829-1,NDILI
cellid_000000830-1,NDILI
cellid_000000832-1,NDILI
cellid_000000836-1,NDILI
cellid_000000840-1,NDILI
cellid_000000844-1,NDILI
cellid_000000845-1,NDILI
cellid_000000846-1,NDILI
cellid_000000849-1,NDILI
cellid_000000850-1,NDILI
cellid_000000855-1,NDILI
cellid_000000857-1,NDILI
cellid_000000858-1,NDILI
cellid_000000859-1,NDILI
cellid_000000861-1,NDILI
cellid_000000864-1,NDILI
cellid_000000865-1,NDILI
cellid_000000866-1,NDILI
cellid_000000871-1,NDILI
cellid_000000874-1,NDILI
cellid_000000877-1,NDILI
cellid_000000878-1,NDILI
cellid_000000881-1,NDILI
cellid_000000893-1,NDILI
cellid_000000896-1,NDILI
cellid_000000897-1,NDILI
cellid_000000899-1,NDILI
cellid_000000901-1,NDILI
cellid_000000906-1,NDILI
cellid_000000909-1,NDILI
cellid_000000910-1,NDILI
cellid_000000912-1,NDILI
cellid_000000914-1,NDILI
cellid_000000917-1,NDILI
cellid_000000918-1,NDILI
cellid_000000923-1,NDILI
cellid_000000926-1,NDILI
cellid_000000930-1,NDILI
cellid_000000934-1,NDILI
cellid_000000935-1,NDILI
cellid_000000937-1,NDILI
cellid_000000940-1,NDILI
cellid_000000942-1,NDILI
cellid_000000943-1,NDILI
cellid_000000946-1,NDILI
cellid_000000947-1,NDILI
cellid_000000948-1,NDILI
cellid_000000949-1,NDILI
cellid_000000952-1,NDILI
cellid_000000955-1,NDILI
cellid_000000960-1,NDILI
cellid_000000965-1,NDILI
cellid_000000968-1,NDILI
cellid_000000970-1,NDILI
cellid_000000971-1,NDILI
cellid_000000974-1,NDILI
cellid_000000975-1,NDILI
cellid_000000978-1,NDILI
cellid_000000983-1,NDILI
cellid_000000987-1,NDILI
cellid_000000992-1,NDILI
cellid_000000995-1,NDILI
cellid_000001002-1,NDILI
cellid_000001004-1,NDILI
cellid_000001005-1,NDILI
cellid_000001007-1,NDILI
cellid_000001008-1,NDILI
cellid_000001011-1,NDILI
cellid_000001012-1,NDILI
cellid_000001013-1,NDILI
cellid_000001024-1,NDILI
cellid_000001027-1,NDILI
cellid_000001029-1,NDILI
cellid_000001032-1,NDILI
cellid_000001037-1,NDILI
cellid_000001038-1,NDILI
cellid_000001045-1,NDILI
cellid_000001048-1,NDILI
cellid_000001053-1,NDILI
cellid_000001054-1,NDILI
cellid_000001056-1,NDILI
cellid_000001058-1,NDILI
cellid_000001059-1,NDILI
cellid_000001063-1,NDILI
cellid_000001068-1,NDILI
cellid_000001069-1,NDILI
cellid_000001072-1,NDILI
cellid_000001073-1,NDILI
cellid_000001075-1,NDILI
cellid_000001077-1,NDILI
cellid_000001078-1,NDILI
cellid_000001086-1,NDILI
cellid_000001087-1,NDILI
cellid_000001092-1,NDILI
cellid_000001094-1,NDILI
cellid_000001095-1,NDILI
cellid_000001098-1,NDILI
cellid_000001106-1,NDILI
cellid_000001107-1,NDILI
cellid_000001108-1,NDILI
cellid_000001111-1,NDILI
cellid_000001112-1,NDILI
cellid_000001115-1,NDILI
cellid_000001124-1,NDILI
cellid_000001135-1,NDILI
cellid_000001137-1,NDILI
cellid_000001139-1,NDILI
cellid_000001148-1,NDILI
cellid_000001149-1,NDILI
cellid_000001151-1,NDILI
cellid_000001154-1,NDILI
cellid_000001155-1,NDILI
cellid_000001157-1,NDILI
cellid_000001160-1,NDILI
cellid_000001162-1,NDILI
cellid_000001166-1,NDILI
cellid_000001168-1,NDILI
cellid_000001171-1,NDILI
cellid_000001173-1,NDILI
cellid_000001174-1,NDILI
cellid_000001179-1,NDILI
cellid_000001180-1,NDILI
cellid_000001184-1,NDILI
cellid_000001187-1,NDILI
cellid_000001188-1,NDILI
cellid_000001191-1,NDILI
cellid_000001198-1,NDILI
cellid_000001199-1,NDILI
cellid_000001204-1,NDILI
cellid_000001207-1,NDILI
cellid_000001210-1,NDILI
cellid_000001214-1,NDILI
cellid_000001216-1,NDILI
cellid_000001221-1,NDILI
cellid_000001222-1,NDILI
cellid_000001223-1,NDILI
cellid_000001230-1,NDILI
cellid_000001231-1,NDILI
cellid_000001232-1,NDILI
cellid_000001234-1,NDILI
cellid_000001236-1,NDILI
cellid_000001245-1,NDILI
cellid_000001247-1,NDILI
cellid_000001255-1,NDILI
cellid_000001257-1,NDILI
cellid_000001259-1,NDILI
cellid_000001261-1,NDILI
cellid_000001264-1,NDILI
cellid_000001266-1,NDILI
cellid_000001277-1,NDILI
cellid_000001279-1,NDILI
cellid_000001286-1,NDILI
cellid_000001288-1,NDILI
cellid_000001293-1,NDILI
cellid_000001295-1,NDILI
cellid_000001300-1,NDILI
cellid_000001301-1,NDILI
cellid_000001302-1,NDILI
cellid_000001303-1,NDILI
cellid_000001304-1,NDILI
cellid_000001308-1,NDILI
cellid_000001310-1,NDILI
cellid_000001313-1,NDILI
cellid_000001314-1,NDILI
cellid_000001322-1,NDILI
cellid_000001323-1,NDILI
cellid_000001324-1,NDILI
cellid_000001326-1,NDILI
cellid_000001327-1,NDILI
cellid_000001333-1,NDILI
cellid_000001337-1,NDILI
cellid_000001338-1,NDILI
cellid_000001340-1,NDILI
cellid_000001346-1,NDILI
cellid_000001348-1,NDILI
cellid_000001350-1,NDILI
cellid_000001351-1,NDILI
cellid_000001352-1,NDILI
cellid_000001358-1,NDILI
cellid_000001359-1,NDILI
cellid_000001362-1,NDILI
cellid_000001363-1,NDILI
cellid_000001375-1,NDILI
cellid_000001376-1,NDILI
cellid_000001382-1,NDILI
cellid_000001393-1,NDILI
cellid_000001394-1,NDILI
cellid_000001398-1,NDILI
cellid_000001401-1,NDILI
cellid_000001402-1,NDILI
cellid_000001405-1,NDILI
cellid_000001406-1,NDILI
cellid_000001409-1,NDILI
cellid_000001412-1,NDILI
cellid_000001414-1,NDILI
cellid_000001420-1,NDILI
cellid_000001425-1,TGN
cellid_000001430-1,NDILI
cellid_000001431-1,NDILI
cellid_000001432-1,NDILI
cellid_000001436-1,NDILI
cellid_000001438-1,NDILI
cellid_000001448-1,NDILI
cellid_000001453-1,TGN
cellid_000001458-1,TGN
cellid_000001462-1,TGN
cellid_000001466-1,NDILI
cellid_000001469-1,NDILI
cellid_000001474-1,TGN
cellid_000001477-1,NDILI
cellid_000001478-1,NDILI
cellid_000001481-1,NDILI
cellid_000001487-1,TGN
cellid_000001495-1,TGN
cellid_000001500-1,NDILI
cellid_000001504-1,TGN
cellid_000001507-1,NDILI
cellid_000001513-1,NDILI
cellid_000001515-1,TGN
cellid_000001519-1,NDILI
cellid_000001521-1,TGN
cellid_000001523-1,TLa
cellid_000001525-1,NDILI
cellid_000001529-1,TGN
cellid_000001535-1,NDILI
cellid_000001537-1,TLa
cellid_000001542-1,NDILI
cellid_000001543-1,NDILI
cellid_000001545-1,TGN
cellid_000001549-1,NDILI
cellid_000001555-1,NDILI
cellid_000001556-1,NDILI
cellid_000001557-1,TGN
cellid_000001562-1,NDILI
cellid_000001563-1,NDILI
cellid_000001566-1,NDILI
cellid_000001571-1,TGN
cellid_000001576-1,TGN
cellid_000001577-1,NDILI
cellid_000001582-1,NDILI
cellid_000001588-1,NDILI
cellid_000001590-1,NDILI
cellid_000001591-1,NDILI
cellid_000001595-1,TLa
cellid_000001596-1,NDILI
cellid_000001597-1,NDILI
cellid_000001600-1,NDILI
cellid_000001601-1,NDILI
cellid_000001603-1,TLa
cellid_000001608-1,NDILI
cellid_000001610-1,TGN
cellid_000001611-1,TLa
cellid_000001613-1,TGN
cellid_000001620-1,NDILI
cellid_000001623-1,NDILI
cellid_000001626-1,NDILI
cellid_000001627-1,NDILI
cellid_000001628-1,NDILI
cellid_000001632-1,NDILI
cellid_000001640-1,NDILI
cellid_000001642-1,TGN
cellid_000001644-1,TGN
cellid_000001647-1,NDILI
cellid_000001649-1,NDILI
cellid_000001653-1,NDILI
cellid_000001656-1,NDILI
cellid_000001663-1,NDILI
cellid_000001666-1,NDILI
cellid_000001668-1,TGN
cellid_000001670-1,TLa
cellid_000001672-1,TLa
cellid_000001673-1,TGN
cellid_000001675-1,TLa
cellid_000001677-1,TGN
cellid_000001679-1,NDILI
cellid_000001682-1,NDILI
cellid_000001685-1,NDILI
cellid_000001690-1,NDILI
cellid_000001693-1,NDILI
cellid_000001700-1,TGN
cellid_000001707-1,NDILI
cellid_000001708-1,NDILI
cellid_000001709-1,TLa
cellid_000001710-1,NDILI
cellid_000001711-1,NDILI
cellid_000001712-1,NDILI
cellid_000001713-1,TGN
cellid_000001714-1,TGN
cellid_000001720-1,TLa
cellid_000001725-1,NDILI
cellid_000001726-1,NDILI
cellid_000001727-1,TLa
cellid_000001728-1,NDILI
cellid_000001735-1,TLa
cellid_000001736-1,TGN
cellid_000001737-1,TGN
cellid_000001745-1,TLa
cellid_000001747-1,NDILI
cellid_000001753-1,TGN
cellid_000001754-1,NDILI
cellid_000001755-1,TGN
cellid_000001763-1,TGN
cellid_000001764-1,NDILI
cellid_000001774-1,NDILI
cellid_000001779-1,NDILI
cellid_000001780-1,TGN
cellid_000001792-1,NDILI
cellid_000001799-1,TLa
cellid_000001803-1,NDILI
cellid_000001806-1,NDILI
cellid_000001807-1,TGN
cellid_000001812-1,NDILI
cellid_000001814-1,NDILI
cellid_000001815-1,NDILI
cellid_000001818-1,TLa
cellid_000001819-1,TGN
cellid_000001826-1,NDILI
cellid_000001831-1,NDILI
cellid_000001834-1,NDILI
cellid_000001836-1,NDILI
cellid_000001837-1,NDILI
cellid_000001842-1,NDILI
cellid_000001843-1,TLa
cellid_000001844-1,TGN
cellid_000001845-1,NDILI
cellid_000001847-1,NDILI
cellid_000001848-1,NDILI
cellid_000001850-1,TLa
cellid_000001851-1,NDILI
cellid_000001854-1,TGN
cellid_000001857-1,NDILI
cellid_000001858-1,NDILI
cellid_000001861-1,TGN
cellid_000001863-1,NDILI
cellid_000001866-1,NDILI
cellid_000001868-1,NDILI
cellid_000001874-1,NDILI
cellid_000001877-1,NDILI
cellid_000001881-1,TLa
cellid_000001884-1,NDILI
cellid_000001885-1,NDILI
cellid_000001886-1,TLa
cellid_000001887-1,TGN
cellid_000001890-1,NDILI
cellid_000001891-1,NDILI
cellid_000001894-1,NDILI
cellid_000001900-1,NDILI
cellid_000001902-1,TLa
cellid_000001906-1,TGN
cellid_000001907-1,NDILI
cellid_000001909-1,TGN
cellid_000001914-1,TGN
cellid_000001920-1,NDILI
cellid_000001921-1,NDILI
cellid_000001922-1,TGN
cellid_000001924-1,NDILI
cellid_000001925-1,TGN
cellid_000001932-1,NDILI
cellid_000001935-1,TGN
cellid_000001942-1,NDILI
cellid_000001944-1,NDILI
cellid_000001949-1,NDILI
cellid_000001952-1,TGN
cellid_000001956-1,TGN
cellid_000001957-1,TGN
cellid_000001964-1,NDILI
cellid_000001970-1,TGN
cellid_000001971-1,TLa
cellid_000001974-1,NDILI
cellid_000001975-1,NDILI
cellid_000001976-1,TGN
cellid_000001984-1,TGN
cellid_000001985-1,NDILI
cellid_000001990-1,TGN
cellid_000001996-1,TGN
cellid_000002004-1,TGN
cellid_000002012-1,TLa
cellid_000002016-1,NDILI
cellid_000002019-1,NDILI
cellid_000002020-1,TGN
cellid_000002025-1,NDILI
cellid_000002026-1,TGN
cellid_000002030-1,NDILI
cellid_000002032-1,TLa
cellid_000002041-1,NDILI
cellid_000002043-1,NDILI
cellid_000002044-1,NDILI
cellid_000002049-1,TGN
cellid_000002050-1,NDILI
cellid_000002051-1,NDILI
cellid_000002052-1,NDILI
cellid_000002053-1,TLa
cellid_000002054-1,TLa
cellid_000002055-1,NDILI
cellid_000002058-1,NDILI
cellid_000002059-1,TGN
cellid_000002060-1,NDILI
cellid_000002064-1,NDILI
cellid_000002066-1,NDILI
cellid_000002070-1,NDILI
cellid_000002072-1,NDILI
cellid_000002074-1,TGN
cellid_000002075-1,NDILI
cellid_000002081-1,NDILI
cellid_000002082-1,TLa
cellid_000002088-1,TLa
cellid_000002093-1,TLa
cellid_000002094-1,NDILI
cellid_000002096-1,TGN
cellid_000002099-1,NDILI
cellid_000002110-1,NDILI
cellid_000002112-1,TGN
cellid_000002113-1,NDILI
cellid_000002119-1,NDILI
cellid_000002123-1,NDILI
cellid_000002127-1,NDILI
cellid_000002131-1,NDILI
cellid_000002132-1,TGN
cellid_000002135-1,TGN
cellid_000002144-1,NDILI
cellid_000002145-1,TLa
cellid_000002148-1,NDILI
cellid_000002150-1,NDILI
cellid_000002153-1,NDILI
cellid_000002156-1,NDILI
cellid_000002157-1,TGN
cellid_000002159-1,TGN
cellid_000002162-1,NDILI
cellid_000002164-1,NDILI
cellid_000002166-1,TLa
cellid_000002168-1,NDILI
cellid_000002170-1,NDILI
cellid_000002172-1,NDILI
cellid_000002173-1,TGN
cellid_000002176-1,NDILI
cellid_000002180-1,NDILI
cellid_000002184-1,NDILI
cellid_000002186-1,TLa
cellid_000002187-1,TLa
cellid_000002190-1,NDILI
cellid_000002191-1,NDILI
cellid_000002194-1,NDILI
cellid_000002200-1,NDILI
cellid_000002210-1,TGN
cellid_000002215-1,TLa
cellid_000002219-1,NDILI
cellid_000002224-1,NDILI
cellid_000002229-1,TLa
cellid_000002231-1,NDILI
cellid_000002236-1,NDILI
cellid_000002240-1,NDILI
cellid_000002241-1,NDILI
cellid_000002242-1,TLa
cellid_000002250-1,NDILI
cellid_000002257-1,NDILI
cellid_000002263-1,TLa
cellid_000002266-1,NDILI
cellid_000002269-1,NDILI
cellid_000002270-1,NDILI
cellid_000002273-1,NDILI
cellid_000002276-1,NDILI
cellid_000002280-1,TLa
cellid_000002283-1,TGN
cellid_000002285-1,NDILI
cellid_000002289-1,NDILI
cellid_000002291-1,NDILI
cellid_000002295-1,NDILI
cellid_000002298-1,NDILI
cellid_000002299-1,NDILI
cellid_000002300-1,NDILI
cellid_000002303-1,NDILI
cellid_000002309-1,TLa
cellid_000002319-1,NDILI
cellid_000002326-1,NDILI
cellid_000002328-1,NDILI
cellid_000002336-1,TGN
cellid_000002337-1,NDILI
cellid_000002342-1,NDILI
cellid_000002345-1,NDILI
cellid_000002350-1,TGN
cellid_000002351-1,NDILI
cellid_000002358-1,TLa
cellid_000002360-1,TGN
cellid_000002366-1,NDILI
cellid_000002367-1,NDILI
cellid_000002375-1,NDILI
cellid_000002376-1,NDILI
cellid_000002383-1,TGN
cellid_000002385-1,NDILI
cellid_000002391-1,TGN
cellid_000002398-1,TGN
cellid_000002411-1,NDILI
cellid_000002413-1,TLa
cellid_000002414-1,TLa
cellid_000002416-1,TLa
cellid_000002418-1,NDILI
cellid_000002419-1,NDILI
cellid_000002423-1,NDILI
cellid_000002427-1,NDILI
cellid_000002429-1,NDILI
cellid_000002434-1,NDILI
cellid_000002440-1,NDILI
cellid_000002441-1,NDILI
cellid_000002442-1,TGN
cellid_000002444-1,TLa
cellid_000002445-1,TGN
cellid_000002452-1,TGN
cellid_000002456-1,NDILI
cellid_000002457-1,TGN
cellid_000002459-1,TLa
cellid_000002470-1,TGN
cellid_000002472-1,TGN
cellid_000002475-1,TGN
cellid_000002485-1,TGN
cellid_000002486-1,NDILI
cellid_000002487-1,TGN
cellid_000002488-1,NDILI
cellid_000002490-1,NDILI
cellid_000002495-1,TGN
cellid_000002497-1,TGN
cellid_000002503-1,NDILI
cellid_000002504-1,NDILI
cellid_000002509-1,NDILI
cellid_000002512-1,TLa
cellid_000002516-1,TLa
cellid_000002517-1,TGN
cellid_000002519-1,NDILI
cellid_000002520-1,TLa
cellid_000002521-1,TGN
cellid_000002524-1,NDILI
cellid_000002526-1,NDILI
cellid_000002532-1,TGN
cellid_000002534-1,NDILI
cellid_000002537-1,TGN
cellid_000002540-1,NDILI
cellid_000002546-1,TLa
cellid_000002550-1,NDILI
cellid_000002552-1,TLa
cellid_000002555-1,NDILI
cellid_000002556-1,TGN
cellid_000002559-1,NDILI
cellid_000002563-1,NDILI
cellid_000002568-1,TGN
cellid_000002575-1,NDILI
cellid_000002576-1,NDILI
cellid_000002581-1,TGN
cellid_000002586-1,TGN
cellid_000002590-1,NDILI
cellid_000002595-1,NDILI
cellid_000002596-1,NDILI
cellid_000002608-1,NDILI
cellid_000002609-1,NDILI
cellid_000002610-1,TLa
cellid_000002612-1,TLa
cellid_000002614-1,NDILI
cellid_000002618-1,NDILI
cellid_000002623-1,NDILI
cellid_000002625-1,NDILI
cellid_000002626-1,NDILI
cellid_000002627-1,TGN
cellid_000002628-1,TGN
cellid_000002631-1,TGN
cellid_000002632-1,NDILI
cellid_000002635-1,TGN
cellid_000002642-1,NDILI
cellid_000002643-1,NDILI
cellid_000002650-1,NDILI
cellid_000002651-1,NDILI
cellid_000002656-1,TGN
cellid_000002657-1,NDILI
cellid_000002660-1,TGN
cellid_000002661-1,NDILI
cellid_000002663-1,TGN
cellid_000002666-1,NDILI
cellid_000002667-1,NDILI
cellid_000002671-1,NDILI
cellid_000002679-1,NDILI
cellid_000002687-1,TLa
cellid_000002691-1,TGN
cellid_000002692-1,TLa
cellid_000002693-1,NDILI
cellid_000002698-1,NDILI
cellid_000002699-1,TGN
cellid_000002702-1,TGN
cellid_000002709-1,TLa
cellid_000002710-1,NDILI
cellid_000002713-1,NDILI
cellid_000002715-1,TGN
cellid_000002716-1,NDILI
cellid_000002720-1,TGN
cellid_000002721-1,NDILI
cellid_000002722-1,NDILI
cellid_000002728-1,TGN
