gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	0	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	3	4	5	6_0	6_1	6_2	6_3	7	8	9
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS05760BB78	UBASH3B	0.2	0.009	0.023	0.05	0.0	0.093	0.365	0.0	0.177	0.136	0.196	0.027	0.576	0.0	0.568	0.249	0.074	0.054	0.427	0.103	0.335	0.251	0.064	0.33	0.55	0.0	0.448	0.498	0.109
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS0259A0EB4	UBASH3B	0.2	0.009	0.023	0.05	0.0	0.093	0.365	0.0	0.177	0.136	0.196	0.027	0.576	0.0	0.568	0.249	0.074	0.054	0.427	0.103	0.335	0.251	0.064	0.33	0.55	0.0	0.448	0.498	0.109
SRD5A3	Q9H8P0	True	PORED_HUMAN	Dihydrotestosterone_bySRD5A3	CPI-CS039E9FE7F	SRD5A3	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.018	0.026	0.103	0.0	0.0	0.293	0.0	0.024	0.0
SRD5A1	P18405	True	S5A1_HUMAN	Dihydrotestosterone_bySRD5A1	CPI-CS0EC7F7C75	SRD5A1	0.024	0.057	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.062	0.049	0.036	0.034	0.0	0.0	0.0	0.111	0.053	0.0	0.014	0.045	0.0	0.0	0.0	0.126	0.0	0.08	0.132	0.0
SRD5A2	P31213	True	S5A2_HUMAN	Dihydrotestosterone_bySRD5A2	CPI-CS0D228AF4D	SRD5A2	0.112	0.027	0.018	0.056	0.0	0.029	0.0	0.036	0.0	0.033	0.077	0.088	0.017	0.25	0.0	0.099	0.0	0.0	0.108	0.049	0.074	0.06	0.109	0.075	0.168	0.233	0.084	0.139	0.101
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	DHCR7	0.111	0.071	0.031	0.053	0.073	0.111	0.117	0.026	0.08	0.118	0.127	0.098	0.034	0.0	0.568	0.109	0.071	0.14	0.161	0.192	0.075	0.061	0.0	0.0	0.105	0.175	0.028	0.053	0.194
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS0A5B6BD7A	PTGR1	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS04A56D5BE	PTGR1	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP11A1	P05108	True	CP11A_HUMAN	22Hydroxycholesterol_byCYP11A1	CPI-CS08D535BCF	CYP11A1	0.008	0.013	0.017	0.0	0.0	0.0	0.071	0.191	0.079	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.051
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS03629A52A	DAGLA	0.622	0.035	0.256	0.192	0.516	0.427	0.619	0.312	0.33	0.597	0.63	0.463	0.518	0.541	0.73	0.472	0.281	0.359	0.272	0.653	0.949	0.645	0.599	0.057	0.354	0.899	0.518	0.811	0.381
