Barcode,Coltan DIssection
cellid_000016055-1,included
cellid_000016056-1,included
cellid_000016057-1,included
cellid_000016058-1,included
cellid_000016059-1,included
cellid_000016060-1,included
cellid_000016061-1,included
cellid_000016062-1,included
cellid_000016063-1,included
cellid_000016064-1,included
cellid_000016065-1,included
cellid_000016066-1,included
cellid_000016067-1,included
cellid_000016068-1,included
cellid_000016069-1,included
cellid_000016070-1,included
cellid_000016071-1,included
cellid_000016072-1,included
cellid_000016074-1,included
cellid_000016075-1,included
cellid_000016076-1,included
cellid_000016077-1,included
cellid_000016078-1,included
cellid_000016079-1,included
cellid_000016080-1,included
cellid_000016081-1,included
cellid_000016082-1,included
cellid_000016083-1,included
cellid_000016084-1,included
cellid_000016085-1,included
cellid_000016086-1,included
cellid_000016087-1,included
cellid_000016088-1,included
cellid_000016089-1,included
cellid_000016090-1,included
cellid_000016091-1,included
cellid_000016092-1,included
cellid_000016093-1,included
cellid_000016094-1,included
cellid_000016095-1,included
cellid_000016096-1,included
cellid_000016097-1,included
cellid_000016098-1,included
cellid_000016099-1,included
cellid_000016100-1,included
cellid_000016101-1,included
cellid_000016102-1,included
cellid_000016103-1,included
cellid_000016104-1,included
cellid_000016105-1,included
cellid_000016106-1,included
cellid_000016107-1,included
cellid_000016108-1,included
cellid_000016109-1,included
cellid_000016110-1,included
cellid_000016111-1,included
cellid_000016112-1,included
cellid_000016113-1,included
cellid_000016114-1,included
cellid_000016115-1,included
cellid_000016116-1,included
cellid_000016117-1,included
cellid_000016118-1,included
cellid_000016119-1,included
cellid_000016120-1,included
cellid_000016121-1,included
cellid_000016122-1,included
cellid_000016123-1,included
cellid_000016124-1,included
cellid_000016125-1,included
cellid_000016126-1,included
cellid_000016127-1,included
cellid_000016128-1,included
cellid_000016129-1,included
cellid_000016130-1,included
cellid_000016131-1,included
cellid_000016132-1,included
cellid_000016133-1,included
cellid_000016134-1,included
cellid_000016135-1,included
cellid_000016136-1,included
cellid_000016137-1,included
cellid_000016138-1,included
cellid_000016139-1,included
cellid_000016140-1,included
cellid_000016141-1,included
cellid_000016142-1,included
cellid_000016143-1,included
cellid_000016144-1,included
cellid_000016145-1,included
cellid_000016146-1,included
cellid_000016147-1,included
cellid_000016148-1,included
cellid_000016149-1,included
cellid_000016150-1,included
cellid_000016151-1,included
cellid_000016152-1,included
cellid_000016153-1,included
cellid_000016154-1,included
cellid_000016155-1,included
cellid_000016156-1,included
cellid_000016157-1,included
cellid_000016158-1,included
cellid_000016159-1,included
cellid_000016160-1,included
cellid_000016161-1,included
cellid_000016162-1,included
cellid_000016163-1,included
cellid_000016164-1,included
cellid_000016165-1,included
cellid_000016166-1,included
cellid_000016167-1,included
cellid_000016168-1,included
cellid_000016169-1,included
cellid_000016170-1,included
cellid_000016171-1,included
cellid_000016172-1,included
cellid_000016173-1,included
cellid_000016174-1,included
cellid_000016175-1,included
cellid_000016176-1,included
cellid_000016178-1,included
cellid_000016179-1,included
cellid_000016180-1,included
cellid_000016181-1,included
cellid_000016182-1,included
cellid_000016183-1,included
cellid_000016184-1,included
cellid_000016185-1,included
cellid_000016186-1,included
cellid_000016187-1,included
cellid_000016188-1,included
cellid_000016189-1,included
cellid_000016190-1,included
cellid_000016191-1,included
cellid_000016192-1,included
cellid_000016193-1,included
cellid_000016194-1,included
cellid_000016195-1,included
cellid_000016196-1,included
cellid_000016197-1,included
cellid_000016198-1,included
cellid_000016199-1,included
cellid_000016200-1,included
cellid_000016201-1,included
cellid_000016202-1,included
cellid_000016203-1,included
cellid_000016204-1,included
cellid_000016205-1,included
cellid_000016206-1,included
cellid_000016207-1,included
cellid_000016208-1,included
cellid_000016209-1,included
cellid_000016210-1,included
cellid_000016211-1,included
cellid_000016212-1,included
cellid_000016213-1,included
cellid_000016214-1,included
cellid_000016215-1,included
cellid_000016216-1,included
cellid_000016217-1,included
cellid_000016218-1,included
cellid_000016219-1,included
cellid_000016220-1,included
cellid_000016221-1,included
cellid_000016222-1,included
cellid_000016223-1,included
cellid_000016224-1,included
cellid_000016225-1,included
cellid_000016226-1,included
cellid_000016227-1,included
cellid_000016228-1,included
cellid_000016229-1,included
cellid_000016230-1,included
cellid_000016231-1,included
cellid_000016232-1,included
cellid_000016233-1,included
cellid_000016234-1,included
cellid_000016235-1,included
cellid_000016236-1,included
cellid_000016237-1,included
cellid_000016238-1,included
cellid_000016239-1,included
cellid_000016240-1,included
cellid_000016241-1,included
cellid_000016242-1,included
cellid_000016243-1,included
cellid_000016244-1,included
cellid_000016245-1,included
cellid_000016246-1,included
cellid_000016247-1,included
cellid_000016248-1,included
cellid_000016249-1,included
cellid_000016250-1,included
cellid_000016251-1,included
cellid_000016252-1,included
cellid_000016253-1,included
cellid_000016254-1,included
cellid_000016255-1,included
cellid_000016256-1,included
cellid_000016257-1,included
cellid_000016258-1,included
cellid_000016259-1,included
cellid_000016260-1,included
cellid_000016261-1,included
cellid_000016262-1,included
cellid_000016263-1,included
cellid_000016264-1,included
cellid_000016265-1,included
cellid_000016266-1,included
cellid_000016267-1,included
cellid_000016268-1,included
cellid_000016269-1,included
cellid_000016270-1,included
cellid_000016271-1,included
cellid_000016272-1,included
cellid_000016273-1,included
cellid_000016274-1,included
cellid_000016275-1,included
cellid_000016276-1,included
cellid_000016277-1,included
cellid_000016278-1,included
cellid_000016279-1,included
cellid_000016280-1,included
cellid_000016281-1,included
cellid_000016282-1,included
cellid_000016283-1,included
cellid_000016284-1,included
cellid_000016285-1,included
cellid_000016286-1,included
cellid_000016287-1,included
cellid_000016288-1,included
cellid_000016289-1,included
cellid_000016290-1,included
cellid_000016291-1,included
cellid_000016292-1,included
cellid_000016293-1,included
cellid_000016294-1,included
cellid_000016295-1,included
cellid_000016296-1,included
cellid_000016297-1,included
cellid_000016298-1,included
cellid_000016299-1,included
cellid_000016300-1,included
cellid_000016301-1,included
cellid_000016302-1,included
cellid_000016303-1,included
cellid_000016304-1,included
cellid_000016305-1,included
cellid_000016306-1,included
cellid_000016307-1,included
cellid_000016308-1,included
cellid_000016309-1,included
cellid_000016310-1,included
cellid_000016311-1,included
cellid_000016312-1,included
cellid_000016313-1,included
cellid_000016314-1,included
cellid_000016315-1,included
cellid_000016316-1,included
cellid_000016317-1,included
cellid_000016318-1,included
cellid_000016319-1,included
cellid_000016320-1,included
cellid_000016321-1,included
cellid_000016322-1,included
cellid_000016323-1,included
cellid_000016324-1,included
cellid_000016325-1,included
cellid_000016326-1,included
cellid_000016327-1,included
cellid_000016328-1,included
cellid_000016329-1,included
cellid_000016330-1,included
cellid_000016331-1,included
cellid_000016332-1,included
cellid_000016333-1,included
cellid_000016334-1,included
cellid_000016335-1,included
cellid_000016336-1,included
cellid_000016337-1,included
cellid_000016338-1,included
cellid_000016339-1,included
cellid_000016340-1,included
cellid_000016341-1,included
cellid_000016342-1,included
cellid_000016343-1,included
cellid_000016344-1,included
cellid_000016345-1,included
cellid_000016346-1,included
cellid_000016347-1,included
cellid_000016348-1,included
cellid_000016349-1,included
cellid_000016350-1,included
cellid_000016351-1,included
cellid_000016352-1,included
cellid_000016353-1,included
cellid_000016354-1,included
cellid_000016355-1,included
cellid_000016356-1,included
cellid_000016357-1,included
cellid_000016358-1,included
cellid_000016359-1,included
cellid_000016360-1,included
cellid_000016361-1,included
cellid_000016362-1,included
cellid_000016363-1,included
cellid_000016364-1,included
cellid_000016365-1,included
cellid_000016366-1,included
cellid_000016367-1,included
cellid_000016368-1,included
cellid_000016369-1,included
cellid_000016370-1,included
cellid_000016371-1,included
cellid_000016372-1,included
cellid_000016373-1,included
cellid_000016374-1,included
cellid_000016375-1,included
cellid_000016376-1,included
cellid_000016377-1,included
cellid_000016378-1,included
cellid_000016379-1,included
cellid_000016380-1,included
cellid_000016381-1,included
cellid_000016382-1,included
cellid_000016383-1,included
cellid_000016384-1,included
cellid_000016385-1,included
cellid_000016386-1,included
cellid_000016388-1,included
cellid_000016389-1,included
cellid_000016390-1,included
cellid_000016391-1,included
cellid_000016392-1,included
cellid_000016393-1,included
cellid_000016394-1,included
cellid_000016395-1,included
cellid_000016396-1,included
cellid_000016397-1,included
cellid_000016398-1,included
cellid_000016399-1,included
cellid_000016400-1,included
cellid_000016401-1,included
cellid_000016402-1,included
cellid_000016403-1,included
cellid_000016404-1,included
cellid_000016405-1,included
cellid_000016406-1,included
cellid_000016407-1,included
cellid_000016408-1,included
cellid_000016409-1,included
cellid_000016410-1,included
cellid_000016411-1,included
cellid_000016412-1,included
cellid_000016413-1,included
cellid_000016414-1,included
cellid_000016415-1,included
cellid_000016416-1,included
cellid_000016417-1,included
cellid_000016418-1,included
cellid_000016419-1,included
cellid_000016420-1,included
cellid_000016421-1,included
cellid_000016422-1,included
cellid_000016423-1,included
cellid_000016424-1,included
cellid_000016425-1,included
cellid_000016426-1,included
cellid_000016427-1,included
cellid_000016428-1,included
cellid_000016429-1,included
cellid_000016430-1,included
cellid_000016431-1,included
cellid_000016432-1,included
cellid_000016433-1,included
cellid_000016434-1,included
cellid_000016435-1,included
cellid_000016436-1,included
cellid_000016437-1,included
cellid_000016438-1,included
cellid_000016439-1,included
cellid_000016440-1,included
cellid_000016441-1,included
cellid_000016442-1,included
cellid_000016443-1,included
cellid_000016444-1,included
cellid_000016445-1,included
cellid_000016446-1,included
cellid_000016447-1,included
cellid_000016448-1,included
cellid_000016449-1,included
cellid_000016450-1,included
cellid_000016451-1,included
cellid_000016452-1,included
cellid_000016453-1,included
cellid_000016454-1,included
cellid_000016455-1,included
cellid_000016456-1,included
cellid_000016457-1,included
cellid_000016458-1,included
cellid_000016459-1,included
cellid_000016460-1,included
cellid_000016461-1,included
cellid_000016462-1,included
cellid_000016463-1,included
cellid_000016464-1,included
cellid_000016465-1,included
cellid_000016466-1,included
cellid_000016467-1,included
cellid_000016468-1,included
cellid_000016469-1,included
cellid_000016470-1,included
cellid_000016471-1,included
cellid_000016472-1,included
cellid_000016473-1,included
cellid_000016475-1,included
cellid_000016476-1,included
cellid_000016477-1,included
cellid_000016478-1,included
cellid_000016479-1,included
cellid_000016480-1,included
cellid_000016481-1,included
cellid_000016482-1,included
cellid_000016483-1,included
cellid_000016484-1,included
cellid_000016485-1,included
cellid_000016486-1,included
cellid_000016487-1,included
cellid_000016488-1,included
cellid_000016489-1,included
cellid_000016490-1,included
cellid_000016491-1,included
cellid_000016492-1,included
cellid_000016493-1,included
cellid_000016494-1,included
cellid_000016495-1,included
cellid_000016496-1,included
cellid_000016497-1,included
cellid_000016498-1,included
cellid_000016499-1,included
cellid_000016500-1,included
cellid_000016501-1,included
cellid_000016502-1,included
cellid_000016503-1,included
cellid_000016504-1,included
cellid_000016505-1,included
cellid_000016506-1,included
cellid_000016507-1,included
cellid_000016508-1,included
cellid_000016509-1,included
cellid_000016510-1,included
cellid_000016511-1,included
cellid_000016512-1,included
cellid_000016513-1,included
cellid_000016514-1,included
cellid_000016515-1,included
cellid_000016516-1,included
cellid_000016517-1,included
cellid_000016518-1,included
cellid_000016519-1,included
cellid_000016520-1,included
cellid_000016521-1,included
cellid_000016522-1,included
cellid_000016523-1,included
cellid_000016524-1,included
cellid_000016525-1,included
cellid_000016526-1,included
cellid_000016527-1,included
cellid_000016528-1,included
cellid_000016529-1,included
cellid_000016530-1,included
cellid_000016531-1,included
cellid_000016532-1,included
cellid_000016533-1,included
cellid_000016534-1,included
cellid_000016535-1,included
cellid_000016536-1,included
cellid_000016537-1,included
cellid_000016538-1,included
cellid_000016539-1,included
cellid_000016540-1,included
cellid_000016541-1,included
cellid_000016542-1,included
cellid_000016543-1,included
cellid_000016544-1,included
cellid_000016545-1,included
cellid_000016546-1,included
cellid_000016547-1,included
cellid_000016548-1,included
cellid_000016549-1,included
cellid_000016550-1,included
cellid_000016551-1,included
cellid_000016552-1,included
cellid_000016553-1,included
cellid_000016554-1,included
cellid_000016555-1,included
cellid_000016556-1,included
cellid_000016557-1,included
cellid_000016558-1,included
cellid_000016559-1,included
cellid_000016560-1,included
cellid_000016561-1,included
cellid_000016562-1,included
cellid_000016563-1,included
cellid_000016564-1,included
cellid_000016565-1,included
cellid_000016566-1,included
cellid_000016567-1,included
cellid_000016568-1,included
cellid_000016569-1,included
cellid_000016570-1,included
cellid_000016571-1,included
cellid_000016572-1,included
cellid_000016573-1,included
cellid_000016574-1,included
cellid_000016575-1,included
cellid_000016576-1,included
cellid_000016577-1,included
cellid_000016578-1,included
cellid_000016579-1,included
cellid_000016580-1,included
cellid_000016581-1,included
cellid_000016582-1,included
cellid_000016583-1,included
cellid_000016584-1,included
cellid_000016585-1,included
cellid_000016586-1,included
cellid_000016587-1,included
cellid_000016588-1,included
cellid_000016589-1,included
cellid_000016590-1,included
cellid_000016591-1,included
cellid_000016592-1,included
cellid_000016593-1,included
cellid_000016594-1,included
cellid_000016595-1,included
cellid_000016596-1,included
cellid_000016597-1,included
cellid_000016598-1,included
cellid_000016599-1,included
cellid_000016600-1,included
cellid_000016601-1,included
cellid_000016602-1,included
cellid_000016603-1,included
cellid_000016604-1,included
cellid_000016605-1,included
cellid_000016606-1,included
cellid_000016607-1,included
cellid_000016608-1,included
cellid_000016609-1,included
cellid_000016610-1,included
cellid_000016611-1,included
cellid_000016612-1,included
cellid_000016613-1,included
cellid_000016614-1,included
cellid_000016615-1,included
cellid_000016616-1,included
cellid_000016617-1,included
cellid_000016618-1,included
cellid_000016619-1,included
cellid_000016620-1,included
cellid_000016621-1,included
cellid_000016622-1,included
cellid_000016623-1,included
cellid_000016625-1,included
cellid_000016626-1,included
cellid_000016627-1,included
cellid_000016628-1,included
cellid_000016629-1,included
cellid_000016630-1,included
cellid_000016631-1,included
cellid_000016632-1,included
cellid_000016633-1,included
cellid_000016634-1,included
cellid_000016635-1,included
cellid_000016636-1,included
cellid_000016637-1,included
cellid_000016638-1,included
cellid_000016639-1,included
cellid_000016640-1,included
cellid_000016641-1,included
cellid_000016642-1,included
cellid_000016643-1,included
cellid_000016644-1,included
cellid_000016645-1,included
cellid_000016646-1,included
cellid_000016647-1,included
cellid_000016648-1,included
cellid_000016649-1,included
cellid_000016650-1,included
cellid_000016651-1,included
cellid_000016652-1,included
cellid_000016653-1,included
cellid_000016654-1,included
cellid_000016655-1,included
cellid_000016656-1,included
cellid_000016658-1,included
cellid_000016659-1,included
cellid_000016660-1,included
cellid_000016661-1,included
cellid_000016662-1,included
cellid_000016663-1,included
cellid_000016664-1,included
cellid_000016665-1,included
cellid_000016666-1,included
cellid_000016667-1,included
cellid_000016668-1,included
cellid_000016669-1,included
cellid_000016670-1,included
cellid_000016671-1,included
cellid_000016672-1,included
cellid_000016673-1,included
cellid_000016674-1,included
cellid_000016675-1,included
cellid_000016676-1,included
cellid_000016677-1,included
cellid_000016678-1,included
cellid_000016679-1,included
cellid_000016680-1,included
cellid_000016681-1,included
cellid_000016682-1,included
cellid_000016683-1,included
cellid_000016684-1,included
cellid_000016686-1,included
cellid_000016687-1,included
cellid_000016688-1,included
cellid_000016689-1,included
cellid_000016690-1,included
cellid_000016691-1,included
cellid_000016692-1,included
cellid_000016693-1,included
cellid_000016694-1,included
cellid_000016695-1,included
cellid_000016696-1,included
cellid_000016697-1,included
cellid_000016698-1,included
cellid_000016699-1,included
cellid_000016700-1,included
cellid_000016701-1,included
cellid_000016702-1,included
cellid_000016703-1,included
cellid_000016704-1,included
cellid_000016705-1,included
cellid_000016706-1,included
cellid_000016707-1,included
cellid_000016708-1,included
cellid_000016709-1,included
cellid_000016710-1,included
cellid_000016711-1,included
cellid_000016712-1,included
cellid_000016713-1,included
cellid_000016714-1,included
cellid_000016715-1,included
cellid_000016716-1,included
cellid_000016717-1,included
cellid_000016718-1,included
cellid_000016719-1,included
cellid_000016720-1,included
cellid_000016721-1,included
cellid_000016722-1,included
cellid_000016723-1,included
cellid_000016724-1,included
cellid_000016725-1,included
cellid_000016726-1,included
cellid_000016727-1,included
cellid_000016728-1,included
cellid_000016729-1,included
cellid_000016730-1,included
cellid_000016731-1,included
cellid_000016732-1,included
cellid_000016733-1,included
cellid_000016734-1,included
cellid_000016735-1,included
cellid_000016736-1,included
cellid_000016737-1,included
cellid_000016738-1,included
cellid_000016739-1,included
cellid_000016740-1,included
cellid_000016741-1,included
cellid_000016743-1,included
cellid_000016744-1,included
cellid_000016745-1,included
cellid_000016746-1,included
cellid_000016747-1,included
cellid_000016748-1,included
cellid_000016749-1,included
cellid_000016750-1,included
cellid_000016751-1,included
cellid_000016752-1,included
cellid_000016753-1,included
cellid_000016754-1,included
cellid_000016755-1,included
cellid_000016756-1,included
cellid_000016757-1,included
cellid_000016758-1,included
cellid_000016759-1,included
cellid_000016760-1,included
cellid_000016761-1,included
cellid_000016762-1,included
cellid_000016763-1,included
cellid_000016764-1,included
cellid_000016765-1,included
cellid_000016766-1,included
cellid_000016767-1,included
cellid_000016768-1,included
cellid_000016769-1,included
cellid_000016770-1,included
cellid_000016771-1,included
cellid_000016772-1,included
cellid_000016773-1,included
cellid_000016774-1,included
cellid_000016775-1,included
cellid_000016776-1,included
cellid_000016777-1,included
cellid_000016778-1,included
cellid_000016779-1,included
cellid_000016780-1,included
cellid_000016781-1,included
cellid_000016782-1,included
cellid_000016783-1,included
cellid_000016784-1,included
cellid_000016785-1,included
cellid_000016786-1,included
cellid_000016787-1,included
cellid_000016788-1,included
cellid_000016789-1,included
cellid_000016790-1,included
cellid_000016791-1,included
cellid_000016792-1,included
cellid_000016793-1,included
cellid_000016794-1,included
cellid_000016795-1,included
cellid_000016796-1,included
cellid_000016797-1,included
cellid_000016798-1,included
cellid_000016799-1,included
cellid_000016800-1,included
cellid_000016801-1,included
cellid_000016802-1,included
cellid_000016803-1,included
cellid_000016804-1,included
cellid_000016805-1,included
cellid_000016806-1,included
cellid_000016807-1,included
cellid_000016808-1,included
cellid_000016809-1,included
cellid_000016810-1,included
cellid_000016811-1,included
cellid_000016812-1,included
cellid_000016813-1,included
cellid_000016814-1,included
cellid_000016815-1,included
cellid_000016816-1,included
cellid_000016817-1,included
cellid_000016818-1,included
cellid_000016819-1,included
cellid_000016820-1,included
cellid_000016821-1,included
cellid_000016822-1,included
cellid_000016823-1,included
cellid_000016824-1,included
cellid_000016825-1,included
cellid_000016826-1,included
cellid_000016827-1,included
cellid_000016828-1,included
cellid_000016829-1,included
cellid_000016830-1,included
cellid_000016831-1,included
cellid_000016832-1,included
cellid_000016833-1,included
cellid_000016834-1,included
cellid_000016835-1,included
cellid_000016836-1,included
cellid_000016837-1,included
cellid_000016838-1,included
cellid_000016839-1,included
cellid_000016840-1,included
cellid_000016841-1,included
cellid_000016842-1,included
cellid_000016843-1,included
cellid_000016844-1,included
cellid_000016845-1,included
cellid_000016846-1,included
cellid_000016847-1,included
cellid_000016848-1,included
cellid_000016849-1,included
cellid_000016850-1,included
cellid_000016851-1,included
cellid_000016852-1,included
cellid_000016853-1,included
cellid_000016854-1,included
cellid_000016855-1,included
cellid_000016856-1,included
cellid_000016857-1,included
cellid_000016858-1,included
cellid_000016859-1,included
cellid_000016860-1,included
cellid_000016861-1,included
cellid_000016862-1,included
cellid_000016863-1,included
cellid_000016864-1,included
cellid_000016865-1,included
cellid_000016866-1,included
cellid_000016867-1,included
cellid_000016868-1,included
cellid_000016869-1,included
cellid_000016870-1,included
cellid_000016871-1,included
cellid_000016872-1,included
cellid_000016873-1,included
cellid_000016874-1,included
cellid_000016875-1,included
cellid_000016876-1,included
cellid_000016877-1,included
cellid_000016878-1,included
cellid_000016879-1,included
cellid_000016880-1,included
cellid_000016881-1,included
cellid_000016882-1,included
cellid_000016883-1,included
cellid_000016884-1,included
cellid_000016885-1,included
cellid_000016886-1,included
cellid_000016887-1,included
cellid_000016888-1,included
cellid_000016889-1,included
cellid_000016891-1,included
cellid_000016892-1,included
cellid_000016893-1,included
cellid_000016894-1,included
cellid_000016895-1,included
cellid_000016896-1,included
cellid_000016897-1,included
cellid_000016898-1,included
cellid_000016899-1,included
cellid_000016900-1,included
cellid_000016901-1,included
cellid_000016902-1,included
cellid_000016903-1,included
cellid_000016904-1,included
cellid_000016905-1,included
cellid_000016906-1,included
cellid_000016907-1,included
cellid_000016908-1,included
cellid_000016909-1,included
cellid_000016910-1,included
cellid_000016911-1,included
cellid_000016912-1,included
cellid_000016913-1,included
cellid_000016914-1,included
cellid_000016915-1,included
cellid_000016916-1,included
cellid_000016917-1,included
cellid_000016918-1,included
cellid_000016919-1,included
cellid_000016920-1,included
cellid_000016921-1,included
cellid_000016922-1,included
cellid_000016923-1,included
cellid_000016924-1,included
cellid_000016925-1,included
cellid_000016926-1,included
cellid_000016927-1,included
cellid_000016928-1,included
cellid_000016929-1,included
cellid_000016930-1,included
cellid_000016931-1,included
cellid_000016932-1,included
cellid_000016933-1,included
cellid_000016934-1,included
cellid_000016935-1,included
cellid_000016936-1,included
cellid_000016937-1,included
cellid_000016938-1,included
cellid_000016939-1,included
cellid_000016940-1,included
cellid_000016941-1,included
cellid_000016943-1,included
cellid_000016944-1,included
cellid_000016945-1,included
cellid_000016947-1,included
cellid_000016948-1,included
cellid_000016949-1,included
cellid_000016950-1,included
cellid_000016951-1,included
cellid_000016952-1,included
cellid_000016953-1,included
cellid_000016954-1,included
cellid_000016955-1,included
cellid_000016956-1,included
cellid_000016957-1,included
cellid_000016958-1,included
cellid_000016959-1,included
cellid_000016960-1,included
cellid_000016961-1,included
cellid_000016962-1,included
cellid_000016963-1,included
cellid_000016964-1,included
cellid_000016965-1,included
cellid_000016966-1,included
cellid_000016967-1,included
cellid_000016968-1,included
cellid_000016969-1,included
cellid_000016970-1,included
cellid_000016971-1,included
cellid_000016972-1,included
cellid_000016973-1,included
cellid_000016974-1,included
cellid_000016975-1,included
cellid_000016976-1,included
cellid_000016977-1,included
cellid_000016978-1,included
cellid_000016979-1,included
cellid_000016980-1,included
cellid_000016981-1,included
cellid_000016982-1,included
cellid_000016983-1,included
cellid_000016984-1,included
cellid_000016985-1,included
cellid_000016986-1,included
cellid_000016987-1,included
cellid_000016988-1,included
cellid_000016989-1,included
cellid_000016990-1,included
cellid_000016991-1,included
cellid_000016992-1,included
cellid_000016993-1,included
cellid_000016994-1,included
cellid_000016995-1,included
cellid_000016996-1,included
cellid_000016997-1,included
cellid_000016998-1,included
cellid_000016999-1,included
cellid_000017000-1,included
cellid_000017001-1,included
cellid_000017002-1,included
cellid_000017003-1,included
cellid_000017004-1,included
cellid_000017005-1,included
cellid_000017006-1,included
cellid_000017007-1,included
cellid_000017008-1,included
cellid_000017009-1,included
cellid_000017010-1,included
cellid_000017011-1,included
cellid_000017012-1,included
cellid_000017013-1,included
cellid_000017014-1,included
cellid_000017015-1,included
cellid_000017016-1,included
cellid_000017017-1,included
cellid_000017018-1,included
cellid_000017019-1,included
cellid_000017020-1,included
cellid_000017021-1,included
cellid_000017022-1,included
cellid_000017023-1,included
cellid_000017025-1,included
cellid_000017026-1,included
cellid_000017027-1,included
cellid_000017028-1,included
cellid_000017029-1,included
cellid_000017030-1,included
cellid_000017031-1,included
cellid_000017032-1,included
cellid_000017033-1,included
cellid_000017034-1,included
cellid_000017035-1,included
cellid_000017036-1,included
cellid_000017037-1,included
cellid_000017038-1,included
cellid_000017039-1,included
cellid_000017040-1,included
cellid_000017041-1,included
cellid_000017042-1,included
cellid_000017043-1,included
cellid_000017044-1,included
cellid_000017045-1,included
cellid_000017046-1,included
cellid_000017047-1,included
cellid_000017048-1,included
cellid_000017049-1,included
cellid_000017050-1,included
cellid_000017051-1,included
cellid_000017052-1,included
cellid_000017053-1,included
cellid_000017054-1,included
cellid_000017055-1,included
cellid_000017056-1,included
cellid_000017057-1,included
cellid_000017058-1,included
cellid_000017059-1,included
cellid_000017060-1,included
cellid_000017061-1,included
cellid_000017062-1,included
cellid_000017063-1,included
cellid_000017064-1,included
cellid_000017065-1,included
cellid_000017066-1,included
cellid_000017067-1,included
cellid_000017068-1,included
cellid_000017069-1,included
cellid_000017070-1,included
cellid_000017072-1,included
cellid_000017073-1,included
cellid_000017074-1,included
cellid_000017075-1,included
cellid_000017076-1,included
cellid_000017077-1,included
cellid_000017078-1,included
cellid_000017079-1,included
cellid_000017080-1,included
cellid_000017081-1,included
cellid_000017082-1,included
cellid_000017083-1,included
cellid_000017084-1,included
cellid_000017085-1,included
cellid_000017086-1,included
cellid_000017087-1,included
cellid_000017089-1,included
cellid_000017090-1,included
cellid_000017091-1,included
cellid_000017092-1,included
cellid_000017093-1,included
cellid_000017094-1,included
cellid_000017095-1,included
cellid_000017096-1,included
cellid_000017097-1,included
cellid_000017098-1,included
cellid_000017099-1,included
cellid_000017100-1,included
cellid_000017101-1,included
cellid_000017102-1,included
cellid_000017103-1,included
cellid_000017104-1,included
cellid_000017105-1,included
cellid_000017106-1,included
cellid_000017107-1,included
cellid_000017108-1,included
cellid_000017109-1,included
cellid_000017110-1,included
cellid_000017111-1,included
cellid_000017112-1,included
cellid_000017113-1,included
cellid_000017114-1,included
cellid_000017115-1,included
cellid_000017116-1,included
cellid_000017117-1,included
cellid_000017118-1,included
cellid_000017119-1,included
cellid_000017120-1,included
cellid_000017121-1,included
cellid_000017122-1,included
cellid_000017123-1,included
cellid_000017124-1,included
cellid_000017125-1,included
cellid_000017126-1,included
cellid_000017127-1,included
cellid_000017128-1,included
cellid_000017129-1,included
cellid_000017130-1,included
cellid_000017131-1,included
cellid_000017132-1,included
cellid_000017133-1,included
cellid_000017134-1,included
cellid_000017135-1,included
cellid_000017136-1,included
cellid_000017137-1,included
cellid_000017138-1,included
cellid_000017139-1,included
cellid_000017140-1,included
cellid_000017141-1,included
cellid_000017142-1,included
cellid_000017143-1,included
cellid_000017144-1,included
cellid_000017145-1,included
cellid_000017146-1,included
cellid_000017147-1,included
cellid_000017148-1,included
cellid_000017149-1,included
cellid_000017150-1,included
cellid_000017151-1,included
cellid_000017152-1,included
cellid_000017153-1,included
cellid_000017154-1,included
cellid_000017155-1,included
cellid_000017156-1,included
cellid_000017157-1,included
cellid_000017158-1,included
cellid_000017159-1,included
cellid_000017160-1,included
cellid_000017161-1,included
cellid_000017162-1,included
cellid_000017163-1,included
cellid_000017164-1,included
cellid_000017165-1,included
cellid_000017166-1,included
cellid_000017167-1,included
cellid_000017168-1,included
cellid_000017169-1,included
cellid_000017170-1,included
cellid_000017171-1,included
cellid_000017172-1,included
cellid_000017173-1,included
cellid_000017174-1,included
cellid_000017175-1,included
cellid_000017176-1,included
cellid_000017177-1,included
cellid_000017178-1,included
cellid_000017179-1,included
cellid_000017182-1,included
cellid_000017183-1,included
cellid_000017184-1,included
cellid_000017185-1,included
cellid_000017186-1,included
cellid_000017187-1,included
cellid_000017188-1,included
cellid_000017189-1,included
cellid_000017190-1,included
cellid_000017191-1,included
cellid_000017192-1,included
cellid_000017193-1,included
cellid_000017194-1,included
cellid_000017195-1,included
cellid_000017196-1,included
cellid_000017197-1,included
cellid_000017198-1,included
cellid_000017199-1,included
cellid_000017200-1,included
cellid_000017201-1,included
cellid_000017202-1,included
cellid_000017203-1,included
cellid_000017204-1,included
cellid_000017205-1,included
cellid_000017206-1,included
cellid_000017207-1,included
cellid_000017208-1,included
cellid_000017209-1,included
cellid_000017210-1,included
cellid_000017211-1,included
cellid_000017212-1,included
cellid_000017213-1,included
cellid_000017214-1,included
cellid_000017215-1,included
cellid_000017216-1,included
cellid_000017217-1,included
cellid_000017218-1,included
cellid_000017219-1,included
cellid_000017221-1,included
cellid_000017222-1,included
cellid_000017223-1,included
cellid_000017224-1,included
cellid_000017225-1,included
cellid_000017226-1,included
cellid_000017227-1,included
cellid_000017228-1,included
cellid_000017229-1,included
cellid_000017230-1,included
cellid_000017231-1,included
cellid_000017232-1,included
cellid_000017233-1,included
cellid_000017234-1,included
cellid_000017235-1,included
cellid_000017236-1,included
