"","Barcode","Coltan.DIssection","Barcode_updated"
"30910","cellid_000072528-1","included","cellid_000072528-16P17"
"30911","cellid_000072529-1","included","cellid_000072529-16P17"
"30912","cellid_000072530-1","included","cellid_000072530-16P17"
"30913","cellid_000072531-1","included","cellid_000072531-16P17"
"30914","cellid_000072532-1","included","cellid_000072532-16P17"
"30915","cellid_000072533-1","included","cellid_000072533-16P17"
"30916","cellid_000072534-1","included","cellid_000072534-16P17"
"30917","cellid_000072535-1","included","cellid_000072535-16P17"
"30918","cellid_000072536-1","included","cellid_000072536-16P17"
"30919","cellid_000072537-1","included","cellid_000072537-16P17"
"30920","cellid_000072538-1","included","cellid_000072538-16P17"
"30921","cellid_000072539-1","included","cellid_000072539-16P17"
"30922","cellid_000072540-1","included","cellid_000072540-16P17"
"30923","cellid_000072541-1","included","cellid_000072541-16P17"
"30924","cellid_000072542-1","included","cellid_000072542-16P17"
"30925","cellid_000072543-1","included","cellid_000072543-16P17"
"30926","cellid_000072545-1","included","cellid_000072545-16P17"
"30927","cellid_000072546-1","included","cellid_000072546-16P17"
"30928","cellid_000072547-1","included","cellid_000072547-16P17"
"30929","cellid_000072548-1","included","cellid_000072548-16P17"
"30930","cellid_000072549-1","included","cellid_000072549-16P17"
"30931","cellid_000072550-1","included","cellid_000072550-16P17"
"30932","cellid_000072551-1","included","cellid_000072551-16P17"
"30933","cellid_000072552-1","included","cellid_000072552-16P17"
"30934","cellid_000072553-1","included","cellid_000072553-16P17"
"30935","cellid_000072554-1","included","cellid_000072554-16P17"
"30936","cellid_000072555-1","included","cellid_000072555-16P17"
"30937","cellid_000072556-1","included","cellid_000072556-16P17"
"30938","cellid_000072557-1","included","cellid_000072557-16P17"
"30939","cellid_000072558-1","included","cellid_000072558-16P17"
"30940","cellid_000072559-1","included","cellid_000072559-16P17"
"30941","cellid_000072560-1","included","cellid_000072560-16P17"
"30942","cellid_000072561-1","included","cellid_000072561-16P17"
"30943","cellid_000072562-1","included","cellid_000072562-16P17"
"30944","cellid_000072563-1","included","cellid_000072563-16P17"
"30945","cellid_000072564-1","included","cellid_000072564-16P17"
"30946","cellid_000072565-1","included","cellid_000072565-16P17"
"30947","cellid_000072566-1","included","cellid_000072566-16P17"
"30948","cellid_000072567-1","included","cellid_000072567-16P17"
"30949","cellid_000072568-1","included","cellid_000072568-16P17"
"30950","cellid_000072569-1","included","cellid_000072569-16P17"
"30951","cellid_000072570-1","included","cellid_000072570-16P17"
"30952","cellid_000072571-1","included","cellid_000072571-16P17"
"30953","cellid_000072572-1","included","cellid_000072572-16P17"
"30954","cellid_000072573-1","included","cellid_000072573-16P17"
"30955","cellid_000072574-1","included","cellid_000072574-16P17"
"30956","cellid_000072575-1","included","cellid_000072575-16P17"
"30957","cellid_000072576-1","included","cellid_000072576-16P17"
"30958","cellid_000072577-1","included","cellid_000072577-16P17"
"30959","cellid_000072578-1","included","cellid_000072578-16P17"
"30960","cellid_000072579-1","included","cellid_000072579-16P17"
"30961","cellid_000072580-1","included","cellid_000072580-16P17"
"30962","cellid_000072581-1","included","cellid_000072581-16P17"
"30963","cellid_000072582-1","included","cellid_000072582-16P17"
"30964","cellid_000072583-1","included","cellid_000072583-16P17"
"30965","cellid_000072584-1","included","cellid_000072584-16P17"
"30966","cellid_000072585-1","included","cellid_000072585-16P17"
"30967","cellid_000072586-1","included","cellid_000072586-16P17"
"30968","cellid_000072587-1","included","cellid_000072587-16P17"
"30969","cellid_000072588-1","included","cellid_000072588-16P17"
"30970","cellid_000072589-1","included","cellid_000072589-16P17"
"30971","cellid_000072590-1","included","cellid_000072590-16P17"
"30972","cellid_000072591-1","included","cellid_000072591-16P17"
"30973","cellid_000072592-1","included","cellid_000072592-16P17"
"30974","cellid_000072593-1","included","cellid_000072593-16P17"
"30975","cellid_000072594-1","included","cellid_000072594-16P17"
"30976","cellid_000072595-1","included","cellid_000072595-16P17"
"30977","cellid_000072596-1","included","cellid_000072596-16P17"
"30978","cellid_000072597-1","included","cellid_000072597-16P17"
"30979","cellid_000072598-1","included","cellid_000072598-16P17"
"30980","cellid_000072599-1","included","cellid_000072599-16P17"
"30981","cellid_000072600-1","included","cellid_000072600-16P17"
"30982","cellid_000072601-1","included","cellid_000072601-16P17"
"30983","cellid_000072602-1","included","cellid_000072602-16P17"
"30984","cellid_000072603-1","included","cellid_000072603-16P17"
"30985","cellid_000072604-1","included","cellid_000072604-16P17"
"30986","cellid_000072605-1","included","cellid_000072605-16P17"
"30987","cellid_000072606-1","included","cellid_000072606-16P17"
"30988","cellid_000072607-1","included","cellid_000072607-16P17"
"30989","cellid_000072608-1","included","cellid_000072608-16P17"
"30990","cellid_000072609-1","included","cellid_000072609-16P17"
"30991","cellid_000072610-1","included","cellid_000072610-16P17"
"30992","cellid_000072611-1","included","cellid_000072611-16P17"
"30993","cellid_000072612-1","included","cellid_000072612-16P17"
"30994","cellid_000072613-1","included","cellid_000072613-16P17"
"30995","cellid_000072614-1","included","cellid_000072614-16P17"
"30996","cellid_000072615-1","included","cellid_000072615-16P17"
"30997","cellid_000072616-1","included","cellid_000072616-16P17"
"30998","cellid_000072617-1","included","cellid_000072617-16P17"
"30999","cellid_000072618-1","included","cellid_000072618-16P17"
"31000","cellid_000072619-1","included","cellid_000072619-16P17"
"31001","cellid_000072620-1","included","cellid_000072620-16P17"
"31002","cellid_000072621-1","included","cellid_000072621-16P17"
"31003","cellid_000072622-1","included","cellid_000072622-16P17"
"31004","cellid_000072623-1","included","cellid_000072623-16P17"
"31005","cellid_000072624-1","included","cellid_000072624-16P17"
"31006","cellid_000072625-1","included","cellid_000072625-16P17"
"31007","cellid_000072626-1","included","cellid_000072626-16P17"
"31008","cellid_000072627-1","included","cellid_000072627-16P17"
"31009","cellid_000072628-1","included","cellid_000072628-16P17"
"31010","cellid_000072629-1","included","cellid_000072629-16P17"
"31011","cellid_000072630-1","included","cellid_000072630-16P17"
"31012","cellid_000072631-1","included","cellid_000072631-16P17"
"31013","cellid_000072632-1","included","cellid_000072632-16P17"
"31014","cellid_000072633-1","included","cellid_000072633-16P17"
"31015","cellid_000072634-1","included","cellid_000072634-16P17"
"31016","cellid_000072635-1","included","cellid_000072635-16P17"
"31017","cellid_000072636-1","included","cellid_000072636-16P17"
"31018","cellid_000072637-1","included","cellid_000072637-16P17"
"31019","cellid_000072638-1","included","cellid_000072638-16P17"
"31020","cellid_000072639-1","included","cellid_000072639-16P17"
"31021","cellid_000072640-1","included","cellid_000072640-16P17"
"31022","cellid_000072641-1","included","cellid_000072641-16P17"
"31023","cellid_000072642-1","included","cellid_000072642-16P17"
"31024","cellid_000072643-1","included","cellid_000072643-16P17"
"31025","cellid_000072644-1","included","cellid_000072644-16P17"
"31026","cellid_000072645-1","included","cellid_000072645-16P17"
"31027","cellid_000072646-1","included","cellid_000072646-16P17"
"31028","cellid_000072647-1","included","cellid_000072647-16P17"
"31029","cellid_000072648-1","included","cellid_000072648-16P17"
"31030","cellid_000072649-1","included","cellid_000072649-16P17"
"31031","cellid_000072650-1","included","cellid_000072650-16P17"
"31032","cellid_000072651-1","included","cellid_000072651-16P17"
"31033","cellid_000072652-1","included","cellid_000072652-16P17"
"31034","cellid_000072653-1","included","cellid_000072653-16P17"
"31035","cellid_000072654-1","included","cellid_000072654-16P17"
"31036","cellid_000072655-1","included","cellid_000072655-16P17"
"31037","cellid_000072656-1","included","cellid_000072656-16P17"
"31038","cellid_000072657-1","included","cellid_000072657-16P17"
"31039","cellid_000072658-1","included","cellid_000072658-16P17"
"31040","cellid_000072659-1","included","cellid_000072659-16P17"
"31041","cellid_000072660-1","included","cellid_000072660-16P17"
"31042","cellid_000072661-1","included","cellid_000072661-16P17"
"31043","cellid_000072662-1","included","cellid_000072662-16P17"
"31044","cellid_000072663-1","included","cellid_000072663-16P17"
"31045","cellid_000072664-1","included","cellid_000072664-16P17"
"31046","cellid_000072665-1","included","cellid_000072665-16P17"
"31047","cellid_000072666-1","included","cellid_000072666-16P17"
"31048","cellid_000072667-1","included","cellid_000072667-16P17"
"31049","cellid_000072669-1","included","cellid_000072669-16P17"
"31050","cellid_000072670-1","included","cellid_000072670-16P17"
"31051","cellid_000072671-1","included","cellid_000072671-16P17"
"31052","cellid_000072672-1","included","cellid_000072672-16P17"
"31053","cellid_000072673-1","included","cellid_000072673-16P17"
"31054","cellid_000072674-1","included","cellid_000072674-16P17"
"31055","cellid_000072676-1","included","cellid_000072676-16P17"
"31056","cellid_000072677-1","included","cellid_000072677-16P17"
"31057","cellid_000072678-1","included","cellid_000072678-16P17"
"31058","cellid_000072679-1","included","cellid_000072679-16P17"
"31059","cellid_000072680-1","included","cellid_000072680-16P17"
"31060","cellid_000072681-1","included","cellid_000072681-16P17"
"31061","cellid_000072682-1","included","cellid_000072682-16P17"
"31062","cellid_000072683-1","included","cellid_000072683-16P17"
"31063","cellid_000072684-1","included","cellid_000072684-16P17"
"31064","cellid_000072685-1","included","cellid_000072685-16P17"
"31065","cellid_000072686-1","included","cellid_000072686-16P17"
"31066","cellid_000072687-1","included","cellid_000072687-16P17"
"31067","cellid_000072688-1","included","cellid_000072688-16P17"
"31068","cellid_000072689-1","included","cellid_000072689-16P17"
"31069","cellid_000072690-1","included","cellid_000072690-16P17"
"31070","cellid_000072691-1","included","cellid_000072691-16P17"
"31071","cellid_000072692-1","included","cellid_000072692-16P17"
"31072","cellid_000072693-1","included","cellid_000072693-16P17"
"31073","cellid_000072694-1","included","cellid_000072694-16P17"
"31074","cellid_000072695-1","included","cellid_000072695-16P17"
"31075","cellid_000072696-1","included","cellid_000072696-16P17"
"31076","cellid_000072697-1","included","cellid_000072697-16P17"
"31077","cellid_000072698-1","included","cellid_000072698-16P17"
"31078","cellid_000072699-1","included","cellid_000072699-16P17"
"31079","cellid_000072700-1","included","cellid_000072700-16P17"
"31080","cellid_000072701-1","included","cellid_000072701-16P17"
"31081","cellid_000072702-1","included","cellid_000072702-16P17"
"31082","cellid_000072703-1","included","cellid_000072703-16P17"
"31083","cellid_000072704-1","included","cellid_000072704-16P17"
"31084","cellid_000072705-1","included","cellid_000072705-16P17"
"31085","cellid_000072706-1","included","cellid_000072706-16P17"
"31086","cellid_000072707-1","included","cellid_000072707-16P17"
"31087","cellid_000072708-1","included","cellid_000072708-16P17"
"31088","cellid_000072709-1","included","cellid_000072709-16P17"
"31089","cellid_000072710-1","included","cellid_000072710-16P17"
"31090","cellid_000072711-1","included","cellid_000072711-16P17"
"31091","cellid_000072712-1","included","cellid_000072712-16P17"
"31092","cellid_000072713-1","included","cellid_000072713-16P17"
"31093","cellid_000072714-1","included","cellid_000072714-16P17"
"31094","cellid_000072715-1","included","cellid_000072715-16P17"
"31095","cellid_000072716-1","included","cellid_000072716-16P17"
"31096","cellid_000072717-1","included","cellid_000072717-16P17"
"31097","cellid_000072718-1","included","cellid_000072718-16P17"
"31098","cellid_000072719-1","included","cellid_000072719-16P17"
"31099","cellid_000072720-1","included","cellid_000072720-16P17"
"31100","cellid_000072721-1","included","cellid_000072721-16P17"
"31101","cellid_000072722-1","included","cellid_000072722-16P17"
"31102","cellid_000072723-1","included","cellid_000072723-16P17"
"31103","cellid_000072724-1","included","cellid_000072724-16P17"
"31104","cellid_000072725-1","included","cellid_000072725-16P17"
"31105","cellid_000072726-1","included","cellid_000072726-16P17"
"31106","cellid_000072727-1","included","cellid_000072727-16P17"
"31107","cellid_000072728-1","included","cellid_000072728-16P17"
"31108","cellid_000072729-1","included","cellid_000072729-16P17"
"31109","cellid_000072730-1","included","cellid_000072730-16P17"
"31110","cellid_000072731-1","included","cellid_000072731-16P17"
"31111","cellid_000072732-1","included","cellid_000072732-16P17"
"31112","cellid_000072733-1","included","cellid_000072733-16P17"
"31113","cellid_000072734-1","included","cellid_000072734-16P17"
"31114","cellid_000072735-1","included","cellid_000072735-16P17"
"31115","cellid_000072736-1","included","cellid_000072736-16P17"
"31116","cellid_000072737-1","included","cellid_000072737-16P17"
"31117","cellid_000072738-1","included","cellid_000072738-16P17"
"31118","cellid_000072739-1","included","cellid_000072739-16P17"
"31119","cellid_000072740-1","included","cellid_000072740-16P17"
"31120","cellid_000072741-1","included","cellid_000072741-16P17"
"31121","cellid_000072742-1","included","cellid_000072742-16P17"
