Barcode,Coltan DIssection
cellid_000000460-1,included
cellid_000000461-1,included
cellid_000000462-1,included
cellid_000000463-1,included
cellid_000000464-1,included
cellid_000000465-1,included
cellid_000000466-1,included
cellid_000000467-1,included
cellid_000000468-1,included
cellid_000000469-1,included
cellid_000000470-1,included
cellid_000000471-1,included
cellid_000000472-1,included
cellid_000000473-1,included
cellid_000000474-1,included
cellid_000000475-1,included
cellid_000000476-1,included
cellid_000000477-1,included
cellid_000000478-1,included
cellid_000000479-1,included
cellid_000000480-1,included
cellid_000000481-1,included
cellid_000000482-1,included
cellid_000000483-1,included
cellid_000000484-1,included
cellid_000000485-1,included
cellid_000000486-1,included
cellid_000000487-1,included
cellid_000000488-1,included
cellid_000000489-1,included
cellid_000000490-1,included
cellid_000000491-1,included
cellid_000000492-1,included
cellid_000000493-1,included
cellid_000000494-1,included
cellid_000000495-1,included
cellid_000000496-1,included
cellid_000000497-1,included
cellid_000000498-1,included
cellid_000000499-1,included
cellid_000000500-1,included
cellid_000000501-1,included
cellid_000000502-1,included
cellid_000000503-1,included
cellid_000000504-1,included
cellid_000000505-1,included
cellid_000000506-1,included
cellid_000000507-1,included
cellid_000000508-1,included
cellid_000000509-1,included
cellid_000000510-1,included
cellid_000000511-1,included
cellid_000000512-1,included
cellid_000000513-1,included
cellid_000000514-1,included
cellid_000000515-1,included
cellid_000000516-1,included
cellid_000000517-1,included
cellid_000000518-1,included
cellid_000000519-1,included
cellid_000000520-1,included
cellid_000000521-1,included
cellid_000000522-1,included
cellid_000000523-1,included
cellid_000000524-1,included
cellid_000000525-1,included
cellid_000000526-1,included
cellid_000000527-1,included
cellid_000000528-1,included
cellid_000000529-1,included
cellid_000000530-1,included
cellid_000000531-1,included
cellid_000000532-1,included
cellid_000000533-1,included
cellid_000000534-1,included
cellid_000000535-1,included
cellid_000000536-1,included
cellid_000000537-1,included
cellid_000000538-1,included
cellid_000000539-1,included
cellid_000000540-1,included
cellid_000000541-1,included
cellid_000000542-1,included
cellid_000000543-1,included
cellid_000000544-1,included
cellid_000000545-1,included
cellid_000000546-1,included
cellid_000000548-1,included
cellid_000000549-1,included
cellid_000000550-1,included
cellid_000000551-1,included
cellid_000000552-1,included
cellid_000000553-1,included
cellid_000000554-1,included
cellid_000000555-1,included
cellid_000000556-1,included
cellid_000000557-1,included
cellid_000000558-1,included
cellid_000000559-1,included
cellid_000000560-1,included
cellid_000000561-1,included
cellid_000000562-1,included
cellid_000000563-1,included
cellid_000000564-1,included
cellid_000000565-1,included
cellid_000000566-1,included
cellid_000000567-1,included
cellid_000000568-1,included
cellid_000000569-1,included
cellid_000000570-1,included
cellid_000000571-1,included
cellid_000000572-1,included
cellid_000000573-1,included
cellid_000000574-1,included
cellid_000000575-1,included
cellid_000000576-1,included
cellid_000000577-1,included
cellid_000000578-1,included
cellid_000000579-1,included
cellid_000000580-1,included
cellid_000000581-1,included
cellid_000000582-1,included
cellid_000000583-1,included
cellid_000000584-1,included
cellid_000000585-1,included
cellid_000000586-1,included
cellid_000000587-1,included
cellid_000000588-1,included
cellid_000000589-1,included
cellid_000000590-1,included
cellid_000000592-1,included
cellid_000000593-1,included
cellid_000000594-1,included
cellid_000000595-1,included
cellid_000000596-1,included
cellid_000000597-1,included
cellid_000000598-1,included
cellid_000000599-1,included
cellid_000000600-1,included
cellid_000000601-1,included
cellid_000000602-1,included
cellid_000000603-1,included
cellid_000000604-1,included
cellid_000000605-1,included
cellid_000000606-1,included
cellid_000000607-1,included
cellid_000000608-1,included
cellid_000000609-1,included
cellid_000000610-1,included
cellid_000000611-1,included
cellid_000000612-1,included
cellid_000000613-1,included
cellid_000000614-1,included
cellid_000000615-1,included
cellid_000000616-1,included
cellid_000000617-1,included
cellid_000000618-1,included
cellid_000000619-1,included
cellid_000000620-1,included
cellid_000000621-1,included
cellid_000000622-1,included
cellid_000000623-1,included
cellid_000000624-1,included
cellid_000000625-1,included
cellid_000000626-1,included
cellid_000000627-1,included
cellid_000000628-1,included
cellid_000000629-1,included
cellid_000000630-1,included
cellid_000000631-1,included
cellid_000000632-1,included
cellid_000000633-1,included
cellid_000000634-1,included
cellid_000000635-1,included
cellid_000000636-1,included
cellid_000000637-1,included
cellid_000000638-1,included
cellid_000000639-1,included
cellid_000000640-1,included
cellid_000000641-1,included
cellid_000000642-1,included
cellid_000000643-1,included
cellid_000000644-1,included
cellid_000000645-1,included
cellid_000000646-1,included
cellid_000000647-1,included
cellid_000000648-1,included
cellid_000000649-1,included
cellid_000000650-1,included
cellid_000000651-1,included
cellid_000000652-1,included
cellid_000000653-1,included
cellid_000000654-1,included
cellid_000000655-1,included
cellid_000000656-1,included
cellid_000000657-1,included
cellid_000000658-1,included
cellid_000000659-1,included
cellid_000000660-1,included
cellid_000000661-1,included
cellid_000000662-1,included
cellid_000000663-1,included
cellid_000000664-1,included
cellid_000000665-1,included
cellid_000000666-1,included
cellid_000000667-1,included
cellid_000000668-1,included
cellid_000000669-1,included
cellid_000000670-1,included
cellid_000000671-1,included
cellid_000000672-1,included
cellid_000000673-1,included
cellid_000000674-1,included
cellid_000000675-1,included
cellid_000000676-1,included
cellid_000000677-1,included
cellid_000000678-1,included
cellid_000000679-1,included
cellid_000000680-1,included
cellid_000000681-1,included
cellid_000000682-1,included
cellid_000000683-1,included
cellid_000000684-1,included
cellid_000000685-1,included
cellid_000000686-1,included
cellid_000000687-1,included
cellid_000000688-1,included
cellid_000000689-1,included
cellid_000000690-1,included
cellid_000000691-1,included
cellid_000000692-1,included
cellid_000000693-1,included
cellid_000000694-1,included
cellid_000000695-1,included
cellid_000000696-1,included
cellid_000000697-1,included
cellid_000000698-1,included
cellid_000000699-1,included
cellid_000000700-1,included
cellid_000000701-1,included
cellid_000000702-1,included
cellid_000000703-1,included
cellid_000000704-1,included
cellid_000000705-1,included
cellid_000000706-1,included
cellid_000000707-1,included
cellid_000000708-1,included
cellid_000000709-1,included
cellid_000000710-1,included
cellid_000000711-1,included
cellid_000000712-1,included
cellid_000000713-1,included
cellid_000000714-1,included
cellid_000000715-1,included
cellid_000000716-1,included
cellid_000000717-1,included
cellid_000000718-1,included
cellid_000000719-1,included
cellid_000000720-1,included
cellid_000000721-1,included
cellid_000000722-1,included
cellid_000000723-1,included
cellid_000000724-1,included
cellid_000000725-1,included
cellid_000000726-1,included
cellid_000000727-1,included
cellid_000000728-1,included
cellid_000000729-1,included
cellid_000000730-1,included
cellid_000000731-1,included
cellid_000000732-1,included
cellid_000000733-1,included
cellid_000000734-1,included
cellid_000000735-1,included
cellid_000000736-1,included
cellid_000000737-1,included
cellid_000000738-1,included
cellid_000000739-1,included
cellid_000000740-1,included
cellid_000000741-1,included
cellid_000000742-1,included
cellid_000000743-1,included
cellid_000000744-1,included
cellid_000000745-1,included
cellid_000000746-1,included
cellid_000000747-1,included
cellid_000000748-1,included
cellid_000000749-1,included
cellid_000000750-1,included
cellid_000000751-1,included
cellid_000000752-1,included
cellid_000000753-1,included
cellid_000000754-1,included
cellid_000000755-1,included
cellid_000000756-1,included
cellid_000000757-1,included
cellid_000000758-1,included
cellid_000000759-1,included
cellid_000000760-1,included
cellid_000000761-1,included
cellid_000000762-1,included
cellid_000000763-1,included
cellid_000000764-1,included
cellid_000000765-1,included
cellid_000000766-1,included
cellid_000000767-1,included
cellid_000000768-1,included
cellid_000000769-1,included
cellid_000000770-1,included
cellid_000000771-1,included
cellid_000000772-1,included
cellid_000000773-1,included
cellid_000000774-1,included
cellid_000000775-1,included
cellid_000000776-1,included
cellid_000000777-1,included
cellid_000000778-1,included
cellid_000000779-1,included
cellid_000000780-1,included
cellid_000000781-1,included
cellid_000000782-1,included
cellid_000000783-1,included
cellid_000000784-1,included
cellid_000000785-1,included
cellid_000000786-1,included
cellid_000000788-1,included
cellid_000000789-1,included
cellid_000000790-1,included
cellid_000000791-1,included
cellid_000000792-1,included
cellid_000000793-1,included
cellid_000000794-1,included
cellid_000000795-1,included
cellid_000000796-1,included
cellid_000000797-1,included
cellid_000000798-1,included
cellid_000000799-1,included
cellid_000000800-1,included
cellid_000000801-1,included
cellid_000000802-1,included
cellid_000000803-1,included
cellid_000000804-1,included
cellid_000000805-1,included
cellid_000000806-1,included
cellid_000000807-1,included
cellid_000000808-1,included
cellid_000000809-1,included
cellid_000000810-1,included
cellid_000000811-1,included
cellid_000000812-1,included
cellid_000000813-1,included
cellid_000000814-1,included
cellid_000000815-1,included
cellid_000000816-1,included
cellid_000000817-1,included
cellid_000000818-1,included
cellid_000000819-1,included
cellid_000000820-1,included
cellid_000000821-1,included
cellid_000000822-1,included
cellid_000000823-1,included
cellid_000000824-1,included
cellid_000000825-1,included
cellid_000000826-1,included
cellid_000000827-1,included
cellid_000000828-1,included
cellid_000000829-1,included
cellid_000000830-1,included
cellid_000000831-1,included
cellid_000000832-1,included
cellid_000000833-1,included
cellid_000000834-1,included
cellid_000000835-1,included
cellid_000000836-1,included
cellid_000000837-1,included
cellid_000000838-1,included
cellid_000000839-1,included
cellid_000000840-1,included
cellid_000000841-1,included
cellid_000000842-1,included
cellid_000000843-1,included
cellid_000000844-1,included
cellid_000000845-1,included
cellid_000000846-1,included
cellid_000000847-1,included
cellid_000000848-1,included
cellid_000000849-1,included
cellid_000000850-1,included
cellid_000000851-1,included
cellid_000000852-1,included
cellid_000000853-1,included
cellid_000000854-1,included
cellid_000000855-1,included
cellid_000000856-1,included
cellid_000000857-1,included
cellid_000000858-1,included
cellid_000000859-1,included
cellid_000000860-1,included
cellid_000000861-1,included
cellid_000000862-1,included
cellid_000000863-1,included
cellid_000000864-1,included
cellid_000000865-1,included
cellid_000000866-1,included
cellid_000000867-1,included
cellid_000000868-1,included
cellid_000000869-1,included
cellid_000000870-1,included
cellid_000000871-1,included
cellid_000000872-1,included
cellid_000000873-1,included
cellid_000000874-1,included
cellid_000000875-1,included
cellid_000000876-1,included
cellid_000000877-1,included
cellid_000000878-1,included
cellid_000000879-1,included
cellid_000000880-1,included
cellid_000000881-1,included
cellid_000000882-1,included
cellid_000000883-1,included
cellid_000000884-1,included
cellid_000000885-1,included
cellid_000000886-1,included
cellid_000000887-1,included
cellid_000000888-1,included
cellid_000000889-1,included
cellid_000000890-1,included
cellid_000000891-1,included
cellid_000000892-1,included
cellid_000000893-1,included
cellid_000000894-1,included
cellid_000000895-1,included
cellid_000000896-1,included
cellid_000000897-1,included
cellid_000000898-1,included
cellid_000000899-1,included
cellid_000000900-1,included
cellid_000000902-1,included
cellid_000000903-1,included
cellid_000000904-1,included
cellid_000000905-1,included
cellid_000000906-1,included
cellid_000000907-1,included
cellid_000000908-1,included
cellid_000000909-1,included
cellid_000000910-1,included
cellid_000000911-1,included
cellid_000000912-1,included
cellid_000000913-1,included
cellid_000000914-1,included
cellid_000000915-1,included
cellid_000000916-1,included
cellid_000000917-1,included
cellid_000000918-1,included
cellid_000000919-1,included
cellid_000000920-1,included
cellid_000000921-1,included
cellid_000000922-1,included
cellid_000000923-1,included
cellid_000000924-1,included
cellid_000000925-1,included
cellid_000000926-1,included
cellid_000000927-1,included
cellid_000000928-1,included
cellid_000000929-1,included
cellid_000000930-1,included
cellid_000000931-1,included
cellid_000000932-1,included
cellid_000000933-1,included
cellid_000000934-1,included
cellid_000000935-1,included
cellid_000000936-1,included
cellid_000000937-1,included
cellid_000000938-1,included
cellid_000000939-1,included
cellid_000000940-1,included
cellid_000000941-1,included
cellid_000000942-1,included
cellid_000000943-1,included
cellid_000000944-1,included
cellid_000000945-1,included
cellid_000000946-1,included
cellid_000000947-1,included
cellid_000000948-1,included
cellid_000000949-1,included
cellid_000000950-1,included
cellid_000000951-1,included
cellid_000000952-1,included
cellid_000000953-1,included
cellid_000000954-1,included
cellid_000000955-1,included
cellid_000000956-1,included
cellid_000000957-1,included
cellid_000000958-1,included
cellid_000000959-1,included
cellid_000000960-1,included
cellid_000000961-1,included
cellid_000000962-1,included
cellid_000000963-1,included
cellid_000000964-1,included
cellid_000000965-1,included
cellid_000000966-1,included
cellid_000000967-1,included
cellid_000000968-1,included
cellid_000000969-1,included
cellid_000000970-1,included
cellid_000000971-1,included
cellid_000000972-1,included
cellid_000000973-1,included
cellid_000000974-1,included
cellid_000000975-1,included
cellid_000000976-1,included
cellid_000000977-1,included
cellid_000000978-1,included
cellid_000000979-1,included
cellid_000000980-1,included
cellid_000000981-1,included
cellid_000000982-1,included
cellid_000000983-1,included
cellid_000000984-1,included
cellid_000000985-1,included
cellid_000000986-1,included
cellid_000000987-1,included
cellid_000000988-1,included
cellid_000000989-1,included
cellid_000000990-1,included
cellid_000000991-1,included
cellid_000000992-1,included
cellid_000000993-1,included
cellid_000000994-1,included
cellid_000000995-1,included
cellid_000000996-1,included
cellid_000000997-1,included
cellid_000000998-1,included
cellid_000000999-1,included
cellid_000001000-1,included
cellid_000001001-1,included
cellid_000001002-1,included
cellid_000001003-1,included
cellid_000001004-1,included
cellid_000001005-1,included
cellid_000001006-1,included
cellid_000001007-1,included
cellid_000001008-1,included
cellid_000001009-1,included
cellid_000001010-1,included
cellid_000001011-1,included
cellid_000001012-1,included
cellid_000001013-1,included
cellid_000001014-1,included
cellid_000001015-1,included
cellid_000001016-1,included
cellid_000001017-1,included
cellid_000001018-1,included
cellid_000001019-1,included
cellid_000001020-1,included
cellid_000001021-1,included
cellid_000001022-1,included
cellid_000001023-1,included
cellid_000001024-1,included
cellid_000001025-1,included
cellid_000001026-1,included
cellid_000001027-1,included
cellid_000001028-1,included
cellid_000001029-1,included
cellid_000001030-1,included
cellid_000001031-1,included
cellid_000001032-1,included
cellid_000001033-1,included
cellid_000001034-1,included
cellid_000001035-1,included
cellid_000001036-1,included
cellid_000001037-1,included
cellid_000001038-1,included
cellid_000001039-1,included
cellid_000001040-1,included
cellid_000001041-1,included
cellid_000001042-1,included
cellid_000001043-1,included
cellid_000001044-1,included
cellid_000001045-1,included
cellid_000001046-1,included
cellid_000001047-1,included
cellid_000001048-1,included
cellid_000001049-1,included
cellid_000001050-1,included
cellid_000001051-1,included
cellid_000001052-1,included
cellid_000001053-1,included
cellid_000001054-1,included
cellid_000001055-1,included
cellid_000001056-1,included
cellid_000001057-1,included
cellid_000001058-1,included
cellid_000001059-1,included
cellid_000001060-1,included
cellid_000001061-1,included
cellid_000001062-1,included
cellid_000001063-1,included
cellid_000001064-1,included
cellid_000001065-1,included
cellid_000001066-1,included
cellid_000001067-1,included
cellid_000001068-1,included
cellid_000001069-1,included
cellid_000001070-1,included
cellid_000001071-1,included
cellid_000001072-1,included
cellid_000001073-1,included
cellid_000001074-1,included
cellid_000001075-1,included
cellid_000001076-1,included
cellid_000001077-1,included
cellid_000001078-1,included
cellid_000001079-1,included
cellid_000001080-1,included
cellid_000001081-1,included
cellid_000001082-1,included
cellid_000001083-1,included
cellid_000001084-1,included
cellid_000001085-1,included
cellid_000001086-1,included
cellid_000001087-1,included
cellid_000001088-1,included
cellid_000001089-1,included
cellid_000001090-1,included
cellid_000001091-1,included
cellid_000001092-1,included
cellid_000001093-1,included
cellid_000001094-1,included
cellid_000001095-1,included
cellid_000001096-1,included
cellid_000001097-1,included
cellid_000001098-1,included
cellid_000001099-1,included
cellid_000001100-1,included
cellid_000001101-1,included
cellid_000001102-1,included
cellid_000001103-1,included
cellid_000001104-1,included
cellid_000001105-1,included
cellid_000001106-1,included
cellid_000001107-1,included
cellid_000001108-1,included
cellid_000001109-1,included
cellid_000001110-1,included
cellid_000001111-1,included
cellid_000001112-1,included
cellid_000001113-1,included
cellid_000001114-1,included
cellid_000001115-1,included
cellid_000001116-1,included
cellid_000001117-1,included
cellid_000001118-1,included
cellid_000001119-1,included
cellid_000001120-1,included
cellid_000001121-1,included
cellid_000001122-1,included
cellid_000001123-1,included
cellid_000001124-1,included
cellid_000001125-1,included
cellid_000001126-1,included
cellid_000001127-1,included
cellid_000001128-1,included
cellid_000001129-1,included
cellid_000001130-1,included
cellid_000001131-1,included
cellid_000001132-1,included
cellid_000001133-1,included
cellid_000001134-1,included
cellid_000001135-1,included
cellid_000001136-1,included
cellid_000001137-1,included
cellid_000001138-1,included
cellid_000001139-1,included
cellid_000001140-1,included
cellid_000001141-1,included
cellid_000001142-1,included
cellid_000001143-1,included
cellid_000001144-1,included
cellid_000001145-1,included
cellid_000001146-1,included
cellid_000001147-1,included
cellid_000001148-1,included
cellid_000001149-1,included
cellid_000001150-1,included
cellid_000001151-1,included
cellid_000001152-1,included
cellid_000001153-1,included
cellid_000001154-1,included
cellid_000001155-1,included
cellid_000001156-1,included
cellid_000001157-1,included
cellid_000001158-1,included
cellid_000001159-1,included
cellid_000001160-1,included
cellid_000001161-1,included
cellid_000001162-1,included
cellid_000001163-1,included
cellid_000001164-1,included
cellid_000001166-1,included
cellid_000001167-1,included
cellid_000001168-1,included
cellid_000001169-1,included
cellid_000001170-1,included
cellid_000001171-1,included
cellid_000001172-1,included
cellid_000001173-1,included
cellid_000001174-1,included
cellid_000001175-1,included
cellid_000001176-1,included
cellid_000001177-1,included
cellid_000001178-1,included
cellid_000001179-1,included
cellid_000001180-1,included
cellid_000001181-1,included
cellid_000001182-1,included
cellid_000001183-1,included
cellid_000001184-1,included
cellid_000001185-1,included
cellid_000001186-1,included
cellid_000001187-1,included
cellid_000001188-1,included
cellid_000001189-1,included
cellid_000001190-1,included
cellid_000001191-1,included
cellid_000001192-1,included
cellid_000001193-1,included
cellid_000001194-1,included
cellid_000001195-1,included
cellid_000001196-1,included
cellid_000001197-1,included
cellid_000001198-1,included
cellid_000001199-1,included
cellid_000001200-1,included
cellid_000001201-1,included
cellid_000001202-1,included
cellid_000001203-1,included
cellid_000001204-1,included
cellid_000001205-1,included
cellid_000001206-1,included
cellid_000001207-1,included
cellid_000001208-1,included
cellid_000001209-1,included
cellid_000001210-1,included
cellid_000001211-1,included
cellid_000001212-1,included
cellid_000001213-1,included
cellid_000001214-1,included
cellid_000001215-1,included
cellid_000001216-1,included
cellid_000001217-1,included
cellid_000001218-1,included
cellid_000001219-1,included
cellid_000001220-1,included
cellid_000001221-1,included
cellid_000001222-1,included
cellid_000001223-1,included
cellid_000001224-1,included
cellid_000001225-1,included
cellid_000001226-1,included
cellid_000001227-1,included
cellid_000001228-1,included
cellid_000001229-1,included
cellid_000001230-1,included
cellid_000001231-1,included
cellid_000001232-1,included
cellid_000001233-1,included
cellid_000001234-1,included
cellid_000001235-1,included
cellid_000001236-1,included
cellid_000001237-1,included
cellid_000001238-1,included
cellid_000001239-1,included
cellid_000001240-1,included
cellid_000001241-1,included
cellid_000001242-1,included
cellid_000001243-1,included
cellid_000001244-1,included
cellid_000001245-1,included
cellid_000001246-1,included
cellid_000001247-1,included
cellid_000001248-1,included
cellid_000001249-1,included
cellid_000001250-1,included
cellid_000001251-1,included
cellid_000001252-1,included
cellid_000001253-1,included
cellid_000001254-1,included
cellid_000001255-1,included
cellid_000001256-1,included
cellid_000001257-1,included
cellid_000001258-1,included
cellid_000001259-1,included
cellid_000001260-1,included
cellid_000001261-1,included
cellid_000001262-1,included
cellid_000001263-1,included
cellid_000001264-1,included
cellid_000001265-1,included
cellid_000001266-1,included
cellid_000001267-1,included
cellid_000001268-1,included
cellid_000001269-1,included
cellid_000001270-1,included
cellid_000001271-1,included
cellid_000001272-1,included
cellid_000001273-1,included
cellid_000001274-1,included
cellid_000001275-1,included
cellid_000001276-1,included
cellid_000001277-1,included
cellid_000001278-1,included
cellid_000001279-1,included
cellid_000001280-1,included
cellid_000001281-1,included
cellid_000001282-1,included
cellid_000001283-1,included
cellid_000001284-1,included
cellid_000001285-1,included
cellid_000001286-1,included
cellid_000001287-1,included
cellid_000001288-1,included
cellid_000001289-1,included
cellid_000001290-1,included
cellid_000001291-1,included
cellid_000001292-1,included
cellid_000001293-1,included
cellid_000001294-1,included
cellid_000001295-1,included
cellid_000001296-1,included
cellid_000001297-1,included
cellid_000001298-1,included
cellid_000001299-1,included
cellid_000001300-1,included
cellid_000001302-1,included
cellid_000001303-1,included
cellid_000001304-1,included
cellid_000001305-1,included
cellid_000001306-1,included
cellid_000001307-1,included
cellid_000001308-1,included
cellid_000001309-1,included
cellid_000001310-1,included
cellid_000001311-1,included
cellid_000001312-1,included
cellid_000001313-1,included
