"Barcode","res_2"
"cellid_000139459-1",NA
"cellid_000139460-1",NA
"cellid_000139461-1",NA
"cellid_000139462-1",NA
"cellid_000139465-1","6"
"cellid_000139467-1",NA
"cellid_000139468-1","6"
"cellid_000139470-1","6"
"cellid_000139471-1",NA
"cellid_000139473-1","19"
"cellid_000139474-1",NA
"cellid_000139475-1",NA
"cellid_000139476-1",NA
"cellid_000139477-1",NA
"cellid_000139479-1","3"
"cellid_000139482-1","34"
"cellid_000139484-1",NA
"cellid_000139486-1",NA
"cellid_000139487-1","17"
"cellid_000139492-1",NA
"cellid_000139494-1","12"
"cellid_000139496-1",NA
"cellid_000139497-1",NA
"cellid_000139507-1",NA
"cellid_000139509-1",NA
"cellid_000139510-1",NA
"cellid_000139511-1",NA
"cellid_000139513-1","10"
"cellid_000139515-1","34"
"cellid_000139516-1",NA
"cellid_000139517-1","13"
"cellid_000139518-1",NA
"cellid_000139519-1",NA
"cellid_000139520-1","19"
"cellid_000139523-1",NA
"cellid_000139525-1",NA
"cellid_000139528-1","17"
"cellid_000139529-1",NA
"cellid_000139531-1",NA
"cellid_000139535-1",NA
"cellid_000139536-1",NA
"cellid_000139538-1",NA
"cellid_000139539-1",NA
"cellid_000139544-1",NA
"cellid_000139545-1",NA
"cellid_000139546-1",NA
"cellid_000139548-1",NA
"cellid_000139550-1",NA
"cellid_000139551-1",NA
"cellid_000139552-1",NA
"cellid_000139553-1",NA
"cellid_000139555-1",NA
"cellid_000139559-1",NA
"cellid_000139560-1",NA
"cellid_000139561-1",NA
"cellid_000139565-1",NA
"cellid_000139566-1",NA
"cellid_000139568-1",NA
"cellid_000139569-1","7"
"cellid_000139570-1",NA
"cellid_000139572-1","22"
"cellid_000139575-1",NA
"cellid_000139577-1",NA
"cellid_000139578-1",NA
"cellid_000139579-1",NA
"cellid_000139580-1","34"
"cellid_000139581-1","12"
"cellid_000139583-1",NA
"cellid_000139585-1",NA
"cellid_000139587-1","6"
"cellid_000139588-1",NA
"cellid_000139589-1",NA
"cellid_000139590-1",NA
"cellid_000139591-1",NA
"cellid_000139593-1",NA
"cellid_000139594-1",NA
"cellid_000139595-1",NA
"cellid_000139597-1",NA
"cellid_000139600-1",NA
"cellid_000139601-1",NA
"cellid_000139603-1",NA
"cellid_000139607-1",NA
"cellid_000139610-1",NA
"cellid_000139611-1",NA
"cellid_000139612-1","1"
"cellid_000139613-1",NA
"cellid_000139614-1",NA
"cellid_000139615-1",NA
"cellid_000139616-1",NA
"cellid_000139622-1",NA
"cellid_000139623-1","17"
"cellid_000139624-1",NA
"cellid_000139625-1",NA
"cellid_000139627-1",NA
"cellid_000139628-1",NA
"cellid_000139630-1",NA
"cellid_000139634-1",NA
"cellid_000139636-1",NA
"cellid_000139639-1",NA
"cellid_000139640-1",NA
"cellid_000139641-1",NA
"cellid_000139643-1","16"
"cellid_000139645-1",NA
"cellid_000139647-1",NA
"cellid_000139648-1",NA
"cellid_000139651-1",NA
"cellid_000139652-1",NA
"cellid_000139655-1",NA
"cellid_000139656-1",NA
"cellid_000139657-1",NA
"cellid_000139658-1",NA
"cellid_000139659-1",NA
"cellid_000139660-1",NA
"cellid_000139661-1","16"
"cellid_000139662-1",NA
"cellid_000139663-1",NA
"cellid_000139665-1",NA
"cellid_000139667-1",NA
"cellid_000139672-1",NA
"cellid_000139673-1",NA
"cellid_000139674-1",NA
"cellid_000139676-1",NA
"cellid_000139677-1","0"
"cellid_000139678-1",NA
"cellid_000139679-1",NA
"cellid_000139681-1","3"
"cellid_000139683-1",NA
"cellid_000139684-1",NA
"cellid_000139689-1",NA
"cellid_000139691-1",NA
"cellid_000139692-1",NA
"cellid_000139693-1",NA
"cellid_000139695-1",NA
"cellid_000139701-1",NA
"cellid_000139703-1",NA
"cellid_000139704-1",NA
"cellid_000139708-1",NA
"cellid_000139710-1",NA
"cellid_000139711-1",NA
"cellid_000139712-1","6"
"cellid_000139713-1",NA
"cellid_000139714-1",NA
"cellid_000139721-1",NA
"cellid_000139723-1",NA
"cellid_000139727-1",NA
"cellid_000139730-1",NA
"cellid_000139733-1",NA
"cellid_000139735-1",NA
"cellid_000139736-1",NA
"cellid_000139738-1",NA
"cellid_000139740-1",NA
"cellid_000139742-1",NA
"cellid_000139745-1","17"
"cellid_000139746-1",NA
"cellid_000139747-1",NA
"cellid_000139749-1",NA
"cellid_000139751-1",NA
"cellid_000139756-1",NA
"cellid_000139757-1",NA
"cellid_000139758-1","22"
"cellid_000139759-1",NA
"cellid_000139760-1","10"
"cellid_000139762-1",NA
"cellid_000139763-1",NA
"cellid_000139764-1",NA
"cellid_000139766-1",NA
"cellid_000139768-1",NA
"cellid_000139771-1",NA
"cellid_000139773-1",NA
"cellid_000139775-1",NA
"cellid_000139777-1",NA
"cellid_000139779-1",NA
"cellid_000139781-1",NA
"cellid_000139788-1",NA
"cellid_000139789-1",NA
"cellid_000139791-1",NA
"cellid_000139792-1",NA
"cellid_000139793-1",NA
"cellid_000139797-1",NA
"cellid_000139801-1",NA
"cellid_000139802-1","10"
"cellid_000139804-1",NA
"cellid_000139805-1",NA
"cellid_000139806-1","32"
"cellid_000139807-1",NA
"cellid_000139808-1",NA
"cellid_000139809-1",NA
"cellid_000139811-1",NA
"cellid_000139812-1",NA
"cellid_000139813-1","9"
"cellid_000139816-1","0"
"cellid_000139818-1",NA
"cellid_000139819-1","0"
"cellid_000139821-1",NA
"cellid_000139823-1",NA
"cellid_000139824-1","1"
"cellid_000139827-1",NA
"cellid_000139828-1",NA
"cellid_000139831-1",NA
"cellid_000139834-1",NA
"cellid_000139835-1","9"
"cellid_000139836-1",NA
"cellid_000139840-1",NA
"cellid_000139841-1",NA
"cellid_000139844-1","12"
"cellid_000139847-1","9"
"cellid_000139848-1",NA
"cellid_000139858-1",NA
"cellid_000139859-1",NA
"cellid_000139860-1",NA
"cellid_000139862-1",NA
"cellid_000139865-1",NA
"cellid_000139866-1",NA
"cellid_000139868-1","1"
"cellid_000139869-1",NA
"cellid_000139870-1",NA
"cellid_000139872-1",NA
"cellid_000139873-1",NA
"cellid_000139874-1",NA
"cellid_000139877-1",NA
"cellid_000139880-1",NA
"cellid_000139881-1",NA
"cellid_000139884-1",NA
"cellid_000139885-1",NA
"cellid_000139887-1",NA
"cellid_000139890-1",NA
"cellid_000139892-1",NA
"cellid_000139897-1",NA
"cellid_000139898-1",NA
"cellid_000139899-1",NA
"cellid_000139900-1","13"
"cellid_000139902-1",NA
"cellid_000139904-1",NA
"cellid_000139905-1",NA
"cellid_000139907-1",NA
"cellid_000139909-1",NA
"cellid_000139911-1",NA
"cellid_000139912-1",NA
"cellid_000139913-1",NA
"cellid_000139915-1",NA
"cellid_000139920-1",NA
"cellid_000139921-1",NA
"cellid_000139923-1",NA
"cellid_000139924-1",NA
"cellid_000139927-1",NA
"cellid_000139928-1",NA
"cellid_000139929-1","1"
"cellid_000139930-1","7"
"cellid_000139931-1",NA
"cellid_000139934-1",NA
"cellid_000139940-1","6"
"cellid_000139941-1",NA
"cellid_000139944-1",NA
"cellid_000139945-1","1"
"cellid_000139946-1",NA
"cellid_000139948-1","9"
"cellid_000139950-1",NA
"cellid_000139952-1","28"
"cellid_000139953-1",NA
"cellid_000139954-1","13"
"cellid_000139956-1",NA
"cellid_000139957-1",NA
"cellid_000139958-1",NA
"cellid_000139959-1",NA
"cellid_000139962-1",NA
"cellid_000139964-1",NA
"cellid_000139966-1",NA
"cellid_000139970-1","12"
"cellid_000139971-1",NA
"cellid_000139973-1",NA
"cellid_000139975-1",NA
"cellid_000139979-1","22"
"cellid_000139982-1",NA
"cellid_000139983-1",NA
"cellid_000139984-1","16"
"cellid_000139985-1",NA
"cellid_000139987-1","34"
"cellid_000139988-1",NA
"cellid_000139989-1",NA
"cellid_000139991-1",NA
"cellid_000139996-1",NA
"cellid_000139997-1",NA
"cellid_000140000-1",NA
"cellid_000140001-1",NA
"cellid_000140002-1",NA
"cellid_000140003-1",NA
"cellid_000140006-1",NA
"cellid_000140007-1",NA
"cellid_000140008-1",NA
"cellid_000140010-1",NA
"cellid_000140011-1",NA
"cellid_000140012-1","1"
"cellid_000140013-1",NA
"cellid_000140015-1",NA
"cellid_000140023-1",NA
"cellid_000140026-1",NA
"cellid_000140027-1",NA
"cellid_000140028-1",NA
"cellid_000140029-1",NA
"cellid_000140032-1","0"
"cellid_000140033-1",NA
"cellid_000140035-1",NA
"cellid_000140037-1",NA
"cellid_000140042-1",NA
"cellid_000140043-1",NA
"cellid_000140044-1",NA
"cellid_000140045-1",NA
"cellid_000140048-1",NA
"cellid_000140049-1",NA
"cellid_000140050-1",NA
"cellid_000140051-1",NA
"cellid_000140052-1",NA
"cellid_000140054-1",NA
"cellid_000140056-1","3"
"cellid_000140059-1",NA
"cellid_000140060-1",NA
"cellid_000140061-1",NA
"cellid_000140062-1",NA
"cellid_000140063-1",NA
"cellid_000140064-1",NA
"cellid_000140066-1",NA
"cellid_000140072-1","10"
"cellid_000140074-1",NA
"cellid_000140080-1",NA
"cellid_000140081-1",NA
"cellid_000140083-1",NA
"cellid_000140084-1",NA
"cellid_000140085-1","16"
"cellid_000140087-1","6"
"cellid_000140088-1",NA
"cellid_000140090-1",NA
"cellid_000140091-1",NA
"cellid_000140092-1",NA
"cellid_000140093-1",NA
"cellid_000140094-1",NA
"cellid_000140096-1",NA
"cellid_000140097-1",NA
"cellid_000140099-1",NA
"cellid_000140100-1",NA
"cellid_000140103-1",NA
"cellid_000140104-1",NA
"cellid_000140106-1",NA
"cellid_000140107-1",NA
"cellid_000140112-1",NA
"cellid_000140113-1",NA
"cellid_000140115-1",NA
"cellid_000140120-1",NA
"cellid_000140121-1",NA
"cellid_000140123-1",NA
"cellid_000140124-1",NA
"cellid_000140125-1",NA
"cellid_000140128-1","34"
"cellid_000140131-1",NA
"cellid_000140134-1",NA
"cellid_000140136-1",NA
"cellid_000140143-1",NA
"cellid_000140144-1",NA
"cellid_000140145-1",NA
"cellid_000140146-1",NA
"cellid_000140150-1",NA
"cellid_000140151-1",NA
"cellid_000140152-1",NA
"cellid_000140156-1",NA
"cellid_000140157-1",NA
"cellid_000140158-1",NA
"cellid_000140159-1",NA
"cellid_000140162-1",NA
"cellid_000140164-1",NA
"cellid_000140166-1",NA
"cellid_000140168-1",NA
"cellid_000140169-1","9"
"cellid_000140173-1",NA
"cellid_000140177-1","34"
"cellid_000140178-1",NA
"cellid_000140181-1",NA
"cellid_000140182-1",NA
"cellid_000140185-1",NA
"cellid_000140186-1","34"
"cellid_000140189-1","22"
"cellid_000140190-1",NA
"cellid_000140194-1",NA
"cellid_000140196-1",NA
"cellid_000140197-1",NA
"cellid_000140198-1",NA
"cellid_000140199-1","0"
"cellid_000140200-1",NA
"cellid_000140202-1",NA
"cellid_000140203-1",NA
"cellid_000140205-1","10"
"cellid_000140206-1",NA
"cellid_000140208-1",NA
"cellid_000140209-1",NA
"cellid_000140210-1",NA
"cellid_000140212-1",NA
"cellid_000140213-1",NA
"cellid_000140216-1",NA
"cellid_000140217-1",NA
"cellid_000140218-1","34"
"cellid_000140222-1",NA
"cellid_000140223-1",NA
"cellid_000140224-1",NA
"cellid_000140225-1",NA
"cellid_000140226-1",NA
"cellid_000140227-1",NA
"cellid_000140229-1",NA
"cellid_000140233-1","30"
"cellid_000140237-1",NA
"cellid_000140240-1",NA
"cellid_000140245-1",NA
"cellid_000140246-1",NA
"cellid_000140247-1",NA
"cellid_000140248-1",NA
"cellid_000140251-1",NA
"cellid_000140252-1",NA
"cellid_000140255-1",NA
"cellid_000140256-1",NA
"cellid_000140257-1",NA
"cellid_000140258-1",NA
"cellid_000140260-1",NA
"cellid_000140262-1",NA
"cellid_000140264-1",NA
"cellid_000140265-1",NA
"cellid_000140266-1",NA
"cellid_000140267-1",NA
"cellid_000140268-1","14"
"cellid_000140269-1",NA
"cellid_000140271-1",NA
"cellid_000140272-1",NA
"cellid_000140273-1",NA
"cellid_000140274-1",NA
"cellid_000140275-1","27"
"cellid_000140276-1",NA
"cellid_000140277-1",NA
"cellid_000140280-1","12"
"cellid_000140282-1",NA
"cellid_000140283-1",NA
"cellid_000140286-1",NA
"cellid_000140289-1",NA
"cellid_000140290-1",NA
"cellid_000140292-1",NA
"cellid_000140298-1",NA
"cellid_000140299-1",NA
"cellid_000140301-1","1"
"cellid_000140303-1",NA
"cellid_000140304-1",NA
"cellid_000140305-1","10"
"cellid_000140306-1",NA
"cellid_000140309-1",NA
"cellid_000140310-1","9"
"cellid_000140312-1","26"
"cellid_000140313-1",NA
"cellid_000140314-1",NA
"cellid_000140315-1",NA
"cellid_000140316-1",NA
"cellid_000140317-1",NA
"cellid_000140318-1",NA
"cellid_000140319-1",NA
"cellid_000140321-1","34"
"cellid_000140322-1",NA
"cellid_000140323-1",NA
"cellid_000140324-1",NA
"cellid_000140330-1",NA
"cellid_000140331-1",NA
"cellid_000140334-1",NA
"cellid_000140336-1",NA
"cellid_000140338-1",NA
"cellid_000140341-1",NA
"cellid_000140342-1",NA
"cellid_000140343-1",NA
"cellid_000140344-1",NA
"cellid_000140346-1",NA
"cellid_000140347-1",NA
"cellid_000140348-1",NA
"cellid_000140350-1",NA
"cellid_000140352-1","17"
"cellid_000140354-1",NA
"cellid_000140355-1",NA
"cellid_000140356-1",NA
"cellid_000140359-1",NA
"cellid_000140360-1","1"
"cellid_000140361-1",NA
"cellid_000140362-1","1"
"cellid_000140363-1",NA
"cellid_000140365-1",NA
"cellid_000140367-1",NA
"cellid_000140370-1","26"
"cellid_000140371-1","22"
"cellid_000140372-1",NA
"cellid_000140373-1",NA
"cellid_000140374-1",NA
"cellid_000140377-1",NA
"cellid_000140378-1",NA
"cellid_000140384-1",NA
"cellid_000140386-1",NA
"cellid_000140387-1",NA
"cellid_000140390-1",NA
"cellid_000140393-1",NA
"cellid_000140394-1",NA
"cellid_000140397-1",NA
"cellid_000140398-1",NA
"cellid_000140399-1",NA
"cellid_000140400-1",NA
"cellid_000140402-1",NA
"cellid_000140406-1",NA
"cellid_000140407-1",NA
"cellid_000140409-1",NA
"cellid_000140411-1",NA
"cellid_000140413-1",NA
"cellid_000140419-1",NA
"cellid_000140422-1","29"
"cellid_000140423-1",NA
"cellid_000140425-1",NA
"cellid_000140428-1","19"
"cellid_000140429-1",NA
"cellid_000140430-1","1"
"cellid_000140433-1","23"
"cellid_000140436-1",NA
"cellid_000140438-1","9"
"cellid_000140440-1",NA
"cellid_000140441-1",NA
"cellid_000140442-1","9"
"cellid_000140444-1",NA
"cellid_000140445-1",NA
"cellid_000140447-1",NA
"cellid_000140453-1",NA
"cellid_000140457-1",NA
"cellid_000140458-1",NA
"cellid_000140459-1",NA
"cellid_000140460-1",NA
"cellid_000140464-1",NA
"cellid_000140465-1",NA
"cellid_000140466-1",NA
"cellid_000140467-1",NA
"cellid_000140468-1","34"
"cellid_000140469-1",NA
"cellid_000140474-1",NA
"cellid_000140475-1",NA
"cellid_000140476-1",NA
"cellid_000140479-1",NA
"cellid_000140480-1",NA
"cellid_000140481-1",NA
"cellid_000140482-1",NA
"cellid_000140483-1",NA
"cellid_000140484-1",NA
"cellid_000140486-1","24"
"cellid_000140489-1",NA
"cellid_000140490-1",NA
"cellid_000140491-1",NA
"cellid_000140492-1",NA
"cellid_000140495-1",NA
"cellid_000140497-1",NA
"cellid_000140499-1",NA
"cellid_000140501-1",NA
"cellid_000140504-1",NA
"cellid_000140505-1",NA
"cellid_000140506-1",NA
"cellid_000140511-1",NA
"cellid_000140513-1",NA
"cellid_000140514-1","13"
"cellid_000140515-1",NA
"cellid_000140517-1",NA
"cellid_000140518-1","28"
"cellid_000140520-1",NA
"cellid_000140521-1",NA
"cellid_000140522-1",NA
"cellid_000140523-1",NA
"cellid_000140524-1",NA
"cellid_000140526-1",NA
"cellid_000140527-1",NA
"cellid_000140528-1","27"
"cellid_000140533-1",NA
"cellid_000140535-1",NA
"cellid_000140537-1",NA
"cellid_000140539-1",NA
"cellid_000140540-1","9"
"cellid_000140542-1",NA
"cellid_000140548-1",NA
"cellid_000140551-1",NA
"cellid_000140553-1",NA
"cellid_000140557-1",NA
"cellid_000140559-1",NA
"cellid_000140561-1","6"
"cellid_000140562-1",NA
"cellid_000140563-1",NA
"cellid_000140567-1",NA
"cellid_000140568-1","1"
"cellid_000140569-1",NA
"cellid_000140571-1","12"
"cellid_000140572-1",NA
"cellid_000140574-1",NA
"cellid_000140578-1",NA
"cellid_000140579-1",NA
"cellid_000140580-1",NA
"cellid_000140583-1",NA
"cellid_000140587-1",NA
"cellid_000140588-1",NA
"cellid_000140590-1",NA
"cellid_000140591-1",NA
"cellid_000140592-1",NA
"cellid_000140594-1",NA
"cellid_000140596-1",NA
"cellid_000140597-1",NA
"cellid_000140598-1",NA
"cellid_000140600-1","22"
"cellid_000140603-1",NA
"cellid_000140607-1",NA
"cellid_000140608-1","3"
"cellid_000140609-1",NA
"cellid_000140611-1","10"
"cellid_000140612-1",NA
"cellid_000140613-1",NA
"cellid_000140614-1","10"
"cellid_000140617-1",NA
"cellid_000140620-1",NA
"cellid_000140621-1",NA
"cellid_000140622-1",NA
"cellid_000140623-1","17"
"cellid_000140624-1",NA
"cellid_000140631-1",NA
"cellid_000140632-1",NA
"cellid_000140634-1",NA
"cellid_000140635-1",NA
"cellid_000140636-1",NA
"cellid_000140641-1",NA
"cellid_000140642-1",NA
"cellid_000140644-1",NA
"cellid_000140646-1",NA
"cellid_000140647-1",NA
"cellid_000140648-1",NA
"cellid_000140649-1",NA
"cellid_000140650-1",NA
"cellid_000140652-1",NA
"cellid_000140653-1",NA
"cellid_000140658-1",NA
"cellid_000140660-1",NA
"cellid_000140662-1",NA
"cellid_000140663-1",NA
"cellid_000140666-1","22"
"cellid_000140667-1",NA
"cellid_000140674-1",NA
"cellid_000140677-1",NA
"cellid_000140678-1",NA
"cellid_000140685-1",NA
"cellid_000140687-1","6"
"cellid_000140688-1",NA
"cellid_000140689-1",NA
"cellid_000140692-1",NA
"cellid_000140693-1",NA
"cellid_000140694-1",NA
"cellid_000140697-1",NA
"cellid_000140698-1",NA
"cellid_000140700-1",NA
"cellid_000140702-1",NA
"cellid_000140704-1",NA
"cellid_000140705-1",NA
"cellid_000140706-1","1"
"cellid_000140707-1",NA
"cellid_000140709-1",NA
"cellid_000140710-1",NA
"cellid_000140714-1",NA
"cellid_000140715-1",NA
"cellid_000140716-1",NA
"cellid_000140718-1",NA
"cellid_000140721-1",NA
"cellid_000140723-1","10"
"cellid_000140724-1",NA
"cellid_000140726-1",NA
"cellid_000140727-1",NA
"cellid_000140728-1",NA
"cellid_000140729-1",NA
"cellid_000140730-1",NA
"cellid_000140731-1",NA
"cellid_000140732-1",NA
"cellid_000140734-1",NA
"cellid_000140737-1",NA
"cellid_000140738-1",NA
"cellid_000140742-1",NA
"cellid_000140744-1","16"
"cellid_000140747-1",NA
"cellid_000140748-1",NA
"cellid_000140750-1",NA
"cellid_000140753-1",NA
"cellid_000140755-1",NA
"cellid_000140757-1",NA
"cellid_000140758-1",NA
"cellid_000140759-1","0"
"cellid_000140760-1","26"
"cellid_000140762-1",NA
"cellid_000140764-1",NA
"cellid_000140772-1","9"
"cellid_000140774-1",NA
"cellid_000140779-1","17"
"cellid_000140780-1",NA
"cellid_000140781-1",NA
"cellid_000140783-1","17"
"cellid_000140784-1",NA
"cellid_000140786-1",NA
"cellid_000140787-1",NA
"cellid_000140789-1",NA
"cellid_000140793-1",NA
"cellid_000140796-1",NA
"cellid_000140797-1",NA
"cellid_000140799-1",NA
"cellid_000140800-1",NA
"cellid_000140801-1",NA
"cellid_000140803-1",NA
"cellid_000140804-1",NA
"cellid_000140806-1","7"
"cellid_000140808-1",NA
"cellid_000140809-1",NA
"cellid_000140810-1",NA
"cellid_000140811-1",NA
"cellid_000140812-1",NA
"cellid_000140813-1",NA
"cellid_000140815-1","6"
"cellid_000140818-1",NA
"cellid_000140819-1",NA
"cellid_000140820-1",NA
"cellid_000140821-1",NA
"cellid_000140822-1",NA
"cellid_000140823-1",NA
"cellid_000140824-1",NA
"cellid_000140826-1",NA
"cellid_000140829-1",NA
"cellid_000140833-1",NA
"cellid_000140835-1",NA
"cellid_000140836-1",NA
"cellid_000140838-1","13"
"cellid_000140839-1",NA
"cellid_000140840-1",NA
"cellid_000140842-1",NA
"cellid_000140846-1",NA
"cellid_000140848-1",NA
"cellid_000140849-1",NA
"cellid_000140851-1",NA
"cellid_000140852-1",NA
"cellid_000140854-1",NA
"cellid_000140855-1","0"
"cellid_000140857-1",NA
"cellid_000140864-1",NA
"cellid_000140865-1",NA
"cellid_000140866-1",NA
"cellid_000140867-1","9"
"cellid_000140868-1",NA
"cellid_000140869-1",NA
"cellid_000140873-1",NA
"cellid_000140875-1",NA
"cellid_000140877-1",NA
"cellid_000140878-1",NA
"cellid_000140879-1",NA
"cellid_000140880-1",NA
"cellid_000140882-1","6"
"cellid_000140884-1",NA
"cellid_000140885-1",NA
"cellid_000140886-1",NA
"cellid_000140888-1",NA
"cellid_000140890-1",NA
"cellid_000140891-1",NA
"cellid_000140893-1",NA
"cellid_000140896-1",NA
"cellid_000140897-1",NA
"cellid_000140899-1",NA
"cellid_000140902-1",NA
"cellid_000140903-1",NA
"cellid_000140904-1",NA
"cellid_000140905-1",NA
"cellid_000140906-1","10"
"cellid_000140908-1",NA
"cellid_000140911-1",NA
"cellid_000140912-1",NA
"cellid_000140913-1",NA
"cellid_000140914-1","13"
"cellid_000140915-1",NA
"cellid_000140917-1",NA
"cellid_000140920-1",NA
"cellid_000140922-1",NA
"cellid_000140923-1",NA
"cellid_000140925-1",NA
"cellid_000140927-1",NA
"cellid_000140930-1",NA
"cellid_000140931-1",NA
"cellid_000140932-1",NA
"cellid_000140935-1",NA
"cellid_000140937-1",NA
"cellid_000140938-1",NA
"cellid_000140939-1",NA
"cellid_000140940-1",NA
"cellid_000140941-1",NA
"cellid_000140942-1",NA
"cellid_000140943-1",NA
"cellid_000140944-1","12"
"cellid_000140945-1",NA
"cellid_000140946-1",NA
"cellid_000140949-1",NA
"cellid_000140950-1",NA
"cellid_000140951-1",NA
"cellid_000140953-1",NA
"cellid_000140957-1",NA
"cellid_000140958-1",NA
"cellid_000140962-1","0"
"cellid_000140963-1",NA
"cellid_000140965-1","24"
"cellid_000140967-1",NA
"cellid_000140968-1",NA
"cellid_000140970-1",NA
"cellid_000140973-1",NA
"cellid_000140975-1",NA
"cellid_000140977-1",NA
"cellid_000140978-1",NA
"cellid_000140979-1",NA
"cellid_000140981-1",NA
"cellid_000140982-1",NA
"cellid_000140983-1","23"
"cellid_000140985-1",NA
"cellid_000140987-1","0"
"cellid_000140988-1",NA
"cellid_000140989-1",NA
"cellid_000140993-1",NA
"cellid_000140994-1",NA
"cellid_000140996-1",NA
"cellid_000140997-1","0"
"cellid_000141000-1",NA
"cellid_000141001-1",NA
"cellid_000141002-1",NA
"cellid_000141007-1",NA
"cellid_000141009-1",NA
"cellid_000141012-1",NA
"cellid_000141018-1","2"
"cellid_000141019-1",NA
"cellid_000141021-1",NA
"cellid_000141023-1",NA
"cellid_000141024-1",NA
"cellid_000141025-1",NA
"cellid_000141026-1",NA
"cellid_000141028-1",NA
"cellid_000141029-1",NA
"cellid_000141033-1",NA
"cellid_000141035-1",NA
"cellid_000141036-1",NA
"cellid_000141039-1",NA
"cellid_000141040-1",NA
"cellid_000141043-1",NA
"cellid_000141044-1",NA
"cellid_000141045-1",NA
"cellid_000141048-1",NA
"cellid_000141049-1","0"
"cellid_000141054-1","9"
"cellid_000141057-1",NA
"cellid_000141059-1","20"
"cellid_000141061-1",NA
"cellid_000141062-1",NA
"cellid_000141063-1","15"
"cellid_000141065-1",NA
"cellid_000141067-1",NA
"cellid_000141071-1",NA
"cellid_000141072-1",NA
"cellid_000141073-1",NA
"cellid_000141075-1",NA
"cellid_000141079-1",NA
"cellid_000141083-1",NA
"cellid_000141084-1",NA
"cellid_000141085-1",NA
"cellid_000141086-1",NA
"cellid_000141088-1",NA
"cellid_000141094-1",NA
"cellid_000141095-1",NA
"cellid_000141098-1",NA
"cellid_000141099-1",NA
"cellid_000141100-1",NA
"cellid_000141101-1",NA
"cellid_000141102-1",NA
"cellid_000141109-1",NA
"cellid_000141110-1",NA
"cellid_000141111-1",NA
"cellid_000141112-1","24"
"cellid_000141114-1",NA
"cellid_000141115-1",NA
"cellid_000141117-1",NA
"cellid_000141118-1","1"
"cellid_000141119-1",NA
"cellid_000141120-1",NA
"cellid_000141125-1","16"
"cellid_000141126-1",NA
"cellid_000141127-1","34"
"cellid_000141135-1",NA
"cellid_000141137-1",NA
"cellid_000141139-1",NA
"cellid_000141141-1",NA
"cellid_000141142-1",NA
"cellid_000141143-1",NA
"cellid_000141144-1",NA
"cellid_000141145-1",NA
"cellid_000141146-1",NA
"cellid_000141149-1",NA
"cellid_000141150-1",NA
"cellid_000141156-1",NA
"cellid_000141157-1",NA
"cellid_000141158-1",NA
"cellid_000141160-1",NA
"cellid_000141161-1",NA
"cellid_000141162-1",NA
"cellid_000141163-1",NA
"cellid_000141164-1",NA
"cellid_000141167-1","9"
"cellid_000141171-1",NA
"cellid_000141177-1",NA
"cellid_000141178-1",NA
"cellid_000141179-1",NA
"cellid_000141180-1",NA
"cellid_000141181-1",NA
"cellid_000141182-1",NA
"cellid_000141186-1",NA
"cellid_000141191-1",NA
"cellid_000141193-1",NA
"cellid_000141194-1",NA
"cellid_000141196-1","9"
"cellid_000141197-1",NA
"cellid_000141199-1",NA
"cellid_000141200-1",NA
"cellid_000141201-1",NA
"cellid_000141203-1",NA
"cellid_000141205-1",NA
"cellid_000141207-1",NA
"cellid_000141209-1",NA
"cellid_000141211-1",NA
"cellid_000141212-1","7"
"cellid_000141214-1",NA
"cellid_000141215-1",NA
"cellid_000141217-1",NA
"cellid_000141218-1",NA
"cellid_000141222-1",NA
"cellid_000141224-1",NA
"cellid_000141228-1",NA
"cellid_000141231-1",NA
"cellid_000141234-1",NA
"cellid_000141236-1",NA
"cellid_000141237-1",NA
"cellid_000141238-1",NA
"cellid_000141242-1",NA
"cellid_000141246-1",NA
"cellid_000141249-1",NA
"cellid_000141255-1",NA
"cellid_000141256-1",NA
"cellid_000141257-1",NA
"cellid_000141258-1",NA
"cellid_000141260-1",NA
"cellid_000141261-1",NA
"cellid_000141263-1",NA
"cellid_000141265-1",NA
"cellid_000141267-1",NA
"cellid_000141271-1",NA
"cellid_000141272-1",NA
"cellid_000141273-1",NA
"cellid_000141275-1",NA
"cellid_000141276-1",NA
"cellid_000141277-1",NA
"cellid_000141278-1",NA
"cellid_000141279-1",NA
"cellid_000141280-1",NA
"cellid_000141281-1",NA
"cellid_000141282-1",NA
"cellid_000141286-1","0"
"cellid_000141287-1",NA
"cellid_000141291-1",NA
"cellid_000141294-1",NA
"cellid_000141299-1",NA
"cellid_000141300-1",NA
"cellid_000141302-1",NA
"cellid_000141303-1",NA
"cellid_000141305-1",NA
"cellid_000141309-1",NA
"cellid_000141311-1",NA
"cellid_000141312-1",NA
"cellid_000141313-1",NA
"cellid_000141314-1",NA
"cellid_000141316-1",NA
"cellid_000141317-1",NA
"cellid_000141318-1",NA
"cellid_000141320-1",NA
"cellid_000141323-1","0"
"cellid_000141325-1",NA
"cellid_000141327-1","1"
"cellid_000141329-1",NA
"cellid_000141330-1",NA
"cellid_000141331-1",NA
"cellid_000141332-1",NA
"cellid_000141337-1",NA
"cellid_000141338-1","0"
"cellid_000141341-1",NA
"cellid_000141342-1","6"
"cellid_000141346-1",NA
"cellid_000141349-1",NA
"cellid_000141351-1",NA
"cellid_000141352-1",NA
"cellid_000141355-1",NA
"cellid_000141358-1","22"
"cellid_000141360-1",NA
"cellid_000141361-1",NA
"cellid_000141363-1",NA
