"Barcode","res_2"
"cellid_000027826-1",NA
"cellid_000027827-1",NA
"cellid_000027828-1","4"
"cellid_000027829-1","4"
"cellid_000027830-1",NA
"cellid_000027831-1",NA
"cellid_000027832-1",NA
"cellid_000027833-1",NA
"cellid_000027834-1",NA
"cellid_000027835-1",NA
"cellid_000027837-1",NA
"cellid_000027838-1","4"
"cellid_000027839-1",NA
"cellid_000027840-1",NA
"cellid_000027842-1",NA
"cellid_000027844-1",NA
"cellid_000027845-1",NA
"cellid_000027846-1","23"
"cellid_000027847-1",NA
"cellid_000027848-1",NA
"cellid_000027851-1",NA
"cellid_000027852-1","14"
"cellid_000027853-1",NA
"cellid_000027854-1",NA
"cellid_000027855-1",NA
"cellid_000027856-1",NA
"cellid_000027857-1",NA
"cellid_000027859-1",NA
"cellid_000027860-1",NA
"cellid_000027861-1","8"
"cellid_000027862-1",NA
"cellid_000027863-1","8"
"cellid_000027866-1",NA
"cellid_000027867-1",NA
"cellid_000027868-1",NA
"cellid_000027869-1",NA
"cellid_000027870-1",NA
"cellid_000027871-1",NA
"cellid_000027872-1",NA
"cellid_000027874-1",NA
"cellid_000027875-1",NA
"cellid_000027876-1",NA
"cellid_000027877-1",NA
"cellid_000027878-1",NA
"cellid_000027879-1",NA
"cellid_000027880-1",NA
"cellid_000027883-1",NA
"cellid_000027884-1",NA
"cellid_000027886-1",NA
"cellid_000027888-1",NA
"cellid_000027889-1",NA
"cellid_000027890-1",NA
"cellid_000027891-1",NA
"cellid_000027892-1",NA
"cellid_000027893-1",NA
"cellid_000027894-1",NA
"cellid_000027895-1",NA
"cellid_000027896-1",NA
"cellid_000027897-1",NA
"cellid_000027898-1",NA
"cellid_000027899-1",NA
"cellid_000027900-1","0"
"cellid_000027901-1","8"
"cellid_000027902-1",NA
"cellid_000027903-1","8"
"cellid_000027904-1","13"
"cellid_000027905-1",NA
"cellid_000027906-1",NA
"cellid_000027907-1",NA
"cellid_000027908-1",NA
"cellid_000027909-1",NA
"cellid_000027910-1",NA
"cellid_000027911-1",NA
"cellid_000027912-1",NA
"cellid_000027913-1",NA
"cellid_000027914-1",NA
"cellid_000027915-1","8"
"cellid_000027917-1",NA
"cellid_000027918-1",NA
"cellid_000027919-1",NA
"cellid_000027920-1",NA
"cellid_000027921-1",NA
"cellid_000027922-1",NA
"cellid_000027923-1",NA
"cellid_000027925-1",NA
"cellid_000027926-1",NA
"cellid_000027927-1",NA
"cellid_000027928-1","4"
"cellid_000027929-1",NA
"cellid_000027930-1",NA
"cellid_000027931-1",NA
"cellid_000027932-1",NA
"cellid_000027933-1","0"
"cellid_000027934-1",NA
"cellid_000027935-1",NA
"cellid_000027936-1",NA
"cellid_000027937-1",NA
"cellid_000027938-1",NA
"cellid_000027939-1",NA
"cellid_000027940-1",NA
"cellid_000027942-1",NA
"cellid_000027943-1",NA
"cellid_000027944-1",NA
"cellid_000027945-1",NA
"cellid_000027946-1",NA
"cellid_000027948-1",NA
"cellid_000027949-1",NA
"cellid_000027950-1",NA
"cellid_000027953-1",NA
"cellid_000027954-1",NA
"cellid_000027955-1",NA
"cellid_000027956-1",NA
"cellid_000027957-1",NA
"cellid_000027958-1",NA
"cellid_000027960-1",NA
"cellid_000027964-1",NA
"cellid_000027965-1",NA
"cellid_000027966-1",NA
"cellid_000027967-1","6"
"cellid_000027969-1",NA
"cellid_000027970-1",NA
"cellid_000027971-1",NA
"cellid_000027972-1",NA
"cellid_000027974-1",NA
"cellid_000027975-1",NA
"cellid_000027977-1",NA
"cellid_000027978-1",NA
"cellid_000027979-1",NA
"cellid_000027980-1",NA
"cellid_000027981-1",NA
"cellid_000027982-1",NA
"cellid_000027983-1",NA
"cellid_000027984-1",NA
"cellid_000027985-1",NA
"cellid_000027987-1","16"
"cellid_000027988-1",NA
"cellid_000027989-1",NA
"cellid_000027990-1",NA
"cellid_000027991-1",NA
"cellid_000027992-1",NA
"cellid_000027994-1",NA
"cellid_000027997-1",NA
"cellid_000027999-1",NA
"cellid_000028000-1",NA
"cellid_000028001-1",NA
"cellid_000028002-1",NA
"cellid_000028003-1",NA
"cellid_000028004-1",NA
"cellid_000028005-1",NA
"cellid_000028006-1",NA
"cellid_000028007-1","8"
"cellid_000028008-1",NA
"cellid_000028010-1",NA
"cellid_000028011-1",NA
"cellid_000028012-1",NA
"cellid_000028013-1",NA
"cellid_000028014-1",NA
"cellid_000028015-1",NA
"cellid_000028016-1",NA
"cellid_000028017-1",NA
"cellid_000028019-1",NA
"cellid_000028020-1","8"
"cellid_000028021-1",NA
"cellid_000028022-1",NA
"cellid_000028023-1",NA
"cellid_000028024-1",NA
"cellid_000028025-1",NA
"cellid_000028026-1",NA
"cellid_000028027-1",NA
"cellid_000028028-1",NA
"cellid_000028029-1",NA
"cellid_000028030-1",NA
"cellid_000028031-1",NA
"cellid_000028032-1",NA
"cellid_000028033-1",NA
"cellid_000028034-1",NA
"cellid_000028035-1",NA
"cellid_000028036-1",NA
"cellid_000028037-1",NA
"cellid_000028038-1",NA
"cellid_000028039-1",NA
"cellid_000028040-1",NA
"cellid_000028041-1",NA
"cellid_000028042-1",NA
"cellid_000028044-1",NA
"cellid_000028045-1",NA
"cellid_000028046-1",NA
"cellid_000028047-1",NA
"cellid_000028049-1",NA
"cellid_000028050-1",NA
"cellid_000028051-1",NA
"cellid_000028052-1",NA
"cellid_000028053-1",NA
"cellid_000028054-1",NA
"cellid_000028055-1",NA
"cellid_000028056-1",NA
"cellid_000028057-1",NA
"cellid_000028058-1",NA
"cellid_000028059-1",NA
"cellid_000028060-1",NA
"cellid_000028061-1",NA
"cellid_000028062-1",NA
"cellid_000028063-1",NA
"cellid_000028064-1",NA
"cellid_000028066-1","6"
"cellid_000028067-1",NA
"cellid_000028068-1",NA
"cellid_000028069-1",NA
"cellid_000028071-1",NA
"cellid_000028072-1",NA
"cellid_000028074-1",NA
"cellid_000028075-1",NA
"cellid_000028076-1",NA
"cellid_000028077-1",NA
"cellid_000028078-1",NA
"cellid_000028079-1",NA
"cellid_000028080-1",NA
"cellid_000028081-1",NA
"cellid_000028082-1",NA
"cellid_000028083-1",NA
"cellid_000028084-1",NA
"cellid_000028085-1",NA
"cellid_000028086-1",NA
"cellid_000028087-1",NA
"cellid_000028089-1",NA
"cellid_000028090-1",NA
"cellid_000028091-1",NA
"cellid_000028093-1",NA
"cellid_000028094-1",NA
"cellid_000028095-1",NA
"cellid_000028096-1",NA
"cellid_000028097-1",NA
"cellid_000028098-1",NA
"cellid_000028099-1","32"
"cellid_000028101-1",NA
"cellid_000028102-1",NA
"cellid_000028103-1",NA
"cellid_000028104-1",NA
"cellid_000028105-1",NA
"cellid_000028106-1",NA
"cellid_000028107-1",NA
"cellid_000028108-1",NA
"cellid_000028109-1",NA
"cellid_000028111-1",NA
"cellid_000028112-1",NA
"cellid_000028113-1",NA
"cellid_000028114-1",NA
"cellid_000028115-1",NA
"cellid_000028116-1",NA
"cellid_000028117-1","8"
"cellid_000028118-1",NA
"cellid_000028119-1",NA
"cellid_000028120-1",NA
"cellid_000028121-1",NA
"cellid_000028123-1",NA
"cellid_000028124-1",NA
"cellid_000028125-1",NA
"cellid_000028126-1",NA
"cellid_000028127-1",NA
"cellid_000028128-1",NA
"cellid_000028129-1",NA
"cellid_000028130-1",NA
"cellid_000028131-1",NA
"cellid_000028132-1",NA
"cellid_000028133-1",NA
"cellid_000028134-1",NA
"cellid_000028135-1",NA
"cellid_000028139-1",NA
"cellid_000028140-1",NA
"cellid_000028141-1",NA
"cellid_000028142-1",NA
"cellid_000028146-1",NA
"cellid_000028147-1",NA
"cellid_000028149-1",NA
"cellid_000028150-1",NA
"cellid_000028151-1",NA
"cellid_000028152-1",NA
"cellid_000028153-1",NA
"cellid_000028154-1",NA
"cellid_000028156-1",NA
"cellid_000028157-1",NA
"cellid_000028158-1",NA
"cellid_000028160-1",NA
"cellid_000028161-1",NA
"cellid_000028162-1",NA
"cellid_000028164-1",NA
"cellid_000028165-1",NA
"cellid_000028166-1",NA
"cellid_000028167-1",NA
"cellid_000028168-1",NA
"cellid_000028169-1","2"
"cellid_000028170-1",NA
"cellid_000028171-1",NA
"cellid_000028172-1",NA
"cellid_000028174-1",NA
"cellid_000028175-1",NA
"cellid_000028176-1",NA
"cellid_000028178-1",NA
"cellid_000028179-1",NA
"cellid_000028180-1",NA
"cellid_000028182-1",NA
"cellid_000028183-1",NA
"cellid_000028184-1",NA
"cellid_000028186-1",NA
"cellid_000028187-1","12"
"cellid_000028188-1",NA
"cellid_000028189-1",NA
"cellid_000028190-1",NA
"cellid_000028191-1",NA
"cellid_000028192-1",NA
"cellid_000028195-1",NA
"cellid_000028197-1",NA
"cellid_000028198-1",NA
"cellid_000028199-1",NA
"cellid_000028200-1",NA
"cellid_000028201-1",NA
"cellid_000028202-1",NA
"cellid_000028203-1",NA
"cellid_000028205-1",NA
"cellid_000028206-1",NA
"cellid_000028207-1","14"
"cellid_000028208-1",NA
"cellid_000028209-1",NA
"cellid_000028210-1",NA
"cellid_000028211-1",NA
"cellid_000028212-1",NA
"cellid_000028213-1",NA
"cellid_000028214-1",NA
"cellid_000028215-1",NA
"cellid_000028216-1",NA
"cellid_000028218-1",NA
"cellid_000028219-1",NA
"cellid_000028220-1",NA
"cellid_000028221-1",NA
"cellid_000028222-1",NA
"cellid_000028223-1",NA
"cellid_000028224-1",NA
"cellid_000028225-1",NA
"cellid_000028226-1",NA
"cellid_000028227-1","8"
"cellid_000028228-1",NA
"cellid_000028230-1","8"
"cellid_000028231-1",NA
"cellid_000028232-1",NA
"cellid_000028233-1",NA
"cellid_000028235-1",NA
"cellid_000028237-1",NA
"cellid_000028238-1",NA
"cellid_000028239-1",NA
"cellid_000028240-1",NA
"cellid_000028241-1",NA
"cellid_000028242-1",NA
"cellid_000028243-1",NA
"cellid_000028244-1",NA
"cellid_000028247-1",NA
"cellid_000028248-1",NA
"cellid_000028250-1",NA
"cellid_000028251-1",NA
"cellid_000028252-1",NA
"cellid_000028255-1",NA
"cellid_000028256-1",NA
"cellid_000028257-1",NA
"cellid_000028258-1",NA
"cellid_000028259-1",NA
"cellid_000028260-1",NA
"cellid_000028261-1",NA
"cellid_000028262-1",NA
"cellid_000028263-1",NA
"cellid_000028264-1",NA
"cellid_000028265-1",NA
"cellid_000028266-1",NA
"cellid_000028267-1",NA
"cellid_000028268-1",NA
"cellid_000028270-1",NA
"cellid_000028272-1",NA
"cellid_000028273-1",NA
"cellid_000028274-1",NA
"cellid_000028275-1",NA
"cellid_000028277-1",NA
"cellid_000028279-1",NA
"cellid_000028280-1",NA
"cellid_000028281-1","8"
"cellid_000028282-1",NA
"cellid_000028283-1",NA
"cellid_000028284-1","8"
"cellid_000028285-1",NA
"cellid_000028286-1",NA
"cellid_000028287-1",NA
"cellid_000028289-1",NA
"cellid_000028290-1",NA
"cellid_000028291-1",NA
"cellid_000028292-1",NA
"cellid_000028293-1",NA
"cellid_000028294-1",NA
"cellid_000028295-1",NA
"cellid_000028297-1","16"
"cellid_000028298-1",NA
"cellid_000028299-1",NA
"cellid_000028300-1",NA
"cellid_000028301-1",NA
"cellid_000028302-1",NA
"cellid_000028303-1","4"
"cellid_000028304-1",NA
"cellid_000028305-1",NA
"cellid_000028306-1",NA
"cellid_000028307-1","8"
"cellid_000028308-1",NA
"cellid_000028309-1",NA
"cellid_000028310-1",NA
"cellid_000028311-1",NA
"cellid_000028312-1",NA
"cellid_000028313-1",NA
"cellid_000028314-1",NA
"cellid_000028315-1",NA
"cellid_000028316-1",NA
"cellid_000028317-1",NA
"cellid_000028318-1",NA
"cellid_000028319-1",NA
"cellid_000028320-1",NA
"cellid_000028321-1","8"
"cellid_000028322-1",NA
"cellid_000028323-1",NA
"cellid_000028324-1",NA
"cellid_000028325-1",NA
"cellid_000028326-1",NA
"cellid_000028327-1",NA
"cellid_000028329-1",NA
"cellid_000028330-1","14"
"cellid_000028331-1",NA
"cellid_000028333-1",NA
"cellid_000028334-1",NA
"cellid_000028335-1",NA
"cellid_000028336-1",NA
"cellid_000028337-1",NA
"cellid_000028338-1",NA
"cellid_000028339-1",NA
"cellid_000028340-1",NA
"cellid_000028342-1",NA
"cellid_000028343-1",NA
"cellid_000028344-1","4"
"cellid_000028346-1",NA
"cellid_000028347-1",NA
"cellid_000028348-1",NA
"cellid_000028349-1",NA
"cellid_000028351-1","18"
"cellid_000028352-1",NA
"cellid_000028353-1",NA
"cellid_000028354-1",NA
"cellid_000028356-1",NA
"cellid_000028359-1",NA
"cellid_000028360-1",NA
"cellid_000028361-1",NA
"cellid_000028363-1",NA
"cellid_000028365-1",NA
"cellid_000028366-1",NA
"cellid_000028368-1",NA
"cellid_000028369-1",NA
"cellid_000028371-1",NA
"cellid_000028372-1",NA
"cellid_000028373-1",NA
"cellid_000028374-1",NA
"cellid_000028376-1",NA
"cellid_000028377-1",NA
"cellid_000028378-1",NA
"cellid_000028379-1",NA
"cellid_000028380-1",NA
"cellid_000028381-1",NA
"cellid_000028382-1",NA
"cellid_000028383-1",NA
"cellid_000028384-1",NA
"cellid_000028385-1",NA
"cellid_000028386-1",NA
"cellid_000028388-1",NA
"cellid_000028389-1",NA
"cellid_000028390-1",NA
"cellid_000028391-1",NA
"cellid_000028392-1",NA
"cellid_000028393-1",NA
"cellid_000028394-1",NA
"cellid_000028396-1",NA
"cellid_000028397-1",NA
"cellid_000028398-1",NA
"cellid_000028399-1",NA
"cellid_000028402-1","8"
"cellid_000028403-1",NA
"cellid_000028404-1",NA
"cellid_000028405-1",NA
"cellid_000028406-1",NA
"cellid_000028407-1",NA
"cellid_000028408-1",NA
"cellid_000028409-1",NA
"cellid_000028410-1",NA
"cellid_000028411-1",NA
"cellid_000028412-1",NA
"cellid_000028413-1",NA
"cellid_000028414-1",NA
"cellid_000028415-1",NA
"cellid_000028416-1",NA
"cellid_000028417-1",NA
"cellid_000028418-1",NA
"cellid_000028419-1",NA
"cellid_000028420-1",NA
"cellid_000028421-1",NA
"cellid_000028422-1",NA
"cellid_000028423-1","4"
"cellid_000028424-1",NA
"cellid_000028425-1",NA
"cellid_000028426-1",NA
"cellid_000028427-1",NA
"cellid_000028428-1",NA
"cellid_000028430-1",NA
"cellid_000028431-1",NA
"cellid_000028432-1",NA
"cellid_000028433-1",NA
"cellid_000028434-1",NA
"cellid_000028435-1",NA
"cellid_000028436-1",NA
"cellid_000028437-1",NA
"cellid_000028438-1",NA
"cellid_000028439-1",NA
"cellid_000028440-1",NA
"cellid_000028441-1",NA
"cellid_000028442-1",NA
"cellid_000028443-1",NA
"cellid_000028444-1",NA
"cellid_000028445-1",NA
"cellid_000028446-1",NA
"cellid_000028447-1",NA
"cellid_000028448-1",NA
"cellid_000028449-1",NA
"cellid_000028450-1",NA
"cellid_000028453-1",NA
"cellid_000028454-1",NA
"cellid_000028455-1",NA
"cellid_000028456-1",NA
"cellid_000028459-1",NA
"cellid_000028460-1",NA
"cellid_000028462-1",NA
"cellid_000028463-1",NA
"cellid_000028464-1",NA
"cellid_000028465-1",NA
"cellid_000028466-1",NA
"cellid_000028467-1",NA
"cellid_000028468-1","16"
"cellid_000028469-1",NA
"cellid_000028471-1",NA
"cellid_000028472-1",NA
"cellid_000028473-1",NA
"cellid_000028474-1",NA
"cellid_000028475-1",NA
"cellid_000028477-1",NA
"cellid_000028479-1",NA
"cellid_000028480-1",NA
"cellid_000028481-1",NA
"cellid_000028482-1",NA
"cellid_000028483-1",NA
"cellid_000028484-1",NA
"cellid_000028485-1",NA
"cellid_000028486-1",NA
"cellid_000028487-1",NA
"cellid_000028489-1",NA
"cellid_000028490-1",NA
"cellid_000028491-1",NA
"cellid_000028492-1",NA
"cellid_000028494-1",NA
"cellid_000028495-1",NA
"cellid_000028496-1",NA
"cellid_000028498-1","18"
"cellid_000028499-1",NA
"cellid_000028500-1",NA
"cellid_000028502-1",NA
"cellid_000028503-1",NA
"cellid_000028504-1",NA
"cellid_000028505-1",NA
"cellid_000028507-1",NA
"cellid_000028509-1",NA
"cellid_000028510-1",NA
"cellid_000028511-1",NA
"cellid_000028512-1",NA
"cellid_000028514-1",NA
"cellid_000028515-1",NA
"cellid_000028516-1",NA
"cellid_000028517-1",NA
"cellid_000028518-1",NA
"cellid_000028519-1",NA
"cellid_000028520-1",NA
"cellid_000028522-1","16"
"cellid_000028523-1",NA
"cellid_000028524-1",NA
"cellid_000028526-1",NA
"cellid_000028527-1",NA
"cellid_000028528-1",NA
"cellid_000028529-1",NA
"cellid_000028530-1",NA
"cellid_000028531-1",NA
"cellid_000028532-1",NA
"cellid_000028533-1",NA
"cellid_000028534-1",NA
"cellid_000028537-1",NA
"cellid_000028538-1",NA
"cellid_000028539-1","16"
"cellid_000028540-1",NA
"cellid_000028541-1",NA
"cellid_000028542-1",NA
"cellid_000028543-1",NA
"cellid_000028544-1",NA
"cellid_000028545-1",NA
"cellid_000028546-1",NA
"cellid_000028547-1",NA
"cellid_000028548-1",NA
"cellid_000028550-1",NA
"cellid_000028551-1",NA
"cellid_000028552-1",NA
"cellid_000028553-1",NA
"cellid_000028554-1",NA
"cellid_000028555-1",NA
"cellid_000028556-1",NA
"cellid_000028557-1",NA
"cellid_000028558-1",NA
"cellid_000028559-1",NA
"cellid_000028560-1",NA
"cellid_000028561-1",NA
"cellid_000028562-1",NA
"cellid_000028563-1",NA
"cellid_000028564-1",NA
"cellid_000028565-1",NA
"cellid_000028566-1",NA
"cellid_000028569-1",NA
"cellid_000028570-1",NA
"cellid_000028572-1",NA
"cellid_000028574-1",NA
"cellid_000028575-1","1"
"cellid_000028576-1","4"
"cellid_000028577-1",NA
"cellid_000028578-1",NA
"cellid_000028581-1",NA
"cellid_000028584-1",NA
"cellid_000028585-1",NA
"cellid_000028587-1",NA
"cellid_000028588-1",NA
"cellid_000028589-1",NA
"cellid_000028590-1",NA
"cellid_000028591-1",NA
"cellid_000028592-1",NA
"cellid_000028596-1",NA
"cellid_000028598-1",NA
"cellid_000028599-1",NA
"cellid_000028600-1",NA
"cellid_000028601-1",NA
"cellid_000028602-1",NA
"cellid_000028604-1",NA
"cellid_000028605-1",NA
"cellid_000028606-1",NA
"cellid_000028607-1",NA
"cellid_000028608-1",NA
"cellid_000028609-1",NA
"cellid_000028610-1",NA
"cellid_000028611-1",NA
"cellid_000028612-1",NA
"cellid_000028613-1",NA
"cellid_000028614-1",NA
"cellid_000028615-1",NA
"cellid_000028616-1",NA
"cellid_000028617-1",NA
"cellid_000028618-1",NA
"cellid_000028619-1",NA
"cellid_000028620-1",NA
"cellid_000028621-1",NA
"cellid_000028622-1",NA
"cellid_000028623-1",NA
"cellid_000028626-1",NA
"cellid_000028628-1","0"
"cellid_000028630-1",NA
"cellid_000028631-1",NA
"cellid_000028635-1",NA
"cellid_000028636-1",NA
"cellid_000028638-1",NA
"cellid_000028640-1",NA
"cellid_000028641-1",NA
"cellid_000028642-1",NA
"cellid_000028643-1",NA
"cellid_000028644-1",NA
"cellid_000028646-1",NA
"cellid_000028648-1",NA
"cellid_000028649-1",NA
"cellid_000028651-1",NA
"cellid_000028653-1",NA
"cellid_000028654-1",NA
"cellid_000028655-1",NA
"cellid_000028656-1",NA
"cellid_000028657-1",NA
"cellid_000028658-1",NA
"cellid_000028661-1",NA
"cellid_000028662-1",NA
"cellid_000028663-1",NA
"cellid_000028664-1",NA
"cellid_000028665-1","14"
"cellid_000028666-1",NA
"cellid_000028667-1",NA
"cellid_000028669-1",NA
"cellid_000028671-1",NA
"cellid_000028672-1",NA
"cellid_000028674-1",NA
"cellid_000028675-1",NA
"cellid_000028676-1",NA
"cellid_000028677-1",NA
"cellid_000028678-1",NA
"cellid_000028679-1",NA
"cellid_000028680-1",NA
"cellid_000028681-1",NA
"cellid_000028682-1",NA
"cellid_000028683-1",NA
"cellid_000028684-1",NA
"cellid_000028685-1",NA
"cellid_000028687-1","8"
"cellid_000028688-1",NA
"cellid_000028690-1",NA
"cellid_000028693-1",NA
"cellid_000028694-1",NA
"cellid_000028695-1",NA
"cellid_000028696-1",NA
"cellid_000028697-1",NA
"cellid_000028698-1",NA
"cellid_000028699-1",NA
"cellid_000028700-1",NA
"cellid_000028701-1",NA
"cellid_000028703-1",NA
"cellid_000028704-1",NA
"cellid_000028705-1",NA
"cellid_000028707-1",NA
"cellid_000028710-1",NA
"cellid_000028711-1",NA
"cellid_000028714-1",NA
"cellid_000028715-1",NA
"cellid_000028716-1",NA
"cellid_000028718-1",NA
"cellid_000028720-1",NA
"cellid_000028722-1",NA
"cellid_000028723-1",NA
"cellid_000028724-1",NA
"cellid_000028725-1",NA
"cellid_000028726-1",NA
"cellid_000028727-1",NA
"cellid_000028728-1",NA
"cellid_000028729-1",NA
"cellid_000028730-1",NA
"cellid_000028732-1",NA
"cellid_000028733-1",NA
"cellid_000028734-1",NA
"cellid_000028735-1",NA
"cellid_000028736-1",NA
"cellid_000028737-1",NA
"cellid_000028739-1",NA
"cellid_000028740-1",NA
"cellid_000028741-1",NA
"cellid_000028742-1",NA
"cellid_000028743-1",NA
"cellid_000028745-1",NA
"cellid_000028746-1",NA
"cellid_000028747-1",NA
"cellid_000028749-1",NA
"cellid_000028752-1",NA
"cellid_000028753-1",NA
"cellid_000028754-1",NA
"cellid_000028756-1",NA
"cellid_000028757-1",NA
"cellid_000028758-1",NA
"cellid_000028759-1","8"
"cellid_000028760-1",NA
"cellid_000028761-1",NA
"cellid_000028763-1",NA
"cellid_000028764-1",NA
"cellid_000028765-1",NA
"cellid_000028766-1",NA
"cellid_000028767-1",NA
"cellid_000028768-1",NA
"cellid_000028769-1",NA
"cellid_000028770-1",NA
"cellid_000028772-1",NA
"cellid_000028773-1",NA
"cellid_000028774-1",NA
"cellid_000028775-1",NA
"cellid_000028776-1",NA
"cellid_000028777-1",NA
"cellid_000028778-1",NA
"cellid_000028779-1",NA
"cellid_000028780-1",NA
"cellid_000028781-1",NA
"cellid_000028782-1",NA
"cellid_000028783-1",NA
"cellid_000028787-1",NA
"cellid_000028789-1","8"
"cellid_000028791-1",NA
"cellid_000028792-1",NA
"cellid_000028793-1",NA
"cellid_000028794-1",NA
"cellid_000028795-1",NA
"cellid_000028796-1",NA
"cellid_000028797-1","4"
"cellid_000028798-1","16"
"cellid_000028799-1",NA
"cellid_000028801-1",NA
"cellid_000028802-1",NA
"cellid_000028803-1","8"
"cellid_000028804-1",NA
"cellid_000028806-1",NA
"cellid_000028807-1",NA
"cellid_000028808-1",NA
"cellid_000028810-1",NA
"cellid_000028811-1",NA
"cellid_000028812-1",NA
"cellid_000028813-1",NA
"cellid_000028815-1",NA
"cellid_000028816-1",NA
"cellid_000028820-1",NA
"cellid_000028821-1",NA
"cellid_000028822-1",NA
"cellid_000028824-1",NA
"cellid_000028826-1",NA
"cellid_000028827-1",NA
"cellid_000028828-1",NA
"cellid_000028829-1",NA
"cellid_000028830-1",NA
"cellid_000028832-1",NA
"cellid_000028833-1",NA
"cellid_000028834-1",NA
"cellid_000028836-1",NA
"cellid_000028837-1",NA
"cellid_000028839-1",NA
"cellid_000028840-1",NA
"cellid_000028841-1",NA
"cellid_000028842-1",NA
"cellid_000028843-1",NA
"cellid_000028846-1",NA
"cellid_000028847-1",NA
"cellid_000028848-1",NA
"cellid_000028849-1",NA
"cellid_000028851-1",NA
"cellid_000028853-1",NA
"cellid_000028854-1",NA
"cellid_000028856-1",NA
"cellid_000028860-1",NA
"cellid_000028861-1",NA
"cellid_000028862-1",NA
"cellid_000028863-1",NA
"cellid_000028865-1",NA
"cellid_000028866-1",NA
"cellid_000028867-1",NA
"cellid_000028868-1",NA
"cellid_000028869-1",NA
"cellid_000028870-1",NA
"cellid_000028871-1",NA
"cellid_000028872-1",NA
"cellid_000028874-1",NA
"cellid_000028875-1",NA
"cellid_000028880-1",NA
"cellid_000028882-1",NA
"cellid_000028884-1",NA
"cellid_000028885-1",NA
"cellid_000028886-1",NA
"cellid_000028887-1","9"
"cellid_000028888-1",NA
"cellid_000028891-1",NA
"cellid_000028892-1","9"
"cellid_000028893-1",NA
"cellid_000028894-1",NA
"cellid_000028896-1",NA
"cellid_000028897-1",NA
"cellid_000028898-1",NA
"cellid_000028901-1",NA
"cellid_000028902-1","14"
"cellid_000028904-1",NA
"cellid_000028905-1",NA
"cellid_000028907-1",NA
"cellid_000028908-1",NA
"cellid_000028909-1",NA
"cellid_000028911-1",NA
"cellid_000028912-1",NA
"cellid_000028913-1",NA
"cellid_000028914-1",NA
"cellid_000028916-1",NA
"cellid_000028917-1",NA
"cellid_000028918-1",NA
"cellid_000028919-1",NA
"cellid_000028920-1",NA
"cellid_000028921-1",NA
"cellid_000028922-1",NA
"cellid_000028925-1",NA
"cellid_000028927-1",NA
"cellid_000028928-1",NA
"cellid_000028931-1",NA
"cellid_000028933-1",NA
"cellid_000028934-1",NA
"cellid_000028935-1",NA
"cellid_000028937-1",NA
"cellid_000028938-1","4"
"cellid_000028940-1",NA
"cellid_000028941-1",NA
"cellid_000028942-1",NA
"cellid_000028943-1",NA
"cellid_000028944-1",NA
"cellid_000028946-1",NA
"cellid_000028947-1",NA
"cellid_000028949-1",NA
"cellid_000028950-1",NA
"cellid_000028951-1",NA
"cellid_000028952-1",NA
"cellid_000028954-1",NA
"cellid_000028956-1",NA
"cellid_000028958-1",NA
"cellid_000028960-1","8"
"cellid_000028962-1",NA
"cellid_000028963-1",NA
"cellid_000028964-1",NA
"cellid_000028965-1",NA
"cellid_000028968-1",NA
"cellid_000028969-1",NA
"cellid_000028972-1",NA
"cellid_000028973-1","9"
"cellid_000028974-1",NA
"cellid_000028975-1",NA
"cellid_000028977-1",NA
"cellid_000028978-1",NA
"cellid_000028979-1",NA
"cellid_000028981-1",NA
"cellid_000028983-1",NA
"cellid_000028984-1",NA
"cellid_000028985-1",NA
"cellid_000028986-1",NA
"cellid_000028987-1",NA
"cellid_000028990-1",NA
"cellid_000028991-1",NA
"cellid_000028992-1",NA
"cellid_000028994-1",NA
"cellid_000028995-1",NA
"cellid_000028996-1",NA
"cellid_000028997-1",NA
"cellid_000028998-1",NA
"cellid_000029000-1",NA
"cellid_000029001-1",NA
"cellid_000029002-1",NA
"cellid_000029005-1",NA
"cellid_000029006-1",NA
"cellid_000029007-1",NA
"cellid_000029010-1",NA
"cellid_000029011-1",NA
"cellid_000029012-1",NA
"cellid_000029014-1",NA
"cellid_000029015-1",NA
"cellid_000029016-1",NA
"cellid_000029017-1",NA
"cellid_000029018-1",NA
"cellid_000029019-1",NA
"cellid_000029020-1",NA
"cellid_000029022-1",NA
"cellid_000029024-1","14"
"cellid_000029025-1",NA
"cellid_000029027-1",NA
"cellid_000029028-1",NA
"cellid_000029030-1",NA
"cellid_000029031-1",NA
"cellid_000029032-1",NA
"cellid_000029034-1",NA
"cellid_000029036-1",NA
"cellid_000029038-1",NA
"cellid_000029039-1",NA
"cellid_000029040-1",NA
"cellid_000029041-1",NA
"cellid_000029042-1",NA
"cellid_000029043-1",NA
"cellid_000029044-1",NA
"cellid_000029045-1",NA
"cellid_000029046-1",NA
"cellid_000029048-1","8"
"cellid_000029049-1",NA
"cellid_000029052-1",NA
"cellid_000029053-1",NA
"cellid_000029054-1",NA
"cellid_000029058-1",NA
"cellid_000029060-1",NA
"cellid_000029062-1",NA
"cellid_000029063-1",NA
"cellid_000029064-1",NA
"cellid_000029066-1",NA
"cellid_000029068-1",NA
"cellid_000029070-1",NA
"cellid_000029072-1",NA
"cellid_000029074-1","8"
"cellid_000029075-1",NA
"cellid_000029076-1",NA
"cellid_000029079-1",NA
"cellid_000029080-1",NA
"cellid_000029081-1",NA
"cellid_000029082-1",NA
"cellid_000029083-1",NA
"cellid_000029084-1",NA
"cellid_000029086-1",NA
"cellid_000029088-1","8"
"cellid_000029090-1",NA
