Barcode,Coltan Dissection
cellid_000027592-1,included
cellid_000027595-1,included
cellid_000027596-1,included
cellid_000027597-1,included
cellid_000027601-1,included
cellid_000027603-1,included
cellid_000027604-1,included
cellid_000027610-1,included
cellid_000027611-1,included
cellid_000027616-1,included
cellid_000027617-1,included
cellid_000027618-1,included
cellid_000027623-1,included
cellid_000027629-1,included
cellid_000027632-1,included
cellid_000027633-1,included
cellid_000027635-1,included
cellid_000027638-1,included
cellid_000027641-1,included
cellid_000027642-1,included
cellid_000027644-1,included
cellid_000027647-1,included
cellid_000027648-1,included
cellid_000027651-1,included
cellid_000027652-1,included
cellid_000027653-1,included
cellid_000027654-1,included
cellid_000027657-1,included
cellid_000027661-1,included
cellid_000027668-1,included
cellid_000027671-1,included
cellid_000027672-1,included
cellid_000027673-1,included
cellid_000027674-1,included
cellid_000027675-1,included
cellid_000027676-1,included
cellid_000027679-1,included
cellid_000027681-1,included
cellid_000027682-1,included
cellid_000027687-1,included
cellid_000027688-1,included
cellid_000027689-1,included
cellid_000027692-1,included
cellid_000027694-1,included
cellid_000027695-1,included
cellid_000027697-1,included
cellid_000027699-1,included
cellid_000027701-1,included
cellid_000027704-1,included
cellid_000027709-1,included
cellid_000027711-1,included
cellid_000027715-1,included
cellid_000027716-1,included
cellid_000027718-1,included
cellid_000027722-1,included
cellid_000027726-1,included
cellid_000027727-1,included
cellid_000027728-1,included
cellid_000027730-1,included
cellid_000027732-1,included
cellid_000027733-1,included
cellid_000027734-1,included
cellid_000027736-1,included
cellid_000027747-1,included
cellid_000027750-1,included
cellid_000027751-1,included
cellid_000027755-1,included
cellid_000027756-1,included
cellid_000027757-1,included
cellid_000027759-1,included
cellid_000027761-1,included
cellid_000027763-1,included
cellid_000027764-1,included
cellid_000027766-1,included
cellid_000027767-1,included
cellid_000027768-1,included
cellid_000027769-1,included
cellid_000027772-1,included
cellid_000027773-1,included
cellid_000027774-1,included
cellid_000027776-1,included
cellid_000027777-1,included
cellid_000027779-1,included
cellid_000027782-1,included
cellid_000027784-1,included
cellid_000027785-1,included
cellid_000027795-1,included
cellid_000027796-1,included
cellid_000027797-1,included
cellid_000027799-1,included
cellid_000027800-1,included
cellid_000027801-1,included
cellid_000027802-1,included
cellid_000027804-1,included
cellid_000027805-1,included
cellid_000027808-1,included
cellid_000027813-1,included
cellid_000027816-1,included
cellid_000027823-1,included
cellid_000027824-1,included
cellid_000027826-1,included
cellid_000027829-1,included
cellid_000027830-1,included
cellid_000027831-1,included
cellid_000027832-1,included
cellid_000027833-1,included
cellid_000027837-1,included
cellid_000027838-1,included
cellid_000027839-1,included
cellid_000027840-1,included
cellid_000027842-1,included
cellid_000027844-1,included
cellid_000027846-1,included
cellid_000027847-1,included
cellid_000027850-1,included
cellid_000027852-1,included
cellid_000027859-1,included
cellid_000027860-1,included
cellid_000027868-1,included
cellid_000027870-1,included
cellid_000027871-1,included
cellid_000027873-1,included
cellid_000027874-1,included
cellid_000027875-1,included
cellid_000027876-1,included
cellid_000027877-1,included
cellid_000027878-1,included
cellid_000027882-1,included
cellid_000027884-1,included
cellid_000027886-1,included
cellid_000027889-1,included
cellid_000027890-1,included
cellid_000027897-1,included
cellid_000027901-1,included
cellid_000027903-1,included
cellid_000027904-1,included
cellid_000027906-1,included
cellid_000027907-1,included
cellid_000027909-1,included
cellid_000027912-1,included
cellid_000027913-1,included
cellid_000027914-1,included
cellid_000027916-1,included
cellid_000027917-1,included
cellid_000027918-1,included
cellid_000027919-1,included
cellid_000027920-1,included
cellid_000027921-1,included
cellid_000027922-1,included
cellid_000027923-1,included
cellid_000027924-1,included
cellid_000027926-1,included
cellid_000027927-1,included
cellid_000027931-1,included
cellid_000027932-1,included
cellid_000027934-1,included
cellid_000027938-1,included
cellid_000027939-1,included
cellid_000027940-1,included
cellid_000027942-1,included
cellid_000027943-1,included
cellid_000027945-1,included
cellid_000027946-1,included
cellid_000027947-1,included
cellid_000027951-1,included
cellid_000027953-1,included
cellid_000027954-1,included
cellid_000027958-1,included
cellid_000027959-1,included
cellid_000027960-1,included
cellid_000027961-1,included
cellid_000027962-1,included
cellid_000027966-1,included
cellid_000027968-1,included
cellid_000027969-1,included
cellid_000027971-1,included
cellid_000027972-1,included
cellid_000027973-1,included
cellid_000027974-1,included
cellid_000027975-1,included
cellid_000027979-1,included
cellid_000027980-1,included
cellid_000027981-1,included
cellid_000027987-1,included
cellid_000027988-1,included
cellid_000027989-1,included
cellid_000027991-1,included
cellid_000027993-1,included
cellid_000027995-1,included
cellid_000027996-1,included
cellid_000027997-1,included
cellid_000028000-1,included
cellid_000028002-1,included
cellid_000028014-1,included
cellid_000028015-1,included
cellid_000028018-1,included
cellid_000028021-1,included
cellid_000028022-1,included
cellid_000028024-1,included
cellid_000028025-1,included
cellid_000028026-1,included
cellid_000028033-1,included
cellid_000028036-1,included
cellid_000028037-1,included
cellid_000028039-1,included
cellid_000028043-1,included
cellid_000028045-1,included
cellid_000028048-1,included
cellid_000028049-1,included
cellid_000028050-1,included
cellid_000028051-1,included
cellid_000028053-1,included
cellid_000028057-1,included
cellid_000028058-1,included
cellid_000028059-1,included
cellid_000028061-1,included
cellid_000028065-1,included
cellid_000028067-1,included
cellid_000028070-1,included
cellid_000028072-1,included
cellid_000028073-1,included
cellid_000028076-1,included
cellid_000028080-1,included
cellid_000028082-1,included
cellid_000028083-1,included
cellid_000028085-1,included
cellid_000028087-1,included
cellid_000028089-1,included
cellid_000028090-1,included
cellid_000028092-1,included
cellid_000028093-1,included
cellid_000028094-1,included
cellid_000028095-1,included
cellid_000028098-1,included
cellid_000028099-1,included
cellid_000028100-1,included
cellid_000028101-1,included
cellid_000028102-1,included
cellid_000028103-1,included
cellid_000028104-1,included
cellid_000028105-1,included
cellid_000028107-1,included
cellid_000028109-1,included
cellid_000028111-1,included
cellid_000028113-1,included
cellid_000028114-1,included
cellid_000028116-1,included
cellid_000028117-1,included
cellid_000028120-1,included
cellid_000028121-1,included
cellid_000028123-1,included
cellid_000028124-1,included
cellid_000028125-1,included
cellid_000028126-1,included
cellid_000028127-1,included
cellid_000028131-1,included
cellid_000028132-1,included
cellid_000028133-1,included
cellid_000028134-1,included
cellid_000028136-1,included
cellid_000028137-1,included
cellid_000028138-1,included
cellid_000028139-1,included
cellid_000028141-1,included
cellid_000028142-1,included
cellid_000028145-1,included
cellid_000028147-1,included
cellid_000028148-1,included
cellid_000028149-1,included
cellid_000028153-1,included
cellid_000028160-1,included
cellid_000028161-1,included
cellid_000028162-1,included
cellid_000028163-1,included
cellid_000028164-1,included
cellid_000028165-1,included
cellid_000028168-1,included
cellid_000028169-1,included
cellid_000028171-1,included
cellid_000028172-1,included
cellid_000028179-1,included
cellid_000028180-1,included
cellid_000028182-1,included
cellid_000028184-1,included
cellid_000028185-1,included
cellid_000028186-1,included
cellid_000028189-1,included
cellid_000028190-1,included
cellid_000028192-1,included
cellid_000028193-1,included
cellid_000028196-1,included
cellid_000028198-1,included
cellid_000028199-1,included
cellid_000028200-1,included
cellid_000028202-1,included
cellid_000028205-1,included
cellid_000028207-1,included
cellid_000028209-1,included
cellid_000028210-1,included
cellid_000028214-1,included
cellid_000028222-1,included
cellid_000028223-1,included
cellid_000028224-1,included
cellid_000028227-1,included
cellid_000028228-1,included
cellid_000028229-1,included
cellid_000028232-1,included
cellid_000028233-1,included
cellid_000028235-1,included
cellid_000028236-1,included
cellid_000028238-1,included
cellid_000028240-1,included
cellid_000028241-1,included
cellid_000028243-1,included
cellid_000028244-1,included
cellid_000028245-1,included
cellid_000028246-1,included
cellid_000028248-1,included
cellid_000028251-1,included
cellid_000028253-1,included
cellid_000028256-1,included
cellid_000028258-1,included
cellid_000028262-1,included
cellid_000028263-1,included
cellid_000028265-1,included
cellid_000028267-1,included
cellid_000028268-1,included
cellid_000028272-1,included
cellid_000028274-1,included
cellid_000028275-1,included
cellid_000028277-1,included
cellid_000028278-1,included
cellid_000028279-1,included
cellid_000028284-1,included
cellid_000028286-1,included
cellid_000028287-1,included
cellid_000028289-1,included
cellid_000028291-1,included
cellid_000028294-1,included
cellid_000028296-1,included
cellid_000028299-1,included
cellid_000028300-1,included
cellid_000028302-1,included
cellid_000028303-1,included
cellid_000028304-1,included
cellid_000028308-1,included
cellid_000028311-1,included
cellid_000028312-1,included
cellid_000028317-1,included
cellid_000028318-1,included
cellid_000028322-1,included
cellid_000028323-1,included
cellid_000028324-1,included
cellid_000028325-1,included
cellid_000028326-1,included
cellid_000028327-1,included
cellid_000028330-1,included
cellid_000028333-1,included
cellid_000028336-1,included
cellid_000028337-1,included
cellid_000028339-1,included
cellid_000028340-1,included
cellid_000028348-1,included
cellid_000028349-1,included
cellid_000028350-1,included
cellid_000028351-1,included
cellid_000028353-1,included
cellid_000028355-1,included
cellid_000028356-1,included
cellid_000028357-1,included
cellid_000028360-1,included
cellid_000028361-1,included
cellid_000028362-1,included
cellid_000028371-1,included
cellid_000028373-1,included
cellid_000028374-1,included
cellid_000028376-1,included
cellid_000028377-1,included
cellid_000028380-1,included
cellid_000028381-1,included
cellid_000028382-1,included
cellid_000028384-1,included
cellid_000028386-1,included
cellid_000028387-1,included
cellid_000028390-1,included
cellid_000028399-1,included
cellid_000028400-1,included
cellid_000028402-1,included
cellid_000028403-1,included
cellid_000028404-1,included
cellid_000028410-1,included
cellid_000028411-1,included
cellid_000028412-1,included
cellid_000028413-1,included
cellid_000028416-1,included
cellid_000028417-1,included
cellid_000028420-1,included
cellid_000028422-1,included
cellid_000028425-1,included
cellid_000028427-1,included
cellid_000028430-1,included
cellid_000028433-1,included
cellid_000028434-1,included
cellid_000028435-1,included
cellid_000028436-1,included
cellid_000028439-1,included
cellid_000028440-1,included
cellid_000028441-1,included
cellid_000028442-1,included
cellid_000028443-1,included
cellid_000028446-1,included
cellid_000028447-1,included
cellid_000028448-1,included
cellid_000028452-1,included
cellid_000028453-1,included
cellid_000028455-1,included
cellid_000028456-1,included
cellid_000028457-1,included
cellid_000028459-1,included
cellid_000028460-1,included
cellid_000028461-1,included
cellid_000028463-1,included
cellid_000028464-1,included
cellid_000028465-1,included
cellid_000028468-1,included
cellid_000028471-1,included
cellid_000028473-1,included
cellid_000028475-1,included
cellid_000028480-1,included
cellid_000028482-1,included
cellid_000028484-1,included
cellid_000028485-1,included
cellid_000028490-1,included
cellid_000028492-1,included
cellid_000028493-1,included
cellid_000028494-1,included
cellid_000028497-1,included
cellid_000028499-1,included
cellid_000028508-1,included
cellid_000028509-1,included
cellid_000028510-1,included
cellid_000028511-1,included
cellid_000028512-1,included
cellid_000028514-1,included
cellid_000028517-1,included
cellid_000028518-1,included
cellid_000028519-1,included
cellid_000028520-1,included
cellid_000028521-1,included
cellid_000028522-1,included
cellid_000028524-1,included
cellid_000028526-1,included
cellid_000028529-1,included
cellid_000028532-1,included
cellid_000028534-1,included
cellid_000028535-1,included
cellid_000028537-1,included
cellid_000028541-1,included
cellid_000028542-1,included
cellid_000028550-1,included
cellid_000028552-1,included
cellid_000028555-1,included
cellid_000028556-1,included
cellid_000028561-1,included
cellid_000028562-1,included
cellid_000028566-1,included
cellid_000028567-1,included
cellid_000028569-1,included
cellid_000028570-1,included
cellid_000028572-1,included
cellid_000028573-1,included
cellid_000028574-1,included
cellid_000028576-1,included
cellid_000028577-1,included
cellid_000028578-1,included
cellid_000028580-1,included
cellid_000028582-1,included
cellid_000028583-1,included
cellid_000028584-1,included
cellid_000028585-1,included
cellid_000028586-1,included
cellid_000028587-1,included
cellid_000028590-1,included
cellid_000028591-1,included
cellid_000028592-1,included
cellid_000028593-1,included
cellid_000028594-1,included
cellid_000028595-1,included
cellid_000028596-1,included
cellid_000028597-1,included
cellid_000028598-1,included
cellid_000028600-1,included
cellid_000028607-1,included
cellid_000028608-1,included
cellid_000028609-1,included
cellid_000028610-1,included
cellid_000028613-1,included
cellid_000028615-1,included
cellid_000028618-1,included
cellid_000028621-1,included
cellid_000028622-1,included
cellid_000028623-1,included
cellid_000028624-1,included
cellid_000028625-1,included
cellid_000028626-1,included
cellid_000028631-1,included
cellid_000028632-1,included
cellid_000028633-1,included
cellid_000028634-1,included
cellid_000028636-1,included
cellid_000028637-1,included
cellid_000028641-1,included
cellid_000028642-1,included
cellid_000028647-1,included
cellid_000028648-1,included
cellid_000028649-1,included
cellid_000028650-1,included
cellid_000028651-1,included
cellid_000028652-1,included
cellid_000028654-1,included
cellid_000028656-1,included
cellid_000028658-1,included
cellid_000028665-1,included
cellid_000028666-1,included
cellid_000028667-1,included
cellid_000028678-1,included
cellid_000028681-1,included
cellid_000028682-1,included
cellid_000028683-1,included
cellid_000028686-1,included
cellid_000028689-1,included
cellid_000028690-1,included
cellid_000028692-1,included
cellid_000028694-1,included
cellid_000028696-1,included
cellid_000028698-1,included
cellid_000028699-1,included
cellid_000028703-1,included
cellid_000028704-1,included
cellid_000028705-1,included
cellid_000028706-1,included
cellid_000028708-1,included
cellid_000028709-1,included
cellid_000028711-1,included
cellid_000028712-1,included
cellid_000028714-1,included
cellid_000028715-1,included
cellid_000028718-1,included
cellid_000028719-1,included
cellid_000028721-1,included
cellid_000028723-1,included
cellid_000028724-1,included
cellid_000028725-1,included
cellid_000028727-1,included
cellid_000028730-1,included
cellid_000028733-1,included
cellid_000028736-1,included
cellid_000028738-1,included
cellid_000028740-1,included
cellid_000028741-1,included
cellid_000028742-1,included
cellid_000028746-1,included
cellid_000028747-1,included
cellid_000028748-1,included
cellid_000028749-1,included
cellid_000028753-1,included
cellid_000028754-1,included
cellid_000028755-1,included
cellid_000028756-1,included
cellid_000028757-1,included
cellid_000028759-1,included
cellid_000028760-1,included
cellid_000028762-1,included
cellid_000028765-1,included
cellid_000028769-1,included
cellid_000028770-1,included
cellid_000028775-1,included
cellid_000028778-1,included
cellid_000028779-1,included
cellid_000028780-1,included
cellid_000028782-1,included
cellid_000028785-1,included
cellid_000028786-1,included
cellid_000028790-1,included
cellid_000028793-1,included
cellid_000028795-1,included
cellid_000028798-1,included
cellid_000028799-1,included
cellid_000028801-1,included
cellid_000028802-1,included
cellid_000028803-1,included
cellid_000028804-1,included
cellid_000028806-1,included
cellid_000028808-1,included
cellid_000028809-1,included
cellid_000028810-1,included
cellid_000028812-1,included
cellid_000028815-1,included
cellid_000028816-1,included
cellid_000028818-1,included
cellid_000028819-1,included
cellid_000028820-1,included
cellid_000028821-1,included
cellid_000028822-1,included
cellid_000028824-1,included
cellid_000028825-1,included
cellid_000028826-1,included
cellid_000028829-1,included
cellid_000028830-1,included
cellid_000028832-1,included
cellid_000028834-1,included
cellid_000028835-1,included
cellid_000028836-1,included
cellid_000028838-1,included
cellid_000028839-1,included
cellid_000028840-1,included
cellid_000028841-1,included
cellid_000028842-1,included
cellid_000028843-1,included
cellid_000028846-1,included
cellid_000028847-1,included
cellid_000028848-1,included
cellid_000028849-1,included
cellid_000028850-1,included
cellid_000028852-1,included
cellid_000028854-1,included
cellid_000028856-1,included
cellid_000028857-1,included
cellid_000028858-1,included
cellid_000028859-1,included
cellid_000028860-1,included
cellid_000028862-1,included
cellid_000028865-1,included
cellid_000028868-1,included
cellid_000028869-1,included
cellid_000028872-1,included
cellid_000028873-1,included
cellid_000028875-1,included
cellid_000028877-1,included
cellid_000028878-1,included
cellid_000028880-1,included
cellid_000028881-1,included
cellid_000028882-1,included
cellid_000028886-1,included
cellid_000028887-1,included
cellid_000028888-1,included
cellid_000028889-1,included
cellid_000028890-1,included
cellid_000028892-1,included
cellid_000028893-1,included
cellid_000028894-1,included
cellid_000028895-1,included
cellid_000028900-1,included
cellid_000028902-1,included
cellid_000028905-1,included
cellid_000028906-1,included
cellid_000028907-1,included
cellid_000028912-1,included
cellid_000028913-1,included
cellid_000028914-1,included
cellid_000028915-1,included
cellid_000028917-1,included
cellid_000028918-1,included
cellid_000028920-1,included
cellid_000028921-1,included
cellid_000028923-1,included
cellid_000028924-1,included
cellid_000028929-1,included
cellid_000028932-1,included
cellid_000028933-1,included
cellid_000028935-1,included
cellid_000028936-1,included
cellid_000028939-1,included
cellid_000028941-1,included
cellid_000028942-1,included
cellid_000028943-1,included
cellid_000028945-1,included
cellid_000028946-1,included
cellid_000028949-1,included
cellid_000028951-1,included
cellid_000028952-1,included
cellid_000028954-1,included
cellid_000028955-1,included
cellid_000028956-1,included
cellid_000028957-1,included
cellid_000028958-1,included
cellid_000028960-1,included
cellid_000028961-1,included
cellid_000028962-1,included
cellid_000028963-1,included
cellid_000028964-1,included
cellid_000028969-1,included
cellid_000028970-1,included
cellid_000028971-1,included
cellid_000028973-1,included
cellid_000028974-1,included
cellid_000028975-1,included
cellid_000028976-1,included
cellid_000028977-1,included
cellid_000028978-1,included
cellid_000028979-1,included
cellid_000028980-1,included
cellid_000028982-1,included
cellid_000028983-1,included
cellid_000028984-1,included
cellid_000028985-1,included
cellid_000028986-1,included
cellid_000028987-1,included
cellid_000028988-1,included
cellid_000028989-1,included
cellid_000028992-1,included
cellid_000028994-1,included
cellid_000028996-1,included
cellid_000028997-1,included
cellid_000028998-1,included
cellid_000029001-1,included
cellid_000029002-1,included
cellid_000029003-1,included
cellid_000029007-1,included
cellid_000029009-1,included
cellid_000029010-1,included
cellid_000029013-1,included
cellid_000029014-1,included
cellid_000029016-1,included
cellid_000029020-1,included
cellid_000029025-1,included
cellid_000029027-1,included
cellid_000029030-1,included
cellid_000029031-1,included
cellid_000029034-1,included
cellid_000029037-1,included
cellid_000029038-1,included
cellid_000029039-1,included
cellid_000029040-1,included
cellid_000029041-1,included
cellid_000029042-1,included
cellid_000029043-1,included
cellid_000029045-1,included
cellid_000029046-1,included
cellid_000029047-1,included
cellid_000029048-1,included
cellid_000029050-1,included
cellid_000029051-1,included
cellid_000029053-1,included
cellid_000029054-1,included
cellid_000029056-1,included
cellid_000029057-1,included
cellid_000029059-1,included
cellid_000029060-1,included
cellid_000029062-1,included
cellid_000029063-1,included
cellid_000029065-1,included
cellid_000029068-1,included
cellid_000029070-1,included
cellid_000029071-1,included
cellid_000029072-1,included
cellid_000029073-1,included
cellid_000029077-1,included
cellid_000029078-1,included
cellid_000029079-1,included
cellid_000029080-1,included
cellid_000029081-1,included
cellid_000029083-1,included
cellid_000029086-1,included
cellid_000029087-1,included
cellid_000029088-1,included
cellid_000029089-1,included
cellid_000029092-1,included
cellid_000029093-1,included
cellid_000029096-1,included
cellid_000029099-1,included
cellid_000029100-1,included
cellid_000029104-1,included
cellid_000029105-1,included
cellid_000029108-1,included
cellid_000029109-1,included
cellid_000029111-1,included
cellid_000029115-1,included
cellid_000029116-1,included
cellid_000029122-1,included
cellid_000029124-1,included
cellid_000029125-1,included
cellid_000029126-1,included
cellid_000029128-1,included
cellid_000029132-1,included
cellid_000029134-1,included
cellid_000029136-1,included
cellid_000029138-1,included
cellid_000029141-1,included
cellid_000029142-1,included
cellid_000029148-1,included
cellid_000029149-1,included
cellid_000029150-1,included
cellid_000029151-1,included
cellid_000029153-1,included
cellid_000029154-1,included
cellid_000029155-1,included
cellid_000029158-1,included
cellid_000029159-1,included
cellid_000029161-1,included
cellid_000029163-1,included
cellid_000029167-1,included
cellid_000029169-1,included
cellid_000029171-1,included
cellid_000029172-1,included
cellid_000029175-1,included
cellid_000029176-1,included
cellid_000029177-1,included
cellid_000029185-1,included
cellid_000029186-1,included
cellid_000029188-1,included
cellid_000029189-1,included
cellid_000029190-1,included
cellid_000029192-1,included
cellid_000029193-1,included
cellid_000029195-1,included
cellid_000029197-1,included
cellid_000029201-1,included
cellid_000029202-1,included
cellid_000029207-1,included
cellid_000029208-1,included
cellid_000029209-1,included
cellid_000029212-1,included
cellid_000029214-1,included
cellid_000029217-1,included
cellid_000029218-1,included
cellid_000029219-1,included
cellid_000029224-1,included
cellid_000029225-1,included
cellid_000029226-1,included
cellid_000029235-1,included
cellid_000029238-1,included
cellid_000029244-1,included
cellid_000029245-1,included
cellid_000029247-1,included
cellid_000029249-1,included
cellid_000029250-1,included
cellid_000029251-1,included
cellid_000029252-1,included
cellid_000029253-1,included
cellid_000029255-1,included
cellid_000029258-1,included
cellid_000029259-1,included
cellid_000029260-1,included
cellid_000029262-1,included
cellid_000029266-1,included
cellid_000029267-1,included
cellid_000029269-1,included
cellid_000029270-1,included
cellid_000029275-1,included
cellid_000029276-1,included
cellid_000029278-1,included
cellid_000029281-1,included
cellid_000029283-1,included
cellid_000029288-1,included
cellid_000029293-1,included
cellid_000029296-1,included
cellid_000029297-1,included
cellid_000029298-1,included
cellid_000029301-1,included
