"Barcode","multiome_predicted"
"cellid_000019279-1","24"
"cellid_000019280-1","3"
"cellid_000019281-1","3"
"cellid_000019282-1","14"
"cellid_000019284-1","24"
"cellid_000019285-1","3"
"cellid_000019286-1","3"
"cellid_000019288-1","0"
"cellid_000019289-1","3"
"cellid_000019290-1","0"
"cellid_000019291-1","3"
"cellid_000019293-1","24"
"cellid_000019294-1","6"
"cellid_000019295-1","0"
"cellid_000019296-1","5"
"cellid_000019297-1","3"
"cellid_000019298-1","24"
"cellid_000019299-1","24"
"cellid_000019300-1","3"
"cellid_000019303-1","3"
"cellid_000019304-1","24"
"cellid_000019305-1","3"
"cellid_000019306-1","24"
"cellid_000019307-1","5"
"cellid_000019308-1","24"
"cellid_000019309-1","3"
"cellid_000019310-1","0"
"cellid_000019311-1","3"
"cellid_000019313-1","5"
"cellid_000019314-1","3"
"cellid_000019315-1","0"
"cellid_000019317-1","5"
"cellid_000019318-1","6"
"cellid_000019319-1","0"
"cellid_000019320-1","24"
"cellid_000019322-1","0"
"cellid_000019323-1","6"
"cellid_000019324-1","24"
"cellid_000019325-1","5"
"cellid_000019326-1","0"
"cellid_000019328-1","3"
"cellid_000019329-1","5"
"cellid_000019330-1","0"
"cellid_000019331-1","6"
"cellid_000019332-1","24"
"cellid_000019333-1","7"
"cellid_000019334-1","24"
"cellid_000019335-1","3"
"cellid_000019336-1","0"
"cellid_000019337-1","3"
"cellid_000019338-1","6"
"cellid_000019339-1","14"
"cellid_000019340-1","7"
"cellid_000019341-1","0"
"cellid_000019342-1","24"
"cellid_000019343-1","0"
"cellid_000019345-1","3"
"cellid_000019346-1","0"
"cellid_000019347-1","0"
"cellid_000019348-1","3"
"cellid_000019349-1","5"
"cellid_000019350-1","24"
"cellid_000019351-1","7"
"cellid_000019352-1","0"
"cellid_000019353-1","3"
"cellid_000019354-1","0"
"cellid_000019355-1","3"
"cellid_000019356-1","3"
"cellid_000019357-1","24"
"cellid_000019358-1","3"
"cellid_000019359-1","3"
"cellid_000019360-1","0"
"cellid_000019361-1","24"
"cellid_000019362-1","3"
"cellid_000019363-1","3"
"cellid_000019364-1","5"
"cellid_000019365-1","24"
"cellid_000019366-1","24"
"cellid_000019367-1","3"
"cellid_000019368-1","3"
"cellid_000019369-1","0"
"cellid_000019370-1","0"
"cellid_000019371-1","24"
"cellid_000019372-1","3"
"cellid_000019373-1","24"
"cellid_000019374-1","24"
"cellid_000019375-1","7"
"cellid_000019376-1","3"
"cellid_000019377-1","24"
"cellid_000019378-1","5"
"cellid_000019380-1","0"
"cellid_000019381-1","24"
"cellid_000019382-1","24"
"cellid_000019383-1","0"
"cellid_000019384-1","24"
"cellid_000019385-1","0"
"cellid_000019386-1","0"
"cellid_000019387-1","5"
"cellid_000019388-1","24"
"cellid_000019390-1","0"
"cellid_000019392-1","5"
"cellid_000019393-1","0"
"cellid_000019395-1","6"
"cellid_000019396-1","0"
"cellid_000019397-1","23"
"cellid_000019398-1","14"
"cellid_000019399-1","0"
"cellid_000019400-1","24"
"cellid_000019402-1","3"
"cellid_000019403-1","24"
"cellid_000019404-1","6"
"cellid_000019405-1","6"
"cellid_000019406-1","3"
"cellid_000019407-1","14"
"cellid_000019408-1","14"
"cellid_000019410-1","24"
"cellid_000019411-1","0"
"cellid_000019412-1","0"
"cellid_000019414-1","0"
"cellid_000019416-1","0"
"cellid_000019417-1","7"
"cellid_000019418-1","3"
"cellid_000019419-1","24"
"cellid_000019420-1","7"
"cellid_000019421-1","0"
"cellid_000019422-1","0"
"cellid_000019423-1","0"
"cellid_000019424-1","3"
"cellid_000019425-1","5"
"cellid_000019426-1","24"
"cellid_000019427-1","3"
"cellid_000019428-1","0"
"cellid_000019429-1","3"
"cellid_000019431-1","7"
"cellid_000019432-1","24"
"cellid_000019433-1","6"
"cellid_000019434-1","3"
"cellid_000019437-1","0"
"cellid_000019438-1","3"
"cellid_000019439-1","5"
"cellid_000019440-1","24"
"cellid_000019442-1","6"
"cellid_000019443-1","3"
"cellid_000019444-1","7"
"cellid_000019447-1","24"
"cellid_000019448-1","3"
"cellid_000019450-1","0"
"cellid_000019451-1","3"
"cellid_000019452-1","24"
"cellid_000019453-1","0"
"cellid_000019454-1","24"
"cellid_000019455-1","24"
"cellid_000019456-1","3"
"cellid_000019457-1","3"
"cellid_000019459-1","24"
"cellid_000019460-1","3"
"cellid_000019461-1","3"
"cellid_000019462-1","3"
"cellid_000019463-1","24"
"cellid_000019464-1","6"
"cellid_000019465-1","3"
"cellid_000019466-1","3"
"cellid_000019468-1","23"
"cellid_000019469-1","3"
"cellid_000019470-1","7"
"cellid_000019471-1","24"
"cellid_000019472-1","3"
"cellid_000019474-1","0"
"cellid_000019475-1","0"
"cellid_000019476-1","3"
"cellid_000019477-1","24"
"cellid_000019478-1","0"
"cellid_000019479-1","3"
"cellid_000019480-1","0"
"cellid_000019481-1","0"
"cellid_000019483-1","3"
"cellid_000019484-1","3"
"cellid_000019485-1","3"
"cellid_000019486-1","3"
"cellid_000019487-1","0"
"cellid_000019489-1","24"
"cellid_000019490-1","0"
"cellid_000019491-1","0"
"cellid_000019492-1","0"
"cellid_000019493-1","12"
"cellid_000019494-1","3"
"cellid_000019495-1","24"
"cellid_000019496-1","6"
"cellid_000019497-1","3"
"cellid_000019498-1","0"
"cellid_000019499-1","24"
"cellid_000019500-1","6"
"cellid_000019501-1","24"
"cellid_000019502-1","3"
"cellid_000019503-1","24"
"cellid_000019504-1","24"
"cellid_000019505-1","24"
"cellid_000019506-1","3"
"cellid_000019508-1","0"
"cellid_000019509-1","24"
"cellid_000019510-1","0"
"cellid_000019511-1","24"
"cellid_000019512-1","3"
"cellid_000019513-1","3"
"cellid_000019514-1","6"
"cellid_000019515-1","24"
"cellid_000019516-1","0"
"cellid_000019517-1","0"
"cellid_000019518-1","3"
"cellid_000019520-1","3"
"cellid_000019521-1","24"
"cellid_000019522-1","3"
"cellid_000019523-1","24"
"cellid_000019525-1","24"
"cellid_000019527-1","24"
"cellid_000019528-1","3"
"cellid_000019529-1","3"
"cellid_000019530-1","3"
"cellid_000019533-1","0"
"cellid_000019534-1","0"
"cellid_000019535-1","3"
"cellid_000019536-1","3"
"cellid_000019538-1","3"
"cellid_000019539-1","24"
"cellid_000019540-1","3"
"cellid_000019541-1","24"
"cellid_000019542-1","24"
"cellid_000019544-1","3"
"cellid_000019545-1","3"
"cellid_000019548-1","3"
"cellid_000019551-1","3"
"cellid_000019552-1","0"
"cellid_000019553-1","3"
"cellid_000019554-1","3"
"cellid_000019555-1","3"
"cellid_000019556-1","3"
"cellid_000019557-1","24"
"cellid_000019558-1","24"
"cellid_000019559-1","3"
"cellid_000019561-1","0"
"cellid_000019562-1","24"
"cellid_000019563-1","3"
"cellid_000019564-1","0"
"cellid_000019565-1","3"
"cellid_000019566-1","3"
"cellid_000019567-1","0"
"cellid_000019568-1","0"
"cellid_000019569-1","0"
"cellid_000019571-1","3"
"cellid_000019572-1","3"
"cellid_000019573-1","24"
"cellid_000019575-1","3"
"cellid_000019576-1","22"
"cellid_000019577-1","3"
"cellid_000019578-1","0"
"cellid_000019579-1","3"
"cellid_000019580-1","3"
"cellid_000019581-1","3"
"cellid_000019582-1","3"
"cellid_000019583-1","3"
"cellid_000019584-1","3"
"cellid_000019586-1","0"
"cellid_000019587-1","3"
"cellid_000019588-1","3"
"cellid_000019589-1","3"
"cellid_000019590-1","3"
"cellid_000019591-1","24"
"cellid_000019592-1","3"
"cellid_000019593-1","24"
"cellid_000019594-1","3"
"cellid_000019595-1","3"
"cellid_000019596-1","24"
"cellid_000019597-1","24"
"cellid_000019598-1","3"
"cellid_000019599-1","3"
"cellid_000019600-1","24"
"cellid_000019601-1","3"
"cellid_000019602-1","24"
"cellid_000019603-1","0"
"cellid_000019605-1","24"
"cellid_000019607-1","3"
"cellid_000019610-1","3"
"cellid_000019611-1","3"
"cellid_000019612-1","3"
"cellid_000019613-1","3"
"cellid_000019614-1","24"
"cellid_000019615-1","3"
"cellid_000019616-1","3"
"cellid_000019617-1","0"
"cellid_000019618-1","3"
"cellid_000019619-1","3"
"cellid_000019620-1","3"
"cellid_000019621-1","3"
"cellid_000019622-1","24"
"cellid_000019623-1","3"
"cellid_000019624-1","0"
"cellid_000019625-1","3"
"cellid_000019626-1","24"
"cellid_000019627-1","24"
"cellid_000019628-1","24"
"cellid_000019629-1","3"
"cellid_000019630-1","24"
"cellid_000019631-1","24"
"cellid_000019632-1","6"
"cellid_000019633-1","0"
"cellid_000019634-1","24"
"cellid_000019635-1","3"
"cellid_000019636-1","0"
"cellid_000019638-1","3"
"cellid_000019639-1","3"
"cellid_000019640-1","3"
"cellid_000019641-1","3"
"cellid_000019642-1","3"
"cellid_000019643-1","6"
"cellid_000019644-1","3"
"cellid_000019645-1","24"
"cellid_000019646-1","3"
"cellid_000019647-1","24"
"cellid_000019648-1","3"
"cellid_000019649-1","3"
"cellid_000019650-1","0"
"cellid_000019652-1","24"
"cellid_000019653-1","0"
"cellid_000019654-1","3"
"cellid_000019655-1","24"
"cellid_000019656-1","6"
"cellid_000019657-1","0"
"cellid_000019658-1","3"
"cellid_000019659-1","0"
"cellid_000019661-1","3"
"cellid_000019662-1","0"
"cellid_000019663-1","0"
"cellid_000019664-1","3"
"cellid_000019665-1","3"
"cellid_000019666-1","0"
"cellid_000019667-1","0"
"cellid_000019668-1","3"
"cellid_000019669-1","0"
"cellid_000019671-1","3"
"cellid_000019672-1","3"
"cellid_000019673-1","0"
"cellid_000019674-1","0"
"cellid_000019675-1","3"
"cellid_000019676-1","3"
"cellid_000019677-1","24"
"cellid_000019679-1","0"
"cellid_000019680-1","3"
"cellid_000019681-1","3"
"cellid_000019682-1","3"
"cellid_000019683-1","3"
"cellid_000019684-1","0"
"cellid_000019686-1","24"
"cellid_000019687-1","6"
"cellid_000019688-1","24"
"cellid_000019689-1","3"
"cellid_000019690-1","3"
"cellid_000019691-1","0"
"cellid_000019692-1","6"
"cellid_000019693-1","0"
"cellid_000019694-1","24"
"cellid_000019695-1","3"
"cellid_000019696-1","3"
"cellid_000019697-1","3"
"cellid_000019698-1","14"
"cellid_000019699-1","3"
"cellid_000019700-1","24"
"cellid_000019701-1","24"
"cellid_000019702-1","0"
"cellid_000019703-1","3"
"cellid_000019704-1","0"
"cellid_000019705-1","3"
"cellid_000019707-1","24"
"cellid_000019708-1","3"
"cellid_000019709-1","0"
"cellid_000019710-1","3"
"cellid_000019711-1","0"
"cellid_000019712-1","24"
"cellid_000019713-1","0"
"cellid_000019715-1","24"
"cellid_000019716-1","0"
"cellid_000019717-1","3"
"cellid_000019718-1","0"
"cellid_000019721-1","3"
"cellid_000019722-1","0"
"cellid_000019723-1","3"
"cellid_000019724-1","3"
"cellid_000019725-1","3"
"cellid_000019726-1","3"
"cellid_000019727-1","3"
"cellid_000019728-1","3"
"cellid_000019729-1","3"
"cellid_000019730-1","0"
"cellid_000019731-1","24"
"cellid_000019733-1","3"
"cellid_000019734-1","3"
"cellid_000019735-1","24"
"cellid_000019736-1","0"
"cellid_000019737-1","3"
"cellid_000019738-1","3"
"cellid_000019739-1","3"
"cellid_000019741-1","24"
"cellid_000019742-1","6"
"cellid_000019744-1","24"
"cellid_000019745-1","3"
"cellid_000019746-1","6"
"cellid_000019747-1","0"
"cellid_000019749-1","23"
"cellid_000019751-1","3"
"cellid_000019752-1","3"
"cellid_000019753-1","24"
"cellid_000019756-1","23"
"cellid_000019757-1","6"
"cellid_000019758-1","24"
"cellid_000019759-1","3"
"cellid_000019760-1","24"
"cellid_000019761-1","24"
"cellid_000019762-1","3"
"cellid_000019763-1","3"
"cellid_000019764-1","3"
"cellid_000019765-1","3"
"cellid_000019766-1","24"
"cellid_000019767-1","3"
"cellid_000019768-1","3"
"cellid_000019769-1","24"
"cellid_000019771-1","24"
"cellid_000019772-1","0"
"cellid_000019773-1","0"
"cellid_000019774-1","3"
"cellid_000019775-1","0"
"cellid_000019776-1","22"
"cellid_000019777-1","3"
"cellid_000019778-1","3"
"cellid_000019779-1","24"
"cellid_000019780-1","3"
"cellid_000019781-1","0"
"cellid_000019783-1","24"
"cellid_000019784-1","0"
"cellid_000019785-1","3"
"cellid_000019786-1","0"
"cellid_000019787-1","6"
"cellid_000019789-1","0"
"cellid_000019790-1","3"
"cellid_000019791-1","3"
"cellid_000019793-1","0"
"cellid_000019794-1","3"
"cellid_000019795-1","3"
"cellid_000019796-1","3"
"cellid_000019797-1","3"
"cellid_000019799-1","3"
"cellid_000019800-1","3"
"cellid_000019801-1","0"
"cellid_000019802-1","3"
"cellid_000019803-1","3"
"cellid_000019804-1","0"
"cellid_000019805-1","3"
"cellid_000019806-1","24"
"cellid_000019807-1","0"
"cellid_000019808-1","3"
"cellid_000019809-1","3"
"cellid_000019810-1","3"
"cellid_000019811-1","0"
"cellid_000019812-1","24"
"cellid_000019813-1","24"
"cellid_000019814-1","0"
"cellid_000019815-1","24"
"cellid_000019816-1","3"
"cellid_000019817-1","0"
"cellid_000019818-1","3"
"cellid_000019819-1","24"
"cellid_000019820-1","3"
"cellid_000019821-1","24"
"cellid_000019822-1","24"
"cellid_000019823-1","6"
"cellid_000019824-1","0"
"cellid_000019825-1","0"
"cellid_000019826-1","24"
"cellid_000019828-1","3"
"cellid_000019831-1","3"
"cellid_000019832-1","3"
"cellid_000019833-1","3"
"cellid_000019834-1","0"
"cellid_000019836-1","24"
"cellid_000019837-1","24"
"cellid_000019838-1","3"
"cellid_000019839-1","3"
"cellid_000019841-1","3"
"cellid_000019842-1","3"
"cellid_000019843-1","3"
"cellid_000019844-1","3"
"cellid_000019845-1","3"
"cellid_000019847-1","0"
"cellid_000019848-1","24"
"cellid_000019849-1","3"
"cellid_000019850-1","24"
"cellid_000019851-1","24"
"cellid_000019852-1","0"
"cellid_000019853-1","3"
"cellid_000019854-1","0"
"cellid_000019855-1","0"
"cellid_000019856-1","3"
"cellid_000019857-1","3"
"cellid_000019858-1","7"
"cellid_000019859-1","24"
"cellid_000019860-1","6"
"cellid_000019861-1","3"
"cellid_000019862-1","3"
"cellid_000019863-1","3"
"cellid_000019864-1","0"
"cellid_000019865-1","3"
"cellid_000019866-1","3"
"cellid_000019867-1","3"
"cellid_000019868-1","3"
"cellid_000019869-1","0"
"cellid_000019870-1","24"
"cellid_000019871-1","3"
"cellid_000019872-1","3"
"cellid_000019873-1","3"
"cellid_000019874-1","0"
"cellid_000019875-1","24"
"cellid_000019876-1","6"
"cellid_000019877-1","0"
"cellid_000019878-1","0"
"cellid_000019879-1","0"
"cellid_000019880-1","0"
"cellid_000019881-1","3"
"cellid_000019882-1","0"
"cellid_000019883-1","0"
"cellid_000019885-1","3"
"cellid_000019886-1","3"
"cellid_000019887-1","3"
"cellid_000019888-1","3"
"cellid_000019889-1","0"
"cellid_000019890-1","3"
"cellid_000019891-1","3"
"cellid_000019894-1","3"
"cellid_000019895-1","22"
"cellid_000019896-1","3"
"cellid_000019897-1","6"
"cellid_000019898-1","24"
"cellid_000019899-1","0"
"cellid_000019900-1","0"
"cellid_000019901-1","3"
"cellid_000019902-1","3"
"cellid_000019903-1","0"
"cellid_000019904-1","3"
"cellid_000019905-1","6"
"cellid_000019906-1","3"
"cellid_000019907-1","24"
"cellid_000019908-1","3"
"cellid_000019909-1","24"
"cellid_000019910-1","0"
"cellid_000019913-1","24"
"cellid_000019914-1","3"
"cellid_000019915-1","0"
"cellid_000019916-1","3"
"cellid_000019917-1","24"
"cellid_000019919-1","3"
"cellid_000019920-1","3"
"cellid_000019921-1","6"
"cellid_000019922-1","0"
"cellid_000019923-1","3"
"cellid_000019924-1","3"
"cellid_000019928-1","3"
"cellid_000019929-1","3"
"cellid_000019930-1","24"
"cellid_000019931-1","3"
"cellid_000019932-1","0"
"cellid_000019933-1","3"
"cellid_000019934-1","3"
"cellid_000019936-1","0"
"cellid_000019937-1","24"
"cellid_000019938-1","0"
"cellid_000019939-1","0"
"cellid_000019940-1","3"
"cellid_000019941-1","0"
"cellid_000019942-1","3"
"cellid_000019943-1","24"
"cellid_000019944-1","24"
"cellid_000019945-1","24"
"cellid_000019947-1","3"
"cellid_000019948-1","0"
"cellid_000019949-1","3"
"cellid_000019950-1","24"
"cellid_000019951-1","24"
"cellid_000019952-1","0"
"cellid_000019953-1","3"
"cellid_000019954-1","0"
"cellid_000019955-1","24"
"cellid_000019956-1","3"
"cellid_000019957-1","3"
"cellid_000019958-1","24"
"cellid_000019959-1","24"
"cellid_000019960-1","3"
"cellid_000019962-1","3"
"cellid_000019963-1","3"
"cellid_000019964-1","6"
"cellid_000019965-1","3"
"cellid_000019966-1","3"
"cellid_000019967-1","24"
"cellid_000019969-1","0"
"cellid_000019970-1","0"
"cellid_000019971-1","3"
"cellid_000019972-1","3"
"cellid_000019973-1","3"
"cellid_000019974-1","0"
"cellid_000019975-1","0"
"cellid_000019977-1","3"
"cellid_000019978-1","3"
"cellid_000019979-1","0"
"cellid_000019980-1","24"
"cellid_000019981-1","3"
"cellid_000019982-1","3"
"cellid_000019983-1","3"
"cellid_000019984-1","24"
"cellid_000019985-1","3"
"cellid_000019986-1","3"
"cellid_000019987-1","24"
"cellid_000019988-1","3"
"cellid_000019989-1","3"
"cellid_000019990-1","24"
"cellid_000019992-1","22"
"cellid_000019993-1","3"
"cellid_000019995-1","24"
"cellid_000019996-1","3"
"cellid_000019997-1","3"
"cellid_000019998-1","3"
"cellid_000019999-1","3"
"cellid_000020000-1","3"
"cellid_000020001-1","24"
"cellid_000020002-1","0"
"cellid_000020004-1","0"
"cellid_000020005-1","24"
"cellid_000020006-1","0"
"cellid_000020008-1","24"
"cellid_000020009-1","3"
"cellid_000020010-1","24"
"cellid_000020011-1","3"
"cellid_000020012-1","3"
"cellid_000020013-1","3"
"cellid_000020014-1","24"
"cellid_000020015-1","0"
"cellid_000020016-1","24"
"cellid_000020017-1","3"
"cellid_000020018-1","0"
"cellid_000020019-1","24"
"cellid_000020020-1","24"
"cellid_000020021-1","6"
"cellid_000020022-1","3"
"cellid_000020023-1","24"
"cellid_000020026-1","3"
"cellid_000020027-1","3"
"cellid_000020028-1","3"
"cellid_000020029-1","24"
"cellid_000020030-1","6"
"cellid_000020031-1","3"
"cellid_000020032-1","0"
"cellid_000020033-1","3"
"cellid_000020034-1","24"
"cellid_000020035-1","0"
"cellid_000020036-1","24"
"cellid_000020037-1","3"
"cellid_000020038-1","3"
"cellid_000020040-1","24"
"cellid_000020041-1","24"
"cellid_000020042-1","3"
"cellid_000020045-1","0"
"cellid_000020046-1","3"
"cellid_000020047-1","3"
"cellid_000020048-1","6"
"cellid_000020049-1","3"
"cellid_000020050-1","3"
"cellid_000020051-1","3"
"cellid_000020053-1","0"
"cellid_000020054-1","0"
"cellid_000020055-1","24"
"cellid_000020056-1","24"
"cellid_000020057-1","3"
"cellid_000020059-1","3"
"cellid_000020060-1","3"
"cellid_000020064-1","24"
"cellid_000020065-1","0"
"cellid_000020066-1","24"
"cellid_000020067-1","3"
"cellid_000020068-1","0"
"cellid_000020069-1","0"
"cellid_000020070-1","3"
"cellid_000020071-1","3"
"cellid_000020072-1","3"
"cellid_000020074-1","0"
"cellid_000020075-1","6"
"cellid_000020076-1","3"
"cellid_000020077-1","0"
"cellid_000020078-1","3"
"cellid_000020079-1","0"
"cellid_000020080-1","3"
"cellid_000020081-1","3"
"cellid_000020082-1","0"
"cellid_000020083-1","6"
"cellid_000020084-1","24"
"cellid_000020085-1","0"
"cellid_000020086-1","6"
"cellid_000020087-1","3"
"cellid_000020089-1","6"
"cellid_000020091-1","24"
"cellid_000020092-1","3"
"cellid_000020093-1","6"
"cellid_000020094-1","3"
"cellid_000020095-1","0"
"cellid_000020097-1","24"
"cellid_000020099-1","3"
"cellid_000020100-1","0"
"cellid_000020101-1","3"
"cellid_000020102-1","3"
"cellid_000020103-1","0"
"cellid_000020104-1","24"
"cellid_000020105-1","6"
"cellid_000020106-1","3"
"cellid_000020109-1","0"
"cellid_000020110-1","6"
"cellid_000020111-1","6"
"cellid_000020112-1","24"
"cellid_000020113-1","0"
"cellid_000020114-1","0"
"cellid_000020115-1","3"
"cellid_000020116-1","3"
"cellid_000020117-1","3"
"cellid_000020118-1","24"
"cellid_000020120-1","3"
"cellid_000020121-1","3"
"cellid_000020122-1","24"
"cellid_000020123-1","0"
"cellid_000020124-1","24"
"cellid_000020126-1","3"
"cellid_000020127-1","0"
"cellid_000020128-1","3"
"cellid_000020129-1","24"
"cellid_000020130-1","0"
"cellid_000020131-1","24"
"cellid_000020132-1","6"
"cellid_000020133-1","24"
"cellid_000020134-1","24"
"cellid_000020135-1","3"
"cellid_000020136-1","24"
"cellid_000020137-1","3"
"cellid_000020138-1","3"
"cellid_000020139-1","3"
"cellid_000020140-1","3"
"cellid_000020141-1","3"
"cellid_000020142-1","24"
"cellid_000020143-1","0"
"cellid_000020144-1","0"
"cellid_000020146-1","3"
"cellid_000020147-1","24"
"cellid_000020148-1","3"
"cellid_000020149-1","3"
"cellid_000020150-1","3"
"cellid_000020151-1","3"
"cellid_000020152-1","24"
"cellid_000020153-1","3"
"cellid_000020154-1","3"
"cellid_000020155-1","24"
"cellid_000020156-1","6"
"cellid_000020157-1","3"
"cellid_000020158-1","3"
"cellid_000020159-1","0"
"cellid_000020160-1","24"
"cellid_000020161-1","0"
"cellid_000020162-1","3"
"cellid_000020164-1","24"
"cellid_000020165-1","3"
"cellid_000020166-1","3"
"cellid_000020167-1","3"
"cellid_000020168-1","24"
"cellid_000020169-1","24"
"cellid_000020170-1","24"
"cellid_000020171-1","24"
"cellid_000020173-1","24"
"cellid_000020174-1","24"
"cellid_000020175-1","24"
"cellid_000020176-1","3"
"cellid_000020178-1","3"
"cellid_000020179-1","0"
"cellid_000020180-1","0"
"cellid_000020181-1","3"
"cellid_000020182-1","0"
"cellid_000020183-1","0"
"cellid_000020184-1","3"
"cellid_000020185-1","0"
"cellid_000020186-1","3"
"cellid_000020187-1","24"
"cellid_000020188-1","24"
"cellid_000020190-1","24"
"cellid_000020192-1","24"
"cellid_000020193-1","0"
"cellid_000020194-1","0"
"cellid_000020195-1","0"
"cellid_000020196-1","0"
"cellid_000020198-1","24"
"cellid_000020199-1","22"
"cellid_000020200-1","3"
"cellid_000020201-1","0"
"cellid_000020202-1","3"
"cellid_000020203-1","24"
"cellid_000020204-1","24"
"cellid_000020206-1","3"
"cellid_000020207-1","3"
"cellid_000020208-1","24"
"cellid_000020209-1","3"
"cellid_000020210-1","0"
"cellid_000020211-1","0"
"cellid_000020212-1","3"
"cellid_000020213-1","0"
"cellid_000020214-1","3"
"cellid_000020215-1","24"
"cellid_000020216-1","3"
"cellid_000020217-1","3"
"cellid_000020218-1","24"
"cellid_000020219-1","24"
"cellid_000020220-1","0"
"cellid_000020221-1","3"
"cellid_000020224-1","3"
"cellid_000020225-1","14"
"cellid_000020226-1","6"
"cellid_000020227-1","3"
"cellid_000020228-1","24"
"cellid_000020229-1","24"
"cellid_000020230-1","24"
"cellid_000020231-1","3"
"cellid_000020233-1","0"
"cellid_000020234-1","0"
"cellid_000020235-1","24"
"cellid_000020236-1","0"
"cellid_000020237-1","3"
"cellid_000020238-1","24"
"cellid_000020239-1","3"
"cellid_000020240-1","3"
"cellid_000020241-1","6"
"cellid_000020242-1","6"
"cellid_000020244-1","3"
"cellid_000020246-1","24"
"cellid_000020247-1","3"
"cellid_000020249-1","0"
"cellid_000020250-1","6"
"cellid_000020251-1","3"
"cellid_000020252-1","3"
"cellid_000020253-1","0"
"cellid_000020254-1","24"
"cellid_000020256-1","24"
"cellid_000020257-1","24"
"cellid_000020258-1","3"
"cellid_000020259-1","3"
"cellid_000020260-1","5"
"cellid_000020261-1","3"
"cellid_000020262-1","3"
"cellid_000020263-1","3"
"cellid_000020264-1","3"
"cellid_000020266-1","3"
"cellid_000020267-1","3"
"cellid_000020268-1","24"
"cellid_000020270-1","0"
"cellid_000020271-1","0"
"cellid_000020272-1","24"
"cellid_000020273-1","3"
"cellid_000020275-1","24"
"cellid_000020277-1","3"
"cellid_000020278-1","3"
"cellid_000020280-1","3"
"cellid_000020281-1","6"
"cellid_000020282-1","0"
"cellid_000020283-1","6"
"cellid_000020284-1","0"
"cellid_000020285-1","24"
"cellid_000020286-1","3"
"cellid_000020287-1","3"
"cellid_000020288-1","3"
"cellid_000020290-1","24"
"cellid_000020291-1","0"
"cellid_000020292-1","3"
"cellid_000020294-1","0"
"cellid_000020295-1","3"
"cellid_000020296-1","24"
"cellid_000020297-1","24"
"cellid_000020298-1","0"
"cellid_000020299-1","0"
"cellid_000020300-1","3"
"cellid_000020302-1","3"
"cellid_000020303-1","3"
"cellid_000020304-1","3"
"cellid_000020306-1","3"
"cellid_000020307-1","24"
"cellid_000020308-1","22"
"cellid_000020309-1","3"
"cellid_000020310-1","3"
"cellid_000020311-1","6"
"cellid_000020312-1","24"
"cellid_000020313-1","6"
"cellid_000020314-1","3"
"cellid_000020315-1","3"
"cellid_000020316-1","3"
"cellid_000020318-1","3"
"cellid_000020319-1","3"
"cellid_000020320-1","3"
"cellid_000020321-1","3"
"cellid_000020322-1","3"
"cellid_000020323-1","3"
"cellid_000020325-1","24"
"cellid_000020326-1","0"
"cellid_000020327-1","0"
"cellid_000020328-1","3"
"cellid_000020329-1","6"
"cellid_000020330-1","24"
"cellid_000020331-1","24"
"cellid_000020332-1","0"
"cellid_000020333-1","0"
"cellid_000020334-1","24"
"cellid_000020335-1","24"
"cellid_000020336-1","12"
"cellid_000020337-1","0"
"cellid_000020338-1","24"
"cellid_000020340-1","3"
"cellid_000020342-1","0"
"cellid_000020343-1","3"
"cellid_000020344-1","0"
"cellid_000020345-1","24"
"cellid_000020346-1","24"
"cellid_000020347-1","6"
"cellid_000020348-1","0"
"cellid_000020350-1","24"
"cellid_000020351-1","3"
"cellid_000020352-1","3"
"cellid_000020353-1","0"
"cellid_000020354-1","24"
"cellid_000020355-1","3"
"cellid_000020356-1","3"
"cellid_000020357-1","3"
"cellid_000020358-1","0"
"cellid_000020359-1","3"
"cellid_000020360-1","3"
"cellid_000020361-1","0"
"cellid_000020362-1","3"
"cellid_000020363-1","24"
"cellid_000020364-1","24"
"cellid_000020366-1","3"
"cellid_000020367-1","0"
"cellid_000020368-1","3"
"cellid_000020369-1","3"
"cellid_000020370-1","3"
"cellid_000020371-1","3"
"cellid_000020372-1","0"
"cellid_000020373-1","0"
"cellid_000020374-1","3"
"cellid_000020375-1","3"
"cellid_000020376-1","6"
"cellid_000020377-1","24"
"cellid_000020378-1","24"
"cellid_000020379-1","3"
"cellid_000020380-1","24"
"cellid_000020381-1","3"
"cellid_000020382-1","3"
"cellid_000020383-1","24"
"cellid_000020384-1","0"
"cellid_000020385-1","3"
"cellid_000020386-1","3"
"cellid_000020387-1","0"
"cellid_000020388-1","24"
"cellid_000020389-1","0"
"cellid_000020390-1","3"
"cellid_000020391-1","3"
"cellid_000020392-1","3"
"cellid_000020393-1","24"
"cellid_000020394-1","0"
"cellid_000020396-1","3"
"cellid_000020397-1","0"
"cellid_000020398-1","3"
"cellid_000020401-1","24"
"cellid_000020402-1","24"
"cellid_000020403-1","3"
"cellid_000020404-1","3"
"cellid_000020405-1","24"
"cellid_000020406-1","0"
"cellid_000020407-1","0"
"cellid_000020408-1","6"
"cellid_000020409-1","3"
"cellid_000020410-1","3"
"cellid_000020411-1","3"
"cellid_000020412-1","3"
"cellid_000020413-1","24"
"cellid_000020415-1","0"
"cellid_000020416-1","3"
"cellid_000020417-1","0"
"cellid_000020418-1","3"
"cellid_000020419-1","3"
"cellid_000020420-1","6"
"cellid_000020421-1","24"
"cellid_000020422-1","6"
"cellid_000020423-1","24"
"cellid_000020424-1","0"
"cellid_000020425-1","3"
