"Barcode","multiome_predicted"
"cellid_000024763-1","7"
"cellid_000024766-1","22"
"cellid_000024767-1","22"
"cellid_000024769-1","24"
"cellid_000024770-1","7"
"cellid_000024771-1","0"
"cellid_000024772-1","5"
"cellid_000024773-1","0"
"cellid_000024776-1","3"
"cellid_000024777-1","4"
"cellid_000024778-1","3"
"cellid_000024779-1","24"
"cellid_000024780-1","0"
"cellid_000024781-1","7"
"cellid_000024782-1","3"
"cellid_000024783-1","24"
"cellid_000024784-1","0"
"cellid_000024790-1","0"
"cellid_000024791-1","24"
"cellid_000024795-1","0"
"cellid_000024796-1","24"
"cellid_000024798-1","7"
"cellid_000024799-1","7"
"cellid_000024800-1","24"
"cellid_000024801-1","18"
"cellid_000024802-1","22"
"cellid_000024803-1","0"
"cellid_000024804-1","24"
"cellid_000024806-1","24"
"cellid_000024807-1","6"
"cellid_000024810-1","3"
"cellid_000024815-1","0"
"cellid_000024816-1","24"
"cellid_000024817-1","24"
"cellid_000024818-1","0"
"cellid_000024820-1","22"
"cellid_000024821-1","0"
"cellid_000024822-1","0"
"cellid_000024823-1","0"
"cellid_000024824-1","24"
"cellid_000024825-1","24"
"cellid_000024828-1","0"
"cellid_000024835-1","0"
"cellid_000024836-1","22"
"cellid_000024837-1","0"
"cellid_000024838-1","0"
"cellid_000024840-1","4"
"cellid_000024841-1","0"
"cellid_000024844-1","24"
"cellid_000024845-1","24"
"cellid_000024846-1","3"
"cellid_000024848-1","7"
"cellid_000024849-1","18"
"cellid_000024850-1","3"
"cellid_000024851-1","0"
"cellid_000024855-1","18"
"cellid_000024857-1","24"
"cellid_000024858-1","3"
"cellid_000024860-1","0"
"cellid_000024861-1","24"
"cellid_000024863-1","0"
"cellid_000024864-1","7"
"cellid_000024866-1","24"
"cellid_000024867-1","23"
"cellid_000024868-1","3"
"cellid_000024869-1","24"
"cellid_000024870-1","5"
"cellid_000024872-1","3"
"cellid_000024873-1","18"
"cellid_000024874-1","0"
"cellid_000024876-1","24"
"cellid_000024877-1","0"
"cellid_000024878-1","5"
"cellid_000024879-1","24"
"cellid_000024881-1","24"
"cellid_000024882-1","24"
"cellid_000024884-1","0"
"cellid_000024886-1","3"
"cellid_000024887-1","24"
"cellid_000024888-1","24"
"cellid_000024889-1","0"
"cellid_000024891-1","0"
"cellid_000024892-1","3"
"cellid_000024893-1","7"
"cellid_000024894-1","7"
"cellid_000024895-1","24"
"cellid_000024896-1","0"
"cellid_000024898-1","3"
"cellid_000024899-1","24"
"cellid_000024900-1","0"
"cellid_000024901-1","0"
"cellid_000024902-1","3"
"cellid_000024904-1","24"
"cellid_000024906-1","0"
"cellid_000024907-1","7"
"cellid_000024910-1","6"
"cellid_000024912-1","7"
"cellid_000024913-1","0"
"cellid_000024915-1","24"
"cellid_000024916-1","4"
"cellid_000024919-1","7"
"cellid_000024920-1","5"
"cellid_000024921-1","24"
"cellid_000024922-1","7"
"cellid_000024923-1","24"
"cellid_000024924-1","4"
"cellid_000024927-1","24"
"cellid_000024929-1","24"
"cellid_000024930-1","0"
"cellid_000024932-1","3"
"cellid_000024933-1","24"
"cellid_000024934-1","0"
"cellid_000024935-1","18"
"cellid_000024936-1","24"
"cellid_000024937-1","0"
"cellid_000024938-1","0"
"cellid_000024940-1","0"
"cellid_000024941-1","0"
"cellid_000024942-1","7"
"cellid_000024943-1","24"
"cellid_000024944-1","24"
"cellid_000024945-1","24"
"cellid_000024947-1","7"
"cellid_000024948-1","4"
"cellid_000024949-1","0"
"cellid_000024951-1","0"
"cellid_000024952-1","0"
"cellid_000024955-1","24"
"cellid_000024956-1","24"
"cellid_000024957-1","4"
"cellid_000024958-1","18"
"cellid_000024959-1","7"
"cellid_000024961-1","24"
"cellid_000024963-1","0"
"cellid_000024964-1","0"
"cellid_000024965-1","0"
"cellid_000024966-1","18"
"cellid_000024967-1","24"
"cellid_000024969-1","24"
"cellid_000024970-1","24"
"cellid_000024971-1","24"
"cellid_000024973-1","24"
"cellid_000024975-1","24"
"cellid_000024979-1","24"
"cellid_000024981-1","0"
"cellid_000024983-1","7"
"cellid_000024984-1","5"
"cellid_000024987-1","24"
"cellid_000024989-1","3"
"cellid_000024991-1","4"
"cellid_000024992-1","24"
"cellid_000024993-1","4"
"cellid_000024995-1","18"
"cellid_000024996-1","24"
"cellid_000024997-1","24"
"cellid_000024999-1","0"
"cellid_000025000-1","18"
"cellid_000025001-1","18"
"cellid_000025002-1","0"
"cellid_000025003-1","7"
"cellid_000025004-1","3"
"cellid_000025005-1","4"
"cellid_000025006-1","24"
"cellid_000025007-1","0"
"cellid_000025009-1","7"
"cellid_000025012-1","22"
"cellid_000025014-1","5"
"cellid_000025015-1","3"
"cellid_000025016-1","24"
"cellid_000025019-1","3"
"cellid_000025020-1","3"
"cellid_000025021-1","7"
"cellid_000025023-1","24"
"cellid_000025024-1","0"
"cellid_000025025-1","7"
"cellid_000025027-1","24"
"cellid_000025030-1","24"
"cellid_000025033-1","0"
"cellid_000025035-1","4"
"cellid_000025036-1","3"
"cellid_000025039-1","3"
"cellid_000025040-1","7"
"cellid_000025041-1","22"
"cellid_000025042-1","7"
"cellid_000025043-1","7"
"cellid_000025045-1","18"
"cellid_000025046-1","24"
"cellid_000025048-1","24"
"cellid_000025049-1","18"
"cellid_000025050-1","7"
"cellid_000025051-1","7"
"cellid_000025052-1","0"
"cellid_000025053-1","0"
"cellid_000025054-1","5"
"cellid_000025056-1","24"
"cellid_000025057-1","24"
"cellid_000025058-1","5"
"cellid_000025059-1","7"
"cellid_000025060-1","4"
"cellid_000025061-1","5"
"cellid_000025066-1","0"
"cellid_000025067-1","25"
"cellid_000025071-1","6"
"cellid_000025074-1","24"
"cellid_000025075-1","0"
"cellid_000025077-1","3"
"cellid_000025078-1","24"
"cellid_000025080-1","0"
"cellid_000025081-1","24"
"cellid_000025082-1","0"
"cellid_000025083-1","24"
"cellid_000025086-1","7"
"cellid_000025088-1","7"
"cellid_000025089-1","0"
"cellid_000025090-1","0"
"cellid_000025091-1","24"
"cellid_000025093-1","3"
"cellid_000025098-1","7"
"cellid_000025100-1","6"
"cellid_000025101-1","22"
"cellid_000025102-1","18"
"cellid_000025104-1","24"
"cellid_000025105-1","0"
"cellid_000025111-1","3"
"cellid_000025112-1","0"
"cellid_000025113-1","24"
"cellid_000025114-1","4"
"cellid_000025116-1","3"
"cellid_000025117-1","7"
"cellid_000025119-1","0"
"cellid_000025120-1","5"
"cellid_000025121-1","0"
"cellid_000025126-1","7"
"cellid_000025128-1","24"
"cellid_000025129-1","24"
"cellid_000025130-1","7"
"cellid_000025133-1","18"
"cellid_000025135-1","3"
"cellid_000025136-1","3"
"cellid_000025137-1","0"
"cellid_000025138-1","0"
"cellid_000025139-1","0"
"cellid_000025141-1","24"
"cellid_000025142-1","0"
"cellid_000025143-1","0"
"cellid_000025145-1","24"
"cellid_000025148-1","24"
"cellid_000025149-1","24"
"cellid_000025151-1","7"
"cellid_000025152-1","3"
"cellid_000025153-1","3"
"cellid_000025156-1","4"
"cellid_000025157-1","0"
"cellid_000025158-1","24"
"cellid_000025159-1","24"
"cellid_000025160-1","0"
"cellid_000025162-1","0"
"cellid_000025164-1","18"
"cellid_000025165-1","24"
"cellid_000025167-1","24"
"cellid_000025169-1","24"
"cellid_000025170-1","0"
"cellid_000025171-1","0"
"cellid_000025172-1","6"
"cellid_000025173-1","24"
"cellid_000025174-1","7"
"cellid_000025177-1","0"
"cellid_000025179-1","24"
"cellid_000025181-1","22"
"cellid_000025182-1","24"
"cellid_000025183-1","24"
"cellid_000025185-1","7"
"cellid_000025186-1","24"
"cellid_000025189-1","24"
"cellid_000025190-1","0"
"cellid_000025191-1","24"
"cellid_000025192-1","24"
"cellid_000025194-1","3"
"cellid_000025195-1","24"
"cellid_000025196-1","4"
"cellid_000025198-1","0"
"cellid_000025199-1","0"
"cellid_000025203-1","4"
"cellid_000025204-1","24"
"cellid_000025205-1","24"
"cellid_000025207-1","24"
"cellid_000025210-1","0"
"cellid_000025211-1","0"
"cellid_000025212-1","24"
"cellid_000025214-1","7"
"cellid_000025215-1","24"
"cellid_000025216-1","24"
"cellid_000025217-1","0"
"cellid_000025218-1","0"
"cellid_000025219-1","24"
"cellid_000025220-1","7"
"cellid_000025221-1","7"
"cellid_000025222-1","0"
"cellid_000025223-1","24"
"cellid_000025224-1","0"
"cellid_000025225-1","0"
"cellid_000025227-1","0"
"cellid_000025228-1","0"
"cellid_000025229-1","18"
"cellid_000025231-1","24"
"cellid_000025232-1","0"
"cellid_000025233-1","6"
"cellid_000025234-1","24"
"cellid_000025238-1","24"
"cellid_000025240-1","3"
"cellid_000025241-1","7"
"cellid_000025242-1","0"
"cellid_000025245-1","24"
"cellid_000025246-1","0"
"cellid_000025248-1","5"
"cellid_000025250-1","0"
"cellid_000025251-1","24"
"cellid_000025253-1","24"
"cellid_000025255-1","0"
"cellid_000025256-1","25"
"cellid_000025258-1","24"
"cellid_000025259-1","22"
"cellid_000025262-1","3"
"cellid_000025263-1","0"
"cellid_000025265-1","5"
"cellid_000025266-1","0"
"cellid_000025267-1","0"
"cellid_000025268-1","7"
"cellid_000025269-1","3"
"cellid_000025270-1","0"
"cellid_000025271-1","0"
"cellid_000025272-1","24"
"cellid_000025273-1","0"
"cellid_000025274-1","24"
"cellid_000025275-1","24"
"cellid_000025278-1","0"
"cellid_000025279-1","24"
"cellid_000025280-1","0"
"cellid_000025281-1","24"
"cellid_000025282-1","5"
"cellid_000025283-1","3"
"cellid_000025285-1","0"
"cellid_000025287-1","24"
"cellid_000025290-1","24"
"cellid_000025293-1","0"
"cellid_000025295-1","5"
"cellid_000025296-1","22"
"cellid_000025297-1","25"
"cellid_000025299-1","3"
"cellid_000025300-1","24"
"cellid_000025301-1","0"
"cellid_000025303-1","0"
"cellid_000025304-1","0"
"cellid_000025306-1","24"
"cellid_000025307-1","24"
"cellid_000025308-1","3"
"cellid_000025310-1","24"
"cellid_000025312-1","24"
"cellid_000025313-1","0"
"cellid_000025314-1","0"
"cellid_000025315-1","0"
"cellid_000025317-1","0"
"cellid_000025318-1","5"
"cellid_000025319-1","0"
"cellid_000025321-1","25"
"cellid_000025322-1","0"
"cellid_000025323-1","18"
"cellid_000025324-1","24"
"cellid_000025328-1","3"
"cellid_000025330-1","24"
"cellid_000025331-1","24"
"cellid_000025332-1","24"
"cellid_000025333-1","24"
"cellid_000025334-1","6"
"cellid_000025335-1","0"
"cellid_000025337-1","24"
"cellid_000025339-1","0"
"cellid_000025341-1","24"
"cellid_000025342-1","0"
"cellid_000025343-1","3"
"cellid_000025345-1","23"
"cellid_000025346-1","0"
"cellid_000025348-1","24"
"cellid_000025349-1","0"
"cellid_000025350-1","18"
"cellid_000025353-1","3"
"cellid_000025354-1","24"
"cellid_000025355-1","24"
"cellid_000025356-1","3"
"cellid_000025357-1","24"
"cellid_000025358-1","0"
"cellid_000025360-1","4"
"cellid_000025362-1","24"
"cellid_000025363-1","0"
"cellid_000025364-1","3"
"cellid_000025367-1","22"
"cellid_000025368-1","0"
"cellid_000025369-1","0"
"cellid_000025370-1","3"
"cellid_000025372-1","0"
"cellid_000025373-1","24"
"cellid_000025374-1","24"
"cellid_000025375-1","25"
"cellid_000025376-1","18"
"cellid_000025377-1","24"
"cellid_000025378-1","22"
"cellid_000025379-1","0"
"cellid_000025380-1","0"
"cellid_000025381-1","22"
"cellid_000025383-1","0"
"cellid_000025384-1","24"
"cellid_000025385-1","6"
"cellid_000025387-1","24"
"cellid_000025388-1","0"
"cellid_000025389-1","0"
"cellid_000025391-1","24"
"cellid_000025393-1","0"
"cellid_000025395-1","24"
"cellid_000025399-1","0"
"cellid_000025400-1","0"
"cellid_000025402-1","18"
"cellid_000025403-1","3"
"cellid_000025405-1","24"
"cellid_000025406-1","0"
"cellid_000025407-1","7"
"cellid_000025408-1","24"
"cellid_000025409-1","3"
"cellid_000025411-1","7"
"cellid_000025412-1","3"
"cellid_000025413-1","24"
"cellid_000025415-1","24"
"cellid_000025418-1","3"
"cellid_000025420-1","3"
"cellid_000025421-1","3"
"cellid_000025422-1","24"
"cellid_000025433-1","0"
"cellid_000025436-1","24"
"cellid_000025437-1","0"
"cellid_000025438-1","0"
"cellid_000025442-1","0"
"cellid_000025443-1","24"
"cellid_000025444-1","24"
"cellid_000025447-1","24"
"cellid_000025448-1","24"
"cellid_000025449-1","3"
"cellid_000025450-1","3"
"cellid_000025451-1","0"
"cellid_000025454-1","3"
"cellid_000025456-1","6"
"cellid_000025458-1","0"
"cellid_000025460-1","3"
"cellid_000025462-1","24"
"cellid_000025464-1","0"
"cellid_000025467-1","0"
"cellid_000025468-1","3"
"cellid_000025469-1","3"
"cellid_000025470-1","3"
"cellid_000025472-1","24"
"cellid_000025474-1","3"
"cellid_000025475-1","0"
"cellid_000025476-1","24"
"cellid_000025478-1","24"
"cellid_000025480-1","24"
"cellid_000025484-1","0"
"cellid_000025486-1","24"
"cellid_000025487-1","3"
"cellid_000025489-1","0"
"cellid_000025490-1","3"
"cellid_000025491-1","0"
"cellid_000025492-1","24"
"cellid_000025493-1","0"
"cellid_000025494-1","3"
"cellid_000025495-1","0"
"cellid_000025496-1","24"
"cellid_000025499-1","24"
"cellid_000025500-1","24"
"cellid_000025502-1","0"
"cellid_000025503-1","3"
"cellid_000025507-1","3"
"cellid_000025508-1","3"
"cellid_000025509-1","3"
"cellid_000025511-1","0"
"cellid_000025516-1","3"
"cellid_000025518-1","24"
"cellid_000025522-1","24"
"cellid_000025524-1","24"
"cellid_000025526-1","3"
"cellid_000025528-1","3"
"cellid_000025530-1","0"
"cellid_000025531-1","3"
"cellid_000025535-1","24"
"cellid_000025537-1","3"
"cellid_000025539-1","3"
"cellid_000025540-1","24"
"cellid_000025541-1","3"
"cellid_000025543-1","7"
"cellid_000025547-1","5"
"cellid_000025549-1","24"
"cellid_000025551-1","24"
"cellid_000025553-1","24"
"cellid_000025554-1","3"
"cellid_000025556-1","3"
"cellid_000025557-1","24"
"cellid_000025562-1","3"
"cellid_000025563-1","3"
"cellid_000025565-1","3"
"cellid_000025566-1","0"
"cellid_000025567-1","3"
"cellid_000025568-1","3"
"cellid_000025569-1","7"
"cellid_000025573-1","24"
"cellid_000025574-1","0"
"cellid_000025578-1","3"
"cellid_000025579-1","3"
"cellid_000025580-1","0"
"cellid_000025583-1","3"
"cellid_000025584-1","3"
"cellid_000025585-1","3"
"cellid_000025586-1","3"
"cellid_000025587-1","0"
"cellid_000025589-1","3"
"cellid_000025590-1","3"
"cellid_000025592-1","3"
"cellid_000025595-1","3"
"cellid_000025596-1","6"
"cellid_000025600-1","24"
"cellid_000025601-1","24"
"cellid_000025606-1","24"
"cellid_000025607-1","24"
"cellid_000025608-1","24"
"cellid_000025610-1","0"
"cellid_000025611-1","3"
"cellid_000025614-1","6"
"cellid_000025616-1","3"
"cellid_000025618-1","3"
"cellid_000025620-1","24"
"cellid_000025625-1","0"
"cellid_000025627-1","24"
"cellid_000025628-1","24"
"cellid_000025631-1","3"
"cellid_000025636-1","24"
"cellid_000025637-1","0"
"cellid_000025638-1","3"
"cellid_000025639-1","6"
"cellid_000025640-1","24"
"cellid_000025644-1","24"
"cellid_000025647-1","6"
"cellid_000025653-1","24"
"cellid_000025663-1","3"
"cellid_000025669-1","3"
"cellid_000025670-1","24"
"cellid_000025671-1","3"
"cellid_000025672-1","0"
"cellid_000025674-1","24"
"cellid_000025676-1","24"
"cellid_000025678-1","0"
"cellid_000025679-1","3"
"cellid_000025684-1","3"
"cellid_000025685-1","24"
"cellid_000025686-1","3"
"cellid_000025688-1","3"
"cellid_000025689-1","24"
"cellid_000025690-1","24"
"cellid_000025694-1","24"
"cellid_000025695-1","0"
"cellid_000025696-1","24"
"cellid_000025697-1","24"
"cellid_000025698-1","3"
"cellid_000025700-1","24"
"cellid_000025701-1","24"
"cellid_000025702-1","0"
"cellid_000025703-1","0"
"cellid_000025708-1","0"
"cellid_000025713-1","24"
"cellid_000025717-1","0"
"cellid_000025718-1","3"
"cellid_000025719-1","3"
"cellid_000025720-1","3"
"cellid_000025723-1","0"
"cellid_000025725-1","24"
"cellid_000025734-1","3"
"cellid_000025736-1","3"
"cellid_000025737-1","24"
"cellid_000025738-1","3"
"cellid_000025739-1","6"
"cellid_000025740-1","5"
"cellid_000025742-1","0"
"cellid_000025743-1","24"
"cellid_000025744-1","24"
"cellid_000025745-1","5"
"cellid_000025746-1","0"
"cellid_000025755-1","3"
"cellid_000025757-1","3"
"cellid_000025758-1","0"
"cellid_000025760-1","24"
"cellid_000025761-1","0"
"cellid_000025762-1","24"
"cellid_000025763-1","3"
"cellid_000025768-1","24"
"cellid_000025773-1","0"
"cellid_000025775-1","3"
"cellid_000025778-1","24"
"cellid_000025782-1","3"
"cellid_000025783-1","0"
"cellid_000025787-1","3"
"cellid_000025788-1","3"
"cellid_000025791-1","3"
"cellid_000025793-1","0"
"cellid_000025800-1","24"
"cellid_000025802-1","24"
"cellid_000025803-1","3"
"cellid_000025808-1","3"
"cellid_000025815-1","24"
"cellid_000025816-1","3"
"cellid_000025817-1","3"
"cellid_000025820-1","0"
"cellid_000025821-1","24"
"cellid_000025822-1","3"
"cellid_000025824-1","3"
"cellid_000025825-1","24"
"cellid_000025826-1","6"
"cellid_000025827-1","0"
"cellid_000025828-1","6"
"cellid_000025829-1","24"
"cellid_000025831-1","24"
"cellid_000025836-1","24"
"cellid_000025839-1","6"
"cellid_000025840-1","0"
"cellid_000025844-1","3"
"cellid_000025846-1","3"
"cellid_000025850-1","3"
"cellid_000025853-1","24"
"cellid_000025858-1","24"
"cellid_000025860-1","0"
"cellid_000025861-1","0"
"cellid_000025863-1","0"
"cellid_000025865-1","3"
"cellid_000025866-1","3"
"cellid_000025867-1","0"
"cellid_000025868-1","3"
"cellid_000025870-1","24"
"cellid_000025872-1","3"
"cellid_000025873-1","0"
"cellid_000025879-1","24"
"cellid_000025880-1","3"
"cellid_000025881-1","24"
"cellid_000025883-1","0"
"cellid_000025884-1","24"
"cellid_000025885-1","3"
"cellid_000025890-1","3"
"cellid_000025891-1","6"
"cellid_000025893-1","0"
"cellid_000025900-1","24"
"cellid_000025901-1","3"
"cellid_000025908-1","24"
"cellid_000025909-1","24"
"cellid_000025912-1","24"
"cellid_000025913-1","3"
"cellid_000025916-1","24"
"cellid_000025923-1","24"
"cellid_000025925-1","3"
"cellid_000025928-1","24"
"cellid_000025930-1","3"
"cellid_000025931-1","3"
"cellid_000025932-1","24"
"cellid_000025935-1","24"
"cellid_000025938-1","3"
"cellid_000025941-1","0"
"cellid_000025944-1","0"
"cellid_000025946-1","0"
"cellid_000025947-1","0"
"cellid_000025948-1","6"
"cellid_000025950-1","24"
"cellid_000025951-1","3"
"cellid_000025953-1","3"
"cellid_000025956-1","24"
"cellid_000025961-1","0"
"cellid_000025962-1","6"
"cellid_000025964-1","3"
"cellid_000025968-1","0"
"cellid_000025971-1","0"
"cellid_000025972-1","24"
"cellid_000025974-1","0"
"cellid_000025976-1","0"
"cellid_000025977-1","0"
"cellid_000025980-1","24"
"cellid_000025981-1","24"
"cellid_000025982-1","24"
"cellid_000025988-1","24"
"cellid_000025992-1","3"
"cellid_000025993-1","3"
"cellid_000025995-1","0"
"cellid_000025996-1","3"
"cellid_000025997-1","24"
"cellid_000025999-1","24"
"cellid_000026004-1","24"
"cellid_000026007-1","24"
"cellid_000026008-1","3"
"cellid_000026009-1","3"
"cellid_000026010-1","3"
"cellid_000026015-1","6"
"cellid_000026016-1","3"
"cellid_000026018-1","24"
"cellid_000026020-1","24"
"cellid_000026021-1","24"
"cellid_000026024-1","0"
"cellid_000026028-1","24"
"cellid_000026029-1","0"
"cellid_000026031-1","3"
"cellid_000026032-1","0"
"cellid_000026033-1","6"
"cellid_000026035-1","3"
"cellid_000026037-1","3"
"cellid_000026040-1","24"
"cellid_000026041-1","24"
"cellid_000026043-1","3"
"cellid_000026047-1","0"
"cellid_000026048-1","3"
"cellid_000026049-1","0"
"cellid_000026053-1","3"
"cellid_000026054-1","0"
"cellid_000026056-1","0"
"cellid_000026057-1","3"
"cellid_000026058-1","24"
"cellid_000026060-1","0"
"cellid_000026066-1","3"
"cellid_000026067-1","3"
"cellid_000026068-1","24"
"cellid_000026069-1","3"
"cellid_000026070-1","0"
"cellid_000026071-1","0"
"cellid_000026072-1","3"
"cellid_000026073-1","0"
"cellid_000026074-1","24"
"cellid_000026075-1","24"
"cellid_000026077-1","3"
"cellid_000026078-1","24"
"cellid_000026079-1","3"
"cellid_000026083-1","3"
"cellid_000026087-1","22"
"cellid_000026088-1","3"
"cellid_000026091-1","24"
"cellid_000026093-1","24"
"cellid_000026096-1","0"
"cellid_000026098-1","3"
"cellid_000026101-1","24"
"cellid_000026105-1","0"
"cellid_000026106-1","24"
"cellid_000026107-1","24"
"cellid_000026110-1","6"
"cellid_000026113-1","24"
"cellid_000026114-1","24"
"cellid_000026115-1","0"
"cellid_000026116-1","24"
"cellid_000026117-1","24"
"cellid_000026118-1","3"
"cellid_000026123-1","0"
"cellid_000026124-1","3"
"cellid_000026128-1","3"
"cellid_000026129-1","0"
"cellid_000026130-1","6"
"cellid_000026131-1","0"
"cellid_000026133-1","3"
"cellid_000026134-1","3"
"cellid_000026135-1","3"
"cellid_000026136-1","3"
"cellid_000026137-1","0"
"cellid_000026141-1","24"
"cellid_000026142-1","24"
"cellid_000026143-1","3"
"cellid_000026146-1","3"
"cellid_000026147-1","3"
"cellid_000026149-1","3"
"cellid_000026150-1","6"
"cellid_000026153-1","3"
"cellid_000026154-1","24"
"cellid_000026159-1","3"
"cellid_000026160-1","24"
"cellid_000026161-1","3"
"cellid_000026162-1","24"
"cellid_000026163-1","24"
"cellid_000026165-1","3"
"cellid_000026167-1","24"
"cellid_000026168-1","3"
"cellid_000026170-1","24"
"cellid_000026171-1","6"
"cellid_000026172-1","3"
"cellid_000026173-1","0"
"cellid_000026174-1","3"
"cellid_000026176-1","3"
"cellid_000026177-1","3"
"cellid_000026183-1","24"
"cellid_000026186-1","3"
"cellid_000026191-1","3"
"cellid_000026193-1","6"
"cellid_000026195-1","24"
"cellid_000026197-1","3"
"cellid_000026198-1","22"
"cellid_000026201-1","24"
"cellid_000026211-1","0"
"cellid_000026216-1","24"
"cellid_000026221-1","24"
"cellid_000026222-1","24"
"cellid_000026223-1","3"
"cellid_000026224-1","0"
"cellid_000026226-1","3"
"cellid_000026227-1","3"
"cellid_000026230-1","3"
"cellid_000026231-1","24"
"cellid_000026232-1","6"
"cellid_000026237-1","3"
"cellid_000026238-1","0"
"cellid_000026239-1","24"
"cellid_000026240-1","24"
"cellid_000026241-1","3"
"cellid_000026242-1","3"
"cellid_000026246-1","3"
"cellid_000026247-1","3"
"cellid_000026253-1","24"
"cellid_000026254-1","3"
"cellid_000026257-1","3"
"cellid_000026259-1","3"
"cellid_000026260-1","3"
"cellid_000026261-1","3"
"cellid_000026263-1","24"
"cellid_000026268-1","3"
"cellid_000026269-1","3"
"cellid_000026270-1","24"
"cellid_000026272-1","24"
"cellid_000026274-1","24"
"cellid_000026280-1","0"
"cellid_000026282-1","0"
"cellid_000026283-1","24"
"cellid_000026285-1","0"
"cellid_000026287-1","24"
"cellid_000026290-1","24"
"cellid_000026292-1","24"
"cellid_000026293-1","3"
"cellid_000026295-1","0"
"cellid_000026297-1","24"
"cellid_000026298-1","3"
"cellid_000026300-1","3"
"cellid_000026303-1","0"
"cellid_000026304-1","0"
"cellid_000026306-1","0"
"cellid_000026307-1","3"
"cellid_000026308-1","24"
"cellid_000026309-1","0"
"cellid_000026310-1","3"
"cellid_000026315-1","3"
"cellid_000026318-1","3"
"cellid_000026320-1","3"
"cellid_000026321-1","0"
"cellid_000026324-1","3"
"cellid_000026325-1","24"
"cellid_000026326-1","24"
"cellid_000026332-1","3"
"cellid_000026333-1","24"
"cellid_000026334-1","3"
"cellid_000026335-1","24"
"cellid_000026337-1","24"
"cellid_000026342-1","3"
"cellid_000026343-1","24"
"cellid_000026344-1","24"
"cellid_000026345-1","0"
"cellid_000026347-1","3"
"cellid_000026348-1","0"
"cellid_000026350-1","24"
"cellid_000026351-1","3"
"cellid_000026353-1","24"
"cellid_000026355-1","3"
"cellid_000026357-1","24"
"cellid_000026361-1","6"
"cellid_000026363-1","22"
"cellid_000026364-1","0"
"cellid_000026366-1","0"
"cellid_000026371-1","3"
"cellid_000026372-1","3"
"cellid_000026376-1","3"
"cellid_000026378-1","24"
"cellid_000026379-1","3"
"cellid_000026380-1","6"
"cellid_000026381-1","0"
"cellid_000026383-1","3"
"cellid_000026384-1","24"
"cellid_000026389-1","0"
"cellid_000026390-1","24"
"cellid_000026391-1","3"
"cellid_000026394-1","3"
"cellid_000026395-1","0"
"cellid_000026396-1","3"
"cellid_000026401-1","24"
"cellid_000026403-1","0"
"cellid_000026404-1","24"
"cellid_000026405-1","0"
"cellid_000026406-1","24"
"cellid_000026410-1","0"
"cellid_000026411-1","3"
"cellid_000026412-1","24"
"cellid_000026413-1","0"
"cellid_000026415-1","3"
"cellid_000026417-1","3"
"cellid_000026418-1","0"
"cellid_000026420-1","0"
"cellid_000026423-1","3"
"cellid_000026424-1","0"
"cellid_000026425-1","0"
"cellid_000026429-1","24"
"cellid_000026430-1","3"
"cellid_000026431-1","24"
"cellid_000026433-1","3"
"cellid_000026434-1","0"
"cellid_000026435-1","24"
"cellid_000026436-1","24"
"cellid_000026440-1","3"
"cellid_000026444-1","3"
"cellid_000026446-1","5"
"cellid_000026450-1","3"
"cellid_000026452-1","3"
"cellid_000026453-1","0"
"cellid_000026455-1","0"
"cellid_000026456-1","3"
"cellid_000026459-1","3"
"cellid_000026464-1","24"
"cellid_000026465-1","3"
"cellid_000026466-1","3"
"cellid_000026468-1","0"
"cellid_000026469-1","0"
"cellid_000026473-1","3"
"cellid_000026474-1","3"
"cellid_000026477-1","24"
"cellid_000026478-1","3"
"cellid_000026479-1","3"
"cellid_000026484-1","0"
"cellid_000026486-1","3"
"cellid_000026487-1","3"
"cellid_000026490-1","0"
"cellid_000026496-1","24"
"cellid_000026499-1","24"
"cellid_000026503-1","24"
"cellid_000026505-1","3"
"cellid_000026506-1","3"
"cellid_000026508-1","0"
"cellid_000026509-1","0"
"cellid_000026511-1","24"
"cellid_000026513-1","3"
"cellid_000026514-1","6"
"cellid_000026515-1","0"
"cellid_000026519-1","24"
"cellid_000026520-1","24"
"cellid_000026521-1","3"
"cellid_000026522-1","0"
"cellid_000026523-1","3"
"cellid_000026524-1","24"
"cellid_000026525-1","3"
"cellid_000026526-1","0"
"cellid_000026527-1","3"
"cellid_000026530-1","24"
"cellid_000026531-1","24"
"cellid_000026533-1","24"
"cellid_000026535-1","24"
"cellid_000026536-1","24"
"cellid_000026541-1","3"
"cellid_000026544-1","24"
"cellid_000026547-1","24"
"cellid_000026549-1","24"
"cellid_000026550-1","0"
"cellid_000026552-1","24"
"cellid_000026553-1","5"
"cellid_000026555-1","3"
"cellid_000026561-1","0"
"cellid_000026568-1","24"
"cellid_000026570-1","0"
"cellid_000026573-1","0"
"cellid_000026574-1","24"
"cellid_000026575-1","3"
"cellid_000026577-1","3"
"cellid_000026582-1","24"
"cellid_000026584-1","24"
"cellid_000026587-1","24"
"cellid_000026592-1","3"
"cellid_000026593-1","24"
"cellid_000026595-1","24"
"cellid_000026598-1","0"
"cellid_000026600-1","3"
"cellid_000026603-1","24"
"cellid_000026604-1","3"
"cellid_000026611-1","3"
"cellid_000026613-1","24"
"cellid_000026618-1","3"
"cellid_000026621-1","3"
"cellid_000026622-1","23"
"cellid_000026623-1","0"
"cellid_000026627-1","3"
"cellid_000026628-1","24"
"cellid_000026631-1","0"
"cellid_000026632-1","3"
"cellid_000026633-1","24"
