"","gene","av_p.value","warning","singular","av_q.value","f_m_p.value","d_m_p.value","d_f_p.value","f_m_estimate","d_m_estimate","d_f_estimate","cluster"
"1","LOC129348986",0.279379863352469,NA,FALSE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"2","trip4",0.59712927196851,NA,FALSE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"3","chrna7a",0.983239101881114,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,NA,NA,NA,"1_4"
"4","cln6a",0.19847993023951,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"5","calml4a",0.999999999974947,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"6","LOC111568352",0.203110286916909,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"7","rps17",0.40870617212817,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"8","LOC129347713",0.999999999164115,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"9","csnk1g1",0.772307777003439,NA,FALSE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"10","LOC111571203",0.506907490816047,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"11","neo1a",0.786930793582317,NA,FALSE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"12","LOC129349243",0.658014333665857,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"13","LOC111567962",0.748346358889689,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"14","LOC129347359",0.999999898885444,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"15","bbs4",0.254041790213593,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"16","scamp2l",0.214587496858374,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"17","LOC129347348",0.89259242224984,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"18","myo9aa",0.0975050884158785,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"19","senp8",0.999999999267005,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"20","LOC111580711",0.0504849559834994,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"21","anp32a",0.787332654493695,NA,FALSE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"22","coro2ba",0.0510580599966445,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"23","itga11a",0.999999999973397,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
"24","LOC111588606",0.954554729597537,NA,TRUE,"0.99999999998594",NA,NA,NA,NA,NA,NA,"1_4"
