id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	6_0|6_0	6_0|6_1	6_0|6_2	6_0|6_3	6_1|6_0	6_1|6_1	6_1|6_2	6_1|6_3	6_2|6_0	6_2|6_1	6_2|6_2	6_2|6_3	6_3|6_0	6_3|6_1	6_3|6_2	6_3|6_3
CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	CDH2	CDH2	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	1.894	1.43	1.709	1.387	1.43	0.966	1.246	0.923	1.709	1.246	1.525	1.203	1.387	0.923	1.203	0.88
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	CDH6	CDH6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	2.487	2.571	2.983	2.365	2.571	2.655	3.067	2.449	2.983	3.067	3.478	2.861	2.365	2.449	2.861	2.244
CPI-SS09C06644C	CADM3_CADM1	simple:Q8N126	simple:Q9BY67	CADM3	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.499	1.583	1.994	1.377	1.411	1.495	1.907	1.29	1.606	1.69	2.102	1.484	1.447	1.531	1.942	1.325
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	CADM3	CADM4	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.754	0.715	0.808	0.373	0.666	0.628	0.72	0.285	0.861	0.823	0.915	0.48	0.702	0.663	0.756	0.321
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	CADM3	EPB41L1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.614	0.628	0.361	0.602	0.526	0.541	0.273	0.514	0.721	0.735	0.468	0.709	0.562	0.576	0.309	0.55
CPI-SS0335C4DDE	LAMA2_ADGRG6	simple:P24043	simple:Q86SQ4	LAMA2	ADGRG6	True	False	True	curated	False	Ligand-Receptor		0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C4261737	GJC1_GJA1	simple:P36383	simple:P17302	GJC1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.119	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS024F36886	GJA1_GJA5	simple:P17302	simple:P36382	GJA1	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ACFA4F22	GJA5_GJA5	simple:P36382	simple:P36382	GJA5	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E7883ADC	GJC1_GJA5	simple:P36383	simple:P36382	GJC1	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.115	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CEFF4625	GJC1_GJC1	simple:P36383	simple:P36383	GJC1	GJC1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.2	0.193	0.14	0.0	0.193	0.185	0.133	0.0	0.14	0.133	0.08	0.0	0.0	0.0	0.0	0.0
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by JAM	0.191	0.285	0.281	0.0	0.285	0.379	0.375	0.0	0.281	0.375	0.37	0.0	0.0	0.0	0.0	0.0
CPI-SC030C83222	L1CAM_pL1:Ezrin	simple:P32004	complex:pL1:Ezrin	L1CAM		False	False	True	curated	False	Ligand-Receptor	Adhesion by L1CAM	1.301	1.561	1.473	0.0	1.303	1.563	1.475	0.0	1.163	1.423	1.336	0.0	1.062	1.322	1.235	0.0
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by L1CAM	2.408	2.41	2.27	2.169	2.41	2.412	2.272	2.171	2.27	2.272	2.133	2.032	2.169	2.171	2.032	1.931
CPI-SS00661A3A4	NECTIN1_CADM3	simple:Q15223	simple:Q8N126	NECTIN1	CADM3	True	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	0.92	0.833	1.028	0.868	0.474	0.386	0.581	0.422	0.64	0.553	0.747	0.588	0.567	0.479	0.674	0.515
CPI-SS01E0F2D2C	NECTIN1_NECTIN4	simple:Q15223	simple:Q96NY8	NECTIN1	NECTIN4	True	True	True	curated	False	Adhesion-Adhesion	Adhesion by Nectin	0.0	0.717	0.0	0.0	0.0	0.271	0.0	0.0	0.0	0.437	0.0	0.0	0.0	0.363	0.0	0.0
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.0	0.0	0.135	0.0	0.0	0.0	0.222	0.0	0.0	0.0	0.118	0.0	0.0	0.0	0.0	0.0
CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS026C7F8A2	ENTPD1_ADORA1	simple:P49961	simple:P30542	ENTPD1	ADORA1	False	False	True	curated	False	Ligand-Receptor	Signaling by Ectonucleoside	0.057	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BE6DBE1A	POMC_MC5R	simple:P01189	simple:P33032	POMC	MC5R	True	False	True	curated	False	Ligand-Receptor	Signaling by Proopiomelanocortin	0.0	0.0	0.0	0.0	0.167	0.437	0.202	0.0	0.269	0.539	0.303	0.0	0.0	0.0	0.0	0.0
CPI-SS0593F278B	AGRN_PTPRS	simple:O00468	simple:Q13332	AGRN	PTPRS	True	False	True	curated	False	Ligand-Receptor	Signaling by Agrin	1.489	1.395	1.044	1.331	1.347	1.253	0.902	1.189	1.583	1.489	1.138	1.425	0.0	0.0	0.0	0.0
CPI-SS023656B4B	LRRC4B_PTPRS	simple:Q9NT99	simple:Q13332	LRRC4B	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	2.118	2.025	1.674	1.961	2.055	1.962	1.61	1.897	1.618	1.524	1.173	1.46	1.248	1.154	0.803	1.09
