id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	6_0|6_0	6_0|6_1	6_0|6_2	6_0|6_3	6_1|6_0	6_1|6_1	6_1|6_2	6_1|6_3	6_2|6_0	6_2|6_1	6_2|6_2	6_2|6_3	6_3|6_0	6_3|6_1	6_3|6_2	6_3|6_3
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		1.25																
CPI-CS0E570EA78	NRXN1_CBLN1_complex_GRID2	complex:NRXN1_CBLN1_complex	simple:O43424		GRID2	False	True	True	curated	False	Ligand-Receptor		1.25																
CPI-SC03B346136	ARTN_RET_receptor_3	simple:Q5T4W7	complex:RET_receptor_3	ARTN		True	False	True	curated	False	Ligand-Receptor	Signaling by RET receptors	1.25																
CPI-SC08032972C	ARTN_RET_receptor_1	simple:Q5T4W7	complex:RET_receptor_1	ARTN		True	False	True	curated	False	Ligand-Receptor	Signaling by RET receptors	1.25																
CPI-SS0A93EEAEB	WNT9A_SFRP1	simple:O14904	simple:Q8N474	WNT9A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.25																
CPI-SS03146C969	WNT8A_SFRP1	simple:Q9H1J5	simple:Q8N474	WNT8A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.25																
CPI-SS0FE9D6F11	WNT7B_SFRP1	simple:P56706	simple:Q8N474	WNT7B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.25																
CPI-SS0FF2EEAE8	WNT5B_SFRP1	simple:Q9H1J7	simple:Q8N474	WNT5B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.25																
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.25																
CPI-SS05207EFF8	WNT2B_SFRP1	simple:Q93097	simple:Q8N474	WNT2B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.25																
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by L1CAM	1.25																
CPI-SC030C83222	L1CAM_pL1:Ezrin	simple:P32004	complex:pL1:Ezrin	L1CAM		False	False	True	curated	False	Ligand-Receptor	Adhesion by L1CAM	1.25																
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by JAM	1.25																
CPI-SS0CEFF4625	GJC1_GJC1	simple:P36383	simple:P36383	GJC1	GJC1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.25																
CPI-SS0C4261737	GJC1_GJA1	simple:P36383	simple:P17302	GJC1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.25																
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.25																
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	CADM3	EPB41L1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.25																
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	CADM3	CADM4	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.25																
CPI-SS02FBD007E	NECTIN2_NECTIN3	simple:Q92692	simple:Q9NQS3	NECTIN2	NECTIN3	False	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	1.25																
CPI-SS0C5E9FBFB	NECTIN1_NECTIN3	simple:Q15223	simple:Q9NQS3	NECTIN1	NECTIN3	True	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	1.25																
CPI-SS00550260E	CADM3_NECTIN3	simple:Q8N126	simple:Q9NQS3	CADM3	NECTIN3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.25																
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	CADM1	NECTIN3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.25																
CPI-SS09C06644C	CADM3_CADM1	simple:Q8N126	simple:Q9BY67	CADM3	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.25																
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.25																
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	CDH6	CDH6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	1.25																
CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	CDH3	CDH3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	1.25																
CPI-CS0B87D36A1	Estradiol_byCYP19A1_ESR2	complex:Estradiol_byCYP19A1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.25																
CPI-CS0BE6576AD	Testosterone_byHSD17B12_AR	complex:Testosterone_byHSD17B12	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.25																
CPI-CS0D5502736	Androstenedione_byCYP17A1_AR	complex:Androstenedione_byCYP17A1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.25																
CPI-CS039E9FE7F	Dihydrotestosterone_bySRD5A3_AR	complex:Dihydrotestosterone_bySRD5A3	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.25																
CPI-CS0D228AF4D	Dihydrotestosterone_bySRD5A2_AR	complex:Dihydrotestosterone_bySRD5A2	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.25																
CPI-SS097A84265	APP_TNFRSF21	simple:P05067	simple:O75509	APP	TNFRSF21	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.25																
CPI-SS07ACDDCD6	APP_SORL1	simple:P05067	simple:Q92673	APP	SORL1	True	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.25																
CPI-SS0FAD26C76	SLITRK6_PTPRS	simple:Q9H5Y7	simple:Q13332	SLITRK6	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.25																
CPI-SS05F136AA2	SLITRK5_PTPRS	simple:O94991	simple:Q13332	SLITRK5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.25																
CPI-SS0EEF491E3	SLITRK4_PTPRS	simple:Q8IW52	simple:Q13332	SLITRK4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.25																
CPI-SS000DBE90D	SLITRK1_PTPRS	simple:Q96PX8	simple:Q13332	SLITRK1	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.25																
CPI-SS08968FFAE	LRRTM4_PTPRS	simple:Q86VH4	simple:Q13332	LRRTM4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.25																
CPI-SS0DCD351AD	LRFN5_PTPRS	simple:Q96NI6	simple:Q13332	LRFN5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.25																
CPI-SS023656B4B	LRRC4B_PTPRS	simple:Q9NT99	simple:Q13332	LRRC4B	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.25																
CPI-SS0593F278B	AGRN_PTPRS	simple:O00468	simple:Q13332	AGRN	PTPRS	True	False	True	curated	False	Ligand-Receptor	Signaling by Agrin	1.25																
CPI-SS0613D0B62	NLGN3_NRXN1	simple:Q9NZ94	simple:Q9ULB1	NLGN3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.25																
CPI-SS0B360C289	NLGN2_NRXN1	simple:Q8NFZ4	simple:Q9ULB1	NLGN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.25																
CPI-SS0D2DF7881	NLGN1_NRXN1	simple:Q8N2Q7	simple:Q9ULB1	NLGN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.25																
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.25																
CPI-SS0E5F8A5F7	LRRTM2_NRXN1	simple:O43300	simple:Q9ULB1	LRRTM2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.25																
CPI-SS043D3630C	LRRTM1_NRXN1	simple:Q86UE6	simple:Q9ULB1	LRRTM1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.25																
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	1.25																
CPI-SS084EA55C0	CLSTN1_NRXN1	simple:O94985	simple:Q9ULB1	CLSTN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	1.25																
CPI-SS088C1035B	NTF4_NTRK2	simple:P34130	simple:Q16620	NTF4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.25																
CPI-SS0E3AA6B7B	NTN4_NTRK2	simple:Q9HB63	simple:Q16620	NTN4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	1.25																
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	1.25																
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	BDNF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	1.25																
CPI-SS0DD9B3D49	NGF_SORT1	simple:P01138	simple:Q99523	NGF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	1.25																
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	NGF	NTRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	1.25																
CPI-CS007D418BE	2arachidonoylglycerol_byDAGLB_CNR1	complex:2arachidonoylglycerol_byDAGLB	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.25																
CPI-CS03629A52A	2arachidonoylglycerol_byDAGLA_CNR1	complex:2arachidonoylglycerol_byDAGLA	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.25																
CPI-CS03D61E885	Cholesterol_byDHCR24_RORC	complex:Cholesterol_byDHCR24	simple:P51449		RORC	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	1.25																
CPI-CS06C6527F4	Cholesterol_byDHCR7_RORA	complex:Cholesterol_byDHCR7	simple:P35398		RORA	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	1.25																
CPI-CS0D81115C8	Cholesterol_byDHCR24_RORA	complex:Cholesterol_byDHCR24	simple:P35398		RORA	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	1.25																
CPI-SS00AD71822	CCK_CCKBR	simple:P06307	simple:P32239	CCK	CCKBR	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholecystokinin	1.25																
CPI-SS0EA96C304	CCK_CCKAR	simple:P06307	simple:P32238	CCK	CCKAR	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholecystokinin	1.25																
CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.25																
CPI-SS07C26C799	NLGN4Y_NRXN2	simple:Q8NFZ3	simple:P58401	NLGN4Y	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.25																
CPI-SS074EA7741	NLGN3_NRXN2	simple:Q9NZ94	simple:P58401	NLGN3	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.25																
CPI-SS0934535FF	NLGN2_NRXN2	simple:Q8NFZ4	simple:P58401	NLGN2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.25																
CPI-SS0CF0A8519	NLGN1_NRXN2	simple:Q8N2Q7	simple:P58401	NLGN1	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.25																
CPI-SS06157E5AF	LRRTM4_NRXN2	simple:Q86VH4	simple:P58401	LRRTM4	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.25																
CPI-SS023A16921	LRRTM2_NRXN2	simple:O43300	simple:P58401	LRRTM2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.25																
CPI-SS0888FD8F7	LRRTM1_NRXN2	simple:Q86UE6	simple:P58401	LRRTM1	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.25																
CPI-SS093707FE0	CLSTN2_NRXN2	simple:Q9H4D0	simple:P58401	CLSTN2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	1.25																
CPI-SS0BF9265F0	CLSTN1_NRXN2	simple:O94985	simple:P58401	CLSTN1	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	1.25																
CPI-SS0CCB5F46B	NLGN4Y_NRXN1	simple:Q8NFZ3	simple:Q9ULB1	NLGN4Y	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.25																
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS03446CB39	EFNB1_EPHA4	simple:P98172	simple:P54764	EFNB1	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	EFNA3	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0E63AB61E	EFNA2_EPHA4	simple:O43921	simple:P54764	EFNA2	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0C70ADA28	EFNA5_EPHA3	simple:P52803	simple:P29320	EFNA5	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0EF309375	EFNA3_EPHA3	simple:P52797	simple:P29320	EFNA3	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0C875BA24	EFNA2_EPHA3	simple:O43921	simple:P29320	EFNA2	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0F7A89A4F	SHH_HHIP	simple:Q15465	simple:Q96QV1	SHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Sonic hedgehog	1.25																
CPI-SC08B0B5F27	SHH_PTCH_CDON_transmembrane_receptor	simple:Q15465	complex:PTCH_CDON_transmembrane_receptor	SHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Sonic hedgehog	1.25																
CPI-CS0259A0EB4	Dehydroepiandrosterone_bySTS_PPARA	complex:Dehydroepiandrosterone_bySTS	simple:Q07869		PPARA	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	1.25																
CPI-SS017F03E67	UCN3_CRHR2	simple:Q969E3	simple:Q13324	UCN3	CRHR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Urocortin/Urotensin	1.25																
CPI-SS0A05319F5	CRH_CRHR2	simple:P06850	simple:Q13324	CRH	CRHR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Corticotropin-releasing factor	1.25																
CPI-SS06B1216BE	CRH_CRHR1	simple:P06850	simple:P34998	CRH	CRHR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Corticotropin-releasing factor	1.25																
CPI-CS0DC57DE37	Desmosterol_byDHCR7_NR1H3	complex:Desmosterol_byDHCR7	simple:Q13133		NR1H3	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	1.25																
CPI-CS0BEF10547	Cholesterol_byDHCR7_RORC	complex:Cholesterol_byDHCR7	simple:P51449		RORC	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	1.25																
CPI-SS09B2ACA25	HBEGF_EGFR	simple:Q99075	simple:P00533	HBEGF	EGFR	True	True	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	1.25																
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	1.25																
CPI-SS01BBAD475	EFNB3_EPHB3	simple:Q15768	simple:P54753	EFNB3	EPHB3	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0C2003B74	EFNB1_EPHB3	simple:P98172	simple:P54753	EFNB1	EPHB3	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0CE96B837	EFNB3_EPHB1	simple:Q15768	simple:P54762	EFNB3	EPHB1	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	EFNB2	EPHB1	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS03C7D1520	EFNB1_EPHB1	simple:P98172	simple:P54762	EFNB1	EPHB1	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0ECCB4382	EFNB3_EPHB2	simple:Q15768	simple:P29323	EFNB3	EPHB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0ECC9DF3E	EFNB2_EPHB2	simple:P52799	simple:P29323	EFNB2	EPHB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS06E797E50	EFNB1_EPHB2	simple:P98172	simple:P29323	EFNB1	EPHB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS068ACD209	EFNA5_EPHB2	simple:P52803	simple:P29323	EFNA5	EPHB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	EFNA3	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS0D81D9F5E	EFNA2_EPHA5	simple:O43921	simple:P54756	EFNA2	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-SS084B1ED25	EFNB3_EPHA4	simple:Q15768	simple:P54764	EFNB3	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	1.25																
CPI-CS0B24464AF	TENM4_FLRT3_complex_ADGRL1	complex:TENM4_FLRT3_complex	simple:O94910		ADGRL1	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-CS04534E61E	TENM2_FLRT3_complex_ADGRL1	complex:TENM2_FLRT3_complex	simple:O94910		ADGRL1	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-SS008E98D3E	FLRT2_ADGRL1	simple:O43155	simple:O94910	FLRT2	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-CS0C8B4ED97	TENM4_FLRT1_complex_ADGRL1	complex:TENM4_FLRT1_complex	simple:O94910		ADGRL1	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-CS007F1C612	TENM2_FLRT1_complex_ADGRL1	complex:TENM2_FLRT1_complex	simple:O94910		ADGRL1	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-SS0813792B7	FLRT1_ADGRL1	simple:Q9NZU1	simple:O94910	FLRT1	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-SS0C21302BC	NCAM1_AGRN	simple:P13591	simple:O00468	NCAM1	AGRN	True	True	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.25																
CPI-SS05632AB58	NCAM1_FGFR1	simple:P13591	simple:P11362	NCAM1	FGFR1	True	True	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.25																
CPI-SS014E486AB	FGF6_FGFR1	simple:P10767	simple:P11362	FGF6	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.25																
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	NRG3	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	1.25																
CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	NRG2	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	1.25																
CPI-SS060B846D1	HBEGF_ERBB4	simple:Q99075	simple:Q15303	HBEGF	ERBB4	True	True	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	1.25																
CPI-SS0F0D7F25C	BTC_ERBB4	simple:P35070	simple:Q15303	BTC	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Betacellulin	1.25																
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	1.25																
CPI-SS05A6C9EC5	BTC_ERBB3	simple:P35070	simple:P21860	BTC	ERBB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Betacellulin	1.25																
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	1.25																
CPI-SS0F6BE4D47	UNC5A_ADGRL3	simple:Q6ZN44	simple:Q9HAR2	UNC5A	ADGRL3	False	True	True	curated	False	Receptor-Receptor		1.25																
CPI-SS01F00A48A	TENM4_ADGRL3	simple:Q6N022	simple:Q9HAR2	TENM4	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.25																
CPI-SS0EA023E51	TENM3_ADGRL3	simple:Q9P273	simple:Q9HAR2	TENM3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.25																
CPI-SS0BCB3D402	TENM2_ADGRL3	simple:Q9NT68	simple:Q9HAR2	TENM2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.25																
CPI-SS038A612D7	TENM1_ADGRL3	simple:Q9UKZ4	simple:Q9HAR2	TENM1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.25																
CPI-CS0D62B1695	TENM3_FLRT3_complex_ADGRL3	complex:TENM3_FLRT3_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-SS052641D5A	FLRT3_ADGRL3	simple:Q9NZU0	simple:Q9HAR2	FLRT3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-SS0474E1C15	FLRT2_ADGRL3	simple:O43155	simple:Q9HAR2	FLRT2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-CS059C42E4B	TENM3_FLRT1_complex_ADGRL3	complex:TENM3_FLRT1_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-SS0430C8A78	FLRT1_ADGRL3	simple:Q9NZU1	simple:Q9HAR2	FLRT1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.25																
CPI-SS0EC12EAD9	TENM4_ADGRL1	simple:Q6N022	simple:O94910	TENM4	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	1.25																
