interacting_pair,cluster_pair,test_type,main_effect_p.value,d_m_p.value,d_f_p.value,f_m_p.value,main_effect_q.value
CADM1_CADM1,6_3|6_1,Linear Regression,0.08078593957064154,0.028889130679787652,0.1657918189629132,0.3743411299264603,0.09425026283241512
CADM1_CADM1,6_2|6_1,Linear Regression,0.07530480757383545,0.16250128413435436,0.02661219179165217,0.3602550031119056,0.09425026283241512
CADM1_CADM1,6_1|6_3,Linear Regression,0.08078593957064154,0.028889130679787652,0.1657918189629132,0.3743411299264603,0.09425026283241512
CADM1_CADM1,6_1|6_2,Linear Regression,0.07530480757383545,0.16250128413435436,0.02661219179165217,0.3602550031119056,0.09425026283241512
CADM1_CADM1,6_1|6_1,Linear Regression,0.38620584784308865,0.18809161205420183,0.35405175531751587,0.6906867943839559,0.38620584784308865
CADM1_CADM1,6_1|6_0,Linear Regression,0.027945986038864397,0.029448363602689473,0.015247111763369741,0.7577386026662976,0.09425026283241512
CADM1_CADM1,6_0|6_1,Linear Regression,0.027945986038864397,0.029448363602689473,0.015247111763369741,0.7577386026662976,0.09425026283241512
CADM3_CADM1,6_3|6_1,Linear Regression,0.34874881482513265,0.20589168382942363,0.9787706124720699,0.2131553035185593,0.559978676443579
CADM3_CADM1,6_2|6_1,Linear Regression,0.5786372806489919,0.7397695239295178,0.30880679610445916,0.501781128371666,0.5786372806489919
CADM3_CADM1,6_1|6_1,Linear Regression,0.4199840073326843,0.20555214203814512,0.7376683683224172,0.3596366525407332,0.559978676443579
CADM3_CADM1,6_0|6_1,Linear Regression,0.2808438754668985,0.18948439983255128,0.16306714587989551,0.930653693672065,0.559978676443579
CADM3_CADM4,6_3|6_1,Linear Regression,0.7611627882655931,0.8140356915713636,0.613122397080847,0.477508350911394,0.9736460535335869
CADM3_CADM4,6_2|6_1,Linear Regression,0.9736460535335869,0.8203802508426232,0.9060732978514274,0.9161911657930667,0.9736460535335869
CADM3_CADM4,6_1|6_1,Linear Regression,0.8986798970322318,0.7544439574130675,0.8807426722151743,0.6562577570610315,0.9736460535335869
CADM3_CADM4,6_0|6_1,Linear Regression,0.666998519353974,0.3756680773729696,0.6680757534581745,0.6536697486328306,0.9736460535335869
L1CAM_pL1:Ezrin,6_3|6_2,Linear Regression,0.5602770203017853,0.8751868680417774,0.31571848397976987,0.4109622783349036,0.910462172972762
L1CAM_pL1:Ezrin,6_2|6_2,Linear Regression,0.8241125145000826,0.5591243960634453,0.915516826335363,0.6439679447451658,0.910462172972762
L1CAM_pL1:Ezrin,6_1|6_2,Linear Regression,0.910462172972762,0.6821212364223304,0.7679599601529427,0.9116127554122426,0.910462172972762
L1CAM_pL1:Ezrin,6_0|6_2,Linear Regression,0.4385418604433764,0.2167331236005274,0.4086204853512455,0.6789866740992344,0.910462172972762
NECTIN1_CADM3,6_0|6_3,Linear Regression,0.5924739667933545,0.641255070432129,0.5557822800798906,0.3149294182628315,0.8347427305861068
NECTIN1_CADM3,6_0|6_2,Linear Regression,0.5594656994667904,0.34143788945227904,0.988309641908089,0.3659483065636281,0.8347427305861068
NECTIN1_CADM3,6_0|6_1,Linear Regression,0.6260570479395802,0.5119784299864141,0.7479668438653307,0.35069085766521213,0.8347427305861068
NECTIN1_CADM3,6_0|6_0,Linear Regression,0.8985678847094001,0.8221364507055222,0.6490643518163525,0.823539534777025,0.8985678847094001
POMC_MC5R,6_1|6_3,Fisher,0.06417112299465247,1,0.08008658008658005,0.08008658008658011,0.2566844919786099
POMC_MC5R,6_1|6_2,Linear Regression,0.9198682153532078,0.7047932036731819,0.9492953209417216,0.7500088011306584,0.9198682153532078
POMC_MC5R,6_1|6_1,Linear Regression,0.7836010545035806,0.5405923144273885,0.986602260232459,0.5510246193635286,0.9198682153532078
POMC_MC5R,6_1|6_0,Linear Regression,0.9054377007320473,0.699423727506485,0.9984846313536657,0.7007543279590189,0.9198682153532078
AGRN_PTPRS,6_3|6_3,Fisher,0.27065968087639725,0.5920745920745919,0.5594405594405593,0.24242424242424251,0.8171220471811536
AGRN_PTPRS,6_3|6_0,Fisher,0.27065968087639725,0.5920745920745919,0.5594405594405593,0.24242424242424251,0.8171220471811536
AGRN_PTPRS,6_2|6_3,Linear Regression,0.4754957867918933,0.49922763109762447,0.23247810370218902,0.6036233459564228,0.9213303165403766
AGRN_PTPRS,6_2|6_0,Linear Regression,0.3268488188724614,0.27507111750946295,0.16316949334979552,0.7534456738325906,0.8171220471811536
AGRN_PTPRS,6_1|6_3,Linear Regression,0.7889044019689391,0.7263004137025901,0.4985265491133689,0.7500984358973499,0.9213303165403766
AGRN_PTPRS,6_1|6_0,Linear Regression,0.9213303165403766,0.695906316661423,0.8025357636211534,0.8915789725032377,0.9213303165403766
AGRN_PTPRS,6_0|6_3,Linear Regression,0.7214881352033755,0.6295424702123458,0.43262735171333166,0.7666930995778358,0.9213303165403766
AGRN_PTPRS,6_0|6_2,Linear Regression,0.8407700890626915,0.624099648612809,0.9597390857570445,0.6027673320503337,0.9213303165403766
AGRN_PTPRS,6_0|6_1,Linear Regression,0.15718781496138332,0.06010621867114795,0.2592260184069979,0.4230158593454144,0.8171220471811536
AGRN_PTPRS,6_0|6_0,Linear Regression,0.7340760270653204,0.46429679322920325,0.5714099305719973,0.8705203017629346,0.9213303165403766
LRRC4B_PTPRS,6_3|6_3,Linear Regression,0.751015537913704,0.49926914177694703,0.9752748223792015,0.5338691078681762,0.795601005876417
LRRC4B_PTPRS,6_3|6_0,Linear Regression,0.483251304508751,0.23574715510559557,0.5377066738063334,0.5698061649109378,0.795601005876417
LRRC4B_PTPRS,6_2|6_3,Linear Regression,0.49960168582625,0.8160047528115558,0.2644349240622332,0.3884649727205375,0.795601005876417
LRRC4B_PTPRS,6_2|6_0,Linear Regression,0.37214104613736665,0.8912710322241492,0.1973612999355674,0.2621587490548056,0.795601005876417
LRRC4B_PTPRS,6_1|6_3,Linear Regression,0.5410983605400685,0.4315214809757152,0.29873006040670774,0.8001684232557253,0.795601005876417
LRRC4B_PTPRS,6_1|6_0,Linear Regression,0.38728064422079783,0.21761835559008186,0.2752018987361163,0.8841799676287088,0.795601005876417
LRRC4B_PTPRS,6_0|6_3,Linear Regression,0.795601005876417,0.617416308092508,0.5336436236198605,0.9042837991130876,0.795601005876417
LRRC4B_PTPRS,6_0|6_0,Linear Regression,0.769780024688115,0.5083152073251846,0.944495026099018,0.5674607794696185,0.795601005876417
LRFN5_PTPRS,6_3|6_3,Fisher,0.010776375327458869,0.10256410256410252,0.4615384615384617,0.015151515151515173,0.06465825196475321
LRFN5_PTPRS,6_3|6_0,Fisher,0.010776375327458869,0.10256410256410252,0.4615384615384617,0.015151515151515173,0.06465825196475321
LRFN5_PTPRS,6_2|6_3,Linear Regression,0.7069384648959386,0.7598826425228675,0.4145840723542962,0.6186963416359916,0.8388764871183657
LRFN5_PTPRS,6_2|6_0,Linear Regression,0.8388764871183657,0.7874929813619629,0.559483969233812,0.7604087242285057,0.8388764871183657
LRFN5_PTPRS,6_1|6_3,Linear Regression,0.35915916973521955,0.25116241495997366,0.20327864296379844,0.8974245880750353,0.6177045285896633
LRFN5_PTPRS,6_1|6_2,Linear Regression,0.8144376653498078,0.678563053760296,0.5393214907158773,0.8457593695628789,0.8388764871183657
LRFN5_PTPRS,6_1|6_1,Linear Regression,0.14252731197085244,0.054518938050295236,0.2296263215924765,0.4379439505711503,0.5701092478834098
LRFN5_PTPRS,6_1|6_0,Linear Regression,0.36032764167730363,0.1716158009983359,0.34200103938492554,0.6690554755852186,0.6177045285896633
LRFN5_PTPRS,6_0|6_3,Linear Regression,0.5611180420657391,0.6810655884223914,0.29162518089014505,0.5264963362134147,0.7481573894209854
LRFN5_PTPRS,6_0|6_2,Linear Regression,0.3564796026741368,0.32885638845697196,0.6225798265213417,0.16524271446983327,0.6177045285896633
LRFN5_PTPRS,6_0|6_1,Linear Regression,0.26554856924224435,0.15474200799827958,0.17869588513569903,0.9341773647538921,0.6177045285896633
LRFN5_PTPRS,6_0|6_0,Linear Regression,0.5577456093137598,0.6281628067429544,0.28739306433833073,0.5669395214600221,0.7481573894209854
LRRTM4_PTPRS,6_3|6_3,Linear Regression,0.8378673077792476,0.5897294795490808,0.6503834326557233,0.933175481685721,0.8378673077792476
LRRTM4_PTPRS,6_3|6_0,Linear Regression,0.8052493582462673,0.5488022774395703,0.9541768510482361,0.6006891433369611,0.8378673077792476
LRRTM4_PTPRS,6_2|6_3,Linear Regression,0.8027286280124024,0.6238028871333183,0.5420510014539773,0.9071975524854813,0.8378673077792476
LRRTM4_PTPRS,6_2|6_0,Linear Regression,0.7809715045842514,0.49446571207850254,0.8282542149292337,0.6508149749758991,0.8378673077792476
LRRTM4_PTPRS,6_1|6_3,Linear Regression,0.25600623231660824,0.19761054824288746,0.13424934234962552,0.8250402678317326,0.6634092433891814
LRRTM4_PTPRS,6_1|6_2,Linear Regression,0.26536369735567256,0.26566080702050604,0.12076935600489477,0.6463278547749853,0.6634092433891814
LRRTM4_PTPRS,6_1|6_1,Linear Regression,0.02893654107336725,0.011870766766556393,0.04883726759662934,0.5061009441905404,0.2893654107336725
LRRTM4_PTPRS,6_1|6_0,Linear Regression,0.08800027549520491,0.04617217477433185,0.07723063738603161,0.7959512187496758,0.4400013774760245
LRRTM4_PTPRS,6_0|6_3,Linear Regression,0.39937753862576153,0.6306873937643077,0.18519603183629813,0.40148928806023854,0.6656292310429359
LRRTM4_PTPRS,6_0|6_0,Linear Regression,0.34910464698562965,0.5949976177339246,0.15546068442828667,0.3743431469682985,0.6656292310429359
SLITRK1_PTPRS,6_3|6_3,Fisher,0.426946892117169,0.5920745920745919,0.2657342657342658,1,0.6099241315959557
SLITRK1_PTPRS,6_3|6_0,Fisher,0.426946892117169,0.5920745920745919,0.2657342657342658,1,0.6099241315959557
SLITRK1_PTPRS,6_2|6_3,Linear Regression,0.39562147972434325,0.38486673291470397,0.1892531565841396,0.6514638634842707,0.6099241315959557
SLITRK1_PTPRS,6_2|6_0,Linear Regression,0.029079023886590515,0.031274364976137066,0.015534555071100143,0.7425563303187326,0.29079023886590516
SLITRK1_PTPRS,6_1|6_3,Linear Regression,0.27900392215944536,0.1205533655694316,0.3292775006019857,0.5500850021837635,0.6099241315959557
SLITRK1_PTPRS,6_1|6_0,Linear Regression,0.22750653956030265,0.09016270242670613,0.42173134558635594,0.3595253706506617,0.6099241315959557
SLITRK1_PTPRS,6_0|6_3,Linear Regression,0.75901407590947,0.5986720505018628,0.4872426803214851,0.8688298978627094,0.8433489732327445
SLITRK1_PTPRS,6_0|6_2,Linear Regression,0.8734211103994565,0.6130056536921429,0.871324911695948,0.7393949385946736,0.8734211103994565
SLITRK1_PTPRS,6_0|6_1,Linear Regression,0.23426605372368314,0.09375224302860563,0.4663963643110781,0.3331029325333543,0.6099241315959557
SLITRK1_PTPRS,6_0|6_0,Linear Regression,0.6312078208272214,0.34790330932877733,0.7315389879273844,0.5598717658528793,0.7890097760340267
SLITRK4_PTPRS,6_3|6_3,Fisher,0.6110184964674085,0.5920745920745919,0.5920745920745919,1.0000000000000002,0.8778693429264055
SLITRK4_PTPRS,6_3|6_0,Fisher,0.6110184964674085,0.5920745920745919,0.5920745920745919,1.0000000000000002,0.8778693429264055
SLITRK4_PTPRS,6_2|6_3,Linear Regression,0.8388196634070324,0.8065993377042237,0.5598743939575895,0.7427670084132285,0.9857544065847206
SLITRK4_PTPRS,6_2|6_0,Linear Regression,0.9857544065847206,0.873834488370013,0.9056234254605828,0.9690490906904503,0.9857544065847206
SLITRK4_PTPRS,6_1|6_3,Linear Regression,0.27634137814504806,0.11728216840971667,0.35057026647012857,0.513174141900826,0.6908534453626202
SLITRK4_PTPRS,6_1|6_0,Linear Regression,0.2102457076279056,0.0830050543304029,0.4851785614297228,0.29045820621584084,0.6908534453626202
SLITRK4_PTPRS,6_0|6_3,Linear Regression,0.6145085400484839,0.37931155473624933,0.435151253894708,0.921650369786132,0.8778693429264055
SLITRK4_PTPRS,6_0|6_2,Linear Regression,0.9762500752356496,0.9192774838294259,0.9025667242693305,0.8293714868952929,0.9857544065847206
SLITRK4_PTPRS,6_0|6_1,Linear Regression,0.037934564244038585,0.012431446089520026,0.35686384227256884,0.09089637668638854,0.3793456424403858
SLITRK4_PTPRS,6_0|6_0,Linear Regression,0.25363760921836653,0.11243370993004587,0.6888613841940243,0.23805564410771168,0.6908534453626202
SLITRK5_PTPRS,6_3|6_3,Fisher,0.8258513931888497,1,0.5594405594405593,1,0.9903050683333108
SLITRK5_PTPRS,6_3|6_0,Fisher,0.8258513931888497,1,0.5594405594405593,1,0.9903050683333108
SLITRK5_PTPRS,6_2|6_3,Linear Regression,0.9232520257219933,0.9871291467589447,0.721594911140293,0.7429457176943004,0.9903050683333108
SLITRK5_PTPRS,6_2|6_0,Linear Regression,0.9203458960823194,0.7220550996909938,0.7420172282592385,0.9794889026979552,0.9903050683333108
SLITRK5_PTPRS,6_1|6_3,Linear Regression,0.48085994583043157,0.3602434422900722,0.2678883393722189,0.8451655272938428,0.9903050683333108
