id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	6_0|6_0	6_0|6_1	6_0|6_2	6_0|6_3	6_1|6_0	6_1|6_1	6_1|6_2	6_1|6_3	6_2|6_0	6_2|6_1	6_2|6_2	6_2|6_3	6_3|6_0	6_3|6_1	6_3|6_2	6_3|6_3
CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	CDH2	CDH2	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	1.327	1.24	1.396	1.207	1.24	1.152	1.309	1.12	1.396	1.309	1.465	1.276	1.207	1.12	1.276	1.087
CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	CDH3	CDH3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.009	0.011	0.022	0.026	0.011	0.014	0.025	0.028	0.022	0.025	0.036	0.039	0.026	0.028	0.039	0.043
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	CDH6	CDH6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.051	0.041	0.049	0.044	0.041	0.032	0.039	0.035	0.049	0.039	0.047	0.042	0.044	0.035	0.042	0.038
CPI-SS0BE3D537D	CDH7_CDH7	simple:Q9ULB5	simple:Q9ULB5	CDH7	CDH7	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	2.021	2.538	2.422	1.874	2.538	3.055	2.94	2.391	2.422	2.94	2.824	2.275	1.874	2.391	2.275	1.727
CPI-SS09C06644C	CADM3_CADM1	simple:Q8N126	simple:Q9BY67	CADM3	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.343	1.86	1.744	1.196	1.252	1.769	1.654	1.105	1.384	1.901	1.785	1.237	1.429	1.946	1.831	1.282
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	CADM1	NECTIN3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.016	1.015	1.02	1.042	1.533	1.532	1.537	1.559	1.417	1.416	1.421	1.443	0.869	0.867	0.872	0.895
CPI-SS00550260E	CADM3_NECTIN3	simple:Q8N126	simple:Q9NQS3	CADM3	NECTIN3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.338	0.336	0.341	0.364	0.247	0.246	0.251	0.273	0.379	0.377	0.382	0.405	0.424	0.423	0.428	0.45
CPI-SS0C5E9FBFB	NECTIN1_NECTIN3	simple:Q15223	simple:Q9NQS3	NECTIN1	NECTIN3	True	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	0.64	0.638	0.643	0.666	0.339	0.338	0.343	0.365	0.456	0.455	0.46	0.482	0.275	0.274	0.279	0.301
CPI-SS02FBD007E	NECTIN2_NECTIN3	simple:Q92692	simple:Q9NQS3	NECTIN2	NECTIN3	False	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	1.395	1.394	1.399	1.421	1.014	1.012	1.017	1.04	0.923	0.922	0.927	0.949	1.182	1.181	1.186	1.209
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	CADM3	CADM4	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.715	0.902	0.8	0.622	0.625	0.811	0.71	0.531	0.756	0.943	0.841	0.663	0.802	0.988	0.887	0.708
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	CADM3	EPB41L1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.684	0.694	0.753	0.752	0.593	0.604	0.662	0.661	0.725	0.735	0.793	0.793	0.77	0.781	0.839	0.838
CPI-SS015BF69EE	COL4A1_ADGRG6	simple:P02462	simple:Q86SQ4	COL4A1	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.027	0.023	0.021	0.022	0.023	0.019	0.017	0.018	0.025	0.021	0.019	0.02	0.0	0.0	0.0	0.0
CPI-SS06D2944B5	COL4A4_ADGRG6	simple:P53420	simple:Q86SQ4	COL4A4	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.023	0.019	0.016	0.018	0.0	0.0	0.0	0.0	0.046	0.042	0.04	0.041	0.0	0.0	0.0	0.0
CPI-SS0924C61F1	COL4A5_ADGRG6	simple:P29400	simple:Q86SQ4	COL4A5	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.031	0.027	0.024	0.026	0.031	0.027	0.025	0.026	0.042	0.038	0.035	0.037	0.0	0.0	0.0	0.0
CPI-SS0335C4DDE	LAMA2_ADGRG6	simple:P24043	simple:Q86SQ4	LAMA2	ADGRG6	True	False	True	curated	False	Ligand-Receptor		0.06	0.057	0.054	0.055	0.07	0.066	0.064	0.065	0.182	0.178	0.176	0.177	0.026	0.022	0.02	0.021
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	DSC2	DSG2	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Desmosome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.025	0.038	0.008	0.0	0.0	0.0	0.0
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.065	0.052	0.056	0.061	0.052	0.04	0.044	0.049	0.056	0.044	0.048	0.053	0.061	0.049	0.053	0.058
CPI-SS0C4261737	GJC1_GJA1	simple:P36383	simple:P17302	GJC1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.131	0.118	0.122	0.127	0.119	0.106	0.11	0.115	0.085	0.073	0.077	0.082	0.051	0.038	0.042	0.047
CPI-SS024F36886	GJA1_GJA5	simple:P17302	simple:P36382	GJA1	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.036	0.038	0.0	0.042	0.023	0.025	0.0	0.03	0.027	0.03	0.0	0.034	0.032	0.034	0.0	0.039
CPI-SS0ACFA4F22	GJA5_GJA5	simple:P36382	simple:P36382	GJA5	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.007	0.009	0.0	0.013	0.009	0.011	0.0	0.016	0.0	0.0	0.0	0.0	0.013	0.016	0.0	0.02
CPI-SS0E7883ADC	GJC1_GJA5	simple:P36383	simple:P36382	GJC1	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.102	0.104	0.0	0.109	0.09	0.092	0.0	0.096	0.056	0.059	0.0	0.063	0.022	0.024	0.0	0.029
CPI-SS0CEFF4625	GJC1_GJC1	simple:P36383	simple:P36383	GJC1	GJC1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.197	0.185	0.152	0.117	0.185	0.173	0.139	0.105	0.152	0.139	0.106	0.072	0.117	0.105	0.072	0.037
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by JAM	0.218	0.274	0.309	0.214	0.274	0.33	0.366	0.27	0.309	0.366	0.401	0.306	0.214	0.27	0.306	0.21
CPI-SC030C83222	L1CAM_pL1:Ezrin	simple:P32004	complex:pL1:Ezrin	L1CAM		False	False	True	curated	False	Ligand-Receptor	Adhesion by L1CAM	1.08	1.152	1.211	1.099	1.145	1.217	1.276	1.164	1.08	1.152	1.211	1.099	0.974	1.047	1.105	0.993
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by L1CAM	2.044	2.109	2.044	1.938	2.109	2.174	2.109	2.003	2.044	2.109	2.044	1.939	1.938	2.003	1.939	1.833
CPI-SS00661A3A4	NECTIN1_CADM3	simple:Q15223	simple:Q8N126	NECTIN1	CADM3	True	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	0.967	0.876	1.008	1.053	0.666	0.576	0.707	0.753	0.783	0.692	0.824	0.869	0.602	0.511	0.643	0.688
CPI-SS01E0F2D2C	NECTIN1_NECTIN4	simple:Q15223	simple:Q96NY8	NECTIN1	NECTIN4	True	True	True	curated	False	Adhesion-Adhesion	Adhesion by Nectin	0.659	0.655	0.651	0.641	0.359	0.355	0.35	0.34	0.475	0.471	0.467	0.457	0.294	0.29	0.286	0.276
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.022	0.024	0.023	0.0	0.059	0.06	0.06	0.0	0.01	0.011	0.011	0.0	0.016	0.017	0.017	0.0
CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.012	0.014	0.013	0.0	0.005	0.006	0.005	0.0	0.022	0.023	0.023	0.0	0.009	0.01	0.009	0.0
CPI-CS064B4FE21	Adenosine_byNT5E_and_SLC29A1_ADORA1	complex:Adenosine_byNT5E_and_SLC29A1	simple:P30542		ADORA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	0.048	0.047	0.034	0.018	0.04	0.038	0.026	0.009	0.053	0.051	0.039	0.023	0.05	0.048	0.036	0.019
CPI-CS0BCAA5227	Adenosine_byNT5E_and_SLC29A2_ADORA1	complex:Adenosine_byNT5E_and_SLC29A2	simple:P30542		ADORA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	0.048	0.047	0.034	0.018	0.04	0.038	0.026	0.009	0.053	0.051	0.039	0.023	0.05	0.048	0.036	0.019
CPI-CS0517F9783	Adenosine_byNT5E_and_SLC29A3_ADORA1	complex:Adenosine_byNT5E_and_SLC29A3	simple:P30542		ADORA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	0.048	0.046	0.034	0.018	0.04	0.038	0.026	0.009	0.044	0.042	0.03	0.013	0.048	0.046	0.034	0.018
CPI-CS0521FD886	Adenosine_byNT5E_and_SLC29A4_ADORA1	complex:Adenosine_byNT5E_and_SLC29A4	simple:P30542		ADORA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	0.048	0.047	0.034	0.018	0.04	0.038	0.026	0.009	0.053	0.051	0.039	0.023	0.05	0.048	0.036	0.019
CPI-SS026C7F8A2	ENTPD1_ADORA1	simple:P49961	simple:P30542	ENTPD1	ADORA1	False	False	True	curated	False	Ligand-Receptor	Signaling by Ectonucleoside	0.039	0.037	0.025	0.008	0.047	0.045	0.033	0.016	0.043	0.041	0.029	0.012	0.0	0.0	0.0	0.0
