"","cluster","gene","behavior_p.value","behavior_estimate","behavior_x_status_p.value","status_p.value","d_f_p.value","d_f_estimate","d_m_p.value","d_m_estimate","f_m_p.value","f_m_estimate","behavior_q.value","status_q.value","behavior_x_status_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",30,"LOC129348986",0.583214481601747,0.000855150798142602,0.71117898606135,0.818785317555912,0.796378579922671,-0.220056004049123,0.925804728140722,0.116886932723555,0.790992424539167,0.336942936772678,0.993440461240165,0.968886657250466,0.93027294635319,0.973261355665187,0.974735875892773,0.953289315791763
"2",30,"trip4",0.901076786024545,0.000544369454076207,0.0814724542403977,0.369225547564473,0.623058920586955,0.198700114534984,0.0446581836473166,-1.49331488447292,0.0304404748292944,-1.69201499900791,0.998615360526795,0.874560716532551,0.416189447796117,0.973261355665187,0.316924276643011,0.276580251769292
"3",30,"csnk1g1",0.294549115510414,0.000714522914392145,0.827810281571762,0.727402507060523,0.73583113576984,-0.101779334996767,0.497878292016862,0.307678923687091,0.379808425646191,0.409458258683858,0.993440461240165,0.965129930332975,0.953573703941333,0.973261355665187,0.927661698794579,0.912380347649933
"4",30,"neo1a",0.413583532863297,-0.000528147439572815,0.111082958745217,0.0465503547695336,0.309361792791859,-0.196765155682444,0.405438242985535,-0.233269454650743,0.893542771140352,-0.0365042989682985,0.993440461240165,0.317071490677371,0.500088313628469,0.973261355665187,0.895134207125774,0.976046090826535
"5",30,"LOC111567962",0.570466334503967,0.000353312530146063,0.514451830996253,0.848951213298904,0.942645967352237,0.0337818561402625,0.560799674753712,0.410636076326786,0.595823254350259,0.376854220186523,0.993440461240165,0.968886657250466,0.876384450081737,0.991093570907799,0.934865383703736,0.953289315791763
"6",30,"anp32a",0.525692273973033,-6.21688778814424e-05,0.0736273391235848,0.168331569961654,0.789114965857848,-0.0217331684313918,0.84052783988573,0.0240999111130106,0.706193405683396,0.0458330795444024,0.993440461240165,0.668103344979426,0.394601822123175,0.973261355665187,0.967216897546607,0.953289315791763
"7",30,"coro2ba",0.511800022757051,-0.00012497450937847,0.822487636458261,0.468325204854823,0.282385593788667,-0.523111888408604,0.948307028920839,0.0437085154116872,0.421387459214434,0.566820403820291,0.993440461240165,0.91710125488789,0.952909578203873,0.973261355665187,0.976997700725065,0.927600799023982
"8",30,"itga11a",0.547680573906842,-0.000136932312978007,0.0649502179398563,0.136351850551769,0.210615577107501,-0.136912887534637,0.74659058709714,0.0480924352310965,0.249852952598868,0.185005322765733,0.993440461240165,0.608256317358809,0.367279271300095,0.973261355665187,0.955323280930704,0.799677053624083
"9",30,"glceb",0.272927833228612,-0.00118955334268166,0.0840664288028087,0.492910695324429,0.489863704878552,-0.184675580466475,0.359182808991652,0.369435536427562,0.194045481289563,0.554111116894037,0.993440461240165,0.917998082587598,0.425700682283018,0.973261355665187,0.869666079508587,0.739109917269963
"10",30,"LOC111564639",0.359921026978429,0.000679028990325631,0.559761282107627,0.756000487431079,0.587733035314359,0.212729574403638,0.702670682002038,-0.219367441573269,0.465888541767118,-0.432097015976908,0.993440461240165,0.965129930332975,0.897895301329056,0.973261355665187,0.945754144920601,0.945049489665974
"11",30,"map2k5",0.449885644294044,0.000840705637294087,0.783673811412173,0.864201707649486,0.739720428430254,0.140905601968497,0.563247529292905,0.366411268183742,0.721545830538647,0.225505666215244,0.993440461240165,0.969202533314076,0.94778106573527,0.973261355665187,0.934865383703736,0.953289315791763
"12",30,"LOC111565738",0.378124858379065,-8.19962445106985e-05,0.491722313612667,0.727795580665417,0.963566186579303,-0.0118604881809044,0.226652193155897,-0.50263939492066,0.240080092876026,-0.490778906739755,0.993440461240165,0.965129930332975,0.872064335913128,0.995080084374366,0.766447325358802,0.788251493709685
"13",30,"secisbp2l",0.516656917398024,-0.000100613354491401,0.0320343565347567,0.114334250146373,0.355246385739636,-0.153960891171873,0.00738920459506734,-0.970073653189379,0.0151962408237024,-0.816112762017506,0.993440461240165,0.551745779752001,0.239331627301427,0.973261355665187,0.0956558074046326,0.175561868324165
"14",30,"ctxn2",0.296188445273107,0.000720963795401358,0.92425414920417,0.887752630008842,0.660687582487005,0.18462648010157,0.628913870800634,0.300765156337027,0.851774083241925,0.116138676235458,0.993440461240165,0.970766480915446,0.974986708422093,0.973261355665187,0.942155644149167,0.966451959814984
"15",30,"myef2",0.110991764382401,0.00134116197038213,0.682363280416751,0.64864998408681,0.576944987056384,0.187472089359757,0.405692806173164,0.421306571099884,0.63895638663565,0.233834481740127,0.919536699934467,0.955755999348497,0.918908447854178,0.973261355665187,0.895134207125774,0.953289315791763
"16",30,"sema6dl",0.0573227125299017,0.00148034485756454,0.85189839977464,0.405569758772426,0.872848341090155,0.0468488625754959,0.294606730711324,0.480633240355577,0.343348726953914,0.433784377780081,0.711740014294758,0.887388461850188,0.955066568540168,0.978668140907241,0.827769928332812,0.895324146743054
"17",30,"dmxl2",0.0178274283828426,-0.00050849924960955,0.145164488119506,0.124945220030727,0.0495426591515869,-0.374263541593839,0.0322228472161228,-0.630326261960084,0.289833975402984,-0.256062720366245,0.368046731525076,0.573979524795431,0.564007682682581,0.973261355665187,0.262676434432366,0.846914798778269
"18",30,"scg3",0.988025286482803,0.000175321719317921,0.580713646820932,0.101518848661578,0.0442563026278754,-0.557641583721265,0.867161054173699,0.054252532220902,0.106347318655303,0.611894115942167,0.998615360526795,0.52092453984041,0.902005118933669,0.973261355665187,0.971963220095882,0.571719252370343
"19",30,"usp8",0.00213533537466153,-7.17863203419031e-05,0.000112984311742875,0.000352576567686971,0.540717076149362,0.013401675601212,0.393201253443299,0.0281641193973027,0.648233985122959,0.0147624437960906,0.0920345434610925,0.00924917026060032,0.00358365694246264,0.973261355665187,0.893273122848806,0.953289315791763
"20",30,"homer2",0.761841632356913,0.000289446645906622,0.110474538355083,0.333206712121558,0.867082451146565,-0.0531957196880921,0.034161322966215,-1.2887974921599,0.0405426102010811,-1.23560177247181,0.994141736437284,0.864998674547704,0.497991814368068,0.978668140907241,0.273997369722125,0.32668167896437
"21",30,"zrsr2",0.875883829610555,-8.40956008102338e-05,0.431042271595562,0.451231163720952,0.350284506967901,-0.195940675357192,0.914548148490346,0.03169680517859,0.458571257343458,0.227637480535782,0.998615360526795,0.909843780709088,0.831516218844905,0.973261355665187,0.972604188339845,0.941707999548544
"22",30,"scml2",0.496931493088748,-0.00029645153928014,0.0354900385377419,0.207440566496638,0.244983454497842,-0.112591452068855,0.484897604985541,0.095158418206837,0.163968135357343,0.207749870275692,0.993440461240165,0.737026615587342,0.255308751460168,0.973261355665187,0.927303551045999,0.685953026692771
"23",30,"nhsb",0.578741265383888,0.00181989168547171,0.311866243995144,0.966967790230139,0.979649991683371,0.01239959626493,0.530624946624315,-0.459792225966621,0.523849440592461,-0.472191822231551,0.993440461240165,0.989841324716594,0.760848118585433,0.999412018704682,0.933201778775626,0.953289315791763
"24",30,"LOC111564831",0.0166572175921452,0.000155421374674023,0.0154016686234371,0.0797434660680068,0.430210266515565,0.0456470478110745,0.472370833275075,0.0610390853409855,0.853773721410166,0.015392037529911,0.356722580893154,0.44192232490307,0.139213528049669,0.973261355665187,0.926295839768491,0.966994965999251
"25",30,"baz2ba",0.705286903316777,0.000133409820301967,0.313439162789372,0.948889809131857,0.592725107713938,0.104346518666245,0.467046302525239,0.212293016774946,0.708242319465063,0.107946498108701,0.994141736437284,0.98449522525745,0.760848118585433,0.973261355665187,0.924815294841407,0.953289315791763
"26",30,"LOC111562565",0.451391215652156,0.00156627928027804,0.65715950220769,0.454105865873295,0.243485047870628,0.956979864112974,0.61796666231377,0.567921155987101,0.733185102781062,-0.389058708125873,0.993440461240165,0.910271746115676,0.915491059287662,0.973261355665187,0.939079954067176,0.953289315791763
"27",30,"tdrd3",0.303828301390892,0.000806663281546735,0.77878481258083,0.886744813284708,0.553145229081762,0.253115729094272,0.658270804904143,0.276344331041334,0.970310646561795,0.023228601947062,0.993440461240165,0.970766480915446,0.947503518453005,0.973261355665187,0.943134277299318,0.992289481238844
"28",30,"pcdh17",0.584991423115784,0.000421973834308906,0.377411410048214,0.86350784869997,0.684909558874545,0.182867756305869,0.601150532245231,-0.349895577854751,0.43869262406565,-0.532763334160621,0.993440461240165,0.969202533314076,0.796321772483533,0.973261355665187,0.936111999392482,0.936145911538258
"29",30,"rasa3",0.379289639021652,-0.00017941120543167,4.00022664859846e-05,0.000155418153196283,0.00805838736195173,-0.222117860670442,7.72751238369303e-06,-1.45352208710084,1.83373883335246e-05,-1.2314042264304,0.993440461240165,0.00498103448817211,0.00172306058974815,0.973261355665187,0.000627006760621046,0.00123036822876283
"30",30,"gpc6a",0.398094450545292,0.000291022012703944,0.284678621965237,0.375480418350955,0.160774045612772,-0.397985987981659,0.123997165914364,-0.659600458480376,0.500542035138585,-0.261614470498717,0.993440461240165,0.884507619591634,0.733021189694991,0.973261355665187,0.58384090671419,0.953289315791763
"31",30,"dync1li2",0.891721495252891,-0.000234260995380513,0.0989733704101997,0.0166053676087357,0.591371243972502,-0.0709984994589787,0.137003216010883,-0.323677084419574,0.22945201032033,-0.252678584960595,0.998615360526795,0.164125007328269,0.46727752281622,0.973261355665187,0.619989467826408,0.783082612021721
"32",30,"cbfa2t3",0.844109043861879,-0.000635889739799528,0.608152396653932,0.743801998736646,0.39494068545027,0.390611493611317,0.422992406172029,0.540734641563308,0.819959264399502,0.150123147951991,0.998615360526795,0.965129930332975,0.909911080516322,0.973261355665187,0.904739265656469,0.9571220720943
"33",30,"ankrd11",0.906899580075862,0.00112595783477074,0.326112869254613,0.717475047401327,0.360742157415346,-0.636433282760549,0.221066627023194,-1.30593151313117,0.509576335680369,-0.669498230370622,0.998615360526795,0.965129930332975,0.771918453751253,0.973261355665187,0.757060786099163,0.953289315791763
"34",30,"LOC111580055",0.230174081016907,0.00103766987414123,0.744332091633867,0.877258731208889,0.635293509815745,0.178693954937569,0.701661489401399,-0.212186311907375,0.492273226209471,-0.390880266844944,0.993440461240165,0.970619932393808,0.938191349788028,0.973261355665187,0.945754144920601,0.953289315791763
"35",30,"ano5b",0.339128420835893,0.000311682590909759,0.0596435636321224,0.217103561208944,0.703637677366646,-0.0960261242389986,0.717060629663666,0.134960872195325,0.544193203508465,0.230986996434323,0.993440461240165,0.746280123209858,0.342827666412644,0.973261355665187,0.949498515032056,0.953289315791763
"36",30,"igdcc3",0.0404643498616123,-0.000105949811730349,0.00208178463537436,0.00661266829086391,0.839106594122971,0.0102103621892897,0.594186114541255,0.0400844929288747,0.692061864193903,0.0298741307395851,0.6052183616861,0.0835927524160297,0.0315797677948746,0.975705663313128,0.936111999392482,0.953289315791763
"37",30,"golm2",0.366358329388094,0.00027364588530274,0.00884161875078723,0.0388694762721391,0.370002244062533,-0.169621872410601,0.0016451430954879,-1.56571744123164,0.00285481995178168,-1.39609556882104,0.993440461240165,0.287931215952215,0.0937641575121479,0.973261355665187,0.033963930533475,0.0510765923759536
"38",30,"fam189a1",0.106594439484002,0.00150000394165147,0.475468829747051,0.729431696481027,0.951449037121811,-0.0220800279940092,0.333734840098134,0.544761496682039,0.320524892655413,0.566841524676048,0.908558993073945,0.965129930332975,0.86401601405597,0.991801600810877,0.856400852109947,0.87365670598725
"39",30,"tjp1a",0.284203113391848,-0.000322976500840635,0.488952091512849,0.79920229170536,0.712451966744759,-0.0990309093493201,0.509036377937082,0.266303964445229,0.378507892285536,0.365334873794549,0.993440461240165,0.965129930332975,0.871491484446699,0.973261355665187,0.928514197988138,0.912380347649933
"40",30,"apba2b",0.46919549663441,2.97321277748648e-05,0.625069225096638,0.447756525098537,0.331545958594704,-0.390817236532574,0.600867558147445,0.299583199260939,0.258691634992532,0.690400435793513,0.993440461240165,0.908268904691161,0.910596257557909,0.973261355665187,0.936111999392482,0.811287598457557
"41",30,"syt7b",0.387741174964328,0.00236198464995681,0.535361658413474,0.302742905181316,0.804036192986556,0.159688161630345,0.561707827418953,0.559753431035095,0.678463507564538,0.40006526940475,0.993440461240165,0.841649399344711,0.889041802096436,0.973261355665187,0.934865383703736,0.953289315791763
"42",30,"dagla",0.974949783202667,0.000702721307550687,0.41829456734423,0.797855263073826,0.679422635058832,0.271632896552505,0.323534434891515,-1.00159598337005,0.226530371155979,-1.27322887992256,0.998615360526795,0.965129930332975,0.820828426883015,0.973261355665187,0.846217811857677,0.780221584366448
"43",30,"ext2",0.207069495921738,-0.000166266004422235,0.0617035613250806,0.0654682413563093,0.929710346136197,-0.00859784729281868,0.00827203961095908,-0.578581371173908,0.00913050022664982,-0.56998352388109,0.993440461240165,0.392537888999357,0.352924140103617,0.985927366188748,0.10344496846823,0.117241517159134
"44",30,"sox6",0.0607110664564706,0.000764533629466806,0.449238909225212,0.661318616687485,0.557118947267608,-0.0938635077127829,0.736264522775289,0.0785001350356666,0.473587414641898,0.172363642748449,0.737439869313839,0.955755999348497,0.843592332770056,0.973261355665187,0.953346737170274,0.949226787995682
"45",30,"tub",0.0357810966950734,0.00139589513250367,0.888428180677823,0.877533469937869,0.686127082263828,-0.126590444470923,0.773509716802123,0.132519130278553,0.581826050592224,0.259109574749476,0.575847745941068,0.970619932393808,0.962025099826472,0.973261355665187,0.959056315132865,0.953289315791763
"46",30,"dennd5a",0.986739655211403,0.000224652546561302,0.884769330174321,0.592610483544985,0.636475795666576,-0.225699045811932,0.443452374542209,0.551255336607013,0.297976686833518,0.776954382418946,0.998615360526795,0.944519808325635,0.961611614229143,0.973261355665187,0.915506115253116,0.854219190426276
"47",30,"galnt18b",0.381205262341051,0.000336030273798655,0.234600568512852,0.146732456564766,0.556338301896896,-0.15588489210449,0.0428757905909077,-0.985668673442087,0.0742736118212959,-0.829783781337597,0.993440461240165,0.626621225158469,0.689571510986806,0.973261355665187,0.31165340285766,0.473748869551191
"48",30,"usp47",0.236097397921206,-6.01789386707499e-05,0.0530700346417793,0.0912976672078801,0.113788052176039,-0.13822957798639,0.832132277559134,0.0238100338390622,0.192568568276826,0.162039611825453,0.993440461240165,0.484456022495493,0.320612630222957,0.973261355665187,0.964438061354511,0.736701463506409
"49",30,"cpne7",0.406252168756454,0.000832358744973469,0.470343446233136,0.64510123770046,0.607209913845502,-0.125573865971165,0.631649613141856,0.172578932742498,0.422570093903161,0.298152798713664,0.993440461240165,0.955735973816096,0.860980211913647,0.973261355665187,0.943014762623849,0.927641570452061
"50",30,"zfhx3b",0.0469854324605158,0.000406876108685778,0.560522164095241,0.0958741869403875,0.333085730777807,0.147803020926796,0.286195495480943,-0.243170815217731,0.11573402510889,-0.390973836144527,0.645239112906757,0.501178094502355,0.897895301329056,0.973261355665187,0.819143628985241,0.589483231540027
"51",30,"znf821",0.542551532624641,0.000133368636172083,0.83376468931516,0.387509500418561,0.200958853046255,0.669103896606477,0.310994689133151,0.75611766464779,0.902804525418485,0.0870137680413131,0.993440461240165,0.887388461850188,0.954141275874663,0.973261355665187,0.840480612227393,0.977921449607294
"52",30,"sltm",0.0375206279538182,0.00184603810335428,0.0147143410776048,0.228055641871426,0.27038955271145,0.301418267221054,0.0182800573322593,-1.23856927644733,0.0081194360743274,-1.53998754366838,0.581819870803874,0.764347871747748,0.135100884262535,0.973261355665187,0.178652997289223,0.108539128211986
"53",30,"aldh1a2",0.0458870605270923,0.00071286723527347,0.0540160961147946,0.333109251095847,0.802018991299395,0.0399364568098251,0.660463851625211,0.10403561728884,0.787273651210241,0.064099160479015,0.639843614808816,0.864998674547704,0.322157537341057,0.973261355665187,0.943134277299318,0.953289315791763
"54",30,"LOC129348974",0.323821550005987,-9.03084040808598e-05,0.0531848244876893,0.109798812101388,0.145607414102501,-0.119980161702749,0.764698340282031,0.0325092814152155,0.201851756151507,0.152489443117965,0.993440461240165,0.54108482404201,0.320612630222957,0.973261355665187,0.957595295035672,0.750011477329719
"55",30,"tcf12",0.615222037453917,-0.000575626673295008,0.0500015540094192,0.233362663189446,0.925242691341577,0.01814571964489,0.525329642072619,0.185299747822663,0.568680993509324,0.167154028177773,0.993440461240165,0.769171293982596,0.309544958119288,0.985927366188748,0.932828681445702,0.953289315791763
"56",30,"znf280d",0.658761941039031,-0.000135810150193258,0.755620618554532,0.117753263599973,0.627606692436939,-0.0771135350324901,0.164673230201196,-0.358719737704054,0.261570049074967,-0.281606202671564,0.993440461240165,0.560129750875907,0.93924619626924,0.973261355665187,0.661394136583652,0.814110527406386
"57",30,"ccpg1",0.679005247043961,0.000182061726046325,0.487336538586606,0.253654327229169,0.478201961058019,-0.218731858403326,0.076251557716638,-0.939655868401722,0.151028395685749,-0.720924009998396,0.994141736437284,0.793382431636034,0.871064130701162,0.973261355665187,0.449282863557819,0.66281518559444
"58",30,"pigb",0.432167646217487,-0.000126214144399488,0.362572659327151,0.551838889573367,0.558540762154999,-0.11504805013411,0.879553326888469,0.0432395497279917,0.588193724539972,0.158287599862102,0.993440461240165,0.934171336125634,0.792571599112469,0.973261355665187,0.971963220095882,0.953289315791763
"59",30,"furina",0.0395542958493002,-0.00100849799899549,0.102827640475788,0.134989234951564,0.77717374337008,-0.0701080371570308,0.0176659317179973,-1.20575324371889,0.0227878448717785,-1.13564520656185,0.597548551991746,0.604592350123243,0.478992840614186,0.973261355665187,0.175602381094281,0.228467789533434
"60",30,"LOC111577159",0.0549708410543256,1.44478092106319e-05,0.184667377634568,0.438220556070038,0.371125771129129,-0.179544633067177,0.106047664742312,-0.531461264750337,0.252990162287491,-0.35191663168316,0.704462856877067,0.904705041496072,0.626146239618085,0.973261355665187,0.533875119349877,0.802790072584432
"61",30,"mthfsd",0.608876851204426,-0.000229801203182911,0.0384205553935256,0.139680313477579,0.829468779119232,0.019628055055177,0.578422217245964,0.0758458835924271,0.680981282925528,0.0562178285372501,0.993440461240165,0.612241977039288,0.265970868587323,0.975705663313128,0.934865383703736,0.953289315791763
"62",30,"tcf25",0.791098231669345,-0.000299243300672845,0.386775907382147,0.702517782819824,0.927417226479253,-0.0193114888879626,0.760153442505219,0.0959927234890326,0.716995071739844,0.115304212376995,0.995944338038875,0.962884097154057,0.802295565312909,0.985927366188748,0.957595295035672,0.953289315791763
"63",30,"gse1b",0.587298634714059,1.27093687990453e-05,0.668630733468689,0.919838837373125,0.588053648514251,0.271139064022555,0.778114713805382,0.205833716985184,0.929161093850594,-0.0653053470373712,0.993440461240165,0.97694558053153,0.915523980503476,0.973261355665187,0.959750558877613,0.981139750374863
"64",30,"mafa",0.134105188687797,-0.000120662353435369,0.0243945504785469,0.0736334214005099,0.181288111175109,-0.114209986875239,0.707075727975098,0.043230231311019,0.210573527978129,0.157440218186258,0.961290205915582,0.418415321280747,0.195212354632225,0.973261355665187,0.947149310248647,0.754867129754294
"65",30,"spon1a",0.981283767415827,0.000742779223280854,0.189091732161482,0.589870943738052,0.306610313199838,-0.463943224860535,0.0904126919149124,-1.26031581909206,0.24689396666176,-0.79637259423152,0.998615360526795,0.943661278566242,0.631772876945928,0.973261355665187,0.48831251097698,0.793956501567604
"66",30,"kiaa1549lb",0.86406606811187,0.000707549627238235,0.72460111710849,0.523226808484315,0.30932117004559,-0.445753347163961,0.356746402398686,-0.590471153819656,0.815185567831785,-0.144717806655695,0.998615360526795,0.927549138262141,0.935262165121723,0.973261355665187,0.869666079508587,0.956349174904202
"67",30,"hipk3b",0.349770037465358,-0.000337270353040501,0.367187888174037,0.36874202599222,0.226378490747385,0.534873680783805,0.15433618768176,0.960483725540911,0.494670516881974,0.425610044757107,0.993440461240165,0.874249745828665,0.792571599112469,0.973261355665187,0.644791357994954,0.953289315791763
"68",30,"cstf3",0.466532314686212,-0.000885889809827773,0.909221828173249,0.7809235243704,0.57604411046431,0.251953353565711,0.946915487418747,0.0435553422456275,0.753559271047368,-0.208398011320083,0.993440461240165,0.965129930332975,0.969818085752512,0.973261355665187,0.976997700725065,0.953289315791763
