gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	6_0	6_1	6_2	6_3
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC32A1	CPI-CC0836120E7	GAD1	0.32	0.6	0.0	0.4
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC32A1	CPI-CC0B41182ED	GAD1	0.32	0.6	0.0	0.4
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC32A1	CPI-CC0B9F66E8C	GAD1	0.32	0.6	0.0	0.4
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CS06B116BC0	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CS04C0A3C19	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0200FD25E	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC07921E343	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC03C18523A	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0DF227F32	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0C3E95213	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC01B9552BA	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC07D1D1AD0	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0F2E29DCC	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0C87922CA	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0CDF35FE2	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0A95EED6F	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC06A23B181	SLC6A1	0.6	0.6	0.0	0.8
SLC6A1	P30531	True	SC6A1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC02B07EA5C	SLC6A1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CS06B116BC0	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CS04C0A3C19	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0200FD25E	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC07921E343	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC03C18523A	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0DF227F32	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0C3E95213	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC01B9552BA	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC07D1D1AD0	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0F2E29DCC	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0C87922CA	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0CDF35FE2	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC0A95EED6F	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC06A23B181	GAD1	0.6	0.6	0.0	0.8
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A1	CPI-CC02B07EA5C	GAD1	0.6	0.6	0.0	0.8
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CS02929CEBB	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CS0A7EA055F	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0CBCCF256	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC02E4FE92E	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC004185A70	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0E8A76CD6	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC09E9DF123	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC08A636173	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC01D135078	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC096B77AA5	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC022A52952	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC084F4CFB2	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0D3BD85F0	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0C7DAF2F3	SLC6A11	0.2	0.3	0.0	0.2
SLC6A11	P48066	True	S6A11_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0E67ABF53	SLC6A11	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CS02929CEBB	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CS0A7EA055F	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0CBCCF256	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC02E4FE92E	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC004185A70	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0E8A76CD6	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC09E9DF123	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC08A636173	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC01D135078	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC096B77AA5	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC022A52952	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC084F4CFB2	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0D3BD85F0	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0C7DAF2F3	GAD1	0.2	0.3	0.0	0.2
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A11	CPI-CC0E67ABF53	GAD1	0.2	0.3	0.0	0.2
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CS0E715A989	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CS04368D963	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC07643D38C	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0489A8F45	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC07774ECF6	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0604DCB2A	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC036F9ABD3	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC002C86EAE	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0195F6CE4	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC07936BEBD	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC01C3B4299	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0EB1A69E6	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC025A561B8	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0F677619F	SLC6A13	0.04	0.0	0.0	0.0
SLC6A13	Q9NSD5	True	S6A13_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC040318B79	SLC6A13	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CS0E715A989	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CS04368D963	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC07643D38C	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0489A8F45	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC07774ECF6	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0604DCB2A	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC036F9ABD3	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC002C86EAE	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0195F6CE4	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC07936BEBD	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC01C3B4299	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0EB1A69E6	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC025A561B8	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC0F677619F	GAD1	0.04	0.0	0.0	0.0
GAD1	Q99259	True	DCE1_HUMAN	GABA_byGAD1_and_SLC6A13	CPI-CC040318B79	GAD1	0.04	0.0	0.0	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CS03CCCE0E4	SLC6A6	0.64	0.6	0.0	0.8
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CS0AD67AADC	SLC6A6	0.64	0.6	0.0	0.8
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD1_and_SLC6A6	CPI-CC0946F123A	SLC6A6	0.64	0.6	0.0	0.8
