"","X","source","Phase","Log_11KT","Log_E2","days","mass_final","Percent_Testicular","z_11kt","z_mass","z_percent_testicular","z_testis","SexState"
"186",273,"Graham","NF",2.077331561,NA,180,6.76,0,-0.392570098152534,0.99479479527278,-0.783081360239224,-0.949743727558784,0.678341511830703
"187",283,"Graham","NM",2.804990823,NA,180,2.68,0.569931299,0.862189696031238,-0.655011099734751,1.50987823958775,1.32242155040587,-0.875059333824858
"188",293,"Graham","D",3.030980018,NA,NA,4.53,0.434559284,1.25188054532597,0.0930626516779773,0.965246699107688,1.07341310618483,-0.700748377229273
"189",303,"Graham","S",2.808973527,NA,180,2.51,0.0963,0.869057384126899,-0.723753012026732,-0.395645173016705,0.191042840036788,-0.36609278030895
"190",314,"Graham","D",2.181357592,NA,NA,8.45,0.163798508,-0.213189874380552,1.67817027629306,-0.12408375471215,0.455817211038371,0.115398873451372
"191",323,"Graham","S",2.879176191,NA,180,2.86,0.466861035,0.99011332999596,-0.582225545543243,1.09520378371881,1.13305610554629,-0.797834970173548
"192",115,"Gonzalez","D",2.89301233222244,2.2465724341217,180,3.74,0.0863933607904494,1.01397207078193,-0.226385058384756,-0.435501772430385,0.140471690747019,-0.283049631334878
"193",215,"Gonzalez","S",3.12260247406978,2.21764184077333,180,3.56,0.154705585301589,1.40987231444706,-0.299170612576264,-0.160666592728572,0.425796177397916,-0.497221365658461
"194",315,"Gonzalez","D",2.48767560625998,2.4471890512688,180,4.04,0.104305532064001,0.31501824252188,-0.105075801398908,-0.363437147891428,0.228954550052173,-0.1793960534729
"195",414,"Gonzalez","S",2.66345591797261,2.22685757028872,180,2.07,0.401428340346515,0.618129986251872,-0.901673255605976,0.831953589157633,1.01119975332031,-0.730621413389916
"196",513,"Gonzalez","S",2.35073245171613,2.19661827133024,180,2.99,0.137438452124089,0.0788764473387425,-0.529658200849375,-0.230136086420722,0.364881584990248,-0.273189191840552
"197",612,"Gonzalez","D",2.53383050250989,2.17093610860908,180,3.33,0.31459273594986,0.394606741072608,-0.392174376265414,0.482594757562586,0.838479229746385,-0.523956891041582
"198",73,"Gonzalez","S",2.58622711847495,2.41858299406699,180,1.98,0.147224409283725,0.484958325251639,-0.93806603270173,-0.19076501757075,0.400078181411918,-0.431355937872957
"199",83,"Gonzalez","D",3.06440557121243,2.48023697181947,180,3.07,0.158021024443097,1.30951884179186,-0.497309065653149,-0.147327848180761,0.436892604676827,-0.518587406989669
"200",116,"DeAngelis 2016","F",2.10610253978679,3.6795346399818,NA,7.11,0,-0.34295804852129,1.13632226175627,-0.783081360239224,-0.949743727558784,0.693850649440405
"201",216,"DeAngelis 2016","M",3.20795962716972,2.16783404448421,0,2.66,NA,1.55706033148874,-0.663098383533808,NA,NA,-0.842322811304297
"202",316,"DeAngelis 2016","F",1.1806866249083,3.53847319103944,NA,NA,0,-1.9387251108353,NA,-0.783081360239224,-0.949743727558784,0.941525626291142
"203",415,"DeAngelis 2016","M",2.32215294808211,2.03205437547967,0,NA,NA,0.0295945732935562,NA,NA,NA,-0.0179416919705586
"204",514,"DeAngelis 2016","F",1.24550173628706,4.00092016310773,NA,NA,0,-1.82695934344841,NA,-0.783081360239224,-0.949743727558784,0.917693145519964
"205",613,"DeAngelis 2016","M",2.54540503821265,2.14536735454461,0,NA,NA,0.414565618523367,NA,NA,NA,-0.251330152840889
"206",74,"DeAngelis 2016","F",1.00784627232798,3.55102159190328,NA,NA,0,-2.23676725302456,NA,-0.783081360239224,-0.949743727558784,1.00507892878078
"207",84,"DeAngelis 2016","M",2.38696807118536,1.75587485567249,0,NA,NA,0.141360360897905,NA,NA,NA,-0.0856996323927214
"208",94,"DeAngelis 2016","F",1.33344727449675,3.62493613955415,NA,6.85,0,-1.67530797145862,1.03118757236853,-0.783081360239224,-0.949743727558784,0.911529488348049
"209",104,"DeAngelis 2016","M",2.57061091915958,1.85003325768977,0,2.89,NA,0.458030091032466,-0.570094619844658,NA,NA,-0.38704144668258
"210",117,"DeAngelis 2016","F",NA,3.20783490966594,NA,NA,0,NA,NA,-0.783081360239224,-0.949743727558784,0.671255533416207
"211",123,"DeAngelis 2016","M",2.66579855275607,1.92708792847286,0,NA,NA,0.622169574685974,NA,NA,NA,-0.377189924373728
"212",134,"DeAngelis 2016","F",NA,3.80157451264368,NA,NA,0,NA,NA,-0.783081360239224,-0.949743727558784,0.671255533416207
"213",144,"DeAngelis 2016","M",2.89468653342052,1.99246514780804,0,NA,NA,1.01685902688959,NA,NA,NA,-0.616470163531885
"214",154,"DeAngelis 2016","F",1.31751853845064,3.50706208722662,NA,NA,0,-1.70277513721405,NA,-0.783081360239224,-0.949743727558784,0.891212607011968
"215",164,"DeAngelis 2016","M",2.82627057028525,NA,0,NA,NA,0.898884029104845,NA,NA,NA,-0.544947893233026
"216",174,"DeAngelis 2016","F",1.7316151604648,3.99891290435879,NA,NA,0,-0.98871593485804,NA,-0.783081360239224,-0.949743727558784,0.738949507070794
"217",183,"DeAngelis 2016","F",1.19869081218475,3.46772646614358,NA,7.65,0,-1.90767908214963,1.3546789243308,-0.783081360239224,-0.949743727558784,1.00815282649194
"218",194,"DeAngelis 2016","M",2.90188821376059,1.78096502960832,0,4.73,NA,1.02927744772635,0.173935489668543,NA,NA,-0.329455718977021
"219",204,"DeAngelis 2016","F",1.43274543531553,3.47549031567192,NA,NA,0,-1.50408038412696,NA,-0.783081360239224,-0.949743727558784,0.84884374047084
"220",217,"DeAngelis 2016","M",3.04592182012459,1.78636094933321,0,NA,NA,1.27764586370734,NA,NA,NA,-0.774572023955711
"221",223,"DeAngelis 2016","F",NA,3.02118929906994,NA,NA,0,NA,NA,-0.783081360239224,-0.949743727558784,0.671255533416207
"222",234,"DeAngelis 2016","M",NA,2.00421386184203,0,NA,NA,NA,NA,NA,NA,NA
"223",244,"DeAngelis 2016","F",NA,2.71006656746489,NA,NA,0,NA,NA,-0.783081360239224,-0.949743727558784,0.671255533416207
"224",254,"DeAngelis 2016","M",2.85507729163292,1.97575338903629,0,NA,NA,0.948557712430148,NA,NA,NA,-0.575062533387669
"225",264,"DeAngelis 2016","F",1.20949332608529,3.97543180850926,NA,NA,0,-1.88905146229188,NA,-0.783081360239224,-0.949743727558784,0.930933418127373
"226",274,"DeAngelis 2016","F",1.09426644141283,3.43306142845318,NA,7.25,0,-2.08774619435461,1.19293324834966,-0.783081360239224,-0.949743727558784,1.01225438325426
"227",284,"DeAngelis 2016","M",2.85147645168441,2.06165977506218,0,6.25,NA,0.94234850239376,0.788569058396838,NA,NA,-0.0679459966395383
"228",294,"DeAngelis 2016","F",0.997043750838716,2.89077300678336,NA,NA,0,-2.25539488596814,NA,-0.783081360239224,-0.949743727558784,1.00905100998525
"229",304,"DeAngelis 2016","M",NA,2.10042224376436,0,NA,NA,NA,NA,NA,NA,NA
"230",317,"DeAngelis 2016","F",NA,2.92237507920709,NA,6.58,0,NA,0.922009241081271,-0.783081360239224,-0.949743727558784,0.724593016814035
"231",324,"DeAngelis 2016","M",2.85507729163292,1.7131544018373,0,2.75,NA,0.948557712430148,-0.626705606438054,NA,NA,-0.595853477565881
"232",332,"DeAngelis 2016","F",1.08706477318285,3.29377344817998,NA,NA,0,-2.10016459430899,NA,-0.783081360239224,-0.949743727558784,0.975950329628767
"233",343,"DeAngelis 2016","M",3.11793862317611,1.98764392410053,0,NA,NA,1.40183007147284,NA,NA,NA,-0.849858624010242
"234",353,"DeAngelis 2016","F",NA,3.82998748943931,NA,NA,0,NA,NA,-0.783081360239224,-0.949743727558784,0.671255533416207
"235",362,"DeAngelis 2016","M",2.82266972995571,2.0883841860977,0,NA,NA,0.892674818411417,NA,NA,NA,-0.5411835630453
"236",373,"DeAngelis 2016","F",1.31751853845064,3.10215231795891,NA,NA,0,-1.70277513721405,NA,-0.783081360239224,-0.949743727558784,0.891212607011968
"237",383,"DeAngelis 2016","M",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"238",393,"DeAngelis 2016","M",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"239",403,"DeAngelis 2016","F",1.62995836206672,3.73667681064246,NA,NA,0,-1.16401070549666,NA,-0.783081360239224,-0.949743727558784,0.77632865587645
"240",416,"DeAngelis 2016","M",2.78157923812627,2.05268432502306,0,NA,NA,0.821819268618638,NA,NA,NA,-0.498227429291433
"241",423,"DeAngelis 2016","F",1.32555593020022,3.58480315001742,NA,NA,0,-1.68891563381165,NA,-0.783081360239224,-0.949743727558784,0.888257262490489
"242",432,"DeAngelis 2016","M",2.75782505980686,1.92707080533886,0,NA,NA,0.780858080524714,NA,NA,NA,-0.473394734045602
"243",443,"DeAngelis 2016","F",1.50871164917039,3.72426371467534,NA,NA,0,-1.37308589832951,NA,-0.783081360239224,-0.949743727558784,0.820911005458237
"244",453,"DeAngelis 2016","M",2.97984893720597,1.78367136966082,0,NA,NA,1.163711222452,NA,NA,NA,-0.705499217333272
"245",463,"DeAngelis 2016","F",1.15569022263024,3.53540537001292,NA,NA,0,-1.98182836288702,NA,-0.783081360239224,-0.949743727558784,0.950716789647466
"246",472,"DeAngelis 2016","M",2.85328060357668,2.01535975540921,0,NA,NA,0.945459542650155,NA,NA,NA,-0.573184269852197
"247",481,"DeAngelis 2016","F",1.04438255496928,3.41252144519098,NA,NA,0,-2.17376488243529,NA,-0.783081360239224,-0.949743727558784,0.991644557767971
"248",492,"DeAngelis 2016","M",2.95312360776462,1.9972115828325,0,NA,NA,1.1176266460293,NA,NA,NA,-0.677560471044616
