"","X","source","Phase","Log_11KT","Log_E2","days","mass_final","Percent_Testicular","z_11kt","z_mass","z_percent_testicular","z_testis","SexState"
"116",272,"Parker","D",2.22359976464969,2.48674209553399,126,4.3,NA,-0.1403483912472,5.88879888270516e-05,NA,NA,0.0537520497204898
"117",282,"Parker","F",1.92100980149703,2.6280004459889,NA,5.6,0,-0.662127937959692,0.525732334927501,-0.783081360239224,-0.949743727558784,0.645539352462034
"118",292,"Parker","M",2.45689718744935,2.5255242108724,NA,3,NA,0.261944607004646,-0.525614558949847,NA,NA,-0.295456521704423
"119",302,"Parker","S",1.88907749265006,2.22870825980197,126,2.5,NA,-0.717191316341643,-0.72779665392626,NA,NA,0.00431455923101218
"120",312,"Parker","D",2.57472558359407,2.47768547088504,98,3.32,NA,0.465125328829297,-0.396218018164943,NA,NA,-0.325192586090711
"121",322,"Parker","D",2.58382198708202,2.61123458456199,98,4.86,NA,0.480810969024381,0.22650283436241,NA,NA,-0.0999642195809068
"122",331,"Parker","S",2.3573058075461,2.26796915868509,98,2.26,NA,0.0902113990655161,-0.824844059514939,NA,NA,-0.340823291230949
"123",342,"Parker","S",2.38069954838272,2.59864827117504,98,2.99,NA,0.130551056608892,-0.529658200849375,NA,NA,-0.246656074630113
"124",352,"Parker","D",2.41664050733828,2.46474283684515,42,2.82,NA,0.19252686399145,-0.598400113141356,NA,NA,-0.295908303035835
"125",361,"Parker","D",2.56543457030776,2.51839547977389,98,4.08,NA,0.449104107733524,-0.0889012338007946,NA,NA,-0.204943943879435
"126",372,"Parker","S",2.23330077156347,2.05713336724909,42,1.83,NA,-0.123620186063563,-0.998720661194654,NA,NA,-0.323526379830101
"127",382,"Parker","S",2.49427985320748,2.51078621792284,98,2.46,NA,0.32640646221939,-0.743971221524373,NA,NA,-0.401216563546395
"128",392,"Parker","D",2.69476309549299,2.22978419784063,182,2.9,NA,0.672115401779981,-0.56605097794513,NA,NA,-0.467499138817716
"129",402,"Parker","D",2.49436333926731,2.53016126336241,70,5.1,NA,0.326550423763921,0.323550239951088,NA,NA,-0.00487161730252703
"130",412,"Parker","S",2.62717119988205,1.98726395412224,182,1.5,NA,0.5555614080987,-1.13216084387909,NA,NA,-0.633090421041338
