"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.273054523113936,0.0508720379872891,-0.0555918657741987,0.684286487586282,0.217462657339738,0.0955284116801512,0.106683032455119,NA,TRUE,"1","1","1","0.999999999954007",11
"2","trip4",-0.748521220386335,0.000507834219882347,-0.400663824418424,0.0449937181601342,0.347857395967911,0.104045295311526,0.00217549293275479,NA,TRUE,"0.0570421356170549","1","1","0.117115914877317",11
"3","chrna7a",-0.757808409835533,0.999999893038089,33.5206171760734,0.999993929337877,34.2784255859089,0.999992278027245,0.999999999924223,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",11
"4","cln6a",0.0488628243130943,0.890006572519984,-0.0742172802785144,0.837209905997298,-0.123080104591609,0.709874248955798,0.9327183856031,NA,TRUE,"1","1","1","0.999999999954007",11
"5","LOC118470268",-1.67549182324966,0.135552581515132,-0.99773011332821,0.252633089380962,0.677761709921454,0.581111081796897,0.242009783963696,NA,TRUE,"1","1","1","0.999999999954007",11
"6","calml4a",96.8570272831425,0.999982459769256,65.8541819911133,0.999991031488504,-31.0028452920292,0.999993594320599,0.999999999726138,NA,TRUE,"1","1","1","0.999999999954007",11
"7","LOC111568352",0.396510520674377,0.414122463618609,0.332768858251134,0.48632969767506,-0.0637416624232424,0.884291149540951,0.691183047102316,NA,FALSE,"1","1","1","0.999999999954007",11
"8","rxfp3.3a2",26.1607657429957,0.999996306846712,58.4696161343747,0.999989411500773,32.308850391379,0.999992717905921,0.999999999870295,NA,TRUE,"1","1","1","0.999999999954007",11
"9","rps17",-0.204146929824903,0.476695215741674,-0.133093403782868,0.636464005715779,0.0710535260420359,0.795342640870592,0.771769587070932,NA,TRUE,"1","1","1","0.999999999954007",11
"10","LOC129347713",31.0777010841933,0.999994325179883,31.0648148751772,0.999994327532918,-0.0128862090160973,0.992744816246301,0.999958658143787,NA,TRUE,"1","1","1","0.999999999954007",11
"11","csnk1g1",0.14325673869572,0.540405426251647,0.461848237791936,0.0386607306165884,0.318591499096216,0.104759792634137,0.0788752305320516,NA,TRUE,"1","1","1","0.999999999954007",11
"12","LOC111571203",-0.276359551570237,0.547280582883781,0.119659171911066,0.779064398063711,0.396018723481303,0.349100932577001,0.640508489105749,NA,FALSE,"1","1","1","0.999999999954007",11
"13","neo1a",-0.369200398750334,0.0474937662099987,-0.317056226083182,0.0838593357918385,0.0521441726671523,0.774188881330148,0.099996326952993,NA,FALSE,"1","1","1","0.999999999954007",11
"14","LOC129349243",-31.2525214445235,0.999992868705254,-0.305451880412283,0.82942222480081,30.9470695641112,0.999992938404186,0.977059462325771,NA,TRUE,"1","1","1","0.999999999954007",11
"15","LOC111567962",-0.0530313461817352,0.813716849147313,-0.257708383903308,0.272499473348172,-0.204677037721573,0.354581368509014,0.50110801572116,NA,FALSE,"1","1","1","0.999999999954007",11
"16","bbs4",-0.558870883978013,0.216127939886035,-0.384495877021231,0.370684938844093,0.174375006956782,0.703835103933384,0.434833768231964,NA,TRUE,"1","1","1","0.999999999954007",11
"17","scamp2l",-0.0169777245122932,0.982409293435361,-0.309238854419582,0.706984331025257,-0.292261129907289,0.703997944983707,0.911077295154586,NA,TRUE,"1","1","1","0.999999999954007",11
"18","LOC129347348",-33.6295275852986,0.999992424205857,-0.998519000947979,0.417272227477752,32.6310085843506,0.999992649144325,0.71964842511833,NA,TRUE,"1","1","1","0.999999999954007",11
"19","myo9aa",-0.0476623783664637,0.912758949714121,0.530370327183123,0.185770367838288,0.578032705549587,0.133196767401099,0.234398199343602,NA,FALSE,"1","1","1","0.999999999954007",11
"20","senp8",-0.086541672479516,0.898448799617757,-30.9334894789628,0.905330141456113,-30.8469478064832,0.905593844836621,0.984913330602889,NA,TRUE,"1","1","1","0.999999999954007",11
"21","LOC111580711",-0.607866789841894,0.489840435112506,1.05314568056508,0.174192014172576,1.66101247040698,0.038192535156172,0.0960547186977249,NA,FALSE,"1","1","1","0.999999999954007",11
"22","anp32a",-0.0656724447611468,0.922813988942852,-0.071843642860057,0.915630701012405,-0.00617119809891024,0.992293047554348,0.993366218793736,NA,TRUE,"1","1","1","0.999999999954007",11
"23","coro2ba",-0.837631170443529,0.0601721591937126,-0.972386489431578,0.0306599382783598,-0.134755318988049,0.779650537461772,0.0546788648729345,NA,FALSE,"1","1","1","0.999999999954007",11
