"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",0.0640226159491334,0.698454059691054,0.17860316683729,0.278717208477519,0.114580550888157,0.434176618971205,0.52522854943015,NA,TRUE,"1","1","1","0.999999999968219",18
"2","trip4",-0.0160840860131949,0.943967351932057,0.1351516268134,0.54702326320441,0.151235712826595,0.460364663060214,0.725199330330886,NA,TRUE,"1","1","1","0.999999999968219",18
"3","chrna7a",-47866.633693736,0.991911624473707,-33.6089271873488,0.999994789981268,47833.0247665487,0.994535967172578,0.999948617362433,NA,TRUE,"1","1","1","0.999999999968219",18
"4","cln6a",0.230345018590406,0.536351435338389,-0.0482343720278747,0.900785462854683,-0.278579390618281,0.405317083390887,0.674723929187449,NA,TRUE,"1","1","1","0.999999999968219",18
"5","LOC118470268",-0.336884367861457,0.812456030335463,0.256709396689877,0.834923832032205,0.593593764551335,0.629495921503698,0.889045679666452,NA,TRUE,"1","1","1","0.999999999968219",18
"6","calml4a",-0.34142767961039,0.809995048315877,0.263229942707048,0.830813479333853,0.604657622317438,0.623151207885461,0.885069860557784,NA,TRUE,"1","1","1","0.999999999968219",18
"7","LOC111568352",0.353522211946727,0.774025732451173,0.961935691853328,0.392841801857511,0.6084134799066,0.486306050932488,0.615738139007881,NA,TRUE,"1","1","1","0.999999999968219",18
"8","rxfp3.3a2",30.5603876948415,0.999995057555516,31.1667335481188,0.999994959492928,0.606345853277374,0.621709093990511,0.885381751275499,NA,TRUE,"1","1","1","0.999999999968219",18
"9","rps17",0.34759068531314,0.413894443839946,-0.149925937953599,0.743619875989845,-0.497516623266739,0.20105338018178,0.412210334866082,NA,TRUE,"1","1","1","0.999999999968219",18
"10","LOC129347713",32.438592804324,0.999995485616425,31.2494839012433,0.999995651101215,-1.18910890308077,0.304719665357495,0.590543282940448,NA,TRUE,"1","1","1","0.999999999968219",18
"11","csnk1g1",0.309690053931409,0.147831472596562,0.220529874446281,0.307582825137436,-0.0891601794851283,0.62635944281977,0.348093174015554,NA,TRUE,"1","1","1","0.999999999968219",18
"12","LOC111571203",0.0648264442041101,0.884934079727903,0.193707841150843,0.65620833444197,0.128881396946733,0.735612650406613,0.892321531194589,NA,TRUE,"1","1","1","0.999999999968219",18
"13","neo1a",-0.0469261093718529,0.762746374056033,0.00271230346145273,0.986186772429188,0.0496384128333057,0.726658529367846,0.928398735088492,NA,TRUE,"1","1","1","0.999999999968219",18
"14","LOC129349243",0.06808262573376,0.94111422595268,-0.0117463510962746,0.989839024281948,-0.0798289768300346,0.922901839788323,0.994744253681863,NA,TRUE,"1","1","1","0.999999999968219",18
"15","LOC111567962",0.613868574463717,0.00686151404525523,0.506317781623671,0.0282849668613331,-0.107550792840046,0.562664901357305,0.0226987460734544,NA,TRUE,"1","1","1","0.999999999968219",18
"16","LOC129347359",1748.97790792234,0.999761091579473,1716.80028558498,0.999823937682022,-32.177622337357,0.99999500453045,0.999999955152046,NA,TRUE,"1","1","1","0.999999999968219",18
"17","bbs4",0.0185218734049835,0.949507925450697,-0.219050398546017,0.469247224163835,-0.237572271951001,0.386618531317166,0.648015586766793,NA,TRUE,"1","1","1","0.999999999968219",18
"18","scamp2l",-0.28443452061269,0.432369400016818,-0.337201265951899,0.354290258800537,-0.0527667453392084,0.881611426711042,0.612053173353647,NA,TRUE,"1","1","1","0.999999999968219",18
"19","LOC129347348",0.367820213675381,0.765205797967129,0.28499494140711,0.817083796025488,-0.0828252722682705,0.934458543194262,0.955478796864437,NA,TRUE,"1","1","1","0.999999999968219",18
"20","myo9aa",0.838638671649744,0.112920082506176,0.1848926893949,0.747554999072955,-0.653745982254844,0.131950871789837,0.158992442447866,NA,TRUE,"1","1","1","0.999999999968219",18
"21","senp8",1.03468209844984,0.370741877567764,1.35309880582327,0.221400115949301,0.318416707373428,0.654832526964933,0.468540893442826,NA,FALSE,"1","1","1","0.999999999968219",18
"22","LOC111580711",0.0800301568483014,0.671478638525746,-0.00715472921329271,0.970225148107334,-0.0871848860615941,0.610940259109883,0.856742390616692,NA,TRUE,"1","1","1","0.999999999968219",18
"23","anp32a",-0.0981489286059414,0.823597674456709,-0.845908304533993,0.0928464531554254,-0.747759375928052,0.122806133712156,0.195481860664966,NA,FALSE,"1","1","1","0.999999999968219",18
"24","coro2ba",0.116824851105913,0.505780879246685,-0.0713273855012564,0.691522349872317,-0.188152236607169,0.24201410712359,0.496469379588163,NA,TRUE,"1","1","1","0.999999999968219",18
"25","itga11a",0.18840755614827,0.81554988779391,-0.502225733393298,0.559227736167061,-0.690633289541568,0.392780332997062,0.6860940884502,NA,FALSE,"1","1","1","0.999999999968219",18
"26","LOC111564424",32.5904728489867,0.999995284936941,30.8852899857283,0.999995531636176,-1.7051828632584,0.122942943737639,0.304309034328485,NA,TRUE,"1","1","1","0.999999999968219",18
"27","LOC129349160",-44.8084781010186,0.999992428253726,-31.8569770137277,0.999994975173506,12.9515010872908,0.999998506633519,0.999999999935142,NA,TRUE,"1","1","1","0.999999999968219",18
"28","LOC111564416",1.45813738226023,0.179790369685094,1.19406845599114,0.278916502488896,-0.264068926269084,0.668136378429389,0.405193477558834,NA,TRUE,"1","1","1","0.999999999968219",18
"29","cpeb1b",0.0651452551397841,0.839707868609396,-0.114214718992733,0.727824247333568,-0.179359974132517,0.540327900851792,0.827014698565733,NA,TRUE,"1","1","1","0.999999999968219",18
"30","LOC111564421",1.25181061188938,0.209573747621633,0.44162395392083,0.670138462101901,-0.810186657968551,0.318789975920968,0.383231903265793,NA,FALSE,"1","1","1","0.999999999968219",18
"31","LOC111564418",-0.411685910968174,0.494286350734185,-0.10693892017409,0.849649184461076,0.304746990794084,0.589789357319601,0.775136159020766,NA,FALSE,"1","1","1","0.999999999968219",18
"32","LOC111564417",-0.850003053905538,0.251619715253327,-0.649826155838191,0.342068996325578,0.200176898067347,0.795681335505746,0.452237524965361,NA,TRUE,"1","1","1","0.999999999968219",18
"33","LOC111564410",-0.154300522572762,0.697902057465335,0.187689190595966,0.610732147603034,0.341989713168728,0.327820064076699,0.613513248306938,NA,TRUE,"1","1","1","0.999999999968219",18
"34","crybgx",411.691736482424,0.999943763369766,376.540156991152,0.999961409586846,-35.1515794912717,0.999994550841014,0.999999997492811,NA,TRUE,"1","1","1","0.999999999968219",18
"35","ccnb2",0.0825254612180082,0.999999991221331,31.8563851093063,0.999995642626678,31.7738596480883,0.999994623344157,0.999999999962383,NA,TRUE,"1","1","1","0.999999999968219",18
"36","cars1",0.0050813518160272,0.986460901956459,-0.701341919598735,0.0415161553342496,-0.706423271414762,0.0276310773644275,0.0588117698867339,NA,TRUE,"1","1","1","0.999999999968219",18
"37","pex16",1.36336253334398,0.100223523631743,1.21646136263504,0.144080024766818,-0.146901170708936,0.778668412163154,0.251753728136775,NA,FALSE,"1","1","1","0.999999999968219",18
"38","arfgap2",-0.0717901419562996,0.806893541805064,-0.399814030863028,0.196126875745643,-0.328023888906729,0.253665827738571,0.372320570150089,NA,TRUE,"1","1","1","0.999999999968219",18
"39","LOC118469870",-0.348200331581928,0.806895884493646,-0.428750282189819,0.76356573647115,-0.080549950607891,0.954861045591438,0.950187437575155,NA,TRUE,"1","1","1","0.999999999968219",18
"40","glceb",-0.152528866471762,0.571071968425863,-0.364650605275351,0.19082232915791,-0.212121738803589,0.411572106491755,0.417124350556523,NA,FALSE,"1","1","1","0.999999999968219",18
"41","paqr5b",7799.50832972248,0.998934596210955,7765.26527353855,0.999200133930193,-34.2430561839334,0.999994629591559,0.999999108483358,NA,TRUE,"1","1","1","0.999999999968219",18
"42","LOC111564414",-1.44135274308716,0.0814064648137725,-1.50976900958553,0.0681705691168615,-0.0684162664983713,0.945861580565802,0.0797714335192669,NA,TRUE,"1","1","1","0.999999999968219",18
"43","tle3b",-0.278265767159851,0.179281728380507,-0.280883953337912,0.175445702714668,-0.00261818617806118,0.989426032851193,0.308108149282902,NA,TRUE,"1","1","1","0.999999999968219",18
"44","LOC129348677",0.335442103707387,0.786569213670731,-0.431660757104794,0.762343322668525,-0.767102860812181,0.53512169211036,0.82319829291091,NA,TRUE,"1","1","1","0.999999999968219",18
"45","uacab",30.9363537084905,0.999994308434671,31.7725749389616,0.999994154589528,0.836221230471022,0.321377306650128,0.611606279521146,NA,TRUE,"1","1","1","0.999999999968219",18
"46","LOC111564639",0.314285683303022,0.234370249470055,-0.032582450651004,0.906128724163631,-0.346868133954026,0.143729479769293,0.275631237713116,NA,FALSE,"1","1","1","0.999999999968219",18
"47","LOC129348555",-33.7540426719558,0.999994296234604,-0.433150534049981,0.760366008609585,33.3208921379058,0.999994369428475,0.954552573628709,NA,TRUE,"1","1","1","0.999999999968219",18
"48","rxfp3.3a1",31.654139495202,0.999995676080865,47.6687325675915,0.9999934885045,16.0145930723895,0.996572263279765,0.999990772011801,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",18
"49","pias1a",0.259203832618883,0.257947463910765,-0.0464995807567506,0.845269189510209,-0.305703413375634,0.137333006263147,0.28012699984921,NA,TRUE,"1","1","1","0.999999999968219",18
"50","skor1a",31.2637522254982,0.999995626402332,32.5743253769815,0.999995443061585,1.31057315148328,0.244190919852252,0.507571398084032,NA,TRUE,"1","1","1","0.999999999968219",18
"51","map2k5",-0.227893096301563,0.357437476087024,0.145565472436762,0.534852992552335,0.373458568738325,0.0902792429697555,0.237445619507992,NA,TRUE,"1","1","1","0.999999999968219",18
"52","smad3a",1.17486144517194,0.0391439174129139,0.470191772005936,0.439956981886383,-0.704669673166003,0.0890413338477783,0.0583281606533735,NA,TRUE,"1","1","1","0.999999999968219",18
"53","smad6a",17.032858563005,0.999998182770862,48.2585161902958,0.999993407940718,31.2256576272909,0.999994665211191,0.999999999943518,NA,TRUE,"1","1","1","0.999999999968219",18
"54","tmem208",-0.157224460164285,0.799076814622316,-2.04595950962306,0.063556457780694,-1.88873504945877,0.0820096577769475,0.169347086801641,NA,TRUE,"1","1","1","0.999999999968219",18
"55","slc39a1",-1.0079179570215,0.249304157378971,-0.175579712051428,0.797142034857732,0.832338244970067,0.32424042287989,0.496546127938453,NA,TRUE,"1","1","1","0.999999999968219",18
"56","rlbp1a",-0.154158186922537,0.999999983600337,31.773221751879,0.999995652007228,31.9273799388016,0.999994600286583,0.999999999962252,NA,TRUE,"1","1","1","0.999999999968219",18
"57","LOC111565738",0.116194316324662,0.612821795029544,0.0367834330577488,0.873891532150202,-0.0794108832669134,0.693577158640272,0.863041458275453,NA,TRUE,"1","1","1","0.999999999968219",18
"58","LOC111565745",-0.174123600767467,0.593941946007788,-0.0424585323076111,0.89158873382291,0.131665068459856,0.658222743368183,0.850255381928503,NA,FALSE,"1","1","1","0.999999999968219",18
