"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.107194346041176,0.7011090941424,0.150045746184405,0.557500843876587,0.257240092225581,0.322425572272973,0.601407784018878,NA,FALSE,"1","1","1","0.999999999982497",20
"2","trip4",-0.528848782902726,0.244793651657605,-0.419066749416319,0.320893024010226,0.109782033486407,0.804553330322407,0.452077760260015,NA,FALSE,"1","1","1","0.999999999982497",20
"3","chrna7a",-26.3894496844541,0.999935432479664,-20.8487066823845,0.999072266383043,5.5407430020696,0.99998646381523,0.999999320741548,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",20
"4","cln6a",-0.269425743082241,0.604828526556586,-1.33412612839128,0.0498297983710141,-1.06470038530904,0.132533092468177,0.144767302265337,NA,TRUE,"1","1","1","0.999999999982497",20
"5","LOC118470268",-0.404921917154712,0.725347091811565,-0.356792872200166,0.747985838833279,0.048129044954546,0.967598421419884,0.924694159459825,NA,FALSE,"1","1","1","0.999999999982497",20
"6","calml4a",-10.3910085876289,0.999999055573943,33.073170551723,0.999995996971989,43.464179139352,0.999994018032415,0.99999999995931,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",20
"7","LOC111568352",-0.349140256554084,0.671699756390109,-0.982168785523426,0.253104752263433,-0.633028528969343,0.486490130325715,0.519603003489251,NA,FALSE,"1","1","1","0.999999999982497",20
"8","rxfp3.3a2",0.0491153429933272,0.000495866743147101,0.367264720418692,5.59040529403145e-297,0.318149377425365,2.17666436218764e-223,0,"Model failed to converge with max|grad| = 0.007082",FALSE,"NA","NA","NA","NA",20
"9","rps17",-0.520817070076791,0.388675411544546,-0.117453247302185,0.817194354205702,0.403363822774606,0.501917155248683,0.681776101845806,NA,FALSE,"1","1","1","0.999999999982497",20
"10","csnk1g1",-0.610426010369838,0.0778661724362848,-0.512387398689787,0.110539328335514,0.0980386116800503,0.786138869089125,0.134718110965965,NA,TRUE,"1","1","1","0.999999999982497",20
"11","LOC111571203",-0.101115470267229,0.879211591837235,0.173051798433212,0.774963847173995,0.274167268700441,0.660212031489355,0.901998767278599,NA,FALSE,"1","1","1","0.999999999982497",20
"12","neo1a",0.210072926110945,0.562130846668094,0.260601435965063,0.440056830954983,0.0505285098541178,0.877638314878063,0.730841660480694,NA,FALSE,"1","1","1","0.999999999982497",20
