"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.172246553218557,0.405230666834107,0.0132329751162888,0.945701341001147,0.185479528334846,0.338745726392331,0.588242080011302,NA,TRUE,"1","1","1","0.999999999978831",21
"2","trip4",-0.184409823155214,0.484209384689763,0.0444360717102714,0.856619004952761,0.228845894865485,0.350995758027729,0.629326269566295,NA,TRUE,"1","1","1","0.999999999978831",21
"3","chrna7a",-31.305702733952,0.999995388729803,-0.480097438551018,0.735935276940648,30.825605295401,0.999995459447238,0.944720912280114,NA,TRUE,"1","1","1","0.999999999978831",21
"4","cln6a",-0.29953628246152,0.499729778882114,-0.789311309425838,0.0821292511970384,-0.489775026964317,0.289282049226424,0.217802368767766,NA,FALSE,"1","1","1","0.999999999978831",21
"5","LOC118470268",1.10507158569729,0.176283224866244,-1.17686290557193,0.340578710973199,-2.28193449126922,0.0346329979892121,0.0652944264510939,NA,TRUE,"1","1","1","0.999999999978831",21
"6","calml4a",-32.271219117029,0.99999595031689,0.64814548116696,0.577619951224216,32.9193645981959,0.99999586898176,0.856373141827873,NA,TRUE,"1","1","1","0.999999999978831",21
"7","LOC111568352",2.05534975642773,0.053835007882806,1.60686670719356,0.133949295059399,-0.448483049234166,0.378711195892298,0.140525752873867,NA,TRUE,"1","1","1","0.999999999978831",21
"8","rxfp3.3a2",-1.25193930901902,0.283102227296181,-34.0689043585525,0.939234462513943,-32.8169650495334,0.941463608739471,0.560452918818261,NA,TRUE,"1","1","1","0.999999999978831",21
"9","rps17",-0.846869005079133,0.137439044546882,-0.0280670181123948,0.948232412987478,0.818801986966738,0.126015028979569,0.261289086404213,NA,TRUE,"1","1","1","0.999999999978831",21
"10","LOC129347713",-3202.55529141385,0.999602469878253,-32.6009224456977,0.999995736338205,3169.95436896815,0.999714599196322,0.999999875869093,NA,TRUE,"1","1","1","0.999999999978831",21
"11","csnk1g1",0.316280974792728,0.331576942198581,-0.0396920806506495,0.900840894882005,-0.355973055443378,0.2295466597434,0.43893197740963,NA,FALSE,"1","1","1","0.999999999978831",21
"12","LOC111571203",0.26675688042078,0.581894657797036,0.481770875478831,0.281939934638023,0.215013995058051,0.588297940938215,0.551660166766276,NA,TRUE,"1","1","1","0.999999999978831",21
"13","neo1a",-0.282774158154696,0.20630063110237,0.108550708076462,0.604002160919362,0.391324866231158,0.0620599073764335,0.166975922482509,NA,TRUE,"1","1","1","0.999999999978831",21
"14","LOC129349243",0.553263182116186,0.654365580092167,0.923357996196874,0.413777823642691,0.370094814080688,0.674307256807261,0.700143515849654,NA,TRUE,"1","1","1","0.999999999978831",21
"15","LOC111567962",-0.293078848081904,0.21229764165013,-0.411019475068086,0.0719184983928415,-0.117940626986182,0.608690915666527,0.183494694448245,NA,TRUE,"1","1","1","0.999999999978831",21
"16","LOC129347359",18641.7514413308,0.997772554893425,18608.0625237563,0.99836161411145,-33.6889175744799,0.999995612290618,0.99999610322017,NA,TRUE,"1","1","1","0.999999999978831",21
"17","bbs4",-0.0691459163387856,0.85951171288384,0.0422008038687512,0.90876870217927,0.111346720207537,0.758020788359904,0.953484762585361,NA,FALSE,"1","1","1","0.999999999978831",21
"18","scamp2l",-0.138013779851856,0.833516066371231,0.105944782319463,0.856084119920805,0.24395856217132,0.675803536564211,0.915863813499873,NA,TRUE,"1","1","1","0.999999999978831",21
"19","LOC129347348",-0.144588401256775,0.886548113787516,0.239913773984627,0.78537857519126,0.384502175241402,0.662392116427796,0.901142793328647,NA,TRUE,"1","1","1","0.999999999978831",21
"20","myo9aa",1.97249871241005,0.0672460243738372,1.17688998530285,0.28984112779988,-0.795608727107202,0.18431834932529,0.119609943045933,NA,TRUE,"1","1","1","0.999999999978831",21
"21","senp8",-0.0686923706403453,0.94047996117897,-1.88152963996681,0.134626980594517,-1.81283726932647,0.146380926618963,0.284279499849214,NA,FALSE,"1","1","1","0.999999999978831",21
"22","LOC111580711",1.25752286278717,0.266663884767645,0.618392111281685,0.596507649036849,-0.639130751505483,0.414458692111976,0.474560696952224,NA,TRUE,"1","1","1","0.999999999978831",21
"23","anp32a",0.407688081896973,0.528085335046095,-0.0711646268744862,0.914625086133743,-0.47885270877146,0.4064832714965,0.674352806643584,NA,TRUE,"1","1","1","0.999999999978831",21
"24","coro2ba",-0.0256333686050942,0.940245962806283,0.0135849023278033,0.965932204437064,0.0392182709328974,0.899144308667539,0.991954477185468,NA,TRUE,"1","1","1","0.999999999978831",21
"25","itga11a",-1.14094013999109,0.277550653730773,-0.192910896084462,0.815090900817591,0.948029243906631,0.34866447079619,0.534679692162786,NA,FALSE,"1","1","1","0.999999999978831",21
"26","LOC111564424",0.580919192721439,0.511898156339993,0.286061368475911,0.746578265588469,-0.294857824245527,0.686135495257981,0.797852048899383,NA,TRUE,"1","1","1","0.999999999978831",21
"27","LOC129349160",-0.132818516463799,0.925940230789967,-0.445479548524535,0.755157294050472,-0.312661032060736,0.826710077229112,0.950014312404287,NA,TRUE,"1","1","1","0.999999999978831",21
"28","LOC111564416",-1.06891423337013,0.231065961957888,-0.0964184568419323,0.883390836099195,0.972495776528202,0.256121180036366,0.451343976637739,NA,FALSE,"1","1","1","0.999999999978831",21
"29","cpeb1b",0.10676108126934,0.878112612605247,-0.0300773114581776,0.963835233733734,-0.136838392727518,0.832873377247388,0.976655011497666,NA,FALSE,"1","1","1","0.999999999978831",21
"30","LOC111564421",-0.142290337943642,0.888337456369491,-1.14968549032208,0.35208879401507,-1.00739515237844,0.414744832305711,0.626237865147734,NA,TRUE,"1","1","1","0.999999999978831",21
"31","LOC111564418",0.441808758691619,0.405153544697368,-0.338670346214924,0.55751709617424,-0.780479104906542,0.123731959136759,0.295267225332596,NA,TRUE,"1","1","1","0.999999999978831",21
"32","LOC111564417",-0.128969250422154,0.877214647729031,0.0412351503204675,0.956154867119238,0.170204400742621,0.820355538602193,0.97398495494426,NA,TRUE,"1","1","1","0.999999999978831",21
"33","LOC111564410",0.504907461237766,0.210446576095875,0.320779798711642,0.416519106802997,-0.184127662526124,0.592894090014477,0.456232928446206,NA,TRUE,"1","1","1","0.999999999978831",21
"34","LOC111564425",-4.0484971995482,0.999999646305674,31.4247097141181,0.999996135306632,35.4732069136663,0.999995596744611,0.999999999973042,NA,TRUE,"1","1","1","0.999999999978831",21
"35","cars1",0.23885793651673,0.528545477597384,0.487544383636729,0.165277011023954,0.248686447119998,0.429356112180849,0.363241919223713,NA,TRUE,"1","1","1","0.999999999978831",21
"36","pex16",-1.31961465675811,0.0518812878032601,-1.01430598167135,0.0611702879073993,0.305308675086755,0.673899650842754,0.0619212492333315,NA,TRUE,"1","1","1","0.999999999978831",21
"37","arfgap2",0.372017128558311,0.312172465363222,0.768115989967,0.0224100615748715,0.396098861408689,0.167987528015906,0.0576443891550857,NA,TRUE,"1","1","1","0.999999999978831",21
"38","LOC118469870",32.9355416107414,0.999996058725673,31.9147749549792,0.99999618087704,-1.02076665576219,0.408010783087165,0.710138830422226,NA,TRUE,"1","1","1","0.999999999978831",21
"39","glceb",0.0440766975084282,0.863966113549621,-0.684617019677144,0.0123735427006458,-0.728693717185572,0.00632545005149159,0.0116620342350503,NA,TRUE,"1","1","1","0.999999999978831",21
"40","paqr5b",32.8142724872022,0.999996079119183,32.5060353890449,0.999996115949527,-0.308237098157286,0.828769174136737,0.976882784529625,NA,TRUE,"1","1","1","0.999999999978831",21
"41","LOC111564414",-0.159035814985169,0.91106204827688,-0.497532094837603,0.726763197576718,-0.338496279852434,0.812051691203304,0.938281574532904,NA,TRUE,"1","1","1","0.999999999978831",21
"42","tle3b",0.168963157850976,0.682508175246282,-0.238404377993468,0.571353833630452,-0.407367535844444,0.29602705452996,0.577858259795745,NA,TRUE,"1","1","1","0.999999999978831",21
"43","LOC129348677",152.734326749238,0.999981750224936,115.163490095178,0.999989869862627,-37.5708366540602,0.999995116907027,0.999999999719692,NA,TRUE,"1","1","1","0.999999999978831",21
"44","uacab",-201.476229354774,0.999974990947541,-33.2050016646262,0.999995657334628,168.271227690148,0.999984850020205,0.999999999493959,NA,TRUE,"1","1","1","0.999999999978831",21
"45","LOC111564639",0.364615283728106,0.367391748699198,0.235150695582385,0.554853120749724,-0.129464588145721,0.709889463152652,0.665730283234551,NA,TRUE,"1","1","1","0.999999999978831",21
"46","LOC129348555",-196.066295020424,0.999975662477537,-32.2897908318247,0.999995794515574,163.776504188599,0.99998528372476,0.999999999520906,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",21
"47","rxfp3.3a1",-0.151487611044219,0.881174942247322,-0.476360099723492,0.638237649705438,-0.324872488679273,0.748393883046441,0.890973365679303,NA,TRUE,"1","1","1","0.999999999978831",21
"48","pias1a",0.0556431983908236,0.846483179372351,0.0983414258451491,0.718264133869758,0.0426982274543254,0.869745477947562,0.93689905911704,NA,TRUE,"1","1","1","0.999999999978831",21
"49","skor1a",-0.572549367301552,0.537066535478966,-1.58311712229061,0.174581830080817,-1.01056775498905,0.413298003816449,0.390649673984629,NA,TRUE,"1","1","1","0.999999999978831",21
"50","map2k5",-0.151991688608429,0.618417336045255,0.0825040592387001,0.77564582688133,0.234495747847129,0.422234574352613,0.722058294932979,NA,FALSE,"1","1","1","0.999999999978831",21
"51","smad3a",-0.853787551368723,0.241429768386914,-0.00815769050423498,0.988260110945211,0.845629860864488,0.219176740052166,0.426468021417697,NA,TRUE,"1","1","1","0.999999999978831",21
"52","smad6a",31.5184120437216,0.999995994319003,31.2042422956195,0.999996034246896,-0.314169748102067,0.82560701699955,0.976017585534219,NA,TRUE,"1","1","1","0.999999999978831",21
"53","tmem208",-0.305407489401729,0.597888920448217,-0.205523317061464,0.697243134092399,0.099884172340265,0.855767303923219,0.861749236799829,NA,TRUE,"1","1","1","0.999999999978831",21
"54","slc39a1",-0.814386206007764,0.355025297475787,-0.449658431777445,0.534670727951226,0.364727774230319,0.678436530639357,0.629855372190258,NA,TRUE,"1","1","1","0.999999999978831",21
"55","LOC111565738",0.0111804644746222,0.970398054530593,0.282754206215348,0.306481241969863,0.271573741740725,0.301866925164637,0.464548526798342,NA,TRUE,"1","1","1","0.999999999978831",21
"56","LOC111565745",-35.2286214595802,0.99999562710477,0.165274383102898,0.929146421056466,35.3938958426831,0.999995606589418,0.996054525009609,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",21
"57","mibp2",0.528247098374399,0.465792711718027,0.0504627659273679,0.946100890766216,-0.477784332447031,0.444199464664009,0.669804001704627,NA,TRUE,"1","1","1","0.999999999978831",21
"58","bloc1s6",0.190625490186616,0.654914772450229,0.189561200477599,0.641574393559468,-0.00106428970901701,0.99769923769572,0.878458737513186,NA,TRUE,"1","1","1","0.999999999978831",21
"59","slc30a4",0.857471201017326,0.217159057585475,0.635561682453739,0.353107745253526,-0.221909518563588,0.662980125997685,0.466485771715051,NA,TRUE,"1","1","1","0.999999999978831",21
