"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.0184743903770651,0.692733783381542,0.011589755706875,0.799554811336617,0.0300641460839401,0.504483550240767,0.798549614581293,NA,FALSE,"1","1","1","0.999999999719518",0
"2","trip4",0.046787222148337,0.405760719656726,0.056120139528916,0.310716788999383,0.00933291738057904,0.861469388838256,0.565308363640129,NA,TRUE,"1","1","1","0.999999999719518",0
"3","chrna7a",-0.0951213446012446,0.799311619344283,-0.130354540192894,0.717851407618727,-0.0352331955916494,0.922596272758057,0.933809779167691,NA,FALSE,"1","1","1","0.999999999719518",0
"4","cln6a",-0.229460175298724,0.0148057362079313,-0.171652653495179,0.0576996365906954,0.0578075218035447,0.532499814370187,0.0375330601195104,NA,TRUE,"0.913573864293496","1","1","0.811562902027805",0
"5","LOC118470268",0.036169343388957,0.821336815859294,-0.0980261757950481,0.539476564195532,-0.134195519184005,0.388084766763773,0.671984563149037,NA,TRUE,"1","1","1","0.999999999719518",0
"6","calml4a",0.29867918679305,0.228806202367686,-0.420353051264235,0.138897432400578,-0.719032238057285,0.00630222234880367,0.0236410047175067,NA,TRUE,"1","1","0.59450964157048","0.691990266364123",0
"7","LOC111568352",0.093871358749538,0.472828402626308,-0.0839848004250456,0.518522238022077,-0.177856159174584,0.160205192391992,0.372787020224797,NA,FALSE,"1","1","0.983709317797504","0.999999999719518",0
"8","rxfp3.3a2",-0.0545954848869213,0.763873980257309,-0.213762909484445,0.244417331097771,-0.159167424597523,0.380463479383344,0.480088098500153,NA,TRUE,"1","1","1","0.999999999719518",0
"9","rps17",0.00430581458198243,0.965907946454761,-0.136668064119247,0.174356631272283,-0.140973878701229,0.152358159907424,0.269856585522378,NA,TRUE,"1","1","0.975661290433528","0.999999999719518",0
"10","LOC129347713",-0.240201228444702,0.543465803317309,-0.0900176248905551,0.806771471377466,0.150183603554147,0.695551768194359,0.829663894990971,NA,TRUE,"1","1","1","0.999999999719518",0
"11","csnk1g1",-0.050080421345894,0.38787013596159,-0.0758621566200277,0.183511725424454,-0.0257817352741336,0.646360972526185,0.404987298280382,NA,TRUE,"1","1","1","0.999999999719518",0
"12","LOC111571203",0.173116222451088,0.106388044943,0.0455543624298541,0.669740777444224,-0.127561860021233,0.203430742880872,0.229726693096886,NA,TRUE,"1","1","1","0.999999999719518",0
"13","neo1a",-0.00342877656417061,0.946896889961483,0.00994831684284979,0.845077071614615,0.0133770934070204,0.78919486714352,0.96207475437273,NA,FALSE,"1","1","1","0.999999999719518",0
"14","LOC129349243",-0.0966794708086073,0.750728916097745,-0.112790171206222,0.702029167840482,-0.0161107003976142,0.956411371330676,0.920328009055697,NA,FALSE,"1","1","1","0.999999999719518",0
"15","LOC111567962",-0.0551355163418337,0.615394588753151,-0.0676781659368413,0.525451198008451,-0.0125426495950076,0.905793203521739,0.801014943743301,NA,FALSE,"1","1","1","0.999999999719518",0
"16","LOC129347359",-0.781193419673503,0.288840757039195,0.175373711351446,0.7556810403312,0.956567131024949,0.169391175719087,0.384515296514815,NA,FALSE,"1","1","0.984227334097112","0.999999999719518",0
"17","bbs4",-0.0490423417508953,0.503832703912815,-0.0813272364480738,0.258798566689692,-0.0322848946971785,0.65011509329984,0.526229275249196,NA,TRUE,"1","1","1","0.999999999719518",0
"18","scamp2l",0.0560896505335373,0.661405052664893,0.115772255664184,0.347461845351936,0.0596826051306469,0.620731760283652,0.64099790681058,NA,FALSE,"1","1","1","0.999999999719518",0
"19","LOC129347348",0.419537561143462,0.269807310007769,0.37713431305539,0.31250860756384,-0.0424032480880729,0.896292705790108,0.500553365966153,NA,FALSE,"1","1","1","0.999999999719518",0
"20","myo9aa",0.0435807859936929,0.719315317526148,0.00798085244798343,0.946373080582072,-0.0355999335457094,0.75874798305081,0.927381157346213,NA,FALSE,"1","1","1","0.999999999719518",0
