"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.435412922627542,0.0641056913872785,-0.236061869566375,0.22267550958453,0.199351053061167,0.385348486478607,0.162725087076547,NA,TRUE,"1","1","1","0.999999999985569",24
"2","trip4",0.0892504578420456,0.791328296535414,0.141077057314474,0.631433344544233,0.0518265994724288,0.873481615978055,0.890545892759359,NA,FALSE,"1","1","1","0.999999999985569",24
"3","chrna7a",40.9750187007544,0.999995508526956,39.6517883644502,0.999995653572732,-1.32323033630425,0.384963852245874,0.685645124404033,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",24
"4","cln6a",-0.109815330118004,0.812689148670987,-0.296661194574136,0.462611843285139,-0.186845864456132,0.687795445322643,0.760522339411771,NA,TRUE,"1","1","1","0.999999999985569",24
"5","LOC118470268",1.16669462755787,0.346617353449744,0.837792560185739,0.473231989550137,-0.328902067372127,0.724055674462581,0.640155306967264,NA,TRUE,"1","1","1","0.999999999985569",24
"6","calml4a",-34.1230278972389,0.999996857441575,-0.970604449006568,0.283376097858351,33.1524234482323,0.99999694682934,0.56247224029645,NA,TRUE,"1","1","1","0.999999999985569",24
"7","LOC111568352",0.177275551723487,0.822361701145346,1.22222766434294,0.0357817021105647,1.04495211261945,0.109468329456873,0.0517507178982272,NA,TRUE,"1","1","1","0.999999999985569",24
"8","rxfp3.3a2",-0.279503438044508,0.843211155051409,-0.336406133922934,0.783663471812472,-0.0569026958784258,0.968099522396328,0.959168280853409,NA,FALSE,"1","1","1","0.999999999985569",24
"9","rps17",-0.0962369341754314,0.86943821771632,0.413773070451189,0.349426182390093,0.510010004626621,0.341862275914047,0.50351389535558,NA,TRUE,"1","1","1","0.999999999985569",24
"10","LOC129347713",-15620.2243182204,0.998561457058173,-32.2027304477087,0.999996039547947,15588.0215877727,0.998850893447476,0.99999837467973,NA,TRUE,"1","1","1","0.999999999985569",24
"11","csnk1g1",-0.128057284783499,0.697603277423442,0.0931483014995288,0.728196519435577,0.221205586283028,0.47731909914045,0.773135822715931,NA,TRUE,"1","1","1","0.999999999985569",24
"12","LOC111571203",-0.719122298203555,0.29269623095593,-0.592723674468309,0.254782678769572,0.126398623735247,0.859201185907292,0.402737976881937,NA,TRUE,"1","1","1","0.999999999985569",24
"13","neo1a",-0.432059092649049,0.073687877401784,-0.276629340164428,0.172389621803499,0.155429752484621,0.504633112469323,0.167918349088359,NA,TRUE,"1","1","1","0.999999999985569",24
"14","LOC129349243",-22.2624137417714,0.991326916551315,0.175200234838457,0.865844771745947,22.4376139766098,0.99125866052466,0.985771021741725," Hessian is numerically singular: parameters are n",FALSE,"NA","NA","NA","NA",24
"15","LOC111567962",0.29008347822681,0.385192010671347,0.426857196116175,0.138256041305877,0.136773717889365,0.658597772824197,0.330701892070265,NA,TRUE,"1","1","1","0.999999999985569",24
"16","bbs4",0.107175372251592,0.751362451499208,-0.530054825599434,0.0997442580160016,-0.637230197851025,0.0715906062694104,0.136605260432213,NA,TRUE,"1","1","1","0.999999999985569",24
"17","scamp2l",0.494743067573178,0.416435727798337,0.351323370208685,0.512750541958334,-0.143419697364493,0.790510944057955,0.698516264833685,NA,TRUE,"1","1","1","0.999999999985569",24
"18","LOC129347348",33.8447097092534,0.999996095765198,31.6749630843622,0.999996346061341,-2.16974662489125,0.0554690781787046,0.159778893215889,NA,TRUE,"1","1","1","0.999999999985569",24
"19","myo9aa",0.160269793762189,0.622919504992208,-0.152485113410044,0.605252546470857,-0.312754907172233,0.32092909519067,0.608064765577066,NA,TRUE,"1","1","1","0.999999999985569",24
"20","senp8",-0.186897109993159,0.833601061226746,0.525153663599815,0.41125308038974,0.712050773592974,0.381709116981008,0.566636819179257,NA,TRUE,"1","1","1","0.999999999985569",24
"21","LOC111580711",0.334766301565875,0.606140741525691,0.676360492004535,0.202590251770955,0.34159419043866,0.546866251505535,0.43260963795252,NA,TRUE,"1","1","1","0.999999999985569",24
"22","anp32a",-0.636895937980775,0.450346003812947,0.0662294910978831,0.907979170699462,0.703125429078658,0.388949391489582,0.682073046426578,NA,TRUE,"1","1","1","0.999999999985569",24
"23","coro2ba",0.459461584355079,0.149192591570113,-0.118415945852283,0.689241340464184,-0.577877530207362,0.0566762897878036,0.145164022205953,NA,FALSE,"1","1","1","0.999999999985569",24
"24","itga11a",0.830651661881815,0.439522074462848,-0.182745186002136,0.862909018941486,-1.01339684788395,0.347242176739401,0.607687780028343,NA,FALSE,"1","1","1","0.999999999985569",24
"25","LOC111588606",-0.218315460790251,0.8601279776041,-33.0998084069691,0.960270082468522,-32.8814929461789,0.960531934850543,0.983379335887655,NA,TRUE,"1","1","1","0.999999999985569",24
"26","LOC111564424",1.10021638006652,0.299269343808765,-19.4144727446832,0.998636745619425,-20.5146891247498,0.998559490199611,0.583491641119397,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",24
"27","LOC129349160",-31.7048208947298,0.999996980660584,-0.242736963275684,0.86490535849759,31.4620839314541,0.999997003777109,0.985631567050581,NA,TRUE,"1","1","1","0.999999999985569",24
"28","LOC111564416",0.474571313478177,0.640532909927315,0.848295974184548,0.308428004562119,0.373724660706371,0.654341759051203,0.584386720606022,NA,TRUE,"1","1","1","0.999999999985569",24
"29","cpeb1b",1.60893330432662,0.0741245142628059,1.40698648773919,0.0973628142771075,-0.201946816587424,0.747907767016918,0.179735965960139,NA,FALSE,"1","1","1","0.999999999985569",24
"30","LOC111564421",0.498061108913311,0.727880843907682,-0.215893393108108,0.87987893025482,-0.713954502021419,0.617657049630274,0.877263846437239,NA,TRUE,"1","1","1","0.999999999985569",24
"31","LOC111564418",-1.07798208140959,0.378718323358877,-0.0393931047382914,0.960868225957031,1.03858897667129,0.383315082628232,0.649627204036416,NA,FALSE,"1","1","1","0.999999999985569",24
"32","LOC111564417",0.0907949675429631,0.922260976221348,0.459271837502773,0.526773041884773,0.368476869959809,0.658813458419052,0.789881280827089,NA,TRUE,"1","1","1","0.999999999985569",24
"33","LOC111564410",0.492974280222673,0.309099128645064,0.115284207899197,0.796571785768321,-0.377690072323476,0.402261797057518,0.563093675357675,NA,TRUE,"1","1","1","0.999999999985569",24
"34","LOC111564425",-1183.14930980044,0.999891037928081,-41.7048384949799,0.999995004492227,1141.44447130546,0.999916663099242,0.999999990655578,NA,TRUE,"1","1","1","0.999999999985569",24
"35","ccnb2",-7.48609364406933,0.999999463168682,31.7308326761021,0.999996373514233,39.2169263201715,0.999996388319273,0.999999999979426,NA,TRUE,"1","1","1","0.999999999985569",24
"36","cars1",-0.124907820010804,0.762372009447289,-0.174344482989214,0.614062644553662,-0.049436662978411,0.902912171750617,0.877106645621261,NA,TRUE,"1","1","1","0.999999999985569",24
"37","pex16",0.277708837053722,0.650624854743486,-1.00012992789031,0.132827471891296,-1.27783876494403,0.0639170465009515,0.158134088935649,NA,FALSE,"1","1","1","0.999999999985569",24
"38","arfgap2",-0.289164129019596,0.448598108161445,-0.039822542018354,0.896016199458839,0.249341587001242,0.502395666463059,0.732937535604988,NA,TRUE,"1","1","1","0.999999999985569",24
"39","LOC118469870",-0.17050422743838,0.944166752949326,-0.501595926418221,0.816459807817249,-0.331091698979842,0.889808095184267,0.972540085159155,NA,FALSE,"1","1","1","0.999999999985569",24
"40","glceb",-0.0718287426327494,0.814761578417114,-0.806516255603459,0.00558302035653625,-0.73468751297071,0.0224561673689332,0.0126806202268358,NA,TRUE,"1","1","1","0.999999999985569",24
"41","LOC111564414",36.8362271632782,0.999995962200224,36.1310088398939,0.999996039502668,-0.705218323384322,0.488080901018025,0.786331286147907,NA,TRUE,"1","1","1","0.999999999985569",24
"42","tle3b",-0.154367124833043,0.639938626699993,0.0246948948545773,0.92805182295601,0.17906201968762,0.575591090528444,0.846741327269121,NA,TRUE,"1","1","1","0.999999999985569",24
"43","LOC129348677",73.5297200036562,0.999991940046258,42.3792347015465,0.999995678799789,-31.1504853021097,0.999991345911889,0.999999999890157,NA,TRUE,"1","1","1","0.999999999985569",24
"44","uacab",-31.9342916581916,0.999996521242857,0.673484323317147,0.43159384707884,32.6077759815087,0.999996447876946,0.733986016006466,NA,TRUE,"1","1","1","0.999999999985569",24
"45","LOC111564639",-0.269946027446264,0.404809652790682,-0.347135493664277,0.203066568220726,-0.0771894662180127,0.812740489630558,0.420398992422244,NA,TRUE,"1","1","1","0.999999999985569",24
"46","rxfp3.3a1",-31.0289419365909,0.999994997582545,0.481848066215351,0.585097792628067,31.5107900028062,0.999994919900065,0.861540943363595,NA,TRUE,"1","1","1","0.999999999985569",24
"47","pias1a",-0.151365629072307,0.625109519228663,-0.19941525174335,0.44818634403684,-0.0480496226710433,0.874184666504674,0.739746166891918,NA,TRUE,"1","1","1","0.999999999985569",24
"48","skor1a",61.3256465875803,0.999995675823651,204.966093425776,0.999977532659836,143.640446838195,0.99998677144075,0.999999999466105,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",24
"49","map2k5",0.181515915191925,0.604403613755164,0.207816408366427,0.489779088692795,0.0263004931745024,0.936284126323411,0.772105891483248,NA,TRUE,"1","1","1","0.999999999985569",24
"50","smad3a",-0.0914380721926156,0.868352867043715,-0.147606786550382,0.748336068400876,-0.056168714357766,0.917266497191203,0.949483558430101,NA,TRUE,"1","1","1","0.999999999985569",24
"51","smad6a",-35.0216903674147,0.999997432526477,31.4234321039179,0.999996193824291,66.4451224713327,0.999993880740008,0.999999999959212,NA,TRUE,"1","1","1","0.999999999985569",24
"52","tmem208",-0.190741328951984,0.829539860352168,-0.915671009265717,0.29950190572315,-0.724929680313733,0.47562692754943,0.577626866614611,NA,TRUE,"1","1","1","0.999999999985569",24
"53","slc39a1",-0.210544172311012,0.865126865204098,0.148609695172675,0.873001833205801,0.359153867483686,0.758792270217866,0.951934642340807,NA,TRUE,"1","1","1","0.999999999985569",24
"54","LOC111565738",0.290203946619386,0.391150893093922,0.194215672351351,0.508399297309877,-0.095988274268035,0.760005246200395,0.669729498814333,NA,TRUE,"1","1","1","0.999999999985569",24
"55","LOC111565745",0.316870794055237,0.652992147311251,-0.366881961981949,0.593677664475775,-0.683752756037186,0.346650385178894,0.640722902429166,NA,FALSE,"1","1","1","0.999999999985569",24
"56","mibp2",2.24322054322345,0.0523368030236299,1.1328801808004,0.341199000150299,-1.11034036242305,0.1501361596282,0.0998891297790684,NA,FALSE,"1","1","1","0.999999999985569",24
"57","bloc1s6",-0.152617971117733,0.720586000365336,-0.034921881731182,0.919443377551065,0.117696089386551,0.77715984222899,0.936308171690466,NA,TRUE,"1","1","1","0.999999999985569",24
"58","slc30a4",0.263574171240185,0.705504257146645,0.273998966367567,0.645487328645101,0.0104247951273818,0.98698410690511,0.887869748265901,NA,TRUE,"1","1","1","0.999999999985569",24
"59","c1h15orf48",-31.5164777407144,0.999996855079399,-0.23525931842289,0.868817369333627,31.2812184222915,0.999996878555115,0.986453535224369,NA,TRUE,"1","1","1","0.999999999985569",24
"60","spata5l1",-0.414391672911789,0.774126309404673,-1.37297996170316,0.34331618748661,-0.958588288791373,0.566779433171277,0.638014194743735,NA,FALSE,"1","1","1","0.999999999985569",24
"61","LOC111565744",-0.204952005275167,0.868674225370537,-0.915170284571228,0.459454635928369,-0.710218279296061,0.618511479482867,0.757623378206559,NA,TRUE,"1","1","1","0.999999999985569",24
"62","dtwd1",33.0902828629231,0.999996365613198,33.7717643991964,0.999996290764412,0.681481536273281,0.546622539518916,0.833850355381075,NA,TRUE,"1","1","1","0.999999999985569",24
"63","LOC129349619",-0.179886352561127,0.890863553400946,1.1360214147938,0.208537021337414,1.31590776735492,0.256405289631195,0.305239610261763,NA,FALSE,"1","1","1","0.999999999985569",24
"64","cops2",-0.259676410156177,0.647687077106646,-0.018975382436051,0.965633312284856,0.240701027720126,0.663548013660943,0.888731906733996,NA,TRUE,"1","1","1","0.999999999985569",24
"65","secisbp2l",-0.61627836466902,0.194202392898384,-0.0344120527464696,0.918602952036213,0.58186631192255,0.209630871467986,0.391914113720809,NA,TRUE,"1","1","1","0.999999999985569",24
"66","LOC111565759",31.8421982057835,0.999995806021096,32.2375497502304,0.999995753948811,0.395351544446848,0.735795302695408,0.944661733241798,NA,TRUE,"1","1","1","0.999999999985569",24
"67","fbn1",33.6758180530274,0.999996308628189,32.9590967661207,0.999996387191529,-0.71672128690671,0.615190215153739,0.881312577067972,NA,TRUE,"1","1","1","0.999999999985569",24
"68","dut",32.9561058195744,0.999996369497499,32.2268262743775,0.999996449836214,-0.729279545196945,0.609036142831831,0.877401622975652,NA,TRUE,"1","1","1","0.999999999985569",24
"69","slc12a1",-0.439701262050526,0.529858597619587,0.287809218674599,0.546444588205979,0.727510480725126,0.272240453861896,0.521931284739796,NA,TRUE,"1","1","1","0.999999999985569",24
"70","ctxn2",-1.02196857141785,0.202298000662863,-0.0374562114977039,0.937407791108726,0.984512359920142,0.211175516867002,0.416063695010555,NA,TRUE,"1","1","1","0.999999999985569",24
"71","myef2",0.124283584749196,0.751265346426658,-0.0782863955467911,0.821261470558792,-0.202569980295987,0.591334973137288,0.865769363738367,NA,TRUE,"1","1","1","0.999999999985569",24
"72","slc24a5",-1482.85859458423,0.999863436217895,-31.888560836778,0.999995969728388,1450.97003374745,0.999892003318321,0.999999985339829,NA,TRUE,"1","1","1","0.999999999985569",24
"73","LOC111565754",-0.642593197764811,0.612382221307337,0.933392354911204,0.258391677657024,1.57598555267602,0.178096050332753,0.282854499361251,NA,FALSE,"1","1","1","0.999999999985569",24
"74","sema6dl",-1.15277229772297,0.0334370089688543,-0.083520460610739,0.805801843593364,1.06925183711223,0.0443906044459142,0.0912461398548327,NA,TRUE,"1","1","1","0.999999999985569",24
"75","LOC118470001",-0.0803163055239007,0.975118040998608,1.318470361876,0.552177803091843,1.3987866673999,0.57198111071826,0.786513134233662,NA,FALSE,"1","1","1","0.999999999985569",24
"76","dmxl2",-0.446185997011461,0.114775080089679,-0.0449878766257678,0.836560166132704,0.401198120385693,0.143182691174049,0.252719107635593,NA,TRUE,"1","1","1","0.999999999985569",24
"77","gldn",-1.08732236310711,0.999999923331038,33.2109173210503,0.999996359588241,34.2982396841575,0.999996841305455,0.999999999981755,NA,TRUE,"1","1","1","0.999999999985569",24
"78","LOC111565746",-1.10159166696949,0.322324620327023,0.251570013756266,0.673493442958637,1.35316168072576,0.209081427318805,0.44903154713928,NA,TRUE,"1","1","1","0.999999999985569",24
"79","tnfaip8l3",0.441521748482295,0.610033481463996,-0.427615940758452,0.605255639103419,-0.869137689240747,0.304443170671698,0.589608996473647,NA,FALSE,"1","1","1","0.999999999985569",24
"80","LOC129349365",-1.17424967649718,0.999999917201645,33.109616187601,0.999996370692356,34.2838658640982,0.999996842629211,0.999999999981825,NA,TRUE,"1","1","1","0.999999999985569",24
"81","scg3",-0.242783787221062,0.502594371799843,-0.273315620302388,0.382403885320132,-0.0305318330813264,0.931415804363963,0.651567186679199,NA,FALSE,"1","1","1","0.999999999985569",24
"82","lysmd2",0.180521419441937,0.731609498461137,0.180330741236754,0.686042952554342,-0.000190678205182867,0.999692797429453,0.908977616571274,NA,TRUE,"1","1","1","0.999999999985569",24
"83","tmod2",-0.386819754520311,0.719718924400501,0.321970124568943,0.705217768067707,0.708789879089254,0.488852996299971,0.778787585290324,NA,FALSE,"1","1","1","0.999999999985569",24
"84","leo1",-0.675601727088647,0.513186254249393,-0.611802856465049,0.476076431692741,0.0637988706235977,0.952413176708106,0.710775347022129,NA,FALSE,"1","1","1","0.999999999985569",24
"85","mapk6",0.37654151024078,0.319838998116352,0.388895742306945,0.23429058624266,0.0123542320661644,0.971133590797307,0.451538857987453,NA,TRUE,"1","1","1","0.999999999985569",24
"86","LOC118471234",-0.401718299796065,0.640155559188029,0.118576024127335,0.846292309283671,0.5202943239234,0.527502745469375,0.819054319850144,NA,TRUE,"1","1","1","0.999999999985569",24
"87","LOC111577620",-3229.36721255252,0.999702591606573,-39.7804130347948,0.999995246755557,3189.58679951773,0.999767342012338,0.99999993051241,NA,TRUE,"1","1","1","0.999999999985569",24
"88","usp8",0.836156899708328,0.177136330215062,0.658686524065714,0.241518558016627,-0.177470375642614,0.729304049718061,0.368758935654876,NA,TRUE,"1","1","1","0.999999999985569",24
"89","LOC111577621",-3229.36721255252,0.999702591606573,-39.7804130347948,0.999995246755557,3189.58679951773,0.999767342012338,0.99999993051241,NA,TRUE,"1","1","1","0.999999999985569",24
"90","LOC129349535",-3397.13520690465,0.999687141023258,-33.3777435984157,0.999995972498037,3363.75746330623,0.999753744875376,0.999999923111906,NA,TRUE,"1","1","1","0.999999999985569",24
"91","zgc:158482",51.3647788638595,0.999994369654317,29.7267563550094,0.999996741544819,-21.6380225088501,0.999524765594903,0.999999822594697,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",24
"92","LOC129349407",-7.59490667716261,0.99999946235235,32.1205846172392,0.999996445170625,39.7154912944018,0.999996342403958,0.999999999979568,NA,TRUE,"1","1","1","0.999999999985569",24
"93","pde8a",0.260619165427611,0.350580031200565,0.149959980966234,0.534858166839107,-0.110659184461377,0.671243405665345,0.637410185697944,NA,TRUE,"1","1","1","0.999999999985569",24
"94","LOC111563916",-0.843334159431373,0.485948582707889,0.655301008706399,0.374236277216324,1.49863516813777,0.189986052756012,0.352928817162252,NA,FALSE,"1","1","1","0.999999999985569",24
"95","LOC111563902",-0.625222564015682,0.605369010179222,0.838859048575512,0.261194841266079,1.46408161259119,0.18788716724105,0.285329452818178,NA,FALSE,"1","1","1","0.999999999985569",24
"96","LOC111563893",1.05045568021252,0.0753050073815631,0.53927619169398,0.341379243488661,-0.511179488518536,0.292785769508028,0.198550932236649,NA,TRUE,"1","1","1","0.999999999985569",24
"97","homer2",-0.35197558384071,0.443740111852326,-0.580936017921135,0.141245810249768,-0.228960434080425,0.636987618207294,0.328526003868771,NA,TRUE,"1","1","1","0.999999999985569",24
"98","ramac",0.515031169671158,0.612979614822473,-0.208724584544247,0.837086432487656,-0.723755754215405,0.476628026006416,0.764921447567394,NA,TRUE,"1","1","1","0.999999999985569",24
"99","LOC111567331",0.302260002023789,0.531898114542851,-0.150726131121641,0.736258601815358,-0.45298613314543,0.338458940841451,0.62900888359634,NA,TRUE,"1","1","1","0.999999999985569",24
"100","LOC111567348",-8103.99944083695,0.999253662714788,-35.3802303665161,0.999995741243953,8068.61921047043,0.999409839375852,0.999999562503754,NA,TRUE,"1","1","1","0.999999999985569",24
"101","zrsr2",-1.33740264279519,0.223821185850857,0.150337800102973,0.787827595991246,1.48774044289816,0.165331418357206,0.381864402069744,NA,TRUE,"1","1","1","0.999999999985569",24
"102","LOC111567330",0.00412941210248918,0.992230474966534,-0.492511763192052,0.201237886674911,-0.496641175294541,0.248120017186802,0.361223797194055,NA,FALSE,"1","1","1","0.999999999985569",24
"103","phka2",-0.177242179175739,0.758948169571287,-0.101087528003144,0.828633896308575,0.0761546511725952,0.893161288947553,0.949753588844389,NA,TRUE,"1","1","1","0.999999999985569",24
"104","ppef1",0.468120353237271,0.544013342001984,0.39186201608585,0.573916833426273,-0.0762583371514207,0.914561947422146,0.799636013437101,NA,FALSE,"1","1","1","0.999999999985569",24
"105","rs1a",-32.3319052188426,0.999997720222001,33.6991152388088,0.99999630607447,66.0310204576514,0.999993918876711,0.999999999960239,NA,TRUE,"1","1","1","0.999999999985569",24
"106","cdkl5",0.0644083241463919,0.777715585721715,0.068056243266074,0.728800767843713,0.00364791911968215,0.986675736094908,0.933431975653372,NA,TRUE,"1","1","1","0.999999999985569",24
"107","scml2",-0.158471776867847,0.618819588209811,-0.287888564709216,0.295734029708821,-0.129416787841369,0.681372226959826,0.578482745800428,NA,TRUE,"1","1","1","0.999999999985569",24
