"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.183658157241104,0.106773683616942,-0.1168267295775,0.345228692363089,0.0668314276636038,0.569830849078296,0.269844820651637,NA,FALSE,"1","1","1","0.999999999933848",7
"2","trip4",-0.0599482144797706,0.74209580613877,-0.00736858010038285,0.969838628659238,0.0525796343793877,0.772718376725411,0.934655640506767,NA,FALSE,"1","1","1","0.999999999933848",7
"3","chrna7a",-39.6292648740253,0.999989266042551,-25.3040582326493,0.99994447010421,14.3252066413759,0.999996149105075,0.999999997487678,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",7
"4","cln6a",-0.18340349626868,0.462894092707855,-0.385790647467246,0.177391135404607,-0.202387151198567,0.467032372484488,0.399895425980832,NA,TRUE,"1","1","1","0.999999999933848",7
"5","LOC118470268",-0.336435740860076,0.572561053382612,-0.905646493789717,0.217185232734218,-0.569210752929641,0.438357035554622,0.465842639936812,NA,FALSE,"1","1","1","0.999999999933848",7
"6","calml4a",0.0681940851461364,0.908237726694247,-0.200102262345497,0.767793325050413,-0.268296347491633,0.671424514311755,0.912637585156938,NA,TRUE,"1","1","1","0.999999999933848",7
"7","LOC111568352",-0.476979941102831,0.245304146610787,-0.114720650479674,0.774465542690417,0.362259290623157,0.385741045859993,0.487720230522339,NA,FALSE,"1","1","1","0.999999999933848",7
"8","rxfp3.3a2",0.608637957000028,0.999999888068404,31.9373573050553,0.999992714190748,31.3287193480552,0.999990263012554,0.999999999883846,NA,TRUE,"1","1","1","0.999999999933848",7
"9","rps17",-0.139869927050757,0.71854489767554,-0.00375292022204747,0.992581280335072,0.13611700682871,0.725843761591852,0.91698622480331,NA,TRUE,"1","1","1","0.999999999933848",7
"10","LOC129347713",-1.07731366690841,0.999999818307459,31.3058841985822,0.999993252532751,32.3831978654906,0.999991228707647,0.999999999903817,NA,TRUE,"1","1","1","0.999999999933848",7
"11","csnk1g1",0.0523665740339906,0.753707911824419,-0.0319106302143098,0.862155851392022,-0.0842772042483004,0.618685844142881,0.876749561385646,NA,TRUE,"1","1","1","0.999999999933848",7
"12","LOC111571203",-0.0790430786512556,0.816458108338559,-0.0735269339930293,0.841191202404229,0.00551614465822638,0.987484853865587,0.968973162962751,NA,TRUE,"1","1","1","0.999999999933848",7
"13","neo1a",0.0123484386557431,0.919114209160064,-0.129446902624929,0.341605666019909,-0.141795341280672,0.257224532049732,0.491157913136562,NA,FALSE,"1","1","1","0.999999999933848",7
"14","LOC129349243",-0.275495207601641,0.637345446323203,-0.39072818178812,0.549973140708773,-0.115232974186479,0.859673689993184,0.815176385936185,NA,TRUE,"1","1","1","0.999999999933848",7
"15","LOC111567962",-0.159817409410984,0.513424924017705,-0.0518170194726327,0.836091479250439,0.108000389938351,0.658302301538715,0.798692633346968,NA,FALSE,"1","1","1","0.999999999933848",7
"16","LOC129347359",1021.56245289065,0.999781713764004,991.170181706181,0.99985112256007,-30.3922711844682,0.999993581655679,0.999999962544302,NA,TRUE,"1","1","1","0.999999999933848",7
"17","bbs4",-0.341968771501613,0.16594130545388,-0.0306865669598289,0.902919903817193,0.311282204541784,0.217803544114432,0.313725802076596,NA,TRUE,"1","1","1","0.999999999933848",7
"18","scamp2l",0.293775158079037,0.411409254019763,0.482046499715056,0.188152155358029,0.18827134163602,0.5486794611254,0.420624897050972,NA,TRUE,"1","1","1","0.999999999933848",7
"19","LOC129347348",0.141333633221571,0.877528650070343,-32.000081205298,0.951745057851681,-32.1414148385196,0.951532275238572,0.986389533726384,NA,TRUE,"1","1","1","0.999999999933848",7
"20","myo9aa",-0.824098519774492,0.0435836707396388,-1.03658357265685,0.0327427681017342,-0.212485052882361,0.685176422121796,0.0381296144283658,NA,TRUE,"1","1","1","0.999999999933848",7
"21","senp8",0.22529506104225,0.759634252366796,0.298182614939731,0.699006871395928,0.0728875538974816,0.914304638525896,0.923916319386682,NA,TRUE,"1","1","1","0.999999999933848",7
"22","LOC111580711",-0.923258840317374,1,-0.644002800086216,1,0.279256040231158,1.11615419604732e-92,0,"Model failed to converge with max|grad| = 0.005742",FALSE,"NA","NA","NA","NA",7
"23","anp32a",-0.758248170007351,0.0920450921041898,-0.807464509731042,0.0890815255663258,-0.049216339723691,0.921888560143295,0.131516940922185,NA,FALSE,"1","1","1","0.999999999933848",7
"24","coro2ba",-0.14845298797451,0.310520597630068,-0.135767498796993,0.396055724710566,0.0126854891775163,0.933241467173657,0.556003918275286,NA,TRUE,"1","1","1","0.999999999933848",7
"25","itga11a",-0.414693598050742,0.401866725198429,-0.820440952832882,0.178709615157678,-0.40574735478214,0.512473492059412,0.381410907549642,NA,TRUE,"1","1","1","0.999999999933848",7
"26","LOC111564424",-0.258738614062956,0.717067949518879,-28.613622316983,0.880387928944867,-28.3548837029201,0.881461846695982,0.92596114908706,NA,TRUE,"1","1","1","0.999999999933848",7
"27","LOC129349160",-31.602091080148,0.999991440178689,0.0172245470781873,0.990303758602754,31.6193156272262,0.999991435513205,0.999926158178154,NA,TRUE,"1","1","1","0.999999999933848",7
"28","LOC111564416",0.0715974145527684,0.903688808588445,-0.904574107887496,0.282833085688266,-0.976171522440264,0.226014546181421,0.464505773897273,NA,TRUE,"1","1","1","0.999999999933848",7
"29","cpeb1b",0.172242491130922,0.546960445307739,-0.0659032841502713,0.83834206838484,-0.238145775281194,0.417543949739824,0.684283863053697,NA,TRUE,"1","1","1","0.999999999933848",7
"30","LOC111564421",-0.680567892126951,0.458089376925639,-1.08242876462209,0.350373428207927,-0.40186087249514,0.743463377985507,0.579222910371554,NA,TRUE,"1","1","1","0.999999999933848",7
"31","LOC111564418",-0.370035116405589,0.453223504615544,-0.076911579294949,0.876613813008181,0.29312353711064,0.563207843561316,0.735543425179413,NA,TRUE,"1","1","1","0.999999999933848",7
"32","LOC111564417",0.554162719455659,0.361889323787567,0.696576995558153,0.262135973667024,0.142414276102494,0.773313466990896,0.521863719025342,NA,TRUE,"1","1","1","0.999999999933848",7
"33","LOC111564410",0.328827100184035,0.372587248082466,0.75102121504574,0.0390739705971154,0.422194114861705,0.165086998896058,0.0987528141062426,NA,TRUE,"1","1","1","0.999999999933848",7
"34","crybgx",-739.922730521241,0.999799585002475,-32.0139847300013,0.999993574272005,707.90874579124,0.99988583958599,0.999999968421134,NA,TRUE,"1","1","1","0.999999999933848",7
"35","ccnb2",-1.13572057268738,0.999999808955076,31.4927984319766,0.999993241005693,32.628519004664,0.999991162260119,0.999999999902776,NA,TRUE,"1","1","1","0.999999999933848",7
"36","cars1",0.293925315967904,0.371094362018385,0.0763438026972843,0.826021011615666,-0.21758151327062,0.489193998728847,0.630472704021338,NA,FALSE,"1","1","1","0.999999999933848",7
"37","pex16",0.499957198866136,0.489102411238839,-0.22029605232754,0.774018411089054,-0.720253251193676,0.324985293051385,0.591604940285187,NA,FALSE,"1","1","1","0.999999999933848",7
"38","arfgap2",0.296413261779561,0.255604432930138,0.288416964427082,0.301072953122615,-0.00799629735247901,0.973688484196029,0.475277974526659,NA,TRUE,"1","1","1","0.999999999933848",7
"39","LOC118469870",30.5403700603776,0.999991206313487,29.728637597955,0.999991440040872,-0.811732462422545,0.483246175291884,0.782106504384041,NA,TRUE,"1","1","1","0.999999999933848",7
"40","glceb",-0.110526578572087,0.435304197357911,-0.119497157339919,0.441116961039661,-0.00897057876783136,0.950730015474667,0.674196198351885,NA,TRUE,"1","1","1","0.999999999933848",7
"41","paqr5b",0.827767841492403,0.474844196164109,-30.3624814964735,0.928144794836097,-31.1902493379659,0.926191096113565,0.771374354121525,NA,TRUE,"1","1","1","0.999999999933848",7
"42","LOC111564414",-0.277146834207206,0.845453757917295,0.0111110254650404,0.993774409211505,0.288257859672247,0.839330063467964,0.973930610028111,NA,TRUE,"1","1","1","0.999999999933848",7
"43","tle3b",0.0664880314531072,0.797806875969102,-0.303034004662785,0.318615076198178,-0.369522036115892,0.192832075272886,0.41474183430477,NA,TRUE,"1","1","1","0.999999999933848",7
"44","LOC129348677",-0.970535747953235,0.429400481089357,-41.8535377458642,0.865202027985958,-40.883001997911,0.868298968073683,0.721587746341352,NA,TRUE,"1","1","1","0.999999999933848",7
"45","uacab",0.189069718629856,0.821942428794252,0.837969606750246,0.302971995758021,0.64889988812039,0.409543418457292,0.541935012039933,NA,FALSE,"1","1","1","0.999999999933848",7
"46","LOC111564639",0.229998746239378,0.20920979104903,0.194578955364309,0.328514167085056,-0.0354197908750685,0.84184670360576,0.432394327106277,NA,TRUE,"1","1","1","0.999999999933848",7
"47","LOC129348555",-0.272287692945838,0.847886631778578,-33.5334840116339,0.915491921638129,-33.2611963186881,0.91617585103259,0.976289654407817,NA,TRUE,"1","1","1","0.999999999933848",7
"48","rxfp3.3a1",152.210877953069,0.999967475762312,122.088688212381,0.99998204029612,-30.1221897406886,0.999993890675289,0.999999999139871,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",7
"49","pias1a",-0.12672982367346,0.626079969616712,-0.0492416505684761,0.853435182683977,0.0774881731049843,0.765296504537497,0.885449364277843,NA,FALSE,"1","1","1","0.999999999933848",7
"50","skor1a",-0.287041701323689,0.689063353547344,-0.0564859815359998,0.938763219206429,0.230555719787689,0.751931163828315,0.914057652405662,NA,FALSE,"1","1","1","0.999999999933848",7
"51","map2k5",-0.348799602256022,0.0852039678807048,-0.303858090884197,0.162157977444988,0.0449415113718257,0.838316694809782,0.178534268533117,NA,FALSE,"1","1","1","0.999999999933848",7
"52","smad3a",0.222378496947012,0.55622265847815,-0.68798064352576,0.17918490265186,-0.910359140472771,0.0556705734751938,0.160227167807901,NA,TRUE,"1","1","1","0.999999999933848",7
"53","smad6a",-123.657311213831,0.999966506259435,-31.7516084972016,0.999993632528049,91.9057027166291,0.999985187290424,0.999999999087072,NA,TRUE,"1","1","1","0.999999999933848",7
"54","tmem208",-0.390906777382624,0.428544702251093,-1.09586367671739,0.104019856678779,-0.70495689933477,0.301803969451351,0.259193421893384,NA,TRUE,"1","1","1","0.999999999933848",7
"55","slc39a1",0.983425588125209,0.223520496276698,0.70711200006539,0.41812198191574,-0.276313588059819,0.663224011837081,0.474721118930954,NA,TRUE,"1","1","1","0.999999999933848",7
"56","rlbp1a",6.62519300982854,0.999998888555954,39.0182294460831,0.999991662631567,32.3930364362546,0.999991226042778,0.999999999884944,NA,TRUE,"1","1","1","0.999999999933848",7
"57","LOC111565738",0.252803373917799,0.191566109480524,0.0279433369316169,0.895669032561384,-0.224860036986182,0.24551066055286,0.332819510324548,NA,FALSE,"1","1","1","0.999999999933848",7
"58","LOC111565745",0.828130698269383,0.474551736189575,-34.0909260464828,0.91934933107314,-34.9190567447521,0.917397426684153,0.770397466608882,NA,TRUE,"1","1","1","0.999999999933848",7
"59","mibp2",0.330483696460552,0.520841714771304,0.509985109257986,0.331874070460255,0.179501412797434,0.686877732190079,0.624127603319278,NA,TRUE,"1","1","1","0.999999999933848",7
"60","bloc1s6",0.0432812313230405,0.85828939210505,-0.662325695736576,0.0322452455221117,-0.705606927059616,0.015743597666732,0.0427137707888212,NA,TRUE,"1","1","1","0.999999999933848",7
"61","slc30a4",0.443340565577455,0.383070186571342,0.789311758352088,0.117528028211611,0.345971192774633,0.399074649983026,0.285306411135875,NA,TRUE,"1","1","1","0.999999999933848",7
"62","c1h15orf48",0.447827206533431,0.648024430185247,-0.00405407674420017,0.997067366569052,-0.451881283277631,0.646757937832251,0.858492687171384,NA,FALSE,"1","1","1","0.999999999933848",7
"63","spata5l1",-0.375261064887452,0.498106633271787,-0.384284485584884,0.512146226668517,-0.0090234206974322,0.987977312690154,0.735890336608055,NA,FALSE,"1","1","1","0.999999999933848",7
"64","LOC111565744",33.8369403949548,0.999992769763192,32.1831445265467,0.999993123144308,-1.65379586840801,0.124328010331526,0.306981825297605,NA,TRUE,"1","1","1","0.999999999933848",7
"65","dtwd1",-0.632930417902228,0.206820349118273,0.00825595869585304,0.985657134527311,0.641186376598081,0.200861612303201,0.359914337377953,NA,TRUE,"1","1","1","0.999999999933848",7
"66","LOC129349619",-31.1205876642354,0.99999154497416,0.013118829074863,0.992617077050099,31.1337064933102,0.999991541409959,0.999957189507705,NA,TRUE,"1","1","1","0.999999999933848",7
"67","cops2",0.305363882409978,0.411186274460114,0.542043840528328,0.150869000957374,0.23667995811835,0.46399857006133,0.354529862195592,NA,TRUE,"1","1","1","0.999999999933848",7
"68","secisbp2l",-0.0357607592040164,2.03460661260805e-05,-0.215355164122474,3.63245603633471e-288,-0.179594404918457,3.93742076140825e-201,0,"Model failed to converge with max|grad| = 0.011905",FALSE,"NA","NA","NA","NA",7
"69","LOC111565759",61.2892339351199,0.999986903790061,60.8725510386909,0.999986992826362,-0.416682896429067,0.848890687725105,0.982012141720631,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",7
