"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.0448215684333949,0.663230679343845,0.112016006949371,0.284483876087563,0.156837575382766,0.117097176872778,0.276596528630031,NA,TRUE,"1","1","1","0.999999999921883",5
"2","trip4",-0.152650529388342,0.224118873185026,-0.153756514779523,0.235369432936595,-0.00110598539118099,0.992950165780242,0.386652510844112,NA,TRUE,"1","1","1","0.999999999921883",5
"3","chrna7a",-0.628032455560865,0.0589269272430281,-0.665740327223959,0.0507965101710911,-0.0377078716630943,0.915367422266909,0.0776289382271648,NA,FALSE,"1","1","1","0.999999999921883",5
"4","cln6a",0.219277072750213,0.339563429772424,-0.00970434002736505,0.967794128710714,-0.228981412777578,0.298330849546387,0.496952753407391,NA,FALSE,"1","1","1","0.999999999921883",5
"5","LOC118470268",-0.131875617270019,0.692755961428426,-0.103754998879283,0.759346498122176,0.0281206183907362,0.932009907512557,0.918465114304724,NA,TRUE,"1","1","1","0.999999999921883",5
"6","calml4a",0.0352686036348882,0.948485526454853,-1.26516051045195,0.123231117101336,-1.30042911408683,0.101756398602373,0.238235212707688,NA,TRUE,"1","1","1","0.999999999921883",5
"7","LOC111568352",0.161055711748431,0.551487617579634,-0.171449909564283,0.55675523121327,-0.332505621312714,0.220087834867802,0.469599580955787,NA,FALSE,"1","1","1","0.999999999921883",5
"8","rxfp3.3a2",0.647462716836235,0.155953251884463,0.604727005496398,0.194041131294026,-0.0427357113398364,0.906434226490106,0.331338454837919,NA,TRUE,"1","1","1","0.999999999921883",5
"9","rps17",0.411268537861161,0.106998032418067,0.437784107665189,0.0893908161917248,0.0265155698040278,0.903172263287562,0.186938174576631,NA,FALSE,"1","1","1","0.999999999921883",5
"10","LOC129347713",-0.718584185085026,0.537716535580793,-0.786142387447068,0.509396244951065,-0.0675582023620419,0.957405157881437,0.750810953414763,NA,FALSE,"1","1","1","0.999999999921883",5
"11","csnk1g1",0.0451204141716812,0.733789648799661,0.127127758486086,0.348279182811707,0.0820073443144049,0.516299778810373,0.628904391911184,NA,TRUE,"1","1","1","0.999999999921883",5
"12","LOC111571203",-0.354389203095254,0.138128162988731,-0.0589146462896426,0.797757740274994,0.295474556805611,0.207898284052963,0.284765981106712,NA,TRUE,"1","1","1","0.999999999921883",5
"13","neo1a",0.0483296190436065,0.683640077059569,0.106232909525512,0.384315168085382,0.0579032904819057,0.614723030861452,0.682864899657695,NA,TRUE,"1","1","1","0.999999999921883",5
"14","LOC129349243",-0.255456285501737,0.798964396732538,0.749424432635142,0.372680609927275,1.00488071813688,0.231790852718506,0.415564436943667,NA,TRUE,"1","1","1","0.999999999921883",5
"15","LOC111567962",-0.313412376620322,0.10623982837317,0.0197875163756861,0.916371280344406,0.333199892996008,0.0768238436599045,0.149064481156134,NA,FALSE,"1","1","1","0.999999999921883",5
"16","LOC129347359",1180.9105754274,0.999719544717219,1147.95713700939,0.999809204423826,-32.9534384180133,0.999992332385014,0.999999938178201,NA,TRUE,"1","1","1","0.999999999921883",5
"17","bbs4",-0.28142282786919,0.0494693360504591,-0.224096607682371,0.12502130305379,0.0573262201868198,0.69235425788522,0.118332249362095,NA,TRUE,"1","1","1","0.999999999921883",5
"18","scamp2l",-0.0399966380272822,0.859597927384879,0.0285437173906913,0.900557846530451,0.0685403554179735,0.752140610912595,0.950849993337535,NA,TRUE,"1","1","1","0.999999999921883",5
"19","LOC129347348",1.13867880269334,0.309624695919552,1.61851243154218,0.135149490953854,0.479833628848841,0.460621847407651,0.303736173214505,NA,TRUE,"1","1","1","0.999999999921883",5
"20","myo9aa",0.067648892004454,0.745845510770925,0.0274952941086506,0.898019033078677,-0.0401535978958034,0.840486696556249,0.9469713302242,NA,FALSE,"1","1","1","0.999999999921883",5
"21","senp8",-0.818175698268687,0.0956197831065678,-1.40706160146019,0.0198625590488518,-0.588885903191501,0.361215727715174,0.0414258313188886,NA,FALSE,"1","1","1","0.999999999921883",5
"22","LOC111580711",-0.141658897065248,0.639206068976564,-0.713602148588559,0.047033145298796,-0.571943251523311,0.105646260302143,0.125751911622678,NA,TRUE,"1","1","1","0.999999999921883",5
"23","anp32a",-0.10130479925365,0.771135744830905,0.481804454711113,0.130603951545205,0.583109253964763,0.05353812574921,0.107560275627444,NA,TRUE,"1","1","1","0.999999999921883",5
