"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.0179670089328752,0.888069395487858,0.0244242408198036,0.85236840576562,0.0423912497526788,0.742824331820084,0.947435216299998,NA,TRUE,"1","1","1","0.999999999945278",12
"2","trip4",0.193983488700032,0.321030876184041,0.301130544056364,0.135779701508409,0.107147055356332,0.57869543992332,0.31939119779606,NA,FALSE,"1","1","1","0.999999999945278",12
"3","chrna7a",0.793145734660285,0.0164357720981874,-0.0112348952325805,0.975338478239135,-0.804380629892865,0.0140572681471152,0.0144078990872436,NA,FALSE,"1","1","1","0.999999999945278",12
"4","cln6a",0.593365385085594,0.0935758316087563,0.383032980602857,0.303647594593522,-0.210332404482737,0.50553795802568,0.245104354243597,NA,TRUE,"1","1","1","0.999999999945278",12
"5","LOC118470268",0.981436180131087,0.397079516174785,1.75549454533932,0.105841257163381,0.77405836520823,0.279117187651795,0.205708886189475,NA,TRUE,"1","1","1","0.999999999945278",12
"6","calml4a",255.982686018939,0.999949163824848,256.514269564897,0.999949058256481,0.531583545957591,0.892115215733186,0.990844662124923,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA","NA",12
"7","LOC111568352",1.27030567299397,0.257760913128523,-0.0349143949403496,0.98036317874964,-1.30522006793432,0.245273972426767,0.334767953628806,NA,TRUE,"1","1","1","0.999999999945278",12
"8","rxfp3.3a2",31.4240498750934,0.999993555327718,30.7986945710736,0.999993683580124,-0.62535530401983,0.613838070241568,0.880459076610793,NA,TRUE,"1","1","1","0.999999999945278",12
"9","rps17",-0.12276940526634,0.778700792668188,0.131594319119817,0.755442080368975,0.254363724386158,0.547071142480145,0.833667536609464,NA,TRUE,"1","1","1","0.999999999945278",12
"10","LOC129347713",-3602.50215075721,0.999268093190417,-31.7309387895224,0.999994216682617,3570.77121196769,0.999515557516847,0.999999579245662,NA,TRUE,"1","1","1","0.999999999945278",12
"11","csnk1g1",-0.137486112217705,0.507394134737365,0.049620715934882,0.810282122658211,0.187106828152587,0.367175323978158,0.646746450074215,NA,TRUE,"1","1","1","0.999999999945278",12
"12","LOC111571203",-0.206280189073293,0.603080966327574,-0.0227682597909664,0.953014468139267,0.183511929282326,0.640826599607575,0.850957314583545,NA,TRUE,"1","1","1","0.999999999945278",12
