"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.241576063598883,0.0759402551180371,-0.185998682415528,0.181620085254659,0.0555773811833555,0.686220754110769,0.181221560977287,NA,TRUE,"1","1","1","0.999999999938171",10
"2","trip4",-0.151095287519001,0.397006563374272,-0.065285812255591,0.71691081742078,0.0858094752634102,0.62765144209691,0.696155847586358,NA,TRUE,"1","1","1","0.999999999938171",10
"3","chrna7a",30.2287048507307,0.999991527584895,29.5707517094946,0.999991711994123,-0.657953141236083,0.592899516375394,0.866823910195668,NA,TRUE,"1","1","1","0.999999999938171",10
"4","cln6a",0.212931167822538,0.580189272284505,-0.0741325456873053,0.857120120949548,-0.287063713509844,0.446077339367368,0.723207761881376,NA,FALSE,"1","1","1","0.999999999938171",10
"5","LOC118470268",0.870670143927173,0.452330291398717,0.515949519475945,0.6746202675806,-0.354720624451228,0.69932266072698,0.744871886988833,NA,TRUE,"1","1","1","0.999999999938171",10
"6","calml4a",0.87627372631929,0.449346808881656,-33.5516015402385,0.903297780334153,-34.4278752665577,0.900785228182214,0.745506720965216,NA,TRUE,"1","1","1","0.999999999938171",10
"7","LOC111568352",-21.0976210156236,0.979868648142206,0.226818685432319,0.825049523904945,21.3244397010559,0.979652256316497,0.975547624302462,"Model is nearly unidentifiable: large eigenvalue r",FALSE,"NA","NA","NA","NA",10
"8","rxfp3.3a2",-46.3792382768593,0.999989407536678,-32.7306730427551,0.999993447732165,13.6485652341043,0.99999794530847,0.999999999878159,NA,TRUE,"1","1","1","0.999999999938171",10
"9","rps17",0.661042157302054,0.122790344781455,0.613599832036703,0.159454847580811,-0.0474423252653507,0.888800437393132,0.272277783568257,NA,TRUE,"1","1","1","0.999999999938171",10
"10","LOC129347713",-0.913670706798062,0.456910091014151,-31.5293265895456,0.913313526823877,-30.6156558827476,0.915816000211323,0.753924737509986,NA,TRUE,"1","1","1","0.999999999938171",10
"11","csnk1g1",0.0121776109772919,0.94723194149367,0.118762252344677,0.521712963178109,0.106584641367385,0.5412947546901,0.766973862016548,NA,TRUE,"1","1","1","0.999999999938171",10
"12","LOC111571203",0.294097759903958,0.53046472446066,0.556815893643645,0.222020571717634,0.262718133739688,0.524961680309609,0.470238543075297,NA,FALSE,"1","1","1","0.999999999938171",10
"13","neo1a",-0.17148014467126,0.15660425126688,0.0340172707775847,0.781848236370852,0.205497415448845,0.0862581599900449,0.182625886484147,NA,TRUE,"1","1","1","0.999999999938171",10
"14","LOC129349243",0.252765053480132,0.661423122133817,-0.402116933284389,0.553149132182289,-0.654881986764521,0.290861193241138,0.571371185532658,NA,TRUE,"1","1","1","0.999999999938171",10
"15","LOC111567962",-0.169265325821533,0.411562492643315,-0.0170002432102327,0.93403890996144,0.1522650826113,0.448085010278622,0.656708046252268,NA,FALSE,"1","1","1","0.999999999938171",10
"16","LOC129347359",-31.9656131715628,0.999992693098669,-0.1853151241863,0.896008378731049,31.7802980473765,0.999992735459168,0.991494430970741,NA,TRUE,"1","1","1","0.999999999938171",10
"17","bbs4",0.0809022239027747,0.732082830587495,0.066311858322922,0.783971445011294,-0.0145903655798527,0.94852666984972,0.93821993682768,NA,TRUE,"1","1","1","0.999999999938171",10
"18","scamp2l",-0.213026575517976,0.583928316534696,-0.0577630888170308,0.878973874304726,0.155263486700945,0.681924280383621,0.851027850029126,NA,TRUE,"1","1","1","0.999999999938171",10
"19","LOC129347348",-31.1547539800746,0.999992797325899,0.510014406854003,0.678014766689432,31.6647683869286,0.999992679415561,0.91742486691597,NA,TRUE,"1","1","1","0.999999999938171",10
"20","myo9aa",0.194452996255878,0.504436209208902,0.102167810719588,0.733145346881119,-0.0922851855362892,0.733105115803798,0.798956469739342,NA,TRUE,"1","1","1","0.999999999938171",10
"21","senp8",0.471193424867722,0.701326943156377,0.928570933096367,0.423205126572763,0.457377508228645,0.618599051964583,0.702261034732293,NA,TRUE,"1","1","1","0.999999999938171",10
"22","LOC111580711",-0.648088691903713,0.167041568826093,-0.261994083450929,0.545175117382574,0.386094608452783,0.419596876718035,0.384945904371304,NA,TRUE,"1","1","1","0.999999999938171",10
"23","anp32a",0.133822004248383,0.789286625320078,-0.0488921549899579,0.926004713490359,-0.182714159238341,0.705592717502597,0.924816598017936,NA,TRUE,"1","1","1","0.999999999938171",10
"24","coro2ba",0.0645068582685345,0.644709412920736,-0.182004805148581,0.226435286243894,-0.246511663417115,0.0852405947722831,0.216058177179467,NA,TRUE,"1","1","1","0.999999999938171",10
"25","itga11a",-0.115978574037454,0.820090012264334,0.119371861944566,0.807605309833915,0.23535043598202,0.620645194086687,0.884394349062501,NA,FALSE,"1","1","1","0.999999999938171",10
"26","LOC111588606",4451.30784859553,0.999060702899864,4418.44460613365,0.99935860223134,-32.8632424618818,0.999993426997416,0.999999307025648,NA,TRUE,"1","1","1","0.999999999938171",10
"27","LOC111564424",0.466721204637504,0.593453909840474,-0.180872964887167,0.857656723789971,-0.647594169524671,0.45947326463094,0.72648847586434,NA,TRUE,"1","1","1","0.999999999938171",10
"28","LOC111564416",-1.14596920832461,0.17360735868734,0.399606622662613,0.481123376227665,1.54557583098722,0.0499414450212709,0.143501048949385,NA,TRUE,"1","1","1","0.999999999938171",10
"29","cpeb1b",0.957411916466942,0.0978423073330696,0.390017907344991,0.538365908717944,-0.56739400912195,0.235128645014058,0.193658957062846,NA,TRUE,"1","1","1","0.999999999938171",10
