"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster"
"1","LOC129348986",-0.128012730093942,0.199508376295502,-0.0206532657232221,0.839865512531404,0.10735946437072,0.265003488636805,0.368126379932362,NA,TRUE,"1","1","1","0.999999999930032",8
"2","trip4",-0.208056168954236,0.119799596417102,0.0162110483380615,0.90368747546246,0.224267217292297,0.0799265138728806,0.154274237595238,NA,TRUE,"1","1","1","0.999999999930032",8
"3","chrna7a",30.8007893566134,0.999992910871484,30.1817324193631,0.999993053354007,-0.619056937250353,0.614216954245516,0.880698564436711,NA,TRUE,"1","1","1","0.999999999930032",8
"4","cln6a",0.13544937445088,0.551170795155588,-0.0403355278553421,0.866264247297195,-0.175784902306222,0.415010376878847,0.689295405988562,NA,TRUE,"1","1","1","0.999999999930032",8
"5","LOC118470268",0.0733974320236483,0.874347838928407,-1.23218954365572,0.0711042716481266,-1.30558697567937,0.0448238566426935,0.121635205943553,NA,TRUE,"1","1","1","0.999999999930032",8
"6","calml4a",0.00857860135472654,0.992986910028612,-0.940341190971957,0.405287265152587,-0.948919792326684,0.38924395207006,0.64175060941691,NA,FALSE,"1","1","1","0.999999999930032",8
"7","LOC111568352",0.0575040375432889,0.950031593294259,0.428902311544787,0.622602383935704,0.371398274001498,0.629216230782527,0.841743589030769,NA,TRUE,"1","1","1","0.999999999930032",8
"8","rxfp3.3a2",41.7628934426756,0.999990993652426,9.56842179031665,0.999998515454202,-32.1944716523589,0.999992808345265,0.999999999895672,NA,TRUE,"1","1","1","0.999999999930032",8
"9","rps17",0.0976917394866416,0.73235561062076,0.157621602536607,0.582668610190624,0.0599298630499657,0.814607637410991,0.859784001448183,NA,TRUE,"1","1","1","0.999999999930032",8
"10","LOC129347713",0.771088694774708,0.505735721164779,0.84717234847185,0.464836048642338,0.0760836536971423,0.926243711945381,0.75347998371119,NA,TRUE,"1","1","1","0.999999999930032",8
"11","csnk1g1",0.0267861572055439,0.834326520964729,0.0577131501655598,0.660005116543974,0.0309269929600159,0.797549852931727,0.906672205342715,NA,TRUE,"1","1","1","0.999999999930032",8
"12","LOC111571203",0.391167069238142,0.0943796012061665,0.0559440122991202,0.824047929214493,-0.335223056939022,0.115646979900371,0.145431056199844,NA,TRUE,"1","1","1","0.999999999930032",8
"13","neo1a",0.238320468172507,0.269652858533423,-0.0117891129949758,0.957704015772193,-0.250109581167482,0.232802787576087,0.402302585027132,NA,FALSE,"1","1","1","0.999999999930032",8
"14","LOC129349243",0.344444697824701,0.779082533455675,0.434410674679541,0.723563281380383,0.0899659768548398,0.928579001155426,0.937659923092309,NA,TRUE,"1","1","1","0.999999999930032",8
"15","LOC111567962",0.0953791200416812,0.451397145241873,0.207252080965674,0.107551205280966,0.111872960923993,0.341715256649016,0.267826822100873,NA,TRUE,"1","1","1","0.999999999930032",8
"16","LOC129347359",31.8664034852256,0.999993076874789,30.8461119092966,0.999993298537907,-1.02029157592906,0.378114529222527,0.678133217872463,NA,TRUE,"1","1","1","0.999999999930032",8
"17","bbs4",-0.303143788455069,0.096595807605014,-0.320979532960545,0.086299447237468,-0.0178357445054764,0.922589663128718,0.150585499138925,NA,TRUE,"1","1","1","0.999999999930032",8
"18","scamp2l",-0.0497263547735837,0.853854098665747,-0.236333081440079,0.405940143908833,-0.186606726666495,0.48508454393489,0.674877043986156,NA,FALSE,"1","1","1","0.999999999930032",8
"19","LOC129347348",-0.887702815493756,0.160503425264492,-1.50655864737828,0.0618421541182933,-0.618855831884522,0.47691627913774,0.11623927190514,NA,TRUE,"1","1","1","0.999999999930032",8
"20","myo9aa",0.0388061630113792,0.876170649021246,0.104153438388599,0.674340696300196,0.0653472753772195,0.776973513223836,0.910823946359337,NA,FALSE,"1","1","1","0.999999999930032",8
"21","senp8",0.0801348322485318,0.86290016650251,0.0543705401402683,0.90847538151336,-0.0257642921082635,0.951713410495463,0.985064401117488,NA,TRUE,"1","1","1","0.999999999930032",8
"22","LOC111580711",0.0254225210666075,0.876754803642796,0.169938588539989,0.301024044245963,0.144516067473381,0.333583309654304,0.502053955931687,NA,TRUE,"1","1","1","0.999999999930032",8
"23","anp32a",-0.0339888317562316,0.904233807120747,-0.0213372013583402,0.940807622401237,0.0126516303978913,0.962179206969842,0.992755994155078,NA,TRUE,"1","1","1","0.999999999930032",8
