cluster	gene	p_val_adj	p_val	avg_log2FC	pct.1	pct.2
6_2	NRN1	0.00496912880592412	4.47145577784947e-07	3.8189757803113	0.533	0.019
6_2	ZNF536	0.0091611885112418	8.24366823651741e-07	3.20254690287348	0.667	0.075
6_2	TNR	0.0234544735060281	2.1105438230926e-06	2.85545430777779	0.867	0.377
6_2	SLIT3	0.0361792532121831	3.25557934060858e-06	2.91785672095054	0.8	0.245
6_2	SLIT2	0.049147556614825	4.42252826552911e-06	3.64721318346637	0.667	0.132
6_0	SLC4A11	0.00087968707091945	7.91583794582426e-08	2.03469757502787	0.963	0.463
6_0	LRP8	0.00141509614293029	1.27337005572779e-07	3.61182142108994	0.889	0.39
6_0	BCL11A	0.00199168011892104	1.79220743176553e-07	3.42835442508979	0.741	0.171
6_0	CPNE4	0.00414731806194921	3.73195182394422e-07	7.70780509910262	0.519	0
6_0	BRINP2	0.00480001997060867	4.3192836953196e-07	0.377051094031586	0.963	0.585
6_0	RBFOX3	0.00779872776979256	7.01766199027496e-07	3.74824504999708	0.852	0.293
6_0	TMEFF2	0.0442264907678532	3.97970761881159e-06	2.34761296485372	0.778	0.293
6_1	TRHR	5.47057842606836e-07	4.9226837272279e-11	8.28618442498363	0.722	0
6_3	SIX6	4.22136769889839e-08	3.79858516952973e-12	8.81071890760301	0.75	0
6_3	LRRC9	0.000143577580481789	1.29197858797614e-08	6.63705654552736	0.625	0.017
6_3	NDNF	0.00137946358232863	1.24130620204142e-07	5.76421410406204	0.625	0.033
6_3	MBTPS2	0.00858237074466322	7.72282079066248e-07	6.03591961660346	0.5	0.017
6_3	GPC5	0.0187535799708316	1.68753531637106e-06	7.18212887297124	0.375	0
6_3	CCDC3	0.0187535799708316	1.68753531637106e-06	6.75928507313723	0.375	0
6_3	SCUBE3	0.0190293443086657	1.71234988829891e-06	4.8781212396455	0.75	0.117
