"","gene","av_p","positive_p","interaction_p","d_m_p.value","d_f_p.value","f_m_p.value","d_m_estimate","d_f_estimate","f_m_estimate","int_d_p.value","int_f_p.value","int_m_p.value","int_d_estimate","int_f_estimate","int_m_estimate","warning","error","av_q","interaction_q","positive_q"
"20","LOC111580711",0.412646457105484,0.23830149155453,0.503036187228238,0.754271414762342,0.483418781491469,0.83277997526413,-0.0259254960971325,0.0419781800025945,0.016052683905462,0.924887594563475,0.117202204587176,0.246522870153127,-0.00869875873094172,0.102380636146777,0.150500668171633,NA,NA,0.780203714945871,0.829900357829705,0.468583312669541
"22","coro2ba",0.0926294218908687,0.0139426515345406,0.000735133418333367,0.373210299204865,0.0671424614669019,0.270711271047962,0.0535317452654642,-0.110897706323147,-0.0573659610576828,0.306438676668152,0.00799226830318478,0.0169002302029074,0.0901453723154674,-0.16381457227839,0.141494580145163,NA,NA,0.780203714945871,0.116802099518555,0.174272325075828
"29","LOC111564418",0.424998691536985,0.289813061847523,0.728800251999257,0.99178412066909,0.900862088375432,0.892702893925412,-0.000989444747187845,-0.00988191035445318,-0.010871355101641,0.81477529821276,0.802832903946776,0.297668962666301,0.030860757157525,0.0191483033052061,0.136355015091864,NA,NA,0.780203714945871,0.904963194399486,0.476717202798815
"31","LOC111564410",0.33713873906059,0.11371172804902,0.37115491621012,0.754005440761378,0.54955194804265,0.802931367151966,-0.0207023805728257,0.0382498073570088,0.0175474267841831,0.804149361159074,0.411043278660692,0.118989709277192,-0.018685509929264,0.0748607800109576,0.144429298003019,NA,NA,0.780203714945871,0.773768508481593,0.332032757002349
"32","cars1",0.562733853906561,0.382301838010847,0.157566283622862,0.120766362719345,0.40565346023198,0.280731084268736,0.116920334508561,-0.0362131299350774,0.0807072045734832,0.142121523604846,0.402896867677847,0.389365500425629,0.076323687353263,-0.0393378407786478,-0.110988442828476,NA,NA,0.783013706337442,0.628940757028479,0.579964272125546
"34","arfgap2",0.894895019891865,0.0216658019211925,0.0628546824607054,0.0493014856799665,0.808792205417732,0.029515069327608,0.10706392378602,0.010694809086979,0.117758732872999,0.925134738372772,0.473999418716564,0.0251902633334011,-0.00504761136618145,0.0374455753540872,-0.176913150669724,NA,NA,0.918428241113396,0.482306701883996,0.176756381768619
"36","glceb",0.839920500826375,0.0122646209240674,0.01361137418519,0.0963082274083077,0.827408721786348,0.0458759790497981,0.0785865965095894,0.00863226390201247,0.0872188604116019,0.993049641794544,0.135570610478443,0.0149992637946074,-0.000486543595833305,0.0576884514722854,-0.148702377781816,NA,NA,0.879541678519714,0.336084229149613,0.173125274966403
"38","tle3b",0.355041064455102,0.277012079462231,0.456616517512133,0.68397229779223,0.930356109960509,0.710968750005066,-0.0318211471797622,0.00419535436035116,-0.0276257928194111,0.57042957856407,0.712195549561113,0.284952616298768,-0.0391559712768436,-0.017798772030981,0.139862981619816,NA,NA,0.780203714945871,0.813810509286337,0.469493501502687
"40","LOC111564639",0.60297493270546,0.94296150190338,0.608110408230388,0.343358811250302,0.831153830441793,0.22832497954276,0.0458028362097078,0.00870081121951063,0.0545036474292185,0.878940112896157,0.218521497594055,0.943762841570585,-0.0082501971336154,0.0501186263952552,-0.00465437511997404,NA,NA,0.788898213465175,0.867619010249582,0.983612234849351
"42","pias1a",0.211787386342851,0.105715644650015,0.355206807037474,0.453213394230118,0.89143955009806,0.503498027735019,0.0344564531133312,-0.00531849593255104,0.0291379571807802,0.888138925946612,0.967587096097318,0.115249294984627,0.00683783003478029,-0.00142057726288411,0.0934521659499803,NA,NA,0.780203714945871,0.766313385447473,0.326774423809792
