"","gene","av_p","positive_p","interaction_p","d_m_p.value","d_f_p.value","f_m_p.value","d_m_estimate","d_f_estimate","f_m_estimate","int_d_p.value","int_f_p.value","int_m_p.value","int_d_estimate","int_f_estimate","int_m_estimate","warning","error","av_q","interaction_q","positive_q"
"32","LOC111564417",0.214260484633135,0.160987867981861,0.600656329802386,0.667945212186051,0.177877328350207,0.49616054126606,0.0277470786237936,-0.0730313196763206,-0.045284241052527,0.141659893976234,0.721991600828702,0.162183631509945,0.0949202896477444,0.0250659476651408,0.139913821993127,NA,NA,0.328123782368098,0.999775367666602,0.718192223305039
"33","LOC111564410",0.355043135207037,0.630323555131917,0.0982896701109859,0.0119210144025269,0.0549205781788313,0.498558451273322,0.104129812057608,-0.0769960538565371,0.0271337582010709,0.0130601706247567,0.62667901078647,0.630974420306303,0.105398001627507,0.0194659152758082,-0.0203929182116905,NA,NA,0.384543062448095,0.893062056384764,0.916179082208842
"34","cars1",0.174941943345534,0.0168115571543818,0.348639851326369,0.302801531221443,0.128747529482108,0.667355688193006,0.036836173840544,-0.0520241144673038,-0.0151879406267597,0.119031871173356,0.470684612510248,0.0173470876806092,0.0513356975656617,0.0208713567435138,0.0890812656475587,NA,NA,0.328123782368098,0.999775367666602,0.424425340110185
"35","pex16",0.349887345349435,0.000525622612792553,0.00437222712770056,0.000555234723165767,0.0142021779603165,0.211475133298656,0.16307312465016,-0.106361461362752,0.0567116632874078,0.346197560089901,0.0371729486367181,0.000586004393942129,0.0477426260718378,-0.0985846234043237,-0.20061703645655,NA,NA,0.380623378715989,0.275469485479906,0.0589888190059767
"36","arfgap2",0.401219237515187,0.557383482845092,0.17606082002937,0.0266752949172545,0.0959452482568674,0.504530196464963,0.0807715635864335,-0.0573567642295863,0.0234147993568472,0.0342458687431444,0.528341588503646,0.559249633876044,0.0654162114375997,0.0178532202581798,-0.0205596115151798,NA,NA,0.423632072539924,0.999775367666602,0.892954373386448
"38","glceb",0.534798468024687,0.870455582198934,0.217267709466359,0.0586006377249645,0.111814684415283,0.709884297922778,0.0623727465692533,-0.0504490698125451,0.0119236767567082,0.0347389514372976,0.924269044743589,0.870842012718292,0.0525075372944208,0.00224204658517622,-0.00452031369974472,NA,NA,0.546322002074714,0.999775367666602,0.97585797486079
"39","paqr5b",0.207336735239018,0.82991280314913,0.756549678161421,0.28680224915108,0.294703216294278,0.983905721553576,0.110143698075988,-0.108057420637559,0.00208627743842858,0.288364993701631,0.92508099376543,0.830356047740716,0.150195519932929,0.0132816587632531,0.0305082918615146,NA,NA,0.328123782368098,0.999775367666602,0.966461250053702
"40","LOC111564414",0.193732457766943,0.816114602515933,0.613576951262723,0.206713858898836,0.587171148131759,0.331743870321667,0.113852861747095,-0.046268620034762,0.0675842417123329,0.286813084933086,0.0821595998221739,0.816438017782237,0.150176169306571,0.141557475011917,0.0232102055398232,NA,NA,0.328123782368098,0.999775367666602,0.965864524939083
"41","tle3b",0.188006218829873,0.360826140652393,0.783590235112313,0.178894388818668,0.481046058190569,0.544344956332996,0.0472124700515295,-0.0248147175404969,0.0223977525110327,0.465777945420475,0.136654733367178,0.361884078336106,0.0225487019450775,0.0563883344387384,0.0325915175124998,NA,NA,0.328123782368098,0.999775367666602,0.823852054381797
"43","uacab",0.168732329115286,0.779886076262166,0.37431633263731,0.823475973498851,0.508861370863146,0.676668162106509,-0.016774071361761,0.0459226632591464,0.0291485918973854,0.267433987771647,0.418234567644959,0.780276061263109,-0.110928230741621,0.0666597235586875,0.0279665791367874,NA,NA,0.328123782368098,0.999775367666602,0.95921983911776
"44","LOC111564639",0.144517714155072,0.963816417115284,0.142751653822445,0.0891815347158365,0.44523412598209,0.323738717582173,0.055626749575558,-0.0235892365383705,0.0320375130371876,0.593394338121066,0.00673424296125089,0.963893045403656,0.014418487139027,0.0713572781344021,-0.00137788777631175,NA,NA,0.328123782368098,0.969550154605203,0.996888798634718
"46","rxfp3.3a1",0.223529092658413,0.52701551171108,0.693851791932122,0.77365618081095,0.164489293720538,0.628059478915988,0.023023022169844,-0.0613361075882522,-0.0383130854184082,0.511173409127592,0.815665369516434,0.527915000109031,0.0354732586100447,-0.0108023997107538,0.0894467826630465,NA,NA,0.328123782368098,0.999775367666602,0.881940566837099
"47","pias1a",0.373515576648424,0.71034563066543,0.0954742300545437,0.07319262688393,0.308844920964058,0.40436063265701,0.0571175978355003,-0.0307956804905161,0.0263219173449842,0.057760058906301,0.00506864596920538,0.711309986506947,0.0430977512445862,0.0653940842459278,-0.00983864845014828,NA,NA,0.399371139453265,0.88836136974353,0.94580685177458
"48","skor1a",0.170126968350152,0.0798817294391137,0.255822301130175,0.824474630391306,0.221175127832563,0.184364447795676,-0.0153312764472725,-0.077736925652421,-0.0930682020996934,0.641638431041399,0.639092851224104,0.0810697958866427,0.0380019736196504,-0.0391908280191847,0.175648866028419,NA,NA,0.328123782368098,0.999775367666602,0.622594962414692
"49","map2k5",0.400156507643313,0.999467510146677,0.276354858016908,0.0429613469741725,0.113420634180824,0.591936574502109,0.0676519746886847,-0.0505163387542818,0.0171356359344029,0.0201203118007175,0.200045160510578,0.999469266690049,0.0614204541399298,0.029670002971024,1.86342142474395e-05,NA,NA,0.422665311198249,0.999775367666602,0.999979489794026
"50","smad3a",0.30523079496246,0.664225978504391,0.36908122127088,0.0379752204842098,0.40397972324667,0.326789811304209,0.0844602297510045,-0.0376539321829521,0.0468062975680524,0.10573100141671,0.354393838813581,0.665815211679754,0.0612655838802905,0.0586357903392834,-0.0206282100452986,NA,NA,0.347656229752279,0.999775367666602,0.928049123537088
"51","tmem208",0.212375860424049,0.332839774659652,0.674538735041026,0.351632281042223,0.157779150979405,0.655393377252703,0.048937087730058,-0.0741343533302012,-0.0251972656001432,0.265511246286383,0.915539468667983,0.333702083043376,0.0654327574880622,-0.00748611975020125,0.0687507376009393,NA,NA,0.328123782368098,0.999775367666602,0.808943240482253
"52","slc39a1",0.232804000210538,0.394857470577999,0.208473576686609,0.0589164448673033,0.738610613173877,0.135558547673484,0.120099808734911,-0.0249987421349276,0.0951010665999838,0.339020788431355,0.203091591082233,0.396518464964566,0.095769074059249,0.126979632999004,-0.0504907628267777,NA,NA,0.328123782368098,0.999775367666602,0.837455018527913
"53","LOC111565738",0.327300817222289,0.709093995920021,0.566732673264464,0.0583285022771933,0.129686309878706,0.650894946138346,0.0630682117860648,-0.0484958880188064,0.0145723237672585,0.0576449409124161,0.31154384695662,0.709459845164419,0.0515927629003536,0.0251543112203428,0.0106348457701111,NA,NA,0.363428634103593,0.999775367666602,0.945436722794794
"54","LOC111565745",0.152672127042571,0.238887505069296,0.253788844655573,0.813258869302922,0.538179828266929,0.776020975080958,-0.0156455448284088,0.0345416868947946,0.0188961420663858,0.773392121043642,0.0543544572779868,0.240166347164422,-0.0204738371763046,0.136825519109724,0.117643805220765,NA,NA,0.328123782368098,0.999775367666602,0.764380689572965
"55","mibp2",0.216822390026147,0.997394610249911,0.729142553428025,0.248602086381592,0.78190312428272,0.401786298794874,0.0631384187396795,-0.0150578399484983,0.0480805787911812,0.677779947306473,0.267851378117904,0.997400748875494,0.0267189307324392,0.0787110772118607,0.000234237146812884,NA,NA,0.328123782368098,0.999775367666602,0.999857067846767
"56","bloc1s6",0.38676188299351,0.589776111805578,0.144050772273503,0.0633084600259058,0.0406991374590396,0.831045332174772,0.067908973947845,-0.0762475621962703,-0.00833858824842534,0.0120882597756243,0.569268068132207,0.591133140878867,0.0749489908699855,-0.0240208030810047,0.0216751807516903,NA,NA,0.410704830788847,0.97152091344809,0.902139545608098
"57","slc30a4",0.202655431809292,0.286447836771982,0.822379120664118,0.309588361255638,0.194546572190807,0.860659830798811,0.0534628015923538,-0.0627325892255157,-0.00926978763316191,0.159356829541986,0.557872310274462,0.287737327890852,0.0823767961347615,0.0341071757226529,0.076127204928935,NA,NA,0.328123782368098,0.999775367666602,0.786021618955019
"59","spata5l1",0.195184583344075,0.468088817542826,0.891214076289097,0.317438730074591,0.378089776451612,0.826141106071757,0.0907193356322288,-0.0752756325146187,0.0154437031176101,0.279126406520524,0.301966253035876,0.46943459553386,0.152839275929852,0.0839884987118156,0.0733358320879208,NA,NA,0.328123782368098,0.999775367666602,0.859584506937401
"60","LOC111565744",0.199761318938124,0.668581457266957,0.99666625415979,0.585822728657696,0.640133059974806,0.937557002093652,0.0563325542359971,-0.0482315366640702,0.00810101757192683,0.614577973656718,0.694563065335533,0.669121029675734,0.0714263563586554,0.0554748322297717,0.0604058397113612,NA,NA,0.328123782368098,0.999920826329251,0.92915033298918
"61","dtwd1",0.168903693636142,0.30247971484032,0.533439867743572,0.815511205430077,0.518573734291054,0.615164714129143,-0.0210319577427547,0.0664004639812209,0.0453685062384662,0.752015084650916,0.224012903719862,0.303627125238704,-0.0446170276172106,0.171657169671807,0.103124072754903,NA,NA,0.328123782368098,0.999775367666602,0.792126021776389
"62","LOC129349619",0.201456606234972,0.891220497219635,0.862184283900589,0.373148044609117,0.344614218487356,0.944275750790159,0.0920412761585794,-0.0856849144280824,0.00635636173049701,0.468895671101123,0.913417715603447,0.891399153647534,0.102510464803452,0.0110363697592041,0.0193007607560174,NA,NA,0.328123782368098,0.999775367666602,0.980424448044115
"63","cops2",0.214256240733754,0.378796393084585,0.573157663142238,0.279343404022191,0.106762523548104,0.715928702239287,0.0486507384570493,-0.0647074124870448,-0.0160566740299955,0.294703195850771,0.847981632418858,0.380202080311266,0.0479041378556796,-0.00779511697861628,0.0520558073727616,NA,NA,0.328123782368098,0.999775367666602,0.83007633482499
"64","secisbp2l",0.239284384458319,0.919852708482173,0.925841035204468,0.167121158467825,0.189405658664463,0.838156728796021,0.0559911350366404,-0.0475829357825423,0.00840819925409808,0.570079588285219,0.990585672314331,0.919934329925793,0.0193852168445303,0.000428455033422487,0.00513295834029479,NA,NA,0.328123782368098,0.999775367666602,0.990157274924276
"66","LOC129349512",0.17724823378453,0.977626294411081,0.371997376703547,0.701141498208354,0.468010521277187,0.766140645013217,-0.0346500150898353,0.0653340519640992,0.0306840368742638,0.073066605696123,0.792827356681659,0.977662059120518,-0.179131640222249,0.0368677141213089,-0.00394421213042572,NA,NA,0.328123782368098,0.999775367666602,0.997287933593591
"68","dut",0.219206129272682,0.862436161409161,0.626492009599693,0.112353714473693,0.502577242454252,0.347294559527138,0.0806347748467081,-0.0325525577707518,0.0480822170759563,0.363971569212778,0.238047559981342,0.862759737954034,0.053505853932972,0.0694808936510834,-0.0111678278007509,NA,NA,0.328123782368098,0.999775367666602,0.974199532801966
"69","slc12a1",0.32639779445876,0.0175967923992165,0.00709379139780144,0.0030929087203653,0.186259147791909,0.059518643886235,0.124308190641662,-0.0493804265157101,0.074927764125952,0.11063436474801,0.13944019479586,0.0180944828993502,0.0666244181160663,0.0489016180278762,-0.108248809775991,NA,NA,0.362790491906537,0.345431570947178,0.426989734484367
"70","ctxn2",0.144601740725794,0.37355034737775,0.0721253009573382,0.166437014265848,0.938134956686431,0.198990886538438,0.0511900978974879,-0.00271542996680152,0.0484746679306864,0.28447334996991,0.0694220341786376,0.3748668120545,-0.0359034537580976,0.0614046162539958,-0.0354965613939809,NA,NA,0.328123782368098,0.818943167941168,0.828198932422141
"71","myef2",0.199851255003472,0.393208632537274,0.127892555954317,0.085686418497735,0.799121831446305,0.169554498146487,0.05985153533243,-0.00897586485430571,0.0508756704781243,0.963727458823212,0.0599641744955945,0.39464109586924,-0.00140120117792858,0.0735218847401669,-0.0288117219990568,NA,NA,0.328123782368098,0.94970517724416,0.837455018527913
"73","LOC111565754",0.209610051672509,0.0203227165578238,0.125081774607985,0.0550116606590424,0.855007267357616,0.0572743656555559,0.121578557594688,-0.0104810468931749,0.111097510701513,0.603992429831978,0.749013435909218,0.0209946891393269,-0.0422029690849293,0.0203712134849035,-0.190741880815482,NA,NA,0.328123782368098,0.942305424281019,0.442066966319957
"74","sema6dl",0.223445220820103,0.276383348893406,0.948500407775317,0.168233119607986,0.308995436621938,0.641958728105831,0.0589949897394332,-0.0396447238011906,0.0193502659382427,0.391093106307292,0.324534809341739,0.278172966525263,-0.0375046221246893,-0.0369959274622904,-0.056436007511475,NA,NA,0.328123782368098,0.999775367666602,0.77946724034416
"75","LOC118470001",0.204541617193015,0.623517054095095,0.830709751042355,0.379132968407051,0.335780125785487,0.935857741351715,0.0909120013749474,-0.0992340234744793,-0.00832202209953195,0.288271825547206,0.825593618415434,0.624471189611642,0.15017836850523,0.0311143920338448,0.0696947921257716,NA,NA,0.328123782368098,0.999775367666602,0.91334217413202
"76","dmxl2",0.26049196226431,0.588081182295552,0.954938950865883,0.105781787095738,0.178162072987678,0.744974744675389,0.0532063622949082,-0.0426876759455692,0.010518686349339,0.333041845640127,0.545954895686921,0.589296119099125,0.0244576004410389,0.0145883265779337,0.0155890958460153,NA,NA,0.328383421616128,0.999775367666602,0.901461347486642
"77","gldn",0.21499672098859,0.671789923191573,0.749050704035256,0.207317332770187,0.298428741074449,0.590466088978065,0.114223543207681,-0.0692120248270144,0.0450115183806668,0.488965578080332,0.883069397814124,0.672589165644515,0.0693953347992341,0.0104463640908473,-0.0601517995000314,NA,NA,0.328123782368098,0.999775367666602,0.930414794316134
"78","LOC111565746",0.190104224131653,0.342986727301708,0.885139565310164,0.542343573610316,0.673079783593714,0.802270213896149,0.0354665327078425,-0.0211795562468206,0.0142869764610219,0.465542585680316,0.130195392213502,0.344309782439488,0.0464255727721612,0.0881220032825645,0.0780602076248364,NA,NA,0.328123782368098,0.999775367666602,0.815299964064274
"79","tnfaip8l3",0.264580727802469,0.107837291534905,0.0870869261763828,0.0162406090702757,0.658069763897362,0.0918537004048968,0.11933761985059,-0.0254247664015732,0.0939128534490164,0.319852346500292,0.254767170428706,0.109164937781752,0.0634444545160529,0.0925850794144897,-0.0879782754156613,NA,NA,0.328778815918454,0.860932169123884,0.677266214219792
"80","scg3",0.505916461345744,0.0386594772066727,0.127732220146479,0.0437603934984182,0.160366646120613,0.468547267329848,0.0674527371549505,-0.0439453669690589,0.0235073701858916,0.512298312564351,0.766016623772365,0.0393482987262229,0.0154805495954582,-0.00658235851893964,-0.0583124352511087,NA,NA,0.519069349848697,0.94970517724416,0.551483009010779
"81","lysmd2",0.204134650899798,0.552136863287589,0.621718858403813,0.169595016545484,0.111497919793131,0.845114319541981,0.0630731089693421,-0.0712223535405437,-0.00814924457120154,0.370362367361785,0.741841139579775,0.553122790455541,0.0528571157399194,-0.0143352957833992,0.0290181991271488,NA,NA,0.328123782368098,0.999775367666602,0.891073591857793
"82","tmod2",0.181364262084976,0.27448857353937,0.924420158312045,0.405576443048575,0.379931517566216,0.991942188331793,0.0403362199185367,-0.0407716023534052,-0.000435382434868525,0.635000680622439,0.472360439233416,0.275583519374196,0.0305183161394761,0.0314254749578151,0.0559647769817995,NA,NA,0.328123782368098,0.999775367666602,0.778485362071678
"83","leo1",0.164661422494075,0.475892496030575,0.422258199244462,0.509265531633692,0.916746542827532,0.480230659886451,0.0300006590587898,0.00468920212646643,0.0346898611852562,0.930667295501735,0.109031991654422,0.477210924551339,-0.00405152894019441,0.0929533325362964,0.0422043415965331,NA,NA,0.328123782368098,0.999775367666602,0.86462231848196
"85","mapk6",0.169164949090303,0.391248112700813,0.730642814249932,0.330318815693545,0.487435020595146,0.732357514692724,0.0383354166578097,-0.0246506948084736,0.0136847218493361,0.68154586865677,0.142982196027127,0.393573865666804,0.0141303206341707,0.0522809729856865,0.0426559929587986,NA,NA,0.328123782368098,0.999775367666602,0.837455018527913
"86","LOC118471234",0.182619478272784,0.747288657871194,0.901515680004186,0.438722989850912,0.492167988335975,0.858988040573091,0.0378189681511767,-0.0287137701848488,0.00910519796632787,0.898872754242145,0.685626467482066,0.747797310248634,-0.00535268445517913,0.0207890778446366,0.0230864660185051,NA,NA,0.328123782368098,0.999775367666602,0.952015861382378
"88","usp8",0.146223939598442,0.498010577303457,0.568294617397458,0.548860212827623,0.62423350212622,0.872508568459721,0.0251163461145343,-0.0185448051573603,0.00657154095717404,0.557159035678536,0.457394882688422,0.499025395720115,-0.0249967584389018,0.0272780895750278,0.0348890684086705,NA,NA,0.328123782368098,0.999775367666602,0.87445093246568
"93","pde8a",0.24596432104168,0.485362928259128,0.85600040908128,0.117895231620049,0.208749285061321,0.708155487523183,0.0521479597729662,-0.0398904514381831,0.0122575083347831,0.218331014654572,0.0738074941587736,0.485873093984043,0.0300456623399938,0.0397134480019828,0.0198059662296898,NA,NA,0.328123782368098,0.999775367666602,0.869826846900035
"94","LOC111563916",0.258883132882236,0.0133092196414562,0.0064239373349047,0.00228561997324165,0.706377849086827,0.00815605941508895,0.147571337042344,-0.0143971319585865,0.133174205083758,0.346461661011978,0.0478150841832718,0.0139244638758169,0.0348645852434041,0.0893768739371264,-0.177175789983419,NA,NA,0.328383421616128,0.333140288144065,0.393388765739749
"95","LOC111563902",0.167392077337541,0.051983808714643,0.574366964718372,0.586873757573981,0.431839235478529,0.800377071010768,0.022623797372094,-0.0339995620632327,-0.0113757646911387,0.523032922684738,0.458995594714729,0.0528759260235807,0.0278796659288575,0.0399974846127316,0.0940111836422444,NA,NA,0.328123782368098,0.999775367666602,0.579990578072264
"96","LOC111563893",0.247094635061038,0.541714279363792,0.719250269933859,0.0859773516255563,0.223190919781661,0.611060833586066,0.0761601257840388,-0.0532068543013681,0.0229532714826707,0.593477172260328,0.951878700854182,0.54299545671557,0.0257237532321918,-0.00306716092395729,-0.0317187683300547,NA,NA,0.328123782368098,0.999775367666602,0.88968367747002
"97","homer2",0.173042308021452,0.588966457939263,0.417842817555756,0.81555482138173,0.939784135847929,0.741789099499039,0.0111564749237887,0.00339737347127211,0.0145538483950609,0.054207466852683,0.641684096244938,0.589963094270252,-0.113726727523414,-0.020602358687108,-0.029646373114877,NA,NA,0.328123782368098,0.999775367666602,0.901962079943471
"98","ramac",0.227194382595864,0.21077739924017,0.612264275840693,0.155213681871386,0.133959780323495,0.838062299225753,0.0946983445284488,-0.0814500707495436,0.0132482737789052,0.625200996031656,0.0543968693978348,0.211967865196073,-0.0347421345929272,-0.121831785222763,-0.124700448230264,NA,NA,0.328123782368098,0.999775367666602,0.751461722845567
"99","LOC111567331",0.161708101460128,0.0718625208936219,0.53352468734008,0.729986581867237,0.460634045932183,0.763035356409516,0.0147815992072291,-0.0281909188881318,-0.0134093196809027,0.474501503039309,0.216926040092496,0.0730159632588123,0.0273637982235943,0.0534955102939001,0.105864674691891,NA,NA,0.328123782368098,0.999775367666602,0.614228448553423
"101","zrsr2",0.123552263095962,0.333075155466573,0.27437009968005,0.873497327174807,0.769019654146443,0.935033952355278,0.00715355667600957,-0.0108688454399447,-0.00371528876393512,0.32518943317235,0.382496968457551,0.334044386080907,-0.0377735276753032,0.034005256515106,0.0618039100019953,NA,NA,0.328123782368098,0.999775367666602,0.809090261972194
