"","gene","gene_name","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","av_q.value","cluster","full_label","first_word","second_word","short_label"
"2397","cpne2","copine II",-1.44394018077993,0.00074223613197943,0.114779862055559,0.692665921501952,1.55872004283549,0.000163418251028533,0.00060910690476855,NA,FALSE,0.047892278557314,20,"Late_downregulated_1","Late","Downregulated","Late Downregulated"
"1815","LOC111572082","fibroblast growth factor 6",0.0665443991034734,0.318582718949057,-0.281407302854763,2.1984775421068e-09,-0.347951701958236,1.77408514284258e-13,2.63840445561283e-20,NA,FALSE,5.92562944778335e-18,22,"Transiently downregulated, full rebound","Transiently","Downregulated","Transiently Downregulated"
"13014","spns2","SPNS lysolipid transporter 2, sphingosine-1-phosphate",0.173892700048175,0.000746465992861523,0.352154021772379,3.08245079507029e-22,0.178261321724205,1.15570041676605e-06,2.90915077680816e-26,NA,FALSE,6.90493548581728e-24,22,"Transiently upregulated, reduced rebound","Transiently","Upregulated","Transiently Upregulated"
"14078","shisa9a","shisa family member 9a",0.276781364838015,3.32077745761126e-09,0.178627809105993,6.5559794699183e-08,-0.0981535557320216,0.00296230257923571,5.77402316554077e-09,NA,FALSE,8.42637844686358e-07,23,"Progressively upregulated","Progressively","Upregulated","Progressively Upregulated"
"11884","hspa4a","heat shock protein 4a",-0.102477208648539,0.1462308172288,-0.314402573121828,1.87787418532019e-10,-0.21192536447329,2.65970219989995e-05,2.33420899389929e-13,NA,FALSE,3.52943009918455e-11,24,"Transiently downregulated, full rebound","Transiently","Downregulated","Transiently Downregulated"
"17438","slc4a11","solute carrier family 4 member 11",0.351399993786687,4.57131367883883e-14,0.0185820986463289,0.573288543476639,-0.332817895140358,3.9201880653002e-24,4.31978877224573e-23,NA,FALSE,6.73583313322286e-21,24,"Late upregulated_1","Late","Upregulated","Late Upregulated"
"7860","camk2n1a","calcium/calmodulin-dependent protein kinase II inhibitor 1a",-0.270515629923201,2.69727818004098e-05,-0.24245611844074,9.09779632440535e-08,0.0280595114824616,0.538319755389377,5.27123474608461e-07,NA,FALSE,6.55838802486257e-05,25,"Early downregulated, no rebound","Early","Downregulated","Early Downregulated"
"10749","plp1b","proteolipid protein 1b",0.523000261826893,0.51059613519119,-2.49964246624227,1,-3.02264272806916,0.000141759957249017,0,NA,FALSE,0,25,"Late upregulated_2","Late","Upregulated","Late Upregulated"
"17268","LOC111563020","cyclic AMP-responsive element-binding protein 1",0.024279115218181,0.97664870534019,-0.379001524898652,0.644834569477155,-0.403280640116833,9.80975360984657e-19,2.86571112309879e-18,NA,FALSE,3.64298335018275e-16,25,"Late upregulated_2","Late","Upregulated","Late Upregulated"
"7103","gria2b",NA,0.0282573918360902,0.667937930819257,-0.836829481969964,2.93866816435431e-73,-0.865086873806054,1.6860494550265e-76,6.23096918571688e-147,NA,FALSE,1.80004202999198e-144,26,"Transiently downregulated, full rebound","Transiently","Downregulated","Transiently Downregulated"
