"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","error_msg","av_q.value","cluster"
"8893","wdr75",-33.5354012859294,0.999996059558445,-1.38775747087832,0.244856259538112,32.147643815051,0.999996222621268,0.508541829220507,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8894","slc40a1",0.0764392533319424,0.902714765498974,-0.989413915548521,0.269456608178807,-1.06585316888046,0.183552066916563,0.405696319668683,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8895","LOC111563295",31.4324646688643,0.999997789082015,-288.491666988531,0.999985180729223,-319.924131657395,0.999975943238108,0.999999999541629,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8896","asnsd1",33.5368542436138,0.999998405066835,33.3908071742796,0.999998412012487,-0.146047069334188,0.906988703343333,0.993197722077163,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8897","zgc:136439",59.3085249765522,0.999995888344157,59.8449145348636,0.999995851158116,0.536389558311427,0.707722503140693,0.932482822361237,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8898","sympk",0.852207659632165,0.452628602458422,-0.22967999466783,0.874121868733478,-1.0818876543,0.331245780091996,0.522272588694232,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8899","LOC111563312",0.526708905401089,0.395246205920149,-0.516454649621365,0.525248765193378,-1.04316355502245,0.119657359622834,0.257634699720274,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8900","LOC111563316",-0.694385623665395,0.356237269721142,-1.3252699650302,0.151386634033379,-0.630884341364802,0.47303590140541,0.342775511916868,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8901","LOC111563314",0.256580919616768,0.531188462008881,0.286123403083413,0.521649848936949,0.0295424834666442,0.93283661277291,0.786015414676701,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8902","c11h2orf69",-1.23260668408869,0.187976573976719,-1.3856291659529,0.240484326091954,-0.153022481864211,0.901944050367213,0.309081067957035,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8903","stk17b",0.549297159795719,0.631514627005952,0.380723613842093,0.762802893734556,-0.168573545953626,0.853049001784108,0.889694765891999,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8904","hecw2a",0.363079417143888,0.460396643110063,-0.303825209534233,0.612223849218997,-0.66690462667812,0.173819465829076,0.365443981847896,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8905","LOC111578935",-0.774961084517497,0.59166811533139,-0.227664154538838,0.87526301217375,0.547296929978658,0.70139146764988,0.857752924181346,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8906","pgap1",0.750692129371614,0.166136267662672,0.873814999455095,0.126090107320602,0.123122870083481,0.747835608577842,0.293546793144294,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8907","maip1",31.972786199655,0.999997180825214,-1201.27723505955,0.999931268953196,-1233.2500212592,0.999907265507298,0.99999999323958,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8908","tyw5",32.0574077201295,0.999997251534772,31.928667345749,0.999997262572422,-0.128740374380477,0.917557296100851,0.994661182113666,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8909","lrrfip1a",0.830572336569705,0.324766211582925,-0.255026391481479,0.810979710005629,-1.08559872805118,0.196025690644814,0.328610098251723,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8910","mlphb",-6145.58717097657,0.9996465887383,38.8382432382602,0.999997307478313,6184.42541421483,0.999363218971601,0.999999681523127,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8911","cops8",-0.148338131526207,0.842189515942725,-0.241546179866921,0.775916611188844,-0.093208048340714,0.899061991682985,0.959480748675619,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8912","LOC111575552",0.943009260773079,0.408791335297524,1.14438178301392,0.333800766039969,0.201372522240845,0.783602048415474,0.624562210469848,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8913","LOC111575549",0.0018012086817071,0.995294514991608,0.121206576516199,0.722099103122994,0.119405367834492,0.674920622454581,0.90484536817863,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8914","LOC111564208",1.11239692593866,0.307842099114096,1.08208221713161,0.345364301791308,-0.0303147088070519,0.963965913026328,0.584351567628514,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8915","LOC111564380",-35921.4530560924,0.997874133252847,32.5369879596172,0.999997646910842,35953.990044052,0.996298000621324,0.999989236252063,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8916","ddx18",19.1533167330881,0.99860910469794,19.9383189529301,0.998552098658458,0.785002219842006,0.304634752729331,0.590433109926288,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8917","si:dkey-219c10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downdated VtV is not positive definite",NA,"cckb+ 6_poa_mixed"
"8918","nifk",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downdated VtV is not positive definite",NA,"cckb+ 6_poa_mixed"
"8919","LOC111564385",-55.4237287374039,0.999996812774761,38.0541566925238,0.999997361836333,93.4778854299276,0.999990375023329,0.999999999921774,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8920","LOC111564373",-35.7520276603762,0.999996318782452,-47.4796674195913,0.999996429756492,-11.7276397592151,0.999999287831929,0.999999999979346,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8921","LOC111564115",0.32173485049635,0.193074607727406,0.160503143490779,0.561476345300495,-0.161231707005571,0.469510851978138,0.405469210822677,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8922","lonrf2",-0.611722910455126,0.242997797201062,-0.741015725370811,0.231849311097165,-0.129292814915685,0.825858302586485,0.389788217007335,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8923","nms",34.1673130907311,0.999997631297818,-9.27336872609487,0.999999527337338,-43.440681816826,0.999996733468858,0.999999999987213,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8924","pdcl3",-0.17933230411347,0.842705365593447,-33.153597602261,0.999997166203925,-32.9742652981476,0.999997181532312,0.980504479390425,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8925","LOC111564344",-0.383495413051539,0.57424328034739,-0.276353979579194,0.713744169492795,0.107141433472345,0.8746744553756,0.852181521252155,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8926","neb",-0.392596685762806,0.655699674006726,-0.315183798192508,0.727867066555119,0.0774128875702981,0.922931020204129,0.900776566117395,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8927","arl5a",31.152041504944,0.955430823491106,31.3014997360915,0.955217138030547,0.149458231147477,0.936271914274741,0.995243188587118,"Model is nearly unidentifiable: large eigenvalue r",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8928","cacnb4a",0.626306165243209,0.106145793958733,0.183846421776325,0.675728878397666,-0.442459743466884,0.202597762479181,0.189863637020819,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8929","stam2",0.0588366029966417,0.945797052687249,-0.960608846654441,0.438841259661941,-1.01944544965108,0.358810553491009,0.64926040511834,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8930","hacd2",-0.503238379864342,0.530179277717295,0.426436769503131,0.574797128291162,0.929675149367473,0.173344569732291,0.395504892279711,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8931","adcy5",0.0350747363019972,0.893645469646198,-0.00560244857264921,0.984725757391673,-0.0406771848746464,0.86735638141884,0.982770308668195,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8932","sec22a",0.518185990129647,0.453081439623851,0.608758432746171,0.407040410875857,0.0905724426165245,0.862069200193736,0.693848100549413,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8933","pdia5",0.405065753348559,0.409189608057721,0.232342724658769,0.670456883796272,-0.172723028689789,0.68024433852317,0.699633055287626,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8934","sema5ba",0.152415964378347,0.66596392325406,-0.0130840053569615,0.97365782842296,-0.165499969735309,0.616890839545786,0.847886560905442,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8935","LOC118470605",-35.0845223255411,0.999996387512326,-33.2725186567249,0.999997478871445,1.81200366881613,0.999999889416623,0.999999999984758,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8936","slc49a4",-0.323873418726351,0.563978649917578,0.690809897334869,0.198888524452549,1.01468331606122,0.0259794669417341,0.0742011143303788,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8937","LOC118470608",-7.47191248750795,0.999991662354064,20.9840254457134,0.999349130364317,28.4559379332213,0.999968226445786,0.999999666487845,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8938","hspbap1",0.272789554885612,0.816626919859659,-31.775846729923,0.999996338090056,-32.0486362848086,0.999996306653261,0.973472745809693,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8939","slc15a2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downdated VtV is not positive definite",NA,"cckb+ 6_poa_mixed"
"8940","LOC118470604",18.5776009459893,0.958441498323043,19.017114372731,0.957459235985958,0.439513426741748,0.578974638615983,0.856130707187413,"Model is nearly unidentifiable: large eigenvalue r",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8941","LOC111565441",-228.411796416919,0.999976487590736,21.9848841445698,0.999900428663879,250.396680561489,0.999974217835615,0.999999991691139,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8942","LOC111565447",-0.832524701759844,0.561659848134819,-32.9577894651435,0.99999746996899,-32.1252647633837,0.999997533878413,0.844999522775642,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8943","LOC118470607",-0.800883718107832,0.112088708897418,-0.547008060236031,0.31779963376491,0.253875657871801,0.631772967631862,0.274678243320771,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8944","si:dkey-91i10.3",0.128230289966315,0.838503832767025,-36.200308957469,0.999997277910208,-36.3285392474354,0.999997268267904,0.979445411303664,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8945","LOC118471098",-0.000856717305576152,0.999157528067376,-25.9991199091821,0.98567612848294,-25.9982631918765,0.985676602361784,0.999838296333856," Hessian is numerically singular: parameters are n",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8946","LOC111572775",0.407665032696454,0.456765944630081,0.426994668636688,0.470686014308569,0.0193296359402341,0.965119906745682,0.729078570420718,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8947","slc37a1",0.457319938583924,0.266165249188407,0.671593578757065,0.124476893955587,0.214273640173142,0.510611334017474,0.307060753991932,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8948","pde9aa",0.589391559504773,0.184239433328804,0.692762754575968,0.145097532342593,0.103371195071195,0.766229285821992,0.318344062311026,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8949","wdr4",-0.711921495363526,0.582321898712288,-0.847429033482914,0.544608888791972,-0.135507538119389,0.921359784671901,0.797099737607276,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8950","si:ch211-140m22.7",0.70287174400677,0.530447360091562,1.33620335832927,0.232086185763843,0.633331614322504,0.351610945590575,0.409034885275618,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8951","ndufv3",-0.785940042754638,0.293368399363618,0.599398215455797,0.358930549032231,1.38533825821044,0.0289419573152752,0.0898677711709089,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8952","pknox1.1",0.801650957517808,0.472548983216761,-35.2769637225032,0.999997347341345,-36.078614680021,0.999997287061034,0.772591639399226,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8953","tmprss3a",9.07800018799329,1,9.73819500172835,1,0.660194813735055,1,0,"Model failed to converge with max|grad| = 0.012344",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8954","ccdc93",-0.277793999089753,0.548190002337369,0.266274287000049,0.560433799026179,0.544068286089802,0.189994814784743,0.423653474262492,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8955","si:dkey-251i10.3",-1.50813742569141,0.230228613352872,0.425941360935412,0.646080988965422,1.93407878662682,0.0921717919555775,0.242167130046505,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8956","insig2",-0.0811858675315793,0.890942573971972,-0.259502208578735,0.703833474566058,-0.178316341047156,0.760746147136102,0.92511257320268,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8957","marco",-77.9525718917384,0.999995494699718,32.7125033787167,0.999997715540294,110.665075270455,0.999988605339511,0.999999999893926,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8958","LOC111588595",-677.061694460112,0.999961262946451,33.4922775867943,0.999997695231765,710.553972046906,0.999926837611234,0.9999999957918,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8959","c11h2orf76",0.335351962571232,0.687290925075638,-0.316896440986822,0.758439458933088,-0.652248403558054,0.439080502586316,0.723526987792809,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8960","LOC111588338",-0.60733598505284,0.15752546212204,-1.26303804422403,0.0303767462380285,-0.655702059171193,0.23923442367608,0.0829883546762981,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8961","mmadhcb",-0.838332169228347,0.556685395343952,0.378205537790871,0.762138011448642,1.21653770701922,0.329928630001292,0.621670224163789,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8962","ifngr2",-0.927809379072004,0.120495854989757,-0.84932685240321,0.212929259114839,0.0784825266687943,0.908289509176384,0.246040246465733,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8963","LOC111588648",1.32685930350242,0.0397464059730996,0.886173445219701,0.206797421982433,-0.440685858282721,0.305660448918532,0.0987248760803465,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8964","LOC129350053",34.1731912476553,0.99999754533549,34.7242262637921,0.999997505754577,0.551035016136794,0.70012389744976,0.928447564392697,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8965","il10rb",-0.0937490571143176,0.863534380967123,0.182476504362706,0.752039756113945,0.276225561477023,0.565127434652836,0.846654518212366,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8966","LOC111588470",-0.804233789774982,0.391240003660624,0.482134714447511,0.577395695122755,1.28636850422249,0.142094968467599,0.339702260887547,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8967","LOC111588460",0.614458733303473,0.368136907048221,-0.275778866423566,0.746638356306528,-0.89023759972704,0.189267457824928,0.345386234709343,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8968","LOC111588622",32.5335089619633,0.999997728040271,-2.14960976402638,0.999999890002907,-34.6831187259897,0.999997391995644,0.999999999990604,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8969","crfb4",-0.145172743826376,0.90664712520745,0.413404377010318,0.739312838680133,0.558577120836694,0.584593124986804,0.855409952663446,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8970","clasp1a",0.293599464513612,0.343124024756959,0.344974759904008,0.307382300569985,0.0513752953903966,0.847279851984664,0.55638426805375,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8971","LOC111588657",-0.110143268337325,0.929598350092236,-33.9606886487247,0.999997446318924,-33.8505453803873,0.99999745460117,0.996104728405559,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8972","inhbb",19.9820351063031,0.999399848874073,-10.9933750624718,0.999998450286025,-30.9754101687749,0.999995633410622,0.999999717099222,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8973","gtpbp8",-0.179120106600108,0.851898391950552,-1.29031000338612,0.3241030352944,-1.11118989678601,0.369660376837971,0.592624873645737,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8974","LOC129350107",31.7293160924076,0.999997659270383,-20.5619556834855,0.999998917195318,-52.2912717758931,0.999996067946898,0.999999999983554,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8975","efnb2a",-0.582985882042842,0.27799700404321,0.264851928351153,0.613366505212642,0.847837810393995,0.0759306288471023,0.199020107382469,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8976","arglu1a",-0.0600985984699522,0.862368008694556,0.020255346973757,0.957550955585734,0.0803539454437092,0.801046911572269,0.964722364349129,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8977","ubxn4",-0.544743342663438,0.216223597646505,-0.0460609537723472,0.919301623574358,0.498682388891091,0.228786968239474,0.354404687964128,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8978","nmi",-0.142983194394034,0.908114668473375,0.789953869883297,0.502527797199369,0.93293706427733,0.32167781751688,0.573420192549666,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8979","si:zfos-1056e6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downdated VtV is not positive definite",NA,"cckb+ 6_poa_mixed"
"8980","LOC111563964",-0.110675469907233,0.857001978027292,-0.21874617651994,0.754145672907287,-0.108070706612706,0.856998300167414,0.952129491376368,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8981","plcl1",0.137737481185777,0.770541525455829,0.298809948648831,0.550777447204275,0.161072467463054,0.692001098319152,0.830083975844927,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8982","xpo4",0.56637226447992,0.323851088544346,0.0499581501652406,0.940346020766667,-0.51641411431468,0.314361576096037,0.451917399777496,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8983","eef1akmt1",1.05430508297636,0.345348543054174,-0.232965937236469,0.872283258459586,-1.28727102021283,0.240767054992073,0.369816168623483,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8984","LOC129350054",-356.76632509721,0.999979380546585,33.4252352778751,0.999997665767053,390.191560375086,0.999959823816649,0.999999998727989,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8985","il17d",-0.114766236658128,0.926556816787655,-34.400885238576,0.99999741321825,-34.2861190019179,0.999997421848121,0.995760642875819,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8986","ift88",-0.520401226056272,1,-0.00234635841489968,0.713494523442192,0.518054867641373,1,0,"Model failed to converge with max|grad| = 0.011058",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8987","cryl1",1.24718504456314,0.258406673454145,-0.252056532966018,0.862092434497448,-1.49924157752916,0.176126348310465,0.254807435775842,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8988","zmym2",-0.261371699090216,0.55199751872886,-0.42750698093854,0.399409634326157,-0.166135281848324,0.710454952579799,0.693578516839909,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8989","mphosph8",0.231664527496,0.636337529998603,0.673876823731144,0.184314319724294,0.442212296235145,0.252454678552897,0.337461790124978,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8990","ttf2",33.6330935668975,0.999998303463365,33.0822628200178,0.999998331248634,-0.550830746879733,0.63853361263726,0.895286166573301,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8991","arhgap20",18.6236213115732,0.998437005079845,19.6915177488576,0.998347381564842,1.0678964372844,0.16516906206316,0.381697020101949,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8992","LOC111571685",-1.07459807352418,0.0939589503685744,0.385517622507369,0.486605568174236,1.46011569603155,0.0110955513228668,0.0388137237418205,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8993","LOC111571688",-0.090473430181923,0.918383354112517,0.132969248430233,0.88232562061389,0.223442678612156,0.784603905224516,0.963122185201039,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"8994","satb2",28.7601759105251,0.999998006156023,-96.2181086422486,0.999995095772771,-124.978284552774,0.999990602231792,0.999999999927513,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"8995","dnajb11",-1.3885650743177,0.0374015874763737,-1.54665574082623,0.066969669687891,-0.158090666508527,0.859891305855669,0.0532769452546688,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8996","tbccd1",0.5568734425895,0.623422132898167,0.432937732802118,0.726901941884117,-0.123935709787382,0.888603473178286,0.886392778127965,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8997","kcnh3",-0.165015625142746,0.632549363890419,-0.0264604804688547,0.945182373385205,0.138555144673891,0.669218960776573,0.857385420328782,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8998","idh1",0.804908807424704,0.47169586354861,0.807808633674321,0.495563853130475,0.00289982624961738,0.996967904872022,0.75796888657567,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"8999","epsti1",32.5057411450952,0.999997729979421,-124.986714559589,0.999993604339041,-157.492455704684,0.999988157321902,0.999999999885802,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9000","akap11",0.669250041811764,0.215315037670798,0.581554533029663,0.320110836650603,-0.0876955087821005,0.831615054126676,0.460495331879459,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9001","dgkh",0.00618231858128045,0.986968813934923,0.0371293739815383,0.929049991082309,0.0309470554002579,0.928700871311637,0.994774760840913,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9002","vwa8",-0.376793579699931,0.400577112161051,-0.350094573449904,0.486040319070181,0.0266990062500272,0.952685337859618,0.676323711825301,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9003","rgcc",32.9126277308952,0.99999773512032,-16538.9174528356,0.999160393285013,-16571.8300805665,0.998753878282679,0.99999878041427,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9004","slc35a5",-35.0845223255411,0.999996387512326,-33.2725186567249,0.999997478871445,1.81200366881613,0.999999889416623,0.999999999984758,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9005","ccdc80",-1.21912312637889,0.200200895732037,-35.4385636996767,0.999997335189801,-34.2194405732978,0.999997426862019,0.440231684983907,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9006","LOC129350064",0.67458383081912,0.266684504641745,1.20117012904844,0.0536966004465839,0.526586298229319,0.248056683897091,0.142390601255977,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"9007","kdm6a",-0.224381864157044,0.502393123422166,-0.225848294638101,0.546113607410937,-0.00146643048105669,0.996391804454436,0.772087630000073,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9008","fundc1",0.251168266480992,0.766129424490068,0.125466408333484,0.894011967029782,-0.125701858147508,0.864957409897767,0.953263385043205,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9009","ndp",-677.061694460112,0.999961262946451,33.4922775867943,0.999997695231765,710.553972046906,0.999926837611234,0.9999999957918,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9010","mao",0.306374954052714,0.517066254555181,0.71368759483731,0.148026601940916,0.407312640784596,0.274392489795798,0.306883697633143,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9011","caska",-0.200916476280075,0.529563406440648,0.0514105195840278,0.88353998486329,0.252326995864102,0.395369074576279,0.655265898436185,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9012","LOC111570834",31.9674076363355,0.999997719558984,-1323.02593964108,0.999931529581431,-1354.99334727742,0.99989811099254,0.999999991842407,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9013","LOC111570831",-24544.8925002645,0.998595702086816,33.6570912530133,0.999997683890126,24578.5495915175,0.997469266996374,0.999994969823003,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9014","nyx",-0.826081819788554,0.564946954698225,0.447958580458896,0.719791363714309,1.27404040024745,0.304921319596273,0.590734054711136,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9015","ddx3xa",0.0554778241764814,0.899867752907082,-0.677802816144949,0.202730723671045,-0.73328064032143,0.120708903092778,0.277302247739471,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"9016","nup35",-0.826437579500997,0.564184504497018,-32.4810635504411,0.99999724029739,-31.6546259709401,0.999997310514362,0.846830027043222,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9017","dnajc10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downdated VtV is not positive definite",NA,"cckb+ 6_poa_mixed"
"9018","pde1a",-0.0510518547387906,0.871907082815816,0.0249436340194551,0.942971002873661,0.0759954887582456,0.794593058530689,0.963892585863621,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9019","LOC111579586",0.732597033766689,0.222063758646591,0.440325503118975,0.494259551507785,-0.292271530647714,0.567217800238849,0.467542421580667,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"9020","LOC111574238",-29.8874358613968,0.999998247454815,32.4935570714539,0.999997682025357,62.3809929328507,0.99999357692358,0.999999999963378,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9021","LOC129350104",-1.2289858955625,0.190110975726995,-0.279501243028796,0.743002290009236,0.9494846525337,0.310641024696672,0.404810445625978,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9022","LOC111570844",-0.187985277337211,0.882321659045721,-34.3522994792713,0.999997416871666,-34.1643142019341,0.999997431007258,0.989103838893939,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9023","LOC118470525",0.527930562495205,1,-0.9858739554104,1,-1.51380451790561,1,0,"Model failed to converge with max|grad| = 0.011801",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"9024","LOC129350093",-6145.58717097657,0.9996465887383,38.8382432382602,0.999997307478313,6184.42541421483,0.999363218971601,0.999999681523127,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9025","lrch1",-0.134727371903141,0.653347172477025,0.146681023796958,0.650438279972329,0.281408395700099,0.300791956264195,0.583635412281741,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9026","esd",0.829961654480033,0.459314672954934,-32.7490969906356,0.999997419624609,-33.5790586451156,0.999997354230054,0.760497770384141,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9027","htr2aa",1.22620600805337,0.135790814857212,1.63504113643297,0.0521433416330033,0.408835128379604,0.395069301213479,0.147809071487436,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9028","LOC129350079",31.3083931290967,0.999997251984337,31.8536462770363,0.999997204126109,0.545253147939611,0.703120210390445,0.929828032335027,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9029","sucla2",0.371948408226099,0.594665976043076,-0.268887481423663,0.753658635326027,-0.640835889649763,0.35624041737831,0.621489195070116,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9030","med4",-0.143719585609682,0.907812858970068,-0.284788754505943,0.842390659994323,-0.14106916889626,0.909735771639494,0.980424464242067,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9031","itm2ba",-0.270644999088817,0.634048118230775,-0.657007977139226,0.344371167776483,-0.38636297805041,0.53683255781303,0.639333929409598,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9032","LOC111570835",-34.7369124983283,0.999996417832748,-34.2046888160011,0.999997424794429,0.532223682327199,0.999999967637162,0.999999999984713,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9033","LOC111570845",-1.06116572852237,0.18296661495991,-0.545472459449289,0.5013938665051,0.515693269073085,0.540350612538818,0.410720149747619,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"9034","cnot11",19.2159033446191,0.999025156037446,19.0531295550657,0.999033413728218,-0.162773789553434,0.89585352517141,0.991468308823116,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
