"","X","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster","class"
"41313",19621,"LOC111577954",-1.11686159027343,7.55031903732755e-05,-0.604519162880269,0.0156402365007879,0.512342427393159,0.0859337537378164,0.000240185318026433,NA,TRUE,0.0193686892068792,1,1,0.0257449342528709,8,"Terminally Downregulated"
"42119",20427,"LOC118470016",0.458793045371935,0.0247671710731884,-0.405686262181869,0.0805191413571316,-0.864479307553805,3.44411590667786e-05,0.000139649848837386,NA,FALSE,1,1,0.0102120273071899,0.0153285850904152,8,"Late Upregulated"
"42602",20910,"rdh10a",-0.676954540031133,5.96513758377522e-05,-0.195864591620324,0.234029329846161,0.481089948410809,0.00350178171392512,0.000191593254454214,NA,FALSE,0.0154761427471787,1,0.601121641433267,0.0207311165518681,8,"Terminally Downregulated"
"43836",22144,"zc3h13",-1.04381230827573,0.000143542934836203,-0.529277462350386,0.0307907048081471,0.514534845925347,0.0722137495860334,0.000566117982539982,NA,TRUE,0.035239018766079,1,1,0.0587501802698652,8,"Terminally Downregulated"
"49691",5168,"fam189a2",1.13366351134955,0.000182927352733532,1.08042337592557,0.000657579014898926,-0.0532401354239847,0.807128577024498,0.000612293855991515,NA,TRUE,0.0395980553870368,0.170814368857682,1,0.060303690148624,7,"Terminally Upregulated"
"50960",6437,"igsf11",-1.02099224068912,0.0196612186566066,0.622344400866157,0.0480336369807979,1.64333664155528,4.72721490526849e-05,0.000172436531484058,NA,TRUE,1,1,0.0185351420653556,0.0171454715826326,7,"Late Downregulated"
"59735",15212,"ppiab",0.433560206091779,0.00653467922244097,0.683103493452007,3.05163663037646e-05,0.249543287360228,0.0735578722568476,0.000166398950348609,NA,FALSE,0.777123112331536,0.00834421852840173,1,0.0166246951307425,7,"Early Upregulated"
"63356",18833,"LOC111581796",-0.517950005543574,0.00113423471011039,0.227950979666504,0.148981514991761,0.745900985210078,1.64556352532095e-06,6.18562047196508e-06,NA,TRUE,0.226639726065423,1,0.000657624146532589,0.00062704087330686,7,"Late Downregulated"
"64405",19882,"adam19a",-0.496067951062485,2.56772008940876e-06,-0.146293201216559,0.194688160090959,0.349774749845927,0.00135237399557201,7.41620254199897e-06,NA,TRUE,0.000586371331626411,1,0.428785096496685,0.000748136432161556,7,"Terminally Downregulated"
"64500",19977,"si:ch211-200p22.4",-0.559055363059577,6.61625352943214e-06,-0.149491762229741,0.243922472768228,0.409563600829835,0.00129673793801423,1.89188940186633e-05,NA,TRUE,0.0014944822238601,1,0.421054860779278,0.00189929244735189,7,"Terminally Downregulated"
"66925",1621,"ptprfa",0.719973994958548,2.94199239695479e-07,0.466809222021725,0.00152588539723321,-0.253164772936823,0.0537791633913009,1.91387900273067e-06,NA,FALSE,6.17927366041875e-05,0.297074574054676,1,0.000177927997122716,6,"Terminally Upregulated"
"67207",1903,"ell",-0.826828095724419,0.000147142310791954,-0.556136108341373,0.0080148470541081,0.270691987383046,0.240212124491464,0.000376192429211899,NA,TRUE,0.0269175498226184,0.81093805093022,1,0.030476960943724,6,"Terminally Downregulated"
"67399",2095,"nudt4a",0.630855783083392,5.71373723716573e-30,0.94200924703627,7.99163746804314e-127,0.311153463952877,3.53646037584573e-16,5.69593249258942e-142,NA,FALSE,1.62013019359834e-27,6.9723963201958e-124,1.08406847521195e-13,6.36485382570928e-140,6,"Transiently Upregulated"
"67497",2193,"btbd11b",-0.37409681219433,0.0517816792473367,0.299139435935869,0.0988613600957626,0.6732362481302,0.000157225114688659,0.000790691665638763,NA,FALSE,1,1,0.0312850394876978,0.0599867884392967,6,"Late Downregulated"
"68039",2735,"ptprz1a",0.501519252821476,0.0514617154761203,-0.581492220928653,0.0748643858939034,-1.08301147375013,0.000169424194592948,0.00056433660373462,NA,TRUE,1,1,0.0334192906969255,0.0447601801367697,6,"Late Upregulated"
"68501",3197,"LOC111568896",1.19128882408259,0.000175089726016293,0.657772021023325,0.0531199507162806,-0.533516803059268,0.022648744771641,0.00036615139828265,NA,TRUE,0.0315217090869333,1,0.89492554920048,0.0297698147621635,6,"Terminally Upregulated"
"68631",3327,"mxi1",-0.341687473503614,0.0127816447538564,-0.636552641347106,2.08319944669449e-05,-0.294865167843492,0.0435356000624141,0.000103416860134201,NA,TRUE,0.82368985680818,0.00569340918660456,1,0.00902272328955469,6,"Early Downregulated"
"68718",3414,"LOC111564250",1.0627180386582,0.00028162889173595,0.499310341270344,0.104355226898939,-0.563407697387853,0.0221884538216018,0.000786055671092203,NA,FALSE,0.0483974983343809,1,0.887694685166166,0.0598351907485085,6,"Terminally Upregulated"
"68912",3608,"tacr3a",-0.889628262365665,0.00467886238983611,0.461472618972863,0.0735802244883402,1.35110088133853,2.94771631256069e-06,1.76498064790641e-05,NA,FALSE,0.477304109602998,1,0.000703852598253965,0.00161438794423827,6,"Late Downregulated"
"69117",3813,"LOC111562847",0.641324048605271,3.82518977056147e-08,0.167524094856789,0.179113480754762,-0.473799953748483,1.50232646080927e-05,1.69188023643914e-08,NA,TRUE,8.3433273803285e-06,1,0.00340787734369974,1.5991088034744e-06,6,"Late Upregulated"
"69825",4521,"cntn4",0.327692714104313,0.00827740125181617,-0.148536253682691,0.268087003706313,-0.476228967787003,8.1047765523409e-05,0.000216404729876034,NA,TRUE,0.663479045922961,1,0.0167135228466637,0.0179814098626665,6,"Late Upregulated"
"69914",4610,"LOC111565100",1.29803940311812,1.82553284472335e-05,-0.421161663885269,0.265233509567139,-1.71920106700339,5.41264498072036e-08,4.24955528220388e-09,NA,FALSE,0.00360090322171342,1,1.39523225843933e-05,4.05029042107196e-07,6,"Late Upregulated"
"70381",5077,"ca16b",0.636150805459794,5.27235598338851e-07,0.474347794635786,0.000358333288076016,-0.161803010824008,0.149483009592767,2.96715978582637e-06,NA,TRUE,0.000108725566479259,0.0883525250730037,1,0.000274722663598716,6,"Terminally Upregulated"
"70452",5148,"LOC111576659",-0.40590787190961,0.00610087758648635,0.166196642319771,0.255981781123596,0.572104514229382,4.54054140304824e-05,0.000167605360657146,NA,TRUE,0.55224892264035,1,0.00962594777446226,0.0141336803016606,6,"Late Downregulated"
"72406",7102,"LOC111562717",-0.980674478199763,8.4100665852562e-05,-0.661765153967876,0.00543142734566084,0.318909324231888,0.224230987125121,0.000203432834177177,NA,FALSE,0.0157664421834671,0.697677240731197,1,0.0169657000385113,6,"Terminally Downregulated"
"72504",7200,"robo1",0.169883271209895,0.234095967014499,-0.370924780233134,0.0180809692915583,-0.540808051443029,0.000187394193779296,0.000877487759395651,NA,FALSE,1,1,0.0366452576869789,0.0656928459872308,6,"Late Upregulated"
"72569",7265,"pgr",0.572198012832786,0.0325769360689168,-0.704662991246052,0.0249057404446326,-1.27686100407884,1.17975815388698e-05,5.83163413010227e-05,NA,FALSE,1,1,0.00270319534977497,0.00512731738787751,6,"Late Upregulated"
"72613",7309,"nova2",-0.078944567700409,0.180608874994541,0.143128317270452,0.0179391465886238,0.222072884970861,7.61772689563377e-05,0.000354505823612135,NA,TRUE,1,1,0.0158532584312437,0.028999678637828,6,"Late Downregulated"
"74259",8955,"LOC111577100",0.844751836991962,0.0433480984844466,-1.32645898836917,0.00561237792123734,-2.17121082536113,1.50807704107791e-06,9.37710624435627e-06,NA,FALSE,1,0.697677240731197,0.000363927868083098,0.000864675927020235,6,"Late Upregulated"
"74517",9213,"bcan",-1.14787691455488,0.00112535727455734,0.142108560853686,0.64913007864509,1.28998547540856,0.000129682673124078,0.00030739215937768,NA,FALSE,0.166847087686659,1,0.026265372831666,0.0252640715337801,6,"Late Downregulated"
"75231",9927,"LOC111587111",0.363295565047681,0.0245540885016144,-0.35166793724575,0.0402798870286397,-0.714963502293431,7.88194754990751e-06,4.33461343375557e-05,NA,FALSE,1,1,0.00184323812600105,0.00387111697367368,6,"Late Upregulated"
"75256",9952,"rgs5b",1.04784097466503,6.64094978257264e-05,0.916955017371364,0.000679507992418012,-0.130885957293666,0.513025524761964,0.000261447640034774,NA,TRUE,0.0125536087389898,0.152613458415942,1,0.021644811191784,6,"Terminally Upregulated"
"75473",10169,"LOC118470193",-0.0656238952811745,0.777575653393118,0.657756229564182,0.00204017380898399,0.723380124845356,0.000228852514416699,0.000189579623703331,NA,TRUE,1,0.367296053039625,0.0436242893867932,0.0159274969780976,6,"Late Downregulated"
"75714",10410,"pde1cb",-0.918402966717775,9.22208434323087e-05,-0.374233156515791,0.0923649745211695,0.544169810201984,0.0178485762441542,0.000457955065759094,NA,FALSE,0.0171470296099876,1,0.833831864349022,0.0368377755733308,6,"Terminally Downregulated"
"76265",10961,"wdfy2",0.367598112078364,0.0141552115615775,-0.237841615130522,0.150160919947706,-0.605439727208886,4.33933092519054e-05,0.000148583552059015,NA,FALSE,0.855401906501681,1,0.00933263205671925,0.0127187520562517,6,"Late Upregulated"
"76814",11510,"xpo4",0.709197148728579,0.000244000639229392,0.653667308796176,0.00100587420126544,-0.0555298399324039,0.725749100081205,0.00065016934725986,NA,TRUE,0.0425762346175348,0.209332572307387,1,0.0508566947353195,6,"Terminally Upregulated"
"77728",12424,"chgb",0.470083500685261,0.0203421457759338,-0.770939598237712,0.000490689991467831,-1.24102309892297,1.61386456840467e-09,1.22949294659907e-08,NA,FALSE,0.944011927043324,0.117166439646908,4.35820284162995e-07,1.16693799165913e-06,6,"Late Upregulated"
"77803",12499,"vsnl1a",-0.117273375504424,0.327561636195667,0.293684200685419,0.0129176951096954,0.410957576189842,0.000200341667586509,0.000662803463341804,NA,TRUE,1,1,0.0388423110045502,0.0516667826888161,6,"Late Downregulated"
"77893",12589,"gfra3",-0.181636455281336,0.292897798523428,0.474021315595417,0.00548276632274015,0.655657770876753,4.36104301715853e-05,0.000139842016150389,NA,TRUE,1,0.697677240731197,0.00933263205671925,0.0120615068226442,6,"Late Downregulated"
"78441",13137,"pcdh10b",-0.109526761466413,0.467317876179644,0.454075038884706,0.00164095773050885,0.563601800351119,2.6627974250492e-05,4.49523210751687e-05,NA,TRUE,1,0.308883566228634,0.00586435891163263,0.00399881745595736,6,"Late Downregulated"
"78666",13362,"npy7r",-2.04918372509593,0.000198586853942004,-1.06688875411587,0.00663079604058933,0.982294970980058,0.101396900134073,0.000155725056485041,NA,TRUE,0.0351933140220346,0.730160084391886,1,0.0131808476914428,6,"Terminally Downregulated"
"79010",13706,"grm5a",0.633017806702096,1.13668404444408e-05,-0.584166965983383,0.000540734719817594,-1.21718477268548,2.947240823306e-16,6.75442076325255e-16,NA,TRUE,0.00228181777559023,0.127431034137033,9.15824805970866e-14,6.46486416006839e-14,6,"Late Upregulated"
"79295",13991,"gabra3",-0.517348600677326,1.38164234763351e-05,-0.288086271873619,0.0175019480620823,0.229262328803707,0.0524678281030873,7.79633204651797e-05,NA,TRUE,0.00274922587839636,1,1,0.00682826239935188,6,"Terminally Downregulated"
"80079",14775,"LOC111572204",3.17614662563262,0.00188592563152135,0.470512899298769,0.702240586279734,-2.70563372633385,0.000243462633711872,1.6224281230915e-05,NA,FALSE,0.246608758879026,1,0.0460225531926675,0.00149000645927965,6,"Late Upregulated"
"80183",14879,"kcnk9",-0.600412012181402,0.000249789672142461,-0.28449393210751,0.0802288002920982,0.315918080073893,0.0554253904859735,0.00122087065742245,NA,TRUE,0.0432536558998442,1,1,0.0884799680286607,6,"Terminally Downregulated"
"80478",15174,"sdc2",0.613892137743195,0.00256843811034068,-0.139457710451032,0.532008306029667,-0.753349848194227,0.000124867109112759,0.00015252043563154,NA,FALSE,0.311524413431832,1,0.0255178874154399,0.0129579534152279,6,"Late Upregulated"
"80603",15299,"camk2g2",-0.282655057093123,0.0066699801385067,-0.519725592006429,3.60045966578155e-06,-0.237070534913305,0.0266323199501307,2.02172702978574e-05,NA,TRUE,0.566982392972747,0.00101579319390568,0.95589801542526,0.00183443423774639,6,"Early Downregulated"
"80722",15418,"LOC111580719",-0.492723000696723,0.0183638896852687,-0.917628400781173,8.886516197954e-05,-0.42490540008445,0.0722794975510984,0.000355400752129967,NA,FALSE,0.919572789449527,0.0234397364458591,1,0.028999678637828,6,"Early Downregulated"
"81234",15930,"LOC111567620",-0.547741645574315,0.0264935444732426,0.48649349530242,0.0227845003917314,1.03423514087674,3.62888430983342e-06,1.78746727892218e-05,NA,FALSE,1,1,0.000857475121711055,0.00162838986968155,6,"Late Downregulated"
"82286",16982,"LOC111567440",0.402632980441912,0.0212540089888237,-0.246113482923438,0.219580457015503,-0.64874646336535,0.000214351415638374,0.000580277617115233,NA,TRUE,0.962427499561623,1,0.0412063348503465,0.0458641723576374,6,"Late Upregulated"
"83050",17746,"LOC111566726",0.63818801738299,0.000181921804190366,0.27686116364403,0.126929741739647,-0.36132685373896,0.0176198480601431,0.000520444449581878,NA,TRUE,0.0324938126476714,1,0.833831864349022,0.0415599533053103,6,"Terminally Upregulated"
"83262",17958,"LOC111563870",-0.359813023257999,0.000460360666631879,0.0433412768786393,0.678453279644902,0.403154300136638,4.99394583371589e-05,5.06410358143922e-05,NA,FALSE,0.0762249734443616,1,0.0104891358603714,0.00448727053286591,6,"Late Downregulated"
"83685",18381,"LOC111588913",0.664391225385287,2.92590623409195e-05,0.319201824149826,0.0591712009964405,-0.345189401235462,0.0181463306968943,0.000116515213015807,NA,FALSE,0.00572166008742602,1,0.833831864349022,0.0101265559082398,6,"Terminally Upregulated"
"84559",19255,"stxbp6",-0.756048662100853,9.8029201132523e-06,-0.195127048679061,0.233659168574777,0.560921613421793,0.000851430518449948,2.91843654762333e-05,NA,TRUE,0.00198544142722335,1,0.128758999203458,0.00262705613675744,6,"Terminally Downregulated"
"85386",20082,"si:dkey-97m3.1",0.181705484292088,0.154536413995156,-0.36268697907831,0.010684294005023,-0.544392463370398,2.64362262650639e-05,0.00014250102201604,NA,TRUE,1,0.915469041514385,0.00586435891163263,0.0122442923614085,6,"Late Upregulated"
"85497",20193,"pim3",-0.433912038307146,0.0393660706277963,-1.00602846150408,5.54363744309778e-05,-0.572116423196934,0.0224615856219397,0.000270875533611795,NA,FALSE,1,0.0147943378540271,0.893892295172072,0.0223437840161816,6,"Early Downregulated"
"85632",20328,"LOC111565841",-0.806947371085704,0.00369413126755317,-1.4508497553457,4.22416915794671e-05,-0.643902384259994,0.087657005380531,5.15154306319485e-05,NA,TRUE,0.406784823656194,0.0114072682355789,1,0.00454698843756856,6,"Early Downregulated"
"85634",20330,"LOC111565832",-1.08731091617489,4.46215228469972e-05,-1.43641697476368,3.16468290808383e-06,-0.349106058588795,0.308414891214438,3.48973782936161e-07,NA,TRUE,0.00857792054458715,0.000908704646670551,1,3.27112450087763e-05,6,"Early Downregulated"
"86311",21007,"LOC111585095",0.463966802271567,0.00616821666527815,-0.267078583928952,0.167205195602383,-0.731045386200519,1.59565130084146e-05,3.80389846643256e-05,NA,FALSE,0.55224892264035,1,0.00358373803052354,0.00341057837203779,6,"Late Upregulated"
"87358",22054,"LOC111571714",1.05999913808034,5.52597974182252e-05,-0.263066067354262,0.37143296045926,-1.3230652054346,1.52647829249738e-07,6.467784068389e-08,NA,FALSE,0.0105337247448321,1,3.84740373189006e-05,6.08776820777328e-06,6,"Late Upregulated"
"90640",2652,"LOC111567884",-0.405544554633649,0.0173746511875764,-0.702782034566731,7.85939107349968e-05,-0.297237479933082,0.09597763114178,0.000349868976633316,NA,FALSE,1,0.0236495282184032,1,0.0340474622409673,5,"Early Downregulated"
"95576",7588,"kcnd1",-0.756044152614517,0.000576448569228119,0.213667019281568,0.264141295889182,0.969711171896085,3.20046292153517e-06,1.40930333785658e-05,NA,FALSE,0.119843657542526,1,0.000881823934368529,0.00140739554731188,5,"Late Downregulated"
"98983",10995,"shox",0.558862039236133,0.00261797748993716,0.734170457682655,0.000125904354177266,0.175308418446523,0.314216297154666,0.000393991627790054,NA,TRUE,0.430723217391172,0.0373935931906479,1,0.0381787904064862,5,"Early Upregulated"
"100654",12666,"mgat4b",0.471927608368228,0.000171365212162511,0.366533763652981,0.00488027704637098,-0.105393844715247,0.356905924875567,0.000672526428432346,NA,FALSE,0.0384210885974947,0.839150795289158,1,0.0643514932712106,5,"Terminally Upregulated"
"101755",13767,"ubl3a",-0.0376656715632879,0.797851106455975,0.459411772743164,0.00107103644317111,0.497077444306452,0.000173110576415964,0.000151839756537693,NA,TRUE,1,0.278335595669092,0.0455042042765135,0.0148394162062415,5,"Late Downregulated"
"107023",19035,"baiap2l1b",-0.369060786057381,0.24891898048588,0.809884909454311,0.00214868483064269,1.17894569551169,1.76204355927304e-05,1.66588398816007e-05,NA,TRUE,1,0.50701232787566,0.00479716359012086,0.00165639569240142,5,"Late Downregulated"
"109874",21886,"vgf",-0.280487019011022,0.0380092833820645,-0.647441638137736,1.21807065968497e-05,-0.366954619126714,0.0114279397937394,6.99620915618423e-05,NA,TRUE,1,0.00371414105551142,1,0.00689639255141281,5,"Early Downregulated"
"113473",2616,"LOC111567884",-0.212018700169157,0.0385323635329943,-0.622578441836958,1.1264950114236e-07,-0.410559741667802,0.000356497161130922,7.1031390102326e-07,NA,TRUE,1,5.26636417840533e-05,0.129028972512547,7.77533850681071e-05,4,"Early Downregulated"
"115187",4330,"draxina",0.678718660548497,9.91898824722244e-05,0.397934035640962,0.0339530138997261,-0.280784624907535,0.0891971738319216,0.000502823619547097,NA,FALSE,0.0304906981188591,1,1,0.0501482756561638,4,"Terminally Upregulated"
"115953",5096,"kif5ab",-0.427900844348817,0.00910290887094843,0.220480089655823,0.161672251940393,0.64838093400464,8.88570907264166e-05,0.000392173805317235,NA,FALSE,0.840000211682173,1,0.036253693016378,0.0396413522131475,4,"Late Downregulated"
"116531",5674,"arvcfb",-0.315935018196883,0.00271406057616418,0.107836117056441,0.313153676353054,0.423771135253324,7.52721856060426e-05,0.000191898699300997,NA,TRUE,0.473269360680659,1,0.0312797749073999,0.0198442710244902,4,"Late Downregulated"
"116956",6099,"pdlim5a",0.328338332108841,0.0499962749143102,-0.437946945798655,0.026523566461228,-0.766285277907496,4.4979139657201e-05,0.000222759880591814,NA,FALSE,1,1,0.0194102287289921,0.0229299620205519,4,"Late Upregulated"
"118592",7735,"LOC129349487",-0.230322672190298,0.343631444911285,-1.34730833405028,4.9667554522663e-05,-1.11698566185998,0.000780687737995402,0.000226316133391386,NA,FALSE,1,0.0222907984697711,0.261472131949505,0.0231896531201037,4,"Early Downregulated"
"121095",10238,"b4galt2",-0.388810050972156,2.0051678977384e-05,-0.277057886282207,0.00459518551563926,0.11175216468995,0.252160989702862,7.18088146664422e-05,NA,TRUE,0.00642799537503566,1,1,0.00763691848869651,4,"Terminally Downregulated"
"124926",14069,"fam53c",-0.0977142302977965,0.593599604352933,0.545815361664962,0.00134236870738012,0.643529591962759,0.000116452329637883,0.00012179702982715,NA,TRUE,1,0.47813894910492,0.0466641120906088,0.0127716137818749,4,"Late Downregulated"
"125307",14450,"LOC129350740",0.488212771944189,0.0108901304683155,-0.62391170390079,0.015734305621224,-1.11212447584498,2.74843711705894e-06,7.75809682383226e-06,NA,TRUE,0.894280520585834,1,0.00128489435222505,0.000845105304499009,4,"Late Upregulated"
"126002",15145,"tnfaip3",-0.50266654152059,0.156011093315807,0.774007979520352,0.00571829718152523,1.27667452104094,5.17148998627936e-05,7.24664771935201e-05,NA,TRUE,1,1,0.0218958934513413,0.00767050824633298,4,"Late Downregulated"
"129795",18938,"efna2a",0.924066499323206,0.001387206807828,-0.521532899317261,0.175041706289848,-1.44559939864047,2.33065702572058e-05,1.28194706157124e-05,NA,FALSE,0.294768928247885,1,0.010459988731434,0.00138970493051491,4,"Late Upregulated"
"132923",22066,"LOC129348286",1.12787495254301,8.84852821828861e-05,0.42810660003832,0.169627533970423,-0.699768352504692,0.0113231418768618,0.000253741382669988,NA,FALSE,0.0275779129469995,1,1,0.0258816210323388,4,"Terminally Upregulated"
"135399",2102,"hprt1l",0.477232062934601,0.00389183670133867,-0.258317107566494,0.149815815121001,-0.735549170501095,1.14892338091069e-05,3.40948134972702e-05,NA,FALSE,0.701787597920474,1,0.00488835564303473,0.00339511800276434,3,"Late Upregulated"
"148270",14973,"tshz1",0.520674446381975,0.0620301620301152,1.05348472677203,4.73689005688957e-05,0.532810280390054,0.0255421181720917,0.000189383894373392,NA,FALSE,1,0.0167951460941322,1,0.018542981222727,3,"Early Upregulated"
"151292",17995,"bhlha15",0.540323411877693,0.0160564354598162,-0.445795686403789,0.0929929381624148,-0.986119098281482,4.77711212307468e-05,0.000151477286842687,NA,TRUE,1,1,0.0199623572842983,0.0148937814680913,3,"Late Upregulated"
"151783",18486,"igf2bp1",-1.77476729878556,1.78744853874465e-05,-0.276540737533754,0.231587790983393,1.49822656125181,0.00031973508874035,0.000100754497209647,NA,TRUE,0.00543221860456669,1,0.120679367929241,0.00999049147967356,3,"Terminally Downregulated"
"163801",7103,"gria2b",0.0282573918360902,0.667937930819257,-0.836829481969964,2.93866816435431e-73,-0.865086873806054,1.6860494550265e-76,6.23096918571688e-147,NA,FALSE,1,6.2255685061846e-70,1.94830678389472e-73,1.80004202999198e-144,26,"Transiently Downregulated"
"167242",10544,"LOC118471377",0.178243221386431,0.0697362352896211,0.377689344694561,5.69503319237887e-08,0.19944612330813,0.0040640171223586,6.45805792387397e-09,NA,FALSE,1,6.03246390902732e-05,1,1.60957596608553e-06,26,"Early Upregulated"
"177269",7860,"camk2n1a",-0.270515629923201,2.69727818004098e-05,-0.24245611844074,9.09779632440535e-08,0.0280595114824616,0.538319755389377,5.27123474608461e-07,NA,FALSE,0.0139171620918997,3.80006287902484e-05,1,6.55838802486257e-05,25,"Early Downregulated"
"186677",17268,"LOC111563020",0.024279115218181,0.97664870534019,-0.379001524898652,0.644834569477155,-0.403280640116833,9.80975360984657e-19,2.86571112309879e-18,NA,FALSE,1,1,5.06154434051583e-16,3.64298335018275e-16,25,"Late Upregulated"
"198836",11884,"hspa4a",-0.102477208648539,0.1462308172288,-0.314402573121828,1.87787418532019e-10,-0.21192536447329,2.65970219989995e-05,2.33420899389929e-13,NA,FALSE,1,1.20904809241308e-07,0.0160863624872131,3.52943009918455e-11,24,"Transiently Downregulated"
"204390",17438,"slc4a11",0.351399993786687,4.57131367883883e-14,0.0185820986463289,0.573288543476639,-0.332817895140358,3.9201880653002e-24,4.31978877224573e-23,NA,FALSE,3.14616723158429e-11,1,3.40187102588376e-21,6.73583313322286e-21,24,"Late Upregulated"
"220989",14078,"shisa9a",0.276781364838015,3.32077745761126e-09,0.178627809105993,6.5559794699183e-08,-0.0981535557320216,0.00296230257923571,5.77402316554077e-09,NA,FALSE,1.37676414503965e-06,4.27122062465177e-05,1,8.42637844686358e-07,23,"Early Upregulated"
"226968",1815,"LOC111572082",0.0665443991034734,0.318582718949057,-0.281407302854763,2.1984775421068e-09,-0.347951701958236,1.77408514284258e-13,2.63840445561283e-20,NA,FALSE,1,1.0678976842322e-06,9.75139904698761e-11,5.92562944778335e-18,22,"Transiently Downregulated"
"238167",13014,"spns2",0.173892700048175,0.000746465992861523,0.352154021772379,3.08245079507029e-22,0.178261321724205,1.15570041676605e-06,2.90915077680816e-26,NA,FALSE,0.318192554957115,2.01197342989478e-19,0.000548616241022556,6.90493548581728e-24,22,"Transiently Upregulated"
"268049",2397,"cpne2",-1.44394018077993,0.00074223613197943,0.114779862055559,0.692665921501952,1.55872004283549,0.000163418251028533,0.00060910690476855,NA,FALSE,0.171563857735245,1,0.0461055756762118,0.047892278557314,20,"Late Downregulated"
"269978",4326,"ppp1r16b",-0.645374457833601,0.012548797623075,0.302477256245611,0.170126285421243,0.947851714079212,8.12865519785521e-05,0.000422228514704697,NA,TRUE,1,1,0.0232758582046048,0.0333352018708215,20,"Late Downregulated"
"285061",224,"slc39a13",-1.34552052967992,0.000235277759280244,-1.12059707315669,0.00108217897397456,0.224923456523223,0.580416380385675,0.000117331553989802,NA,FALSE,0.0496459599857243,0.223873122841541,1,0.00847881205732473,2,"Terminally Downregulated"
"287924",3087,"smc3",0.0739055256388289,0.716188872960615,-0.929474599687248,0.000387788344795138,-1.00338012532608,3.92787356166936e-05,0.000125584695068016,NA,TRUE,1,0.0899200204782661,0.0115113972256646,0.00904424112843076,2,"Late Upregulated"
"287960",3123,"prkcaa",-0.277866479281717,0.0615040400689834,0.342565972891949,0.0125628634762993,0.620432452173666,2.62759754443643e-06,1.24995993684171e-05,NA,FALSE,1,1,0.000803549793987725,0.000906371293034261,2,"Late Downregulated"
"289639",4802,"dusp7",-0.305268807310342,0.00490152423275472,0.0885918201602292,0.393505021166384,0.393860627470572,6.10942851960872e-05,0.000209017637883586,NA,TRUE,0.619323729553038,1,0.0171886734923018,0.0149507836507849,2,"Late Downregulated"
"293458",8621,"LOC111567735",-0.119604221167822,0.100841108574998,0.127449363632292,0.0810187151719353,0.247053584800114,0.00016184818653297,0.000812152449975001,NA,TRUE,1,1,0.0449362971583184,0.056004015839616,2,"Late Downregulated"
