"","X","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value","av_q.value","cluster","class"
"296627",11790,"LOC118469578",0.784436031788368,1.95193962530534e-06,0.228063343586786,0.200684971182666,-0.556372688201582,5.9321135681891e-05,3.79397759634731e-07,NA,TRUE,0.000433556610879664,1,0.0169153416759944,2.7605765951905e-05,2,"Late Upregulated"
"299411",14574,"macrod2",0.357441448051596,0.00157426748406497,0.475820572503601,2.83411800787014e-05,0.118379124452005,0.20735274425036,0.000134947356007916,NA,TRUE,0.279148051943318,0.00729301513220339,1,0.00968545632354772,2,"Early Upregulated"
"305061",20224,"ehbp1l1a",0.647574526807509,0.000104832306015598,0.383982001300417,0.023346716913991,-0.263592525507092,0.0719852698052223,0.000531646832364215,NA,FALSE,0.0223441059518699,1,1,0.0371466218864812,2,"Terminally Upregulated"
"307946",2008,"rgma",1.08190898329396,9.19882809864101e-05,0.814694615215193,0.00586967608004311,-0.267214368078769,0.266821275636757,0.000457922775200013,NA,TRUE,0.0250083815795216,1,1,0.068240669566473,19,"Terminally Upregulated"
"308369",2431,"grm8b",0.968267103461343,0.000126136449156797,0.314035038353667,0.251611714237986,-0.654232065107676,0.00490733925244686,0.000202683793651856,NA,FALSE,0.0338348411218192,1,1,0.0308908527324852,19,"Terminally Upregulated"
"310914",4976,"tubb2b",0.666999146588754,0.00140054176305511,0.913207442891477,1.70613571507123e-05,0.246208296302724,0.154686281814637,8.67807024138757e-05,NA,TRUE,0.341300077840796,0.00647623364449112,1,0.0133271310775752,19,"Early Upregulated"
"311197",5259,"disp3",-0.49422213960961,0.0632440750474257,-1.38710433879547,0.00011977761595353,-0.892882199185861,0.01406544282857,0.000536046696001298,NA,TRUE,1,0.0438124741409659,1,0.078716696570468,19,"Early Downregulated"
"313620",7682,"epn1a",-0.86261259103164,0.00448813195289679,0.312195406508276,0.224778687492095,1.17480799753992,6.11473415175471e-05,0.000297978674805855,NA,TRUE,0.885218025768409,1,0.0212096933905174,0.0450731953364226,19,"Late Downregulated"
"321014",15076,"LOC111584347",0.364492563222817,3.06452140220442e-10,-0.61769731772332,2.55902885914133e-50,-0.982189880946137,2.20438575137796e-130,2.3279537989364e-177,NA,FALSE,9.20179724918636e-08,1.60882945588142e-47,1.92816663244443e-127,4.63700737891114e-175,19,"Transiently Downregulated"
"330159",4103,"lrig1",1.06690664096619,5.95074728458936e-05,0.201570918513826,0.490082109026275,-0.865335722452362,7.21459654038584e-05,4.0536465924615e-06,NA,TRUE,0.0205711177682787,1,0.0267875297471734,0.000576422795594702,18,"Late Upregulated"
"333759",7703,"zgc:92606",-0.671990214454954,0.00462918640690586,-1.17759140439134,7.95403747282078e-06,-0.505601189936391,0.0624846379152782,2.63573869357843e-05,NA,TRUE,1,0.00279786756719398,1,0.00372158878917236,18,"Early Downregulated"
"338415",12359,"pcdh1a",0.94593499162142,4.07038954977157e-05,0.63155651847592,0.00802860627233071,-0.3143784731455,0.0837579315679645,0.000210378120481332,NA,TRUE,0.0143177737671789,1,1,0.0286944307187123,18,"Terminally Upregulated"
"344120",18064,"LOC111573495",0.886826716694033,0.000122805059061346,0.719893517795904,0.00217064806246161,-0.166933198898129,0.338398096756216,0.000570526692682293,NA,TRUE,0.0417329056640676,0.61297878383599,1,0.0767722160287247,18,"Terminally Upregulated"
"344292",18236,"usp6nl",0.64871321832929,0.022849313728531,-0.523019240335252,0.125899629092849,-1.17173245866454,5.79771175516237e-05,0.000162565073437176,NA,TRUE,1,1,0.0219328529605671,0.022324861112434,18,"Late Upregulated"
"347535",1429,"si:ch211-51h4.2",-0.53269044301474,0.0186148349691467,0.254017318574555,0.200003062279458,0.786707761589295,9.28200852907577e-05,0.000477671314440591,NA,TRUE,1,1,0.0338180035747738,0.0832985284489861,17,"Late Downregulated"
"352889",6783,"LOC111564475",0.939870393199748,0.000111200505099855,0.665075694323314,0.00631813741020386,-0.274794698876433,0.135036453758514,0.000570413973798134,NA,TRUE,0.0371938345172514,1,1,0.0969846358950278,17,"Terminally Upregulated"
"354455",8349,"apoeb",2.38120464686154,5.19934771636778e-05,0.585370648642985,0.362036196287397,-1.79583399821855,1.52313094288641e-05,5.47730431085154e-07,NA,FALSE,0.0182900502512158,1,0.00575489641253914,0.000103475407272504,17,"Late Upregulated"
"365822",19716,"psmb6",-1.81995175618102,0.000106218281166071,-0.383850503712971,0.194308787928766,1.43610125246805,0.00187993271805246,0.000546668750139851,NA,TRUE,0.0361195265105224,1,0.537444080666453,0.0937284244462468,17,"Terminally Downregulated"
"371407",4898,"fras1",0.896043589815956,0.00017359947376556,0.309180993637066,0.208619377845201,-0.58686259617889,0.00899055947545551,0.000486376127761698,NA,FALSE,0.0488548040184457,1,1,0.0668513751362645,16,"Terminally Upregulated"
"386844",354,"LOC111577165",-0.866720942232447,0.00141350758907495,-1.26981878248442,1.31662946796278e-05,-0.40309784025197,0.216599963531651,1.34164843676216e-05,NA,TRUE,0.309858908302963,0.00376812039122791,1,0.00138230038439606,15,"Early Downregulated"
"391314",4824,"pxk",0.193884609312083,0.528803385401952,0.257737646935079,6.29281102513972e-05,0.0638530376229965,0.831774660799781,0.000323978387576577,NA,FALSE,1,0.0175229275654093,1,0.0330490032396186,15,"Early Upregulated"
"417789",10693,"ttn.2",0.71699524295755,6.25236808302455e-05,0.445266066525179,0.013809325517122,-0.271729176432371,0.0850354188721195,0.000331354193102828,NA,FALSE,0.0233492453071951,1,1,0.0607860547399951,14,"Terminally Upregulated"
"417796",10700,"hsf2",0.405543299041014,0.062345242262212,-0.367128099608745,0.11858053057797,-0.772671398649759,0.000129476485371015,0.000590095604249781,NA,TRUE,1,1,0.0466852023890349,0.103703103963661,14,"Late Upregulated"
"431084",3075,"cygb2",0.986357843245188,0.000161951618570324,0.689994380838999,0.00989099578133882,-0.29636346240619,0.159454159830502,0.000813667755635836,NA,TRUE,0.0411617033519415,1,1,0.102140110276067,13,"Terminally Upregulated"
"434290",6281,"clmpb",-0.493042539096244,0.00914239364964043,-0.759079476779781,9.5727171179207e-05,-0.266036937683538,0.202930948175718,0.000266390090019138,NA,TRUE,1,0.0328455878844389,1,0.0340631849889689,13,"Early Downregulated"
"435950",7941,"efna3b",-0.182927934263557,0.244281364291676,0.38844714588641,0.00719546620322893,0.571375080149967,0.00011538852533468,0.000300937713722494,NA,TRUE,1,1,0.0383145737268558,0.0382432389654629,13,"Late Downregulated"
"444138",16129,"tcf7l2",-0.892839960120379,0.00211102950606933,-1.52028601782945,1.94337291688081e-06,-0.627446057709068,0.0656175604389405,4.68919353260467e-06,NA,FALSE,0.457667654495996,0.000678105393895343,1,0.000607147341231021,13,"Early Downregulated"
"460031",11435,"spock1",0.620266634666784,9.45783882592109e-05,0.263581507417382,0.123257084101621,-0.356685127249403,0.0191260937578169,0.000336542356731507,NA,TRUE,0.0249400720934585,1,1,0.0531074438681585,12,"Terminally Upregulated"
"461597",13001,"csmd2",-0.163765282362778,0.141140773189213,0.279251437569345,0.0118888780006324,0.443016719932123,6.62745519717554e-05,0.000290530533931997,NA,TRUE,1,1,0.0217739064928844,0.046210495480406,12,"Late Downregulated"
"464511",15915,"nfixb",1.16611464958169,0.000343824751465365,-0.154586999402699,0.690255199259136,-1.32070164898439,8.73885038565881e-05,2.14431266180103e-05,NA,FALSE,0.088340921078428,1,0.0282476291256433,0.00358118083792953,12,"Late Upregulated"
"474799",6162,"grik4",-0.945760124869027,2.22765268041561e-05,-0.333276088019095,0.100489054960187,0.612484036849932,0.00534812423533302,0.000114919397219761,NA,FALSE,0.00264517843994494,1,0.485226917346375,0.00680349023996189,11,"Terminally Downregulated"
"475541",6904,"wu:fa11c10",-0.394898348018873,0.0363730033889482,0.322062697396065,0.0626767378512718,0.716961045414939,2.31602267885121e-05,0.000126100586055168,NA,FALSE,1,1,0.00327394226302912,0.00742314498081128,11,"Late Downregulated"
"475642",7005,"stk35",-0.493025825518959,0.0685218499137683,-1.44936184531966,5.45463223265315e-05,-0.956336019800703,0.0089571948501929,0.000265493179828261,NA,TRUE,1,0.00852235021011522,0.697118011187297,0.0154104700470147,11,"Early Downregulated"
"475791",7154,"LOC129349400",-1.15085322596771,0.00718571614736995,0.396170360003772,0.316628940624849,1.54702358597148,0.00014135420104286,0.000558109805402052,NA,FALSE,0.594897137618915,1,0.0189505825656169,0.0318613235061941,11,"Late Downregulated"
"476963",8326,"nr1d2a",-0.770560278196741,0.043677874009527,-1.51694063461514,0.000176124204519649,-0.746380356418396,0.0711487245994755,0.000820103738490976,NA,FALSE,1,0.0273123952978978,1,0.0463091187115285,11,"Early Downregulated"
"477324",8687,"LOC111580029",1.13137385252152,2.81184092578521e-05,0.87957020407504,0.00137575631962318,-0.251803648446479,0.235382742158587,0.000143796376887822,NA,FALSE,0.00330113301908568,0.190588108811797,1,0.00841715130064491,11,"Terminally Upregulated"
"479279",10642,"tdh",0.967352125766896,0.00233918968503116,-0.11335392804291,0.761576695485843,-1.08070605380981,0.000254028072981676,0.000118303711473758,NA,TRUE,0.233694046418017,1,0.0336223143729888,0.00698395205802469,11,"Late Upregulated"
"480660",12023,"si:zfos-2326c3.2",0.309920796672066,0.0299375330388819,0.511741856873234,0.000276965519146724,0.201821060201168,0.0941561093705216,0.00132142584359192,NA,TRUE,1,0.0426321739842142,1,0.0728361512727855,11,"Early Upregulated"
"481552",12915,"LOC118469121",0.594805234519294,0.141461062586644,-1.19602940892713,0.0107632206164914,-1.79083464344642,6.22157086269446e-05,0.000326998377892716,NA,FALSE,1,0.935814746488246,0.00850554227149941,0.0188750730350296,11,"Late Upregulated"
"481654",13017,"slco2b1",0.647337878470424,0.000103932350961622,0.419088073414442,0.0116033716678783,-0.228249805055982,0.135789423606191,0.000504368664415183,NA,FALSE,0.0120654427540922,0.968345635576348,1,0.0288726745083953,11,"Terminally Upregulated"
"482109",13472,"LOC111572229",-1.88021731362938,0.000759811871207366,0.344658828364364,0.33727364258357,2.22487614199375,3.09804208940369e-05,0.000168121885819612,NA,FALSE,0.0839834610834525,1,0.00434981855525734,0.00981340670598747,11,"Late Downregulated"
"482282",13645,"LOC111585124",-1.07189229246813,0.0109517415457491,0.339612091979473,0.268138914727243,1.41150438444761,0.000270433620156554,0.00131188775868359,NA,FALSE,0.776713956725824,1,0.0355671558661594,0.0725027330463965,11,"Late Downregulated"
"483357",14720,"LOC111565980",-1.95705959853074,5.42618500320204e-06,0.105992469057007,0.775460573607952,2.06305206758775,5.51045397047596e-07,6.1603048117616e-07,NA,FALSE,0.000655558862596154,1,8.35819222675112e-05,3.68908167113562e-05,11,"Late Downregulated"
"483750",15113,"mast4",-1.0342822467005,4.9948871244852e-06,-0.673880615125798,0.00120190817157201,0.360401631574698,0.126049631594246,1.00270760805207e-05,NA,TRUE,0.000606981020156739,0.169902393233105,1,0.000597027624507795,11,"Terminally Downregulated"
"483989",15352,"slc31a2",-1.01152413233425,6.74917199980605e-05,-0.383538649873332,0.0792146511155242,0.627985482460915,0.0138750149522063,0.00035529220904902,NA,TRUE,0.00787908955932414,1,0.91241395793306,0.0204514462715752,11,"Terminally Downregulated"
"485431",16794,"asic2",-0.734571446935345,0.00062402364961727,0.195930946113724,0.349461124524018,0.930502393049069,5.03340235561301e-06,1.26948406569131e-05,NA,FALSE,0.06971619053251,1,0.000741802134394598,0.000753710825287586,11,"Late Downregulated"
"486041",17404,"alk",-0.470388159651421,0.0174724533896448,0.230366034946875,0.229592925094307,0.700754194598297,0.00019539295001163,0.000828006571432877,NA,FALSE,1,1,0.0260273429566773,0.0465026393361491,11,"Late Downregulated"
"488842",20205,"LOC111582608",-0.615133860261258,0.173832957871582,0.904376049208236,0.0103863313473525,1.51950990946949,9.51844287783586e-05,0.000136698081713661,NA,FALSE,1,0.914525277110103,0.0128437170780149,0.00802425462714651,11,"Late Downregulated"
"489174",20537,"LOC111584452",1.49162864101445,0.000131198690646162,1.22887289340813,0.002052964814451,-0.262755747606316,0.314467050026579,0.000659422784117662,NA,FALSE,0.0151461599534847,0.273465441309562,1,0.0374393591638388,11,"Terminally Upregulated"
"489222",20585,"tmem198b",-1.11363867868619,0.000282278722509593,-0.170816382232801,0.479367080420922,0.942822296453388,0.00171518648780022,0.00091955455631416,NA,TRUE,0.032407468805245,1,0.20366614409422,0.051366515269377,11,"Terminally Downregulated"
"493075",3658,"LOC111577946",-0.636745468250987,0.0230668310595491,-1.36692916441989,0.000143981364507764,-0.730183696168902,0.053346604597279,0.00039548344720583,NA,TRUE,1,0.0432409915584936,1,0.0438943639067254,10,"Early Downregulated"
"500922",11505,"zic3",0.525477222243156,0.00014000255583247,0.365288947966598,0.0117736420477592,-0.160188274276558,0.204649164974038,0.00068211999254575,NA,TRUE,0.0328635884506977,1,1,0.0748938413320931,10,"Terminally Upregulated"
"505046",15629,"spag9b",0.810271384219385,0.000369937370812138,0.902617836852005,7.5423431946343e-05,0.0923464526326198,0.600467195768762,0.000215101910599165,NA,TRUE,0.0839428998525054,0.0236968819570495,1,0.0241363253750338,10,"Early Upregulated"
"507800",18383,"mkln1",-0.65538016750337,0.00125877761969296,-0.828536718326523,0.000132475870969444,-0.173156550823153,0.457044934071564,0.000111981154638327,NA,TRUE,0.25202702499382,0.0409912460142119,1,0.012775861117452,10,"Early Downregulated"
"509430",20013,"LOC111580292",0.914819936652877,1.9314800269078e-05,0.926219443007152,2.03974509077131e-05,0.0113995063542745,0.944937662126601,2.34343985732655e-05,NA,TRUE,0.00458659129180362,0.00650869910058309,1,0.00270382648397304,10,"Early Upregulated"
"509881",42,"glceb",-0.430033137896326,3.79224962432477e-05,-0.112828068699233,0.239203281120268,0.317205069197093,0.0014608597288388,0.000117770435289611,NA,TRUE,0.00789828273526401,1,0.193153560214726,0.00747096278852019,1,"Terminally Downregulated"
"510485",646,"LOC111577669",0.519568313026648,0.0306350093984787,-0.408829489452388,0.137127316048144,-0.928397802479036,0.000132030915164212,0.000459277698147782,NA,FALSE,1,1,0.0265585263964933,0.0280028513624561,1,"Late Upregulated"
"510596",757,"LOC111563338",-0.808352334766364,4.72856529382844e-05,-0.0182410104030199,0.911443813267821,0.790111324363344,3.47207837254134e-05,3.58046445779459e-05,NA,FALSE,0.00976199861318003,1,0.00723144818564252,0.00230235603863922,1,"Late Downregulated"
"511679",1840,"dab1a",-0.19407250949733,0.0620975987193275,0.173938832352648,0.0771414040587534,0.368011341849977,0.000153919046376534,0.000768481384474963,NA,FALSE,1,1,0.0301873729705976,0.0456722459182279,1,"Late Downregulated"
"511809",1970,"ssbp4",-0.146915503022626,0.116385440791255,0.176421479450061,0.0427269723931818,0.323336982472687,0.000152621808075849,0.000674159111576002,NA,TRUE,1,1,0.0301844895215555,0.0404753435993398,1,"Late Downregulated"
"512143",2304,"sema3ab",-0.964785753477658,3.73324998767464e-07,-0.136122196884397,0.382455123004789,0.828663556593261,7.3985627785069e-06,7.65032329760664e-07,NA,FALSE,8.3678131866593e-05,1,0.00156869527019964,5.05759434857225e-05,1,"Late Downregulated"
"512186",2347,"LOC111564869",-0.505146446623058,0.000808670857456054,0.0374323216852636,0.781171058323374,0.542578768308322,0.000145802807253421,0.000273619621037486,NA,FALSE,0.134101295922542,1,0.0290802463449937,0.0170360787860245,1,"Late Downregulated"
"512357",2518,"LOC111577263",0.268259616697591,0.282945517556262,-0.843468580581106,0.000529253946194363,-1.1117281972787,4.11224090053408e-06,8.29772204085218e-06,NA,FALSE,1,0.124559916236843,0.000921729424705424,0.00054096090922841,1,"Late Upregulated"
"512716",2877,"immp2l",1.07345537126525,0.000238134899572843,1.03408630298887,0.000322397669468755,-0.0393690682763862,0.8566183523467,0.000452153918155683,NA,FALSE,0.0444801973130703,0.0782229809375994,1,0.0276401102955688,1,"Terminally Upregulated"
"512877",3038,"LOC111587547",-0.952387677608091,0.00953088841116858,0.702025041699238,0.0209197202546169,1.65441271930733,1.4473352807185e-06,7.53822844468413e-06,NA,FALSE,0.738673456802151,1,0.000333951331683431,0.000492811684571225,1,"Late Downregulated"
"512949",3110,"mical2b",0.517214511378283,0.0524257105144978,-0.531008581864808,0.0951901789395825,-1.04822309324309,0.000205755516139428,0.000763478532980394,NA,TRUE,1,1,0.0390520650995278,0.0454897905663129,1,"Late Upregulated"
"513178",3339,"LOC129348729",0.925989126242929,0.00364332492709658,-0.198007791497595,0.571881526821497,-1.12399691774052,0.000245373603902895,0.000302235302031628,NA,FALSE,0.42872826079609,1,0.0454713997468868,0.0186695743656545,1,"Late Upregulated"
"515205",5366,"gli1",-0.638162349967846,6.93605712762454e-06,-0.0149952610172345,0.910402623863357,0.623167088950612,4.71370622060215e-06,1.58692269401119e-06,NA,FALSE,0.00149761563760224,1,0.00103679510188665,0.000104616878441326,1,"Late Downregulated"
"516463",6624,"LOC111566713",0.521106945919858,2.28172616986516e-05,0.320003551534419,0.00976316995750075,-0.201103394385439,0.0564491266419148,0.000126064908828403,NA,TRUE,0.00483787616286275,0.953428236306142,0.958189472007562,0.00795136875989075,1,"Terminally Upregulated"
"516553",6714,"LOC111583974",-0.826296700563297,0.000235041366581618,-0.162716045322942,0.436709857219131,0.663580655240354,0.00224468902187399,0.000541977051745871,NA,FALSE,0.044253588499987,1,0.264143780649021,0.0329597672166384,1,"Terminally Downregulated"
"517748",7909,"tmed4",-0.675423406663216,0.000146712622357314,-0.0503554909200573,0.731305287201075,0.625067915743159,0.000215100747992954,0.000192348337572662,NA,TRUE,0.0290158114889024,1,0.0404991688321133,0.0120396758637569,1,"Late Downregulated"
"517799",7960,"LOC111564014",-1.86391028708747,0.000670074600761798,-2.05503631225378,0.000177322354474344,-0.191126025166309,0.78785909591472,1.58113880516831e-05,NA,TRUE,0.115110990722109,0.0434716834641008,1,0.00102795861269713,1,"Early Downregulated"
"517841",8002,"LOC118469126",0.76481901526152,0.000203822710004876,0.478458327241365,0.0213235441086711,-0.286360688020155,0.0982702497912291,0.000999478995475725,NA,FALSE,0.03940312808239,1,1,0.0582245994022801,1,"Terminally Upregulated"
"519252",9413,"LOC118471259",-0.2103234255194,0.0464713826842159,0.141650726784833,0.147090281050172,0.351974152304233,0.000268810781012813,0.00130831863901328,NA,FALSE,1,1,0.0494254822745044,0.0750708100866535,1,"Late Downregulated"
"521035",11196,"rpl24",0.63734226086904,0.000177548423924384,0.381054910498293,0.0260947525987721,-0.256287350370747,0.0661350206252299,0.000830143842634811,NA,TRUE,0.0348216846421698,1,0.986074505346606,0.0492126834670284,1,"Terminally Upregulated"
"521096",11257,"il1rapl1a",-0.450571200764131,6.92267076617374e-05,-0.247185225757356,0.0228886174304245,0.203385975006774,0.0635411550862068,0.000351339484932044,NA,FALSE,0.0140452634898189,1,0.979332734088983,0.0216460072719258,1,"Terminally Downregulated"
"522750",12911,"ccdc85cb",-0.321971687850195,0.000806094449747696,0.0660372408922176,0.463161556381797,0.388008928742413,1.66502521180249e-05,4.35600930202701e-05,NA,FALSE,0.134101295922542,1,0.00349878288926533,0.00278583366639146,1,"Late Downregulated"
"524431",14592,"LOC111570546",-0.544921064431983,0.0012482625296921,0.0722591078495562,0.625337248221936,0.617180172281539,0.000107405725155524,0.000285345768253426,NA,FALSE,0.194555355207308,1,0.0217913253580625,0.0177192946064496,1,"Late Downregulated"
"524448",14609,"LOC111568198",-0.360467718306269,6.25037377313035e-05,-0.0598325717513953,0.481914721756776,0.300635146554874,0.000466707866632146,9.02008218234139e-05,NA,FALSE,0.012791525804402,1,0.0773518988816025,0.00573750362598391,1,"Terminally Downregulated"
"526429",16590,"fgfbp3",-0.442992122399225,2.27812401680634e-05,-0.229717221084476,0.0224847390928248,0.213274901314749,0.0345415729399807,0.000126356996651759,NA,FALSE,0.00483787616286275,1,0.860340873427568,0.00795136875989075,1,"Terminally Downregulated"
"527504",17665,"tap2t",1.0201920621305,0.000104639963254839,0.356317077904818,0.203723672376355,-0.663874984225681,0.00150694450267479,6.37859625265695e-05,NA,TRUE,0.0208703519932426,1,0.197032993724728,0.00406829980504828,1,"Terminally Upregulated"
"528188",18349,"plce1",-0.567465921955723,8.15944951551409e-05,-0.285462247019524,0.0290462840898303,0.282003674936198,0.0457447078708436,0.000400804529061682,NA,TRUE,0.016413046525438,1,0.894293831133135,0.0245649338319445,1,"Terminally Downregulated"
"529269",19430,"LOC111584011",0.472696570440453,0.0473001810496046,-0.414855100453963,0.122665387641612,-0.887551670894417,0.000238970096099306,0.00094226086564444,NA,FALSE,1,1,0.0446362000928346,0.0550275669303769,1,"Late Upregulated"
"529938",20099,"pcnx4",0.500297602326048,0.0514012023406198,-0.535057816031502,0.0816565768678568,-1.03535541835755,0.000164181422840971,0.000629144358374812,NA,TRUE,1,1,0.0319339651782004,0.0378693413666271,1,"Late Upregulated"
"530131",20292,"nkx2.2a",0.461844610173388,0.000204256708139009,-0.0749086818666322,0.565410832419189,-0.53675329204002,4.28315907751844e-06,3.65679598216865e-06,NA,TRUE,0.03940312808239,1,0.000950982536692419,0.000239728951087296,1,"Late Upregulated"
"530200",20361,"si:dkey-288a3.2",1.87602717284072,0.000224168947389261,0.541778095643522,0.333487385516704,-1.3342490771972,0.000365526225858429,2.11646233800376e-05,NA,FALSE,0.0425469046516633,1,0.0632548509233686,0.00136843244848677,1,"Terminally Upregulated"
"530665",20826,"lhfpl3",0.675036722417955,0.0002550495228426,-0.207674483918972,0.322833773979171,-0.882711206336926,6.63303692629406e-07,4.27816692736851e-07,NA,TRUE,0.0472644922842566,1,0.000154562895109238,2.83624390522867e-05,1,"Late Upregulated"
"530733",20894,"foxp2",0.667310730394113,2.85721803498107e-05,-0.0323067105158587,0.851945704966892,-0.699617440909972,1.7785620412717e-06,3.45790641594006e-07,NA,TRUE,0.00600398450475709,1,0.000406392792634267,2.29892168076693e-05,1,"Late Upregulated"
"530912",21073,"zgc:113263",-0.31466267413012,0.0815151452302789,-0.747863009924056,0.000107880208411506,-0.433200335793936,0.028303355126413,0.000554633734118446,NA,TRUE,1,0.026725902157524,0.829538559028804,0.0335560538109965,1,"Early Downregulated"
"530939",21100,"cog5",-0.496375839114956,0.000497438135846594,0.0269700011087551,0.828177258829208,0.523345840223711,8.70077625027661e-05,0.000164453527006829,NA,TRUE,0.0900554348242276,1,0.0178063277435009,0.0103211033549486,1,"Late Downregulated"
"531377",21538,"skida1",-1.56407054324493,8.7627825257407e-07,-0.624910801286945,0.00488957662332917,0.939159741957988,0.00397027645417584,2.27319399384236e-06,NA,TRUE,0.000194558572399347,0.689523525687327,0.377879274235373,0.000149440281131508,1,"Terminally Downregulated"
"532327",22488,"lrch4",-0.30747131412803,0.023958749817491,0.245666278458847,0.0395283266461867,0.553137592586878,6.96447840658762e-06,3.73927808408512e-05,NA,TRUE,0.9930356637493,1,0.00150375228714715,0.00239792669506658,1,"Late Downregulated"
"532941",23102,"LOC111574283",1.57870302477707,0.00127191263196681,-0.00730978557219638,0.990104363409462,-1.58601281034927,0.000204763775156095,3.47258396457932e-05,NA,TRUE,0.195650090152542,1,0.0390520650995278,0.0022391031125034,1,"Late Upregulated"
"532945",23106,"LOC111579712",0.5224794737879,0.0259151834988795,-0.367584451482307,0.169078138431149,-0.890063925270207,0.000172375892329079,0.000550530411768958,NA,FALSE,1,1,0.0332530051308597,0.033393642373666,1,"Late Upregulated"
"532993",23154,"LOC129348282",1.27381833870636,0.00735097452042043,-0.774554755111398,0.159982751704113,-2.04837309381776,5.09170642897473e-05,0.000121268251546453,NA,FALSE,0.645541736336175,1,0.0105116939303439,0.00767217284985422,1,"Late Upregulated"
"534552",1178,"LOC111568755",0.129617882351192,0.0191266852155181,-0.0900125996604533,0.105673232973849,-0.219630482011645,5.0524186967128e-05,0.000246242731076215,NA,TRUE,0.960050355287968,1,0.0225763340711009,0.0254951315467935,0,"Late Upregulated"
"535131",1757,"glulb",0.213383149332674,0.181579027851983,-0.440220643585501,0.0111011083832002,-0.653603792918175,7.87477417454736e-05,0.000378656063542641,NA,FALSE,1,1,0.0339949996992748,0.0381200392823362,0,"Late Upregulated"
"536321",2947,"LOC111567884",-0.317962509489768,2.57857671886264e-05,-0.450475546670376,1.54516758914108e-09,-0.132513037180608,0.0781085955122521,4.61381318704447e-09,NA,FALSE,0.012877715495967,1.51366994213167e-06,0.902716793673086,5.24615276223316e-07,0,"Early Downregulated"
"536807",3433,"LOC129348661",0.940343410796511,0.000117147615164446,-0.0955669130501135,0.730158344646824,-1.03591032384662,9.31357294665143e-06,2.16188725239771e-06,NA,FALSE,0.0508678875365066,1,0.00447578684813608,0.0002404509533562,0,"Late Upregulated"
"536948",3574,"LOC111568891",0.65301379656117,0.000365913516084346,-0.322013684676833,0.0997398011612095,-0.975027481238003,8.79279106494127e-08,2.24084711246113e-07,NA,FALSE,0.135069815285048,1,4.76494443455434e-05,2.536638931306e-05,0,"Late Upregulated"
"540749",7375,"kiaa0753",0.0833790368783469,0.462189104689253,-0.460042299520904,0.000212173492344914,-0.543421336399251,5.81136181739216e-06,1.3518391886562e-05,NA,TRUE,1,0.146055644595269,0.00284644972094189,0.00147142496303733,0,"Late Upregulated"
"541346",7972,"ywhae1",-0.185110864094643,0.00916614288464766,0.0804281055895687,0.22739404851317,0.265538969684212,7.73408748412231e-05,0.000343418695204152,NA,FALSE,0.786066192834936,1,0.0339633117621716,0.0347098181224196,0,"Late Downregulated"
"541653",8279,"LOC129349297",0.437755141752017,0.0102424529364096,-0.411822780917457,0.0384890604322849,-0.849577922669474,2.5197527118012e-06,9.9207818988114e-06,NA,TRUE,0.815235238407354,1,0.00125839414842307,0.00109386283533648,0,"Late Upregulated"
"542468",9094,"LOC111572069",-0.138171337344491,0.00602593201924114,0.0758773330897745,0.124879482297589,0.214048670434265,1.14357055388823e-05,5.41394332803236e-05,NA,FALSE,0.682762087234138,1,0.00539384111250617,0.00584292951546543,0,"Late Downregulated"
"547412",14038,"LOC111563592",-1.1987539612844,3.42860749936169e-06,-0.520357679783054,0.00891956909876429,0.678396281501347,0.0115200570208367,1.09077287357079e-05,NA,FALSE,0.00174653266017484,1,0.70304967914056,0.00119235987510077,0,"Terminally Downregulated"
"548362",14988,"gpx3",0.211016583750507,0.000914484563923795,-0.120110330700223,0.064002962944515,-0.33112691445073,8.2268910309552e-08,3.71789126142661e-07,NA,FALSE,0.261706987001562,1,4.55519379474846e-05,4.19003054993521e-05,0,"Late Upregulated"
"548807",15433,"LOC111582645",0.908940544250335,5.44219185753462e-05,-0.00229932836296265,0.992856971284923,-0.911239872613297,1.2454893869177e-05,1.21823735387557e-06,NA,TRUE,0.0256690049280383,1,0.00576774812450798,0.000136689451115466,0,"Late Upregulated"
"549280",15906,"LOC111564926",1.10066305969891,5.31064166923519e-05,0.693628180530058,0.0138488352504291,-0.407034879168851,0.0437339934417492,0.000213871404101026,NA,TRUE,0.0255211402481925,1,0.868488444659703,0.0222338965814413,0,"Terminally Upregulated"
"549754",16380,"chrac1",0.61096177368899,0.000135742129909005,-0.00270789602083796,0.987652387345479,-0.613669669709828,4.14839711092965e-05,9.96617959140456e-06,NA,TRUE,0.056677902439055,1,0.0188677990027461,0.00109413187152187,0,"Late Upregulated"
"551463",18089,"LOC111565980",-0.799709415529607,0.000778399538565664,0.274433644078927,0.20867525605012,1.07414305960853,2.18628434442849e-06,9.36537756338129e-06,NA,FALSE,0.236021860086517,1,0.00111369324505187,0.00103711376756227,0,"Late Downregulated"
"552409",19035,"hs3st3b1b",0.428211308295344,4.56130397818504e-05,0.353573502335708,0.000679942374961281,-0.0746378059596363,0.423319813308998,0.000122647605042481,NA,TRUE,0.0223416177546871,0.347443852744379,1,0.0130704372403012,0,"Terminally Upregulated"
