gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	0	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	26	3	4	5	6_0	6_1	6_2	6_3	7	8	9
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS0259A0EB4	UBASH3B	0.184	0.042	0.0	0.352	0.0	0.0	0.159	0.057	0.0	0.106	0.659	0.036	0.212	0.117	0.118	0.328	0.0	0.335	0.181	0.365	0.125	0.19	0.339	0.0	0.0	0.226	0.0	0.471	0.552	0.217
SRD5A3	Q9H8P0	True	PORED_HUMAN	Dihydrotestosterone_bySRD5A3	CPI-CS039E9FE7F	SRD5A3	0.03	0.0	0.0	0.0	0.0	0.102	0.026	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.014	0.067	0.033	0.0	0.096	0.0	0.0	0.0	0.037	0.04
SRD5A1	P18405	True	S5A1_HUMAN	Dihydrotestosterone_bySRD5A1	CPI-CS0EC7F7C75	SRD5A1	0.036	0.068	0.0	0.0	0.0	0.071	0.022	0.0	0.0	0.068	0.035	0.0	0.0	0.036	0.052	0.0	0.0	0.0	0.0	0.0	0.044	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0
SRD5A2	P31213	True	S5A2_HUMAN	Dihydrotestosterone_bySRD5A2	CPI-CS0D228AF4D	SRD5A2	0.082	0.017	0.0	0.053	0.119	0.0	0.048	0.043	0.101	0.0	0.095	0.116	0.014	0.152	0.022	0.104	0.267	0.0	0.085	0.0	0.044	0.046	0.127	0.057	0.0	0.0	0.0	0.0	0.113	0.046
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	DHCR7	0.097	0.083	0.075	0.046	0.0	0.082	0.064	0.351	0.0	0.079	0.097	0.058	0.039	0.094	0.128	0.0	0.196	0.0	0.0	0.0	0.131	0.097	0.039	0.115	0.088	0.0	0.0	0.06	0.026	0.0
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS0A5B6BD7A	PTGR1	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.147	0.0	0.0	0.0	0.0
CYP11A1	P05108	True	CP11A_HUMAN	22Hydroxycholesterol_byCYP11A1	CPI-CS08D535BCF	CYP11A1	0.016	0.0	0.0	0.0	0.0	0.038	0.037	0.203	0.0	0.0	0.0	0.0	0.044	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.015	0.006	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS03629A52A	DAGLA	0.642	0.206	0.124	0.372	0.482	0.268	0.478	0.418	0.865	0.657	0.485	0.455	0.35	0.232	0.743	0.469	0.124	0.563	0.217	0.0	0.465	0.885	0.578	0.217	0.241	0.382	0.0	0.513	0.779	0.428
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS045C37E64	DAGLA	0.642	0.206	0.124	0.372	0.482	0.268	0.478	0.418	0.865	0.657	0.485	0.455	0.35	0.232	0.743	0.469	0.124	0.563	0.217	0.0	0.465	0.885	0.578	0.217	0.241	0.382	0.0	0.513	0.779	0.428
DAGLB	Q8NCG7	True	DGLB_HUMAN	2arachidonoylglycerol_byDAGLB	CPI-CS007D418BE	DAGLB	0.186	0.077	0.082	0.033	0.061	0.114	0.246	0.158	0.297	0.292	0.084	0.11	0.229	0.144	0.182	0.241	0.0	0.0	0.0	0.0	0.148	0.199	0.137	0.15	0.055	0.0	0.78	0.168	0.098	0.077
DAGLB	Q8NCG7	True	DGLB_HUMAN	2arachidonoylglycerol_byDAGLB	CPI-CS01F7D06F1	DAGLB	0.186	0.077	0.082	0.033	0.061	0.114	0.246	0.158	0.297	0.292	0.084	0.11	0.229	0.144	0.182	0.241	0.0	0.0	0.0	0.0	0.148	0.199	0.137	0.15	0.055	0.0	0.78	0.168	0.098	0.077
DHRS9	Q9BPW9	True	DHRS9_HUMAN	5alphaDihydroprogesterone_byDHRS9	CPI-CS072C12EF4	DHRS9	0.021	0.029	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.036	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.015	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	INHBA	0.013	0.153	0.221	0.0	0.0	0.0	0.029	0.057	0.0	0.0	0.0	0.079	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.022	0.0	0.0	0.0	0.0	0.033	0.0	0.058
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBA	0.013	0.153	0.221	0.0	0.0	0.0	0.029	0.057	0.0	0.0	0.0	0.079	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.022	0.0	0.0	0.0	0.0	0.033	0.0	0.058
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBA	0.013	0.153	0.221	0.0	0.0	0.0	0.029	0.057	0.0	0.0	0.0	0.079	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.022	0.0	0.0	0.0	0.0	0.033	0.0	0.058
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBA	0.013	0.153	0.221	0.0	0.0	0.0	0.029	0.057	0.0	0.0	0.0	0.079	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.022	0.0	0.0	0.0	0.0	0.033	0.0	0.058
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	INHBB	0.013	0.153	0.221	0.0	0.0	0.0	0.029	0.057	0.0	0.0	0.0	0.079	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.022	0.0	0.0	0.0	0.0	0.033	0.0	0.058
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBB	0.013	0.153	0.221	0.0	0.0	0.0	0.029	0.057	0.0	0.0	0.0	0.079	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.022	0.0	0.0	0.0	0.0	0.033	0.0	0.058
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBB	0.013	0.153	0.221	0.0	0.0	0.0	0.029	0.057	0.0	0.0	0.0	0.079	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.022	0.0	0.0	0.0	0.0	0.033	0.0	0.058
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBB	0.013	0.153	0.221	0.0	0.0	0.0	0.029	0.057	0.0	0.0	0.0	0.079	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.022	0.0	0.0	0.0	0.0	0.033	0.0	0.058
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHBA	0.006	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045
