"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",112,107,90,276,283,260,0.405797101449275,0.378091872791519,0.346153846153846,0.510736793869063,0.609754954506559,0.246903909082761,0.510310251427218,FALSE,NA,"LOC129348986",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"2",55,56,52,276,283,260,0.199275362318841,0.197879858657244,0.2,0.986875013763157,0.968312994450161,0.905473580638018,0.875503616011492,FALSE,NA,"trip4",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"3",32,29,36,276,283,260,0.115942028985507,0.102473498233216,0.138461538461538,0.428119049845736,0.609822801233817,0.434215413018061,0.198360300199566,TRUE,NA,"cln6a",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"4",3,1,3,276,283,260,0.0108695652173913,0.00353356890459364,0.0115384615384615,0.561052775644068,0.328629116414417,0.94136544222934,0.303501008959187,TRUE,NA,"LOC118470268",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"5",2,8,4,276,283,260,0.0072463768115942,0.0282685512367491,0.0153846153846154,0.214049744553246,0.0913230001201775,0.417187723788562,0.326829812955858,FALSE,NA,"LOC111568352",18,0.999300491074255,0.942253641476847,0.988920845275115,0.989045668887597
"6",17,18,19,276,283,260,0.0615942028985507,0.0636042402826855,0.0730769230769231,0.85039740882013,0.921875909478853,0.595974055978016,0.66191414380193,TRUE,NA,"rps17",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"7",51,41,44,276,283,260,0.184782608695652,0.144876325088339,0.169230769230769,0.442888104911527,0.204255232063775,0.637573416572943,0.435654623662171,TRUE,NA,"csnk1g1",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"8",18,22,20,276,283,260,0.0652173913043478,0.0777385159010601,0.0769230769230769,0.819953270287817,0.566278447988655,0.598071323949064,0.971655122665329,TRUE,NA,"LOC111571203",18,0.999300491074255,0.983759741686505,0.988920845275115,0.994669958183749
"9",33,32,25,276,283,260,0.119565217391304,0.113074204946996,0.0961538461538462,0.672800114695716,0.810850179339149,0.384044910592524,0.520900674798921,TRUE,NA,"neo1a",18,0.999300491074255,0.991921896611207,0.988920845275115,0.989045668887597
"10",84,80,69,276,283,260,0.304347826086957,0.282685512367491,0.265384615384615,0.671398637472807,0.633651097623632,0.373056751382101,0.67167498961846,FALSE,NA,"LOC111567962",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"11",14,18,21,276,283,260,0.0507246376811594,0.0636042402826855,0.0807692307692308,0.371563210521728,0.513088698713528,0.162919267623743,0.440009431424878,TRUE,NA,"bbs4",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"12",11,17,19,276,283,260,0.0398550724637681,0.0600706713780919,0.0730769230769231,0.292783654800728,0.290758139882484,0.118943764239404,0.594095793264968,FALSE,NA,"scamp2l",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"13",6,10,4,276,283,260,0.0217391304347826,0.0353356890459364,0.0153846153846154,0.317910084788233,0.339722131038235,0.588685345174143,0.154211442957993,TRUE,NA,"LOC129347348",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"14",146,141,131,276,283,260,0.528985507246377,0.498233215547703,0.503846153846154,0.864973161417947,0.591072379043923,0.82521387248752,0.761443835316571,FALSE,NA,"myo9aa",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"15",2,1,2,276,283,260,0.0072463768115942,0.00353356890459364,0.00769230769230769,0.796902976360316,0.55650459136077,0.952200720656526,0.524122568410182,TRUE,NA,"senp8",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"16",3,1,4,276,283,260,0.0108695652173913,0.00353356890459364,0.0153846153846154,0.415993214867408,0.328629201035312,0.647035653463116,0.185994861930142,TRUE,NA,"LOC111580711",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"17",9,8,14,276,283,260,0.0326086956521739,0.0282685512367491,0.0538461538461538,0.423327355504972,0.952685069740735,0.256511724168405,0.281041072249381,FALSE,NA,"anp32a",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"18",21,17,18,276,283,260,0.0760869565217391,0.0600706713780919,0.0692307692307692,0.767945470113809,0.468050764842821,0.766187999372139,0.67658774951347,FALSE,NA,"coro2ba",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"19",7,4,5,276,283,260,0.0253623188405797,0.0141342756183746,0.0192307692307692,0.64790158889716,0.354609067368496,0.631653573486174,0.652452054632687,FALSE,NA,"itga11a",18,0.999300491074255,0.962384079984071,0.988920845275115,0.989045668887597
"20",1,1,1,276,283,260,0.0036231884057971,0.00353356890459364,0.00384615384615385,0.998098362258375,0.985844684305374,0.966254038875263,0.952116727220544,TRUE,NA,"LOC111564424",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"21",7,7,2,276,283,260,0.0253623188405797,0.0247349823321555,0.00769230769230769,0.323509086139188,0.950410344515887,0.15194236689081,0.167239688472324,FALSE,NA,"LOC111564416",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"22",20,18,19,276,283,260,0.072463768115942,0.0636042402826855,0.0730769230769231,0.886804463713925,0.677568850902678,0.978209448658852,0.661914148015765,TRUE,NA,"cpeb1b",18,0.999300491074255,0.983759741686505,0.991916656483829,0.989045668887597
"23",6,3,9,276,283,260,0.0217391304347826,0.0106007067137809,0.0346153846153846,0.188046090580849,0.305710137636613,0.370542254560175,0.0723807473323264,TRUE,NA,"LOC111564418",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"24",3,4,2,276,283,260,0.0108695652173913,0.0141342756183746,0.00769230769230769,0.806320967918242,0.580810766472163,0.996677678488571,0.581556260777433,FALSE,NA,"LOC111564417",18,0.999300491074255,0.983759741686505,0.999278325761362,0.989045668887597
"25",18,16,19,276,283,260,0.0652173913043478,0.0565371024734982,0.0730769230769231,0.736459650830506,0.667948663026121,0.719931014795159,0.434189973178971,TRUE,NA,"LOC111564410",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"26",27,17,19,276,283,260,0.0978260869565217,0.0600706713780919,0.0730769230769231,0.454422810728467,0.226520584375965,0.410390380036056,0.709091213225384,FALSE,NA,"cars1",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"27",16,13,15,276,283,260,0.0579710144927536,0.0459363957597173,0.0576923076923077,0.781718124713803,0.529640038039419,0.98730021609469,0.546662675066138,FALSE,NA,"pex16",18,0.999300491074255,0.983759741686505,0.995759427694277,0.989045668887597
"28",31,35,27,276,283,260,0.11231884057971,0.123674911660777,0.103846153846154,0.768312764511788,0.678653070430618,0.754578133136074,0.471564230322567,FALSE,NA,"arfgap2",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"29",3,1,2,276,283,260,0.0108695652173913,0.00353356890459364,0.00769230769230769,0.618841062381523,0.328629437803822,0.703543666302783,0.524122576732422,TRUE,NA,"LOC118469870",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"30",29,27,26,276,283,260,0.105072463768116,0.0954063604240283,0.1,0.930119521264998,0.703625955729942,0.846648386097413,0.85702494066429,TRUE,NA,"glceb",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"31",5,4,8,276,283,260,0.0181159420289855,0.0141342756183746,0.0307692307692308,0.485502199340484,0.72429547177083,0.418346564984951,0.255616499255507,FALSE,NA,"tle3b",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"32",31,29,23,276,283,260,0.11231884057971,0.102473498233216,0.0884615384615385,0.657072915400838,0.707023361397567,0.360112422656256,0.579691010654779,TRUE,NA,"LOC111564639",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"33",1,1,1,276,283,260,0.0036231884057971,0.00353356890459364,0.00384615384615385,0.998098362911157,0.985844688538801,0.966254053502462,0.952116732943015,TRUE,NA,"rxfp3.3a1",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"34",38,39,27,276,283,260,0.13768115942029,0.137809187279152,0.103846153846154,0.400915378791423,0.996496291852115,0.231785073076839,0.227684594493727,TRUE,NA,"pias1a",18,0.999300491074255,0.998420177197743,0.988920845275115,0.989045668887597
"35",54,61,51,276,283,260,0.195652173913043,0.215547703180212,0.196153846153846,0.841881711719081,0.600457547224064,0.978530640894778,0.628150325625793,FALSE,NA,"map2k5",18,0.999300491074255,0.983759741686505,0.991916656483829,0.989045668887597
"36",15,23,10,276,283,260,0.0543478260869565,0.0812720848056537,0.0384615384615385,0.134646643583879,0.226919306982802,0.425038067427683,0.0539956891190025,FALSE,NA,"smad3a",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"37",5,10,5,276,283,260,0.0181159420289855,0.0353356890459364,0.0192307692307692,0.350186963028277,0.216081435482899,0.924062238526729,0.259817761939457,TRUE,NA,"tmem208",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"38",1,2,2,276,283,260,0.0036231884057971,0.00706713780918728,0.00769230769230769,0.81319359432821,0.584365622754247,0.537556435386219,0.93219825927306,TRUE,NA,"slc39a1",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"39",22,19,24,276,283,260,0.0797101449275362,0.0671378091872792,0.0923076923076923,0.557507652510037,0.569083799415375,0.603086163690665,0.27977841862885,TRUE,NA,"LOC111565738",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"40",8,4,1,276,283,260,0.0289855072463768,0.0141342756183746,0.00384615384615385,0.112149357246609,0.235591412837379,0.0546263224787526,0.242029361209331,TRUE,NA,"LOC111565745",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"41",3,4,3,276,283,260,0.0108695652173913,0.0141342756183746,0.0115384615384615,0.933759290422126,0.729299986861652,0.941365445754599,0.789149349369351,TRUE,NA,"mibp2",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"42",6,15,9,276,283,260,0.0217391304347826,0.0530035335689046,0.0346153846153846,0.154889750893045,0.0597632918556051,0.370542262406965,0.301180723001998,TRUE,NA,"bloc1s6",18,0.999300491074255,0.910491511661654,0.988920845275115,0.989045668887597
"43",15,6,9,276,283,260,0.0543478260869565,0.0212014134275618,0.0346153846153846,0.124654242921865,0.0467441417559116,0.273489865612035,0.345415677055236,TRUE,NA,"slc30a4",18,0.999300491074255,0.862457453650084,0.988920845275115,0.989045668887597
"44",1,3,2,276,283,260,0.0036231884057971,0.0106007067137809,0.00769230769230769,0.717556588509667,0.415295800201097,0.587814577904848,0.774993897763317,FALSE,NA,"spata5l1",18,0.999300491074255,0.982420998072671,0.988920845275115,0.989045668887597
"45",5,5,5,276,283,260,0.0181159420289855,0.0176678445229682,0.0192307692307692,0.990387171491386,0.96812477154769,0.92406225240185,0.892392215344471,TRUE,NA,"dtwd1",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"46",2,1,1,276,283,260,0.0072463768115942,0.00353356890459364,0.00384615384615385,0.793479203851961,0.556504390431083,0.603979301645049,0.952116725790764,TRUE,NA,"LOC129349619",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"47",10,8,8,276,283,260,0.036231884057971,0.0282685512367491,0.0307692307692308,0.861176220914231,0.594791048494986,0.725981186518189,0.863369662578413,TRUE,NA,"cops2",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"48",23,13,14,276,283,260,0.0833333333333333,0.0459363957597173,0.0538461538461538,0.194847785658927,0.0909049388340911,0.213474760157207,0.66957894635923,FALSE,NA,"secisbp2l",18,0.999300491074255,0.942253641476847,0.988920845275115,0.989045668887597
"49",3,2,2,276,283,260,0.0108695652173913,0.00706713780918728,0.00769230769230769,0.874701469073668,0.635673837446172,0.703543565288351,0.932198248280754,TRUE,NA,"LOC111565759",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"50",1,4,1,276,283,260,0.0036231884057971,0.0141342756183746,0.00384615384615385,0.303413281224992,0.221142824344547,0.966254043416422,0.242029364137146,TRUE,NA,"dut",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"51",21,24,17,276,283,260,0.0760869565217391,0.0848056537102474,0.0653846153846154,0.694766400627219,0.704958527163865,0.629757127188593,0.393415550998763,TRUE,NA,"slc12a1",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"52",21,20,20,276,283,260,0.0760869565217391,0.0706713780918728,0.0769230769230769,0.954872000765596,0.806069850034587,0.970963778990754,0.780619621347881,TRUE,NA,"ctxn2",18,0.999300491074255,0.991921896611207,0.989330141187744,0.989045668887597
"53",38,28,28,276,283,260,0.13768115942029,0.0989399293286219,0.107692307692308,0.326792343440103,0.157521821633943,0.292040745214665,0.737691525449417,TRUE,NA,"myef2",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"54",42,27,24,276,283,260,0.152173913043478,0.0954063604240283,0.0923076923076923,0.0479826070331187,0.0429989824434363,0.0367385037487678,0.901597993636102,TRUE,NA,"LOC111565754",18,0.999300491074255,0.862457453650084,0.988920845275115,0.989045668887597
"55",150,115,104,276,283,260,0.543478260869565,0.406360424028269,0.4,0.00479878843996288,0.00500189116570671,0.00488181338631661,0.949486555588586,FALSE,NA,"sema6dl",18,0.418729370249627,0.362297175162669,0.482394288326028,0.989045668887597
"56",66,33,39,276,283,260,0.239130434782609,0.11660777385159,0.15,0.000958662586460926,0.000389748710295805,0.0146994534656495,0.272319153957938,FALSE,NA,"LOC118470001",18,0.108365185246844,0.0480614917877992,0.971942290817791,0.989045668887597
"57",45,41,35,276,283,260,0.16304347826087,0.144876325088339,0.134615384615385,0.642229758350641,0.551908666815948,0.356591911552945,0.730692095959388,TRUE,NA,"dmxl2",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"58",2,3,2,276,283,260,0.0072463768115942,0.0106007067137809,0.00769230769230769,0.912615861850522,0.672936739254405,0.863356464411085,0.807106098662826,FALSE,NA,"LOC111565746",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"59",65,66,51,276,283,260,0.235507246376812,0.23321554770318,0.196153846153846,0.5796801156529,0.983662758682114,0.36249342208949,0.356259307020037,FALSE,NA,"tnfaip8l3",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"60",3,3,3,276,283,260,0.0108695652173913,0.0106007067137809,0.0115384615384615,0.994263858693408,0.975396365144758,0.941365438115869,0.916856255507592,TRUE,NA,"LOC129349365",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"61",27,21,24,276,283,260,0.0978260869565217,0.0742049469964664,0.0923076923076923,0.588988384577631,0.320365624499506,0.827753968070627,0.445476324537171,TRUE,NA,"scg3",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"62",7,8,9,276,283,260,0.0253623188405797,0.0282685512367491,0.0346153846153846,0.775991857401666,0.74687582040102,0.478511111916728,0.69104534719708,FALSE,NA,"lysmd2",18,0.999300491074255,0.991294619836651,0.988920845275115,0.989045668887597
"63",6,10,7,276,283,260,0.0217391304347826,0.0353356890459364,0.0269230769230769,0.621530706391507,0.339722102723071,0.697140528471977,0.575032428996402,TRUE,NA,"tmod2",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"64",3,10,7,276,283,260,0.0108695652173913,0.0353356890459364,0.0269230769230769,0.193057351620497,0.069724030454704,0.184332759530701,0.575032423121832,TRUE,NA,"leo1",18,0.999300491074255,0.931686362776695,0.988920845275115,0.989045668887597
"65",26,34,20,276,283,260,0.0942028985507246,0.120141342756184,0.0769230769230769,0.235137160826846,0.322979306422434,0.476033548541476,0.0952172566105558,TRUE,NA,"mapk6",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"66",11,7,8,276,283,260,0.0398550724637681,0.0247349823321555,0.0307692307692308,0.595602254687606,0.315763190546991,0.570701554763444,0.668824403898646,TRUE,NA,"LOC118471234",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"67",13,12,5,276,283,260,0.0471014492753623,0.0424028268551237,0.0192307692307692,0.205625267390859,0.78824387804091,0.0830871902007254,0.130981995710215,TRUE,NA,"usp8",18,0.999300491074255,0.991921896611207,0.988920845275115,0.989045668887597
"68",1,1,2,276,283,260,0.0036231884057971,0.00353356890459364,0.00769230769230769,0.896501377311956,0.951257291774543,0.671640030883891,0.718632359070974,FALSE,NA,"LOC111577621",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"69",71,70,56,276,283,260,0.257246376811594,0.247349823321555,0.215384615384615,0.756942344503968,0.902210525473755,0.479390239109148,0.562593064239837,FALSE,NA,"pde8a",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"70",16,10,4,276,283,260,0.0579710144927536,0.0353356890459364,0.0153846153846154,0.0445945238692502,0.208310058632905,0.0154233458000164,0.154211422617922,TRUE,NA,"LOC111563916",18,0.994736758769545,0.961175005583823,0.987689882755558,0.989045668887597
"71",4,11,8,276,283,260,0.0144927536231884,0.03886925795053,0.0307692307692308,0.266155258256116,0.104998877230702,0.244305178905481,0.626572692103643,FALSE,NA,"LOC111563902",18,0.999300491074255,0.942253641476847,0.988920845275115,0.989045668887597
"72",7,6,3,276,283,260,0.0253623188405797,0.0212014134275618,0.0115384615384615,0.51136916473928,0.744487718015893,0.249095813086486,0.385509415478765,TRUE,NA,"LOC111563893",18,0.999300491074255,0.989092976349893,0.988920845275115,0.989045668887597
"73",4,2,4,276,283,260,0.0144927536231884,0.00706713780918728,0.0153846153846154,0.633248949873573,0.404307351514913,0.932187167365815,0.366269053310377,TRUE,NA,"homer2",18,0.999300491074255,0.974890375899399,0.988920845275115,0.989045668887597
"74",5,3,2,276,283,260,0.0181159420289855,0.0106007067137809,0.00769230769230769,0.68760733682741,0.700895499434969,0.388652032720515,0.632538301722477,FALSE,NA,"ramac",18,0.999300491074255,0.983759741686505,0.988920845275115,0.989045668887597
"75",8,7,8,276,283,260,0.0289855072463768,0.0247349823321555,0.0307692307692308,0.90819355512582,0.756100987174597,0.903483044058305,0.66882440716719,TRUE,NA,"LOC111567331",18,0.999300491074255,0.991921896611207,0.988920845275115,0.989045668887597
"76",8,14,13,276,283,260,0.0289855072463768,0.049469964664311,0.05,0.390752132036334,0.218272551981014,0.215566296420492,0.977355761874794,TRUE,NA,"zrsr2",18,0.999300491074255,0.961175005583823,0.988920845275115,0.995575168715759
"77",13,7,16,276,283,260,0.0471014492753623,0.0247349823321555,0.0615384615384615,0.120251295756381,0.161537993809011,0.461527789082696,0.0396048520757487,TRUE,NA,"LOC111567330",18,0.999300491074255,0.961175005583823,0.988920845275115,0.989045668887597
"78",22,21,8,276,283,260,0.0797101449275362,0.0742049469964664,0.0307692307692308,0.0551037561477802,0.828519034495277,0.0211062130746641,0.0340975456793091,FALSE,NA,"phka2",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
"79",3,3,2,276,283,260,0.0108695652173913,0.0106007067137809,0.00769230769230769,0.918900162148694,0.975396366629935,0.703543700188474,0.724125303478486,TRUE,NA,"ppef1",18,0.999300491074255,0.99491299915031,0.988920845275115,0.989045668887597
