"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",96,89,56,214,228,157,0.448598130841121,0.390350877192982,0.356687898089172,0.183535982906523,0.215073972901783,0.0758523370536786,0.503040509004786,TRUE,NA,"LOC129348986",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"2",66,48,34,214,228,157,0.308411214953271,0.210526315789474,0.21656050955414,0.0983750052609241,0.0491799703041162,0.0983458579961178,0.883261307051256,FALSE,NA,"trip4",20,0.996292013898827,0.972374789914871,0.976880268798554,0.987032959645983
"3",16,14,7,214,228,157,0.0747663551401869,0.0614035087719298,0.0445859872611465,0.496087627048209,0.577294347788625,0.238623744045707,0.47697825164957,TRUE,NA,"cln6a",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"4",2,5,2,214,228,157,0.00934579439252336,0.0219298245614035,0.0127388535031847,0.549497574726726,0.303958511405546,0.755476095993088,0.512263419621359,TRUE,NA,"LOC118470268",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"5",2,2,3,214,228,157,0.00934579439252336,0.0087719298245614,0.0191082802547771,0.615060991736366,0.949242220889199,0.430102402972919,0.390478004051901,TRUE,NA,"calml4a",20,0.996292013898827,0.987399215990876,0.976880268798554,0.981577548678963
"6",9,5,3,214,228,157,0.0420560747663551,0.0219298245614035,0.0191082802547771,0.334168344357402,0.235239226945582,0.228770111086877,0.848853158945191,TRUE,NA,"LOC111568352",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"7",6,3,3,214,228,157,0.0280373831775701,0.0131578947368421,0.0191082802547771,0.546548669966045,0.279518040316595,0.583007879956759,0.645088320982007,TRUE,NA,"rxfp3.3a2",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"8",18,10,7,214,228,157,0.0841121495327103,0.043859649122807,0.0445859872611465,0.144820003690249,0.0877003728677136,0.139767212795771,0.97280498384909,TRUE,NA,"rps17",20,0.996292013898827,0.972374789914871,0.976880268798554,0.988843836787337
"9",49,56,35,214,228,157,0.228971962616822,0.245614035087719,0.222929936305732,0.886534742355365,0.75819533068553,0.848408528281487,0.631683842061986,FALSE,NA,"csnk1g1",20,0.996292013898827,0.987399215990876,0.983713049000237,0.981577548678963
"10",20,16,15,214,228,157,0.0934579439252336,0.0701754385964912,0.0955414012738854,0.667202472560569,0.429219303477144,0.971405189267167,0.439014312372902,FALSE,NA,"LOC111571203",20,0.996292013898827,0.972374789914871,0.992187943259603,0.981577548678963
"11",28,37,27,214,228,157,0.130841121495327,0.162280701754386,0.171974522292994,0.500017276846552,0.351784051500442,0.271928880831403,0.801780985920513,TRUE,NA,"neo1a",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"12",55,53,47,214,228,157,0.257009345794392,0.232456140350877,0.299363057324841,0.394231305907476,0.622517113079774,0.382288420392592,0.176153267982623,FALSE,NA,"LOC111567962",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"13",34,25,16,214,228,157,0.158878504672897,0.109649122807018,0.101910828025478,0.204751791479165,0.153279435643673,0.127197818424778,0.780985489324771,FALSE,NA,"bbs4",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"14",8,19,7,214,228,157,0.0373831775700935,0.0833333333333333,0.0445859872611465,0.0937709514367304,0.0493634358680103,0.728167310639024,0.142686199055977,TRUE,NA,"scamp2l",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"15",11,8,7,214,228,157,0.0514018691588785,0.0350877192982456,0.0445859872611465,0.701904332126768,0.400800474256363,0.762925134424786,0.636768188872139,TRUE,NA,"myo9aa",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
"16",1,4,1,214,228,157,0.00467289719626168,0.0175438596491228,0.00636942675159236,0.389045615906285,0.233831345360356,0.8261751265943,0.361566434947521,TRUE,NA,"LOC111580711",20,0.996292013898827,0.972374789914871,0.976880268798554,0.981577548678963
