interacting_pair,cluster_pair,test_type,main_effect_p.value,d_m_p.value,d_f_p.value,f_m_p.value,main_effect_q.value
CDH2_CDH2,9|5,Linear Regression,0.05722277185202669,0.6462532364884293,0.02342786841152667,0.06723408310344756,0.41106970799823256
CDH2_CDH2,9|4,Linear Regression,0.06842365135166946,0.546005620673337,0.027470198816437093,0.08809883930655535,0.42406141380220597
CDH2_CDH2,9|3,Linear Regression,0.017359043703173205,0.17111257233187102,0.005039024425342751,0.0993956838885046,0.40040253218137833
CDH2_CDH2,9|25,Linear Regression,0.7452348330224143,0.5264594706856979,0.5093357467284136,0.9792513668814338,0.8995248019977091
CDH2_CDH2,9|17,Linear Regression,0.027252209694030506,0.022697018323517473,0.01806336652880262,0.9148983051808758,0.40040253218137833
CDH2_CDH2,9|13,Linear Regression,0.021406347077275772,0.46379234825772675,0.00759429159817219,0.041338383370804935,0.40040253218137833
CDH2_CDH2,9|12,Linear Regression,0.03822602722506823,0.08900594400080344,0.013496828468153319,0.3661684638744436,0.40040253218137833
CDH2_CDH2,9|1,Linear Regression,0.02412965976033125,0.3873504488417465,0.008027981113293668,0.056071565660184015,0.40040253218137833
CDH2_CDH2,8|5,Linear Regression,0.6635661884605429,0.42362888105366037,0.468894725819325,0.9400813711953635,0.8781026253312447
CDH2_CDH2,8|4,Linear Regression,0.8680099073423541,0.610533445322421,0.8802200849391916,0.7188216853205438,0.9609904124324834
CDH2_CDH2,8|3,Linear Regression,0.1960496810865123,0.1030892799960167,0.15319409741350573,0.8279841194637024,0.5460274509286929
CDH2_CDH2,8|25,Linear Regression,0.37018372829579316,0.28317254794551927,0.7523641008403745,0.18672354624971393,0.7235253813751197
CDH2_CDH2,8|17,Linear Regression,0.052663087968793695,0.017549537901197617,0.36487319746677693,0.11786979946530236,0.41106970799823256
CDH2_CDH2,8|13,Linear Regression,0.29020144886656496,0.2633855879759361,0.13856903673379986,0.705157429141006,0.6647419120785677
CDH2_CDH2,8|12,Linear Regression,0.07968808489206032,0.02966807704158569,0.1413688888040324,0.43015338974327466,0.42406141380220597
CDH2_CDH2,8|1,Linear Regression,0.3409101059429601,0.22782252946925807,0.19983061792496382,0.9370956980999476,0.722893718626036
CDH2_CDH2,7|5,Linear Regression,0.7332289982839083,0.5147744924389976,0.4981801925351733,0.979634843715093,0.8995248019977091
CDH2_CDH2,7|4,Linear Regression,0.3833326696004439,0.1896599274925997,0.31874063483923676,0.7366641093152935,0.7235253813751197
CDH2_CDH2,7|3,Linear Regression,0.9880820692042047,0.9672726641284197,0.8814037802753993,0.9169642842275124,0.9922197869438638
CDH2_CDH2,7|25,Linear Regression,0.5288052702053536,0.737839982135805,0.27383247835103575,0.4561269663190701,0.7820985508919516
CDH2_CDH2,7|17,Linear Regression,0.6612840127185995,0.6260362449452077,0.6524174676104919,0.37068394495134926,0.8781026253312447
CDH2_CDH2,7|13,Linear Regression,0.954980321321647,0.7780712422250514,0.9665945763980242,0.8170261735506421,0.979131191552244
CDH2_CDH2,7|12,Linear Regression,0.9259323856663277,0.8100798773185611,0.8744241988825381,0.7015382535637968,0.979131191552244
CDH2_CDH2,7|1,Linear Regression,0.9922197869438638,0.9065370332721954,0.9828371179470927,0.9263648196436609,0.9922197869438638
CDH2_CDH2,6|5,Linear Regression,0.10776055671611802,0.42483941195291064,0.153854106951069,0.04028335118441064,0.4388055300286622
CDH2_CDH2,6|4,Linear Regression,0.2403364322647223,0.4939589581860777,0.3063862519733693,0.0987689098063582,0.6059674839356808
CDH2_CDH2,6|3,Linear Regression,0.03711544532314047,0.8249850198431373,0.018250552877106904,0.034132930916064855,0.40040253218137833
CDH2_CDH2,6|25,Linear Regression,0.9769890358103099,0.857969768268896,0.9848169543416332,0.8487099236514402,0.9882187948426124
CDH2_CDH2,6|17,Linear Regression,0.2030256902408417,0.187915935971616,0.0958130432683182,0.7090103620678528,0.5460274509286929
CDH2_CDH2,6|13,Linear Regression,0.04852303504754145,0.7195113552219146,0.04160081625862532,0.02430898505764129,0.41106970799823256
CDH2_CDH2,6|12,Linear Regression,0.08917160783469551,0.3647284293649179,0.03076459051467021,0.1854479555649755,0.42406141380220597
CDH2_CDH2,6|1,Linear Regression,0.022975679375215642,0.6916387125834786,0.021624383536128253,0.011785409905512731,0.40040253218137833
CDH2_CDH2,5|9,Linear Regression,0.05722277185202669,0.6462532364884293,0.02342786841152667,0.06723408310344756,0.41106970799823256
CDH2_CDH2,5|8,Linear Regression,0.6635661884605429,0.42362888105366037,0.468894725819325,0.9400813711953635,0.8781026253312447
CDH2_CDH2,5|7,Linear Regression,0.7332289982839083,0.5147744924389976,0.4981801925351733,0.979634843715093,0.8995248019977091
CDH2_CDH2,5|6,Linear Regression,0.10776055671611802,0.42483941195291064,0.153854106951069,0.04028335118441064,0.4388055300286622
CDH2_CDH2,5|5,Linear Regression,0.9544361483222856,0.957875311750234,0.8115874247105226,0.7791217840121107,0.979131191552244
CDH2_CDH2,5|4,Linear Regression,0.9568506400205621,0.7852012693159192,0.8200261408304181,0.9639641367980741,0.979131191552244
CDH2_CDH2,5|3,Linear Regression,0.41408201315911924,0.29644718853994717,0.23285723270824926,0.8788955385726159,0.7284935106671827
CDH2_CDH2,5|25,Linear Regression,0.47557057301337013,0.7179337874243681,0.3875011033538316,0.2437192973056597,0.7606808113428625
CDH2_CDH2,5|24,Linear Regression,0.7630482995406778,0.8068690460090827,0.6202979809533182,0.4781191846369863,0.8995248019977091
CDH2_CDH2,5|23,Linear Regression,0.40228336799627173,0.3134465186035591,0.21330767311409027,0.8087518673715798,0.7284935106671827
CDH2_CDH2,5|22,Linear Regression,0.9192960142466443,0.8451908694618635,0.6879574217193589,0.8238995992069325,0.979131191552244
CDH2_CDH2,5|21,Linear Regression,0.8935299660891722,0.7559870709000035,0.6504383285371582,0.8901188257978362,0.9786099030797393
CDH2_CDH2,5|20,Linear Regression,0.9032252081536608,0.7569499697857793,0.8879504435345233,0.6648705892380432,0.9786099030797393
CDH2_CDH2,5|2,Linear Regression,0.5393896306012771,0.8969901489696848,0.36242146107006457,0.3182465385038444,0.7853001357901768
CDH2_CDH2,5|19,Linear Regression,0.6174182850798982,0.5017603630355669,0.3523239783884051,0.7975159041066028,0.84895014198486
CDH2_CDH2,5|18,Linear Regression,0.6919569358624985,0.4390254593694183,0.5071708551189369,0.9130204844633077,0.8899023312308675
CDH2_CDH2,5|17,Linear Regression,0.1293361480257401,0.055757540658838055,0.7041131704619823,0.12582426452805376,0.47922446426379484
CDH2_CDH2,5|16,Linear Regression,0.7898822642467515,0.6756677606079706,0.5060560942777664,0.8096709994737529,0.9146005164962385
CDH2_CDH2,5|15,Linear Regression,0.6396225825688957,0.4484016922749462,0.8908987234888734,0.39021083012455904,0.8659505733240435
CDH2_CDH2,5|14,Linear Regression,0.22076548075214406,0.3319319938233547,0.08843232975036676,0.4444324508926203,0.5756255498129978
CDH2_CDH2,5|13,Linear Regression,0.46078879190988403,0.7430077245088551,0.23063009569973156,0.3922039937994908,0.7549877055441644
CDH2_CDH2,5|12,Linear Regression,0.18430338350598688,0.07631704221734183,0.2305700480045282,0.5407940528360867,0.545166310874852
CDH2_CDH2,5|11,Linear Regression,0.7320050601657162,0.7786569841295781,0.6042795544361843,0.44397225940740515,0.8995248019977091
CDH2_CDH2,5|10,Linear Regression,0.831932918672476,0.8401082480181926,0.6835550303199542,0.5584442749123855,0.9385909851689472
CDH2_CDH2,5|1,Linear Regression,0.5833037325515662,0.6491200144450169,0.3067783450675184,0.5762646794168131,0.8083579285753988
CDH2_CDH2,5|0,Linear Regression,0.7878366696696756,0.5530119937357385,0.5680449301163608,0.9825590308923771,0.9146005164962385
CDH2_CDH2,4|9,Linear Regression,0.06842365135166946,0.546005620673337,0.027470198816437093,0.08809883930655535,0.42406141380220597
CDH2_CDH2,4|8,Linear Regression,0.8680099073423541,0.610533445322421,0.8802200849391916,0.7188216853205438,0.9609904124324834
CDH2_CDH2,4|7,Linear Regression,0.3833326696004439,0.1896599274925997,0.31874063483923676,0.7366641093152935,0.7235253813751197
CDH2_CDH2,4|6,Linear Regression,0.2403364322647223,0.4939589581860777,0.3063862519733693,0.0987689098063582,0.6059674839356808
CDH2_CDH2,4|5,Linear Regression,0.9568506400205621,0.7852012693159192,0.8200261408304181,0.9639641367980741,0.979131191552244
CDH2_CDH2,4|4,Linear Regression,0.9568782099260567,0.7721358578169922,0.9105715981603975,0.8590677929568302,0.979131191552244
CDH2_CDH2,4|3,Linear Regression,0.4254763058127608,0.2340304758060184,0.30055914415079543,0.8690306241278012,0.7284935106671827
CDH2_CDH2,4|25,Linear Regression,0.37579269952465305,0.6950960148837295,0.3314348267679884,0.18089010284033616,0.7235253813751197
CDH2_CDH2,4|24,Linear Regression,0.7483390672921284,0.7634789198720207,0.6538973524826195,0.45677370663398464,0.8995248019977091
CDH2_CDH2,4|23,Linear Regression,0.6577215121251381,0.44261597627835203,0.4259093650657486,0.9765982092398687,0.8781026253312447
CDH2_CDH2,4|22,Linear Regression,0.8306002788043253,0.5962838045037893,0.6264912583898792,0.9900332001619765,0.9385909851689472
CDH2_CDH2,4|21,Linear Regression,0.9302134513468177,0.7191547438634116,0.7874592494581963,0.9279482286711604,0.979131191552244
CDH2_CDH2,4|20,Linear Regression,0.6849014675276367,0.423898604483128,0.8932877231774008,0.5033908732012273,0.8899023312308675
CDH2_CDH2,4|2,Linear Regression,0.7367122309709453,0.7065089724816833,0.4420272914308989,0.6905744872807384,0.8995248019977091
CDH2_CDH2,4|19,Linear Regression,0.49081023236340393,0.24468005984867583,0.6497709671738566,0.4663047949754532,0.7606808113428625
CDH2_CDH2,4|18,Linear Regression,0.8076684993268554,0.8124390764659782,0.687888738226863,0.5248326022746016,0.9230497135164061
CDH2_CDH2,4|17,Linear Regression,0.08967055467466313,0.045576125832805965,0.8039947328143718,0.07304915283431461,0.42406141380220597
CDH2_CDH2,4|16,Linear Regression,0.7439404958138158,0.5028488678990807,0.520509834834366,0.9776079315673845,0.8995248019977091
CDH2_CDH2,4|15,Linear Regression,0.6957614123011888,0.4418885274682456,0.9249890906874707,0.49818977388791363,0.8899023312308675
CDH2_CDH2,4|14,Linear Regression,0.31786398590455056,0.31570618750975177,0.14356219314322446,0.6206259531810671,0.6822446526731817
CDH2_CDH2,4|13,Linear Regression,0.5810352631309608,0.6007834074565064,0.305389024371772,0.6061521593220482,0.8083579285753988
CDH2_CDH2,4|12,Linear Regression,0.2279831605868504,0.09139228855319773,0.32926158417190465,0.4388185610467349,0.585766952748696
CDH2_CDH2,4|11,Linear Regression,0.9214867555408874,0.9446692493970694,0.7604348177184989,0.7084735117162324,0.979131191552244
CDH2_CDH2,4|10,Linear Regression,0.9710233412788273,0.9460288389638887,0.8694652772480176,0.8166158537447068,0.9878618963299052
