"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",324,347,284,625,722,585,0.5184,0.480609418282548,0.485470085470085,0.807454829602179,0.855897782104468,0.641976831842792,0.531790185512515,FALSE,NA,"LOC129348986",7,0.989189453387677,0.974443682651809,0.989450912419135,0.925304526111707
"2",105,96,97,625,722,585,0.168,0.132963988919668,0.165811965811966,0.135516226460981,0.0724522588889697,0.918764875885105,0.0966013920511254,TRUE,NA,"trip4",7,0.753139610166415,0.604599036261858,0.989450912419135,0.70279315407653
"3",38,50,38,625,722,585,0.0608,0.0692520775623269,0.064957264957265,0.735705059785074,0.450802266803068,0.888467286157394,0.561817724838358,FALSE,NA,"cln6a",7,0.986367212133594,0.878677736243477,0.989450912419135,0.937571506071052
"4",4,6,4,625,722,585,0.0064,0.00831024930747922,0.00683760683760684,0.910036216970794,0.684628925378331,0.925230949506984,0.761631522773599,TRUE,NA,"LOC118470268",7,0.997311842496866,0.941196011657597,0.989450912419135,0.972398754498111
"5",1,1,3,625,722,585,0.0016,0.00138504155124654,0.00512820512820513,0.396191501696476,0.91868309510345,0.312249632903049,0.256132317845268,TRUE,NA,"calml4a",7,0.927028877652054,0.974443682651809,0.989450912419135,0.847848745731349
"6",31,43,34,625,722,585,0.0496,0.0595567867036011,0.0581196581196581,0.702624462772038,0.424438910679887,0.51168873090526,0.91263423377667,TRUE,NA,"rps17",7,0.986367212133594,0.871327690172273,0.989450912419135,0.978965212956352
"7",129,137,102,625,722,585,0.2064,0.189750692520776,0.174358974358974,0.365561012613589,0.444094293749494,0.15683999558336,0.474230067888878,TRUE,NA,"csnk1g1",7,0.919839098317634,0.871327690172273,0.989450912419135,0.915294139603255
"8",40,25,19,625,722,585,0.064,0.0346260387811634,0.0324786324786325,0.010646774875787,0.0134538521966165,0.0124887898851215,0.830552831053336,TRUE,NA,"LOC111571203",7,0.296113426232826,0.313271519273009,0.683870192900442,0.972398754498111
"9",262,274,274,625,722,585,0.4192,0.379501385041551,0.468376068376068,0.747426439088743,0.457910195999195,0.628924258760181,0.816979646649146,FALSE,NA,"neo1a",7,0.986367212133594,0.886247697888493,0.989450912419135,0.972398754498111
"10",6,5,8,625,722,585,0.0096,0.00692520775623269,0.0136752136752137,0.478512820229375,0.588101342401648,0.509887274748996,0.230242461901739,TRUE,NA,"LOC129349243",7,0.949790826403075,0.907867238833296,0.989450912419135,0.847848745731349
"11",82,91,67,625,722,585,0.1312,0.126038781163435,0.114529914529915,0.677855870365847,0.90073635747744,0.393171206553577,0.537957106380326,FALSE,NA,"LOC111567962",7,0.984189607474433,0.974443682651809,0.989450912419135,0.927671996147774
"12",55,42,38,625,722,585,0.088,0.0581717451523546,0.064957264957265,0.088738695339438,0.0359057383589071,0.134026386312155,0.611018854608308,TRUE,NA,"bbs4",7,0.674380407655502,0.465380201059621,0.989450912419135,0.959282835243541
"13",30,41,27,625,722,585,0.048,0.056786703601108,0.0461538461538462,0.638075383362953,0.4721925890226,0.879612324557023,0.390220127240933,TRUE,NA,"scamp2l",7,0.974130294803866,0.900670105460837,0.989450912419135,0.915294139603255
"14",4,7,1,625,722,585,0.0064,0.00969529085872576,0.00170940170940171,0.251864521375332,0.505785800588335,0.236641552405166,0.103375155230076,TRUE,NA,"LOC129347348",7,0.867887871247317,0.905556818761618,0.989450912419135,0.705842501744525
"15",10,13,13,625,722,585,0.016,0.018005540166205,0.0222222222222222,0.964884676518564,0.88644818746873,0.789174740217723,0.885538348667475,FALSE,NA,"myo9aa",7,0.997311842496866,0.974443682651809,0.989450912419135,0.972398754498111
"16",11,8,14,625,722,585,0.0176,0.0110803324099723,0.0239316239316239,0.285254379690628,0.402656985729996,0.455385956589169,0.114675192091253,FALSE,NA,"senp8",7,0.885410990546117,0.871327690172273,0.989450912419135,0.728428460468628
"17",38,34,44,625,722,585,0.0608,0.0470914127423823,0.0752136752136752,0.2896970638981,0.469970177185544,0.375599269720413,0.119164343982072,FALSE,NA,"LOC111580711",7,0.888729790051239,0.899835333872644,0.989450912419135,0.743126356723406
"18",19,17,28,625,722,585,0.0304,0.0235457063711911,0.0478632478632479,0.0500818472026861,0.437863182007941,0.119192881682462,0.0187911069427114,TRUE,NA,"anp32a",7,0.564174558770194,0.871327690172273,0.989450912419135,0.421615647261948
"19",91,79,81,625,722,585,0.1456,0.109418282548476,0.138461538461538,0.740074274810195,0.442752182153247,0.814256796349152,0.593307890492056,FALSE,NA,"coro2ba",7,0.986367212133594,0.871327690172273,0.989450912419135,0.949482358886383
"20",14,3,9,625,722,585,0.0224,0.00415512465373961,0.0153846153846154,0.0280338222791793,0.00764937339752767,0.374591290899412,0.0484251345735525,TRUE,NA,"itga11a",7,0.455942405811543,0.241246767092614,0.989450912419135,0.576781975435566
"21",7,3,3,625,722,585,0.0112,0.00415512465373961,0.00512820512820513,0.287384952471504,0.1568640353834,0.266407433368157,0.796772865792367,FALSE,NA,"LOC111564424",7,0.88650356140155,0.738393580450768,0.989450912419135,0.972398754498111
"22",1,2,1,625,722,585,0.0016,0.00277008310249307,0.00170940170940171,0.874236175850359,0.653674265722665,0.962667365646888,0.693130129859344,TRUE,NA,"LOC129349160",7,0.989681023564726,0.929345419115102,0.989450912419135,0.971218860985973
"23",7,6,4,625,722,585,0.0112,0.00831024930747922,0.00683760683760684,0.711458652618902,0.589870051790028,0.428953311789426,0.761631534799935,TRUE,NA,"LOC111564416",7,0.986367212133594,0.907867238833296,0.989450912419135,0.972398754498111
"24",34,38,33,625,722,585,0.0544,0.0526315789473684,0.0564102564102564,0.956091444088133,0.885585394893591,0.878568287226985,0.764449890405513,TRUE,NA,"cpeb1b",7,0.997311842496866,0.974443682651809,0.989450912419135,0.972398754498111
"25",4,2,2,625,722,585,0.0064,0.00277008310249307,0.00341880341880342,0.570810524663671,0.332422950279454,0.467926010336089,0.833092337977076,TRUE,NA,"LOC111564421",7,0.965406956714735,0.845751765884039,0.989450912419135,0.972398754498111
"26",20,15,12,625,722,585,0.032,0.0207756232686981,0.0205128205128205,0.323520340762684,0.199965383170575,0.217017448332834,0.973503731110926,TRUE,NA,"LOC111564418",7,0.907881487938092,0.765895740149205,0.989450912419135,0.99370878410643
"27",9,8,4,625,722,585,0.0144,0.0110803324099723,0.00683760683760684,0.458713573865139,0.587292770173017,0.212629492081731,0.428359242259303,TRUE,NA,"LOC111564417",7,0.943163501403175,0.907867238833296,0.989450912419135,0.915294139603255
"28",31,32,41,625,722,585,0.0496,0.0443213296398892,0.0700854700854701,0.106786256264705,0.647421750130348,0.134067841270988,0.0454657005436012,TRUE,NA,"LOC111564410",7,0.712796483996443,0.929345419115102,0.989450912419135,0.560277383421907
"29",53,56,41,625,722,585,0.0848,0.0775623268698061,0.0700854700854701,0.633877530618385,0.627245574411976,0.339966936715161,0.608253275841293,TRUE,NA,"cars1",7,0.974130294803866,0.927381360017701,0.989450912419135,0.957474450130442
"30",19,13,10,625,722,585,0.0304,0.018005540166205,0.0170940170940171,0.20270878388597,0.140712574884944,0.135691311860247,0.900831248823181,TRUE,NA,"pex16",7,0.836965561426809,0.712770446347922,0.989450912419135,0.978965212956352
"31",56,59,62,625,722,585,0.0896,0.0817174515235457,0.105982905982906,0.313197968524524,0.605759337480136,0.33759247257644,0.133314122018655,TRUE,NA,"arfgap2",7,0.90134277123409,0.919922720720026,0.989450912419135,0.753691268664798
"32",60,90,66,625,722,585,0.096,0.124653739612188,0.112820512820513,0.25649753254271,0.0990379751292307,0.408638930104566,0.400331363918634,FALSE,NA,"glceb",7,0.868490503071749,0.666633765365662,0.989450912419135,0.915294139603255
"33",6,1,2,625,722,585,0.0096,0.00138504155124654,0.00341880341880342,0.286170186576816,0.136461618273702,0.340778991825479,0.535327984834513,FALSE,NA,"paqr5b",7,0.886054578461653,0.707272663022264,0.989450912419135,0.927029976980748
"34",2,1,2,625,722,585,0.0032,0.00138504155124654,0.00341880341880342,0.736313610842206,0.493625490403989,0.94717925134055,0.460116452730138,TRUE,NA,"LOC111564414",7,0.986367212133594,0.900670105460837,0.989450912419135,0.915294139603255
"35",40,36,26,625,722,585,0.064,0.0498614958448753,0.0444444444444444,0.288083283671584,0.263225186660965,0.136469112616824,0.647048970450722,TRUE,NA,"tle3b",7,0.88650356140155,0.802219543031161,0.989450912419135,0.971218860985973
"36",11,3,7,625,722,585,0.0176,0.00415512465373961,0.011965811965812,0.082245159151723,0.0257978779279247,0.421334860430235,0.123769050163028,TRUE,NA,"uacab",7,0.659962363321931,0.416534135873445,0.989450912419135,0.749917043220065
"37",71,68,57,625,722,585,0.1136,0.0941828254847645,0.0974358974358974,0.465285991711552,0.243323417556369,0.361363956304245,0.842390934091564,TRUE,NA,"LOC111564639",7,0.945225485675706,0.802219543031161,0.989450912419135,0.972398754498111
"38",79,72,66,625,722,585,0.1264,0.0997229916897507,0.112820512820513,0.303415768181811,0.122481476736351,0.467539523254332,0.443833106866292,TRUE,NA,"pias1a",7,0.896481115136962,0.691862661367794,0.989450912419135,0.915294139603255
"39",3,6,5,625,722,585,0.0048,0.00831024930747922,0.00854700854700855,0.686882934029548,0.436047241865853,0.42793186648028,0.96284124042297,TRUE,NA,"skor1a",7,0.984564831269515,0.871327690172273,0.989450912419135,0.992371820715776
"40",78,88,77,625,722,585,0.1248,0.121883656509695,0.131623931623932,0.866435947062038,0.871003485968378,0.722663064713284,0.598129663310579,TRUE,NA,"map2k5",7,0.989681023564726,0.974443682651809,0.989450912419135,0.952609119972485
"41",17,18,10,625,722,585,0.0272,0.0249307479224377,0.0170940170940171,0.47933288767487,0.794092543662244,0.238416580179898,0.333375229260662,TRUE,NA,"smad3a",7,0.949790826403075,0.974443682651809,0.989450912419135,0.890390675183467
"42",6,11,9,625,722,585,0.0096,0.0152354570637119,0.0153846153846154,0.601225823152205,0.359706124701401,0.367851384821077,0.982572649474587,TRUE,NA,"tmem208",7,0.966546682077102,0.852334755441435,0.989450912419135,0.99370878410643
