"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",122,104,74,214,228,157,0.570093457943925,0.456140350877193,0.471337579617834,0.119981229613011,0.0543726103997451,0.118908152043906,0.810771152273846,FALSE,NA,"LOC129348986",20,0.8984448704872,0.617940540203597,0.957310691860953,0.980628565642987
"2",81,59,44,214,228,157,0.378504672897196,0.258771929824561,0.280254777070064,0.0326794638663575,0.0133021186560609,0.0658742380521876,0.66302872529918,FALSE,NA,"trip4",20,0.727681897993254,0.434767721303323,0.957310691860953,0.979896300265026
"3",22,16,13,214,228,157,0.102803738317757,0.0701754385964912,0.0828025477707006,0.470052802306755,0.223932054865719,0.515689547314746,0.644900489346227,TRUE,NA,"cln6a",20,0.972901260675553,0.776710933046403,0.973942255262823,0.979896300265026
"4",4,6,2,214,228,157,0.0186915887850467,0.0263157894736842,0.0127388535031847,0.645242514251683,0.591870994270667,0.655315174177645,0.369091158496169,TRUE,NA,"LOC118470268",20,0.981142761963427,0.900334803726003,0.973942255262823,0.979896300265026
"5",2,3,3,214,228,157,0.00934579439252336,0.0131578947368421,0.0191082802547771,0.742039003326673,0.708027385136457,0.443155545364387,0.65941756806428,FALSE,NA,"calml4a",20,0.987796780989067,0.922770582959354,0.970119279955041,0.979896300265026
"6",10,5,4,214,228,157,0.0467289719626168,0.0219298245614035,0.0254777070063694,0.303793489414096,0.159645872369146,0.295747951044325,0.82104133173014,TRUE,NA,"LOC111568352",20,0.953019693093009,0.744478857488661,0.962124279705791,0.980628565642987
"7",7,3,5,214,228,157,0.0327102803738318,0.0131578947368421,0.0318471337579618,0.396548912410548,0.19876818660849,0.942014707869945,0.244969559826916,FALSE,NA,"rxfp3.3a2",20,0.969218317418063,0.762999469553997,0.99226004046667,0.979896300265026
"8",24,11,11,214,228,157,0.11214953271028,0.0482456140350877,0.0700636942675159,0.0447569075594364,0.0155577348877531,0.174308253061545,0.367367242882773,TRUE,NA,"rps17",20,0.784787859078923,0.450893857143305,0.962124279705791,0.979896300265026
"9",68,69,47,214,228,157,0.317757009345794,0.302631578947368,0.299363057324841,0.921198374300119,0.761279547465855,0.704731485522604,0.924721160061785,FALSE,NA,"csnk1g1",20,0.993079210531605,0.957178752213959,0.973942255262823,0.990796825783806
"10",24,18,18,214,228,157,0.11214953271028,0.0789473684210526,0.114649681528662,0.543897877214851,0.322229896764963,0.996732512725645,0.35128675575707,FALSE,NA,"LOC111571203",20,0.97666255066884,0.820728847413918,0.999314571294147,0.979896300265026
"11",47,45,32,214,228,157,0.219626168224299,0.197368421052632,0.203821656050955,0.841099264847403,0.564749962233393,0.71338550094484,0.876382462491121,TRUE,NA,"neo1a",20,0.992503503922975,0.900334803726003,0.973942255262823,0.982582290233791
"12",1,4,1,214,228,157,0.00467289719626168,0.0175438596491228,0.00636942675159236,0.389045651976907,0.233831404519144,0.826175126568072,0.361566380273608,TRUE,NA,"LOC129349243",20,0.963748985574175,0.776710933046403,0.973942255262823,0.979896300265026
"13",68,61,55,214,228,157,0.317757009345794,0.267543859649123,0.35031847133758,0.206415727886652,0.246296400233629,0.510529420370797,0.0826614915167272,TRUE,NA,"LOC111567962",20,0.935554274390561,0.786819731472706,0.973942255262823,0.979896300265026
"14",43,29,26,214,228,157,0.200934579439252,0.12719298245614,0.165605095541401,0.182529601163151,0.0657210697321309,0.370454914965853,0.422972570594811,FALSE,NA,"bbs4",20,0.929030124494111,0.634857500392122,0.962124279705791,0.979896300265026
"15",10,22,11,214,228,157,0.0467289719626168,0.0964912280701754,0.0700636942675159,0.165280797160578,0.0592633190487065,0.350011212784569,0.37338995118203,FALSE,NA,"scamp2l",20,0.926366646967225,0.625856097716843,0.962124279705791,0.979896300265026
"16",1,2,1,214,228,157,0.00467289719626168,0.0087719298245614,0.00636942675159236,0.871367787383943,0.605844047316042,0.826174996021983,0.793052856644715,TRUE,NA,"LOC129347348",20,0.992503503922975,0.900334803726003,0.973942255262823,0.979896300265026
"17",14,8,11,214,228,157,0.0654205607476635,0.0350877192982456,0.0700636942675159,0.250368514075171,0.149002084674828,0.860117313127734,0.126523300886702,TRUE,NA,"myo9aa",20,0.951755205036806,0.736297358888222,0.980832777359103,0.979896300265026
"18",3,6,2,214,228,157,0.014018691588785,0.0263157894736842,0.0127388535031847,0.534706562087638,0.368063508343559,0.915910239375333,0.369091104346438,TRUE,NA,"senp8",20,0.97666255066884,0.838421757455627,0.980832777359103,0.979896300265026
"19",3,6,1,214,228,157,0.014018691588785,0.0263157894736842,0.00636942675159236,0.34203521528547,0.368063482836236,0.492071134415958,0.184836444820638,TRUE,NA,"LOC111580711",20,0.9561085666504,0.838421757455627,0.970119279955041,0.979896300265026
"20",11,11,8,214,228,157,0.0514018691588785,0.0482456140350877,0.0509554140127389,0.986833793641456,0.878825078625881,0.984622517360897,0.903992778839122,TRUE,NA,"anp32a",20,0.997438263729941,0.982711052870075,0.993226272512668,0.98797631416137
"21",53,43,36,214,228,157,0.247663551401869,0.18859649122807,0.229299363057325,0.311920956649618,0.133264055490594,0.682411496061629,0.331759664428598,TRUE,NA,"coro2ba",20,0.953019693093009,0.727761264698176,0.973942255262823,0.979896300265026
"22",3,2,3,214,228,157,0.014018691588785,0.0087719298245614,0.0191082802547771,0.691609876149771,0.605460639838421,0.702112633147978,0.390477992553416,TRUE,NA,"itga11a",20,0.98471160283271,0.900334803726003,0.973942255262823,0.979896300265026
"23",5,2,2,214,228,157,0.0233644859813084,0.0087719298245614,0.0127388535031847,0.727282187864051,0.434923907328012,0.652686463168982,0.767592425615274,FALSE,NA,"LOC111564424",20,0.986580209509198,0.866834930949861,0.973942255262823,0.979896300265026
"24",6,6,6,214,228,157,0.0280373831775701,0.0263157894736842,0.0382165605095541,0.781452989047702,0.911393624869448,0.585457342789021,0.511400784560258,TRUE,NA,"LOC111564416",20,0.990285178387022,0.982711052870075,0.973942255262823,0.979896300265026
"25",23,18,16,214,228,157,0.107476635514019,0.0789473684210526,0.101910828025478,0.563099993312309,0.303220883304482,0.862908556022617,0.436323374859767,TRUE,NA,"cpeb1b",20,0.97666255066884,0.813434531630543,0.980832777359103,0.979896300265026
"26",10,11,6,214,228,157,0.0467289719626168,0.0482456140350877,0.0382165605095541,0.888038104028628,0.940291741173007,0.690539286760801,0.63857625442728,TRUE,NA,"LOC111564418",20,0.993079210531605,0.982711052870075,0.973942255262823,0.979896300265026
"27",6,8,6,214,228,157,0.0280373831775701,0.0350877192982456,0.0382165605095541,0.851407316155102,0.672943663105641,0.585457288766487,0.87199797980329,TRUE,NA,"LOC111564417",20,0.992503503922975,0.922770582959354,0.973942255262823,0.98070028060692
"28",26,21,18,214,228,157,0.121495327102804,0.0921052631578947,0.114649681528662,0.587724543598861,0.317872057619667,0.84033364184875,0.472036131608126,TRUE,NA,"LOC111564410",20,0.977563375820411,0.818568358521933,0.977570838895565,0.979896300265026
"29",28,27,18,214,228,157,0.130841121495327,0.118421052631579,0.114649681528662,0.877003710829402,0.692696874532029,0.640338667777515,0.909884873197255,TRUE,NA,"cars1",20,0.993079210531605,0.922770582959354,0.973942255262823,0.98797631416137
