"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",224,156,147,371,250,253,0.60377358490566,0.624,0.58102766798419,0.51737406850062,0.570290030502504,0.485707054098857,0.252843912457716,FALSE,NA,"LOC129348986",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984053587271514
"2",103,81,68,371,250,253,0.277628032345013,0.324,0.268774703557312,0.391787654628924,0.242688474306555,0.821269477630214,0.214806059939791,FALSE,NA,"trip4",13,0.994546423010576,0.994039042565376,0.975895487341682,0.984053587271514
"3",1,1,1,371,250,253,0.00269541778975741,0.004,0.00395256916996047,0.950665158132714,0.779799452520991,0.786291556151687,0.99325668568903,TRUE,NA,"chrna7a",13,0.994546423010576,0.994039042565376,0.971390924117531,0.996824374790408
"4",46,20,31,371,250,253,0.123989218328841,0.08,0.122529644268775,0.254088699033005,0.118870252535347,0.964563188761107,0.155903140407556,FALSE,NA,"cln6a",13,0.994546423010576,0.994039042565376,0.99519589053233,0.984053587271514
"5",11,4,2,371,250,253,0.0296495956873315,0.016,0.00790513833992095,0.272665177207835,0.39300152287061,0.123989918443189,0.451659121834202,FALSE,NA,"LOC118470268",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984097968150151
"6",2,3,1,371,250,253,0.00539083557951483,0.012,0.00395256916996047,0.522415039373148,0.378684389041863,0.799493804850067,0.334102875473484,TRUE,NA,"calml4a",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984053587271514
"7",4,2,1,371,250,253,0.0107816711590297,0.008,0.00395256916996047,0.66168645603509,0.729150512238804,0.367436792756067,0.563616243594458,TRUE,NA,"LOC111568352",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984097968150151
"8",32,14,14,371,250,253,0.0862533692722372,0.056,0.0553359683794466,0.461045038349753,0.355127562434666,0.264332384239456,0.893349280708956,FALSE,NA,"rps17",13,0.994546423010576,0.994039042565376,0.947924775765133,0.996824374790408
"9",106,77,81,371,250,253,0.285714285714286,0.308,0.320158102766798,0.674695705424153,0.563729893794299,0.394933813471838,0.802195782622591,FALSE,NA,"csnk1g1",13,0.994546423010576,0.994039042565376,0.955013044845505,0.996824374790408
"10",31,17,19,371,250,253,0.0835579514824798,0.068,0.075098814229249,0,2.13260137321499e-288,3.66026357642716e-72,1.98881661897529e-38,FALSE,"Model failed to converge with max|grad| = 0.010495","LOC111571203",13,0,7.07579363954625e-286,8.21033207298295e-70,4.11349265893513e-36
"11",117,64,70,371,250,253,0.315363881401617,0.256,0.276679841897233,0.252013713301961,0.110915095778638,0.300648548166697,0.599959031397931,TRUE,NA,"neo1a",13,0.994546423010576,0.994039042565376,0.947924775765133,0.994331542679669
"12",78,62,45,371,250,253,0.210242587601078,0.248,0.177865612648221,0.157782222979655,0.269927760677549,0.318677559441824,0.0555340682369058,TRUE,NA,"LOC111567962",13,0.994546423010576,0.994039042565376,0.947924775765133,0.971362121721447
"13",95,55,50,371,250,253,0.256064690026954,0.22,0.197628458498024,0.217174172713327,0.30351617859729,0.0904609191696719,0.537214949820562,TRUE,NA,"bbs4",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984097968150151
"14",29,21,13,371,250,253,0.078167115902965,0.084,0.0513833992094862,0.313839303366257,0.793370389604289,0.192933229852493,0.148950693124979,TRUE,NA,"scamp2l",13,0.994546423010576,0.994039042565376,0.947924775765133,0.974537846566733
"15",3,3,2,371,250,253,0.00808625336927224,0.012,0.00790513833992095,0.856756573274852,0.627080565116543,0.980123068756517,0.645837003194509,TRUE,NA,"LOC129347348",13,0.994546423010576,0.994039042565376,0.99519589053233,0.994331542679669
"16",18,25,8,371,250,253,0.0485175202156334,0.1,0.0316205533596838,0.00406891034018112,0.0151469678264913,0.303277979837679,0.00328486673736589,TRUE,NA,"myo9aa",13,0.385723012367408,0.991350842267343,0.947924775765133,0.365837675939086
"17",9,4,5,371,250,253,0.0242587601078167,0.016,0.0197628458498024,0.896794995266054,0.642294002673198,0.894762576832533,0.751877044966922,FALSE,NA,"senp8",13,0.994546423010576,0.994039042565376,0.984108383881834,0.996824374790408
"18",5,7,1,371,250,253,0.0134770889487871,0.028,0.00395256916996047,0.125665383125524,0.207100920983873,0.260426166357483,0.0646416552973735,TRUE,NA,"LOC111580711",13,0.994546423010576,0.994039042565376,0.947924775765133,0.974537846566733
"19",20,12,10,371,250,253,0.0539083557951483,0.048,0.0395256916996047,0.713195719606881,0.744091447175901,0.411426644211837,0.642675591093827,TRUE,NA,"anp32a",13,0.994546423010576,0.994039042565376,0.960093679919529,0.994331542679669
"20",45,28,15,371,250,253,0.121293800539084,0.112,0.0592885375494071,0.0365100259120651,0.724413766711795,0.011464176916969,0.0373911488821497,TRUE,NA,"coro2ba",13,0.994546423010576,0.994039042565376,0.697795312615431,0.939260941793557
"21",9,2,4,371,250,253,0.0242587601078167,0.008,0.0158102766798419,0.332389814422409,0.152067406436004,0.471493722593741,0.428655050572607,TRUE,NA,"itga11a",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"22",6,8,5,371,250,253,0.0161725067385445,0.032,0.0197628458498024,0.413062235197427,0.201017667476985,0.738329045828069,0.39160690615727,TRUE,NA,"LOC111564424",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"23",3,2,2,371,250,253,0.00808625336927224,0.008,0.00790513833992095,0.999687689336375,0.990589095132379,0.980123057729195,0.990444534937874,TRUE,NA,"LOC129349160",13,0.999813246862364,0.995826840424074,0.99519589053233,0.996824374790408
"24",10,7,6,371,250,253,0.0269541778975741,0.028,0.0237154150197628,0.951150851003583,0.937570733065269,0.801705492020564,0.762301874205748,TRUE,NA,"LOC111564416",13,0.994546423010576,0.995826840424074,0.971390924117531,0.996824374790408
"25",24,14,13,371,250,253,0.0646900269541779,0.056,0.0513833992094862,0,8.30056792550319e-174,0,5.35765947637771e-12,FALSE,"Model failed to converge with max|grad| = 0.008907","cpeb1b",13,0,2.06554444971193e-171,0,9.3764928374496e-10
"26",8,2,3,371,250,253,0.0215633423180593,0.008,0.0118577075098814,0.427592119844213,0.238211516354443,0.400502289413341,0.684473173634116,FALSE,NA,"LOC111564421",13,0.994546423010576,0.994039042565376,0.959223533401896,0.995492357944405
"27",19,10,12,371,250,253,0.0512129380053908,0.04,0.0474308300395257,0.810402983247045,0.517059297238075,0.830988602107469,0.684028135640328,TRUE,NA,"LOC111564418",13,0.994546423010576,0.994039042565376,0.977966614660973,0.995492357944405
"28",8,7,5,371,250,253,0.0215633423180593,0.028,0.0197628458498024,0.807137568831524,0.609388123247462,0.877166179902064,0.546971083496933,TRUE,NA,"LOC111564417",13,0.994546423010576,0.994039042565376,0.983449090782841,0.984097968150151
"29",53,25,21,371,250,253,0.142857142857143,0.1,0.08300395256917,0.0529861848136257,0.11575712915691,0.0247707503029948,0.509049082605602,TRUE,NA,"LOC111564410",13,0.994546423010576,0.994039042565376,0.895112784478087,0.984097968150151
"30",1,2,1,371,250,253,0.00269541778975741,0.008,0.00395256916996047,0.643630934856336,0.373135872169363,0.786291403481332,0.563616208532151,TRUE,NA,"ccnb2",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"31",55,39,30,371,250,253,0.148247978436658,0.156,0.118577075098814,0.437512055613902,0.791543897992351,0.289641240227267,0.223806171531347,TRUE,NA,"cars1",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984053587271514
"32",19,15,17,371,250,253,0.0512129380053908,0.06,0.0671936758893281,0.700077074901516,0.637225084453006,0.40193038583693,0.741142420511726,TRUE,NA,"pex16",13,0.994546423010576,0.994039042565376,0.959223533401896,0.996824374790408
"33",71,47,40,371,250,253,0.191374663072776,0.188,0.158102766798419,0.536782233230777,0.916277140465124,0.286569519775368,0.375890272242144,TRUE,NA,"arfgap2",13,0.994546423010576,0.994935294731064,0.947924775765133,0.984097968150151
"34",96,50,59,371,250,253,0.258760107816712,0.2,0.233201581027668,0.359018862327008,0.152547237590335,0.553085950052999,0.425839795016033,FALSE,NA,"glceb",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"35",1,1,1,371,250,253,0.00269541778975741,0.004,0.00395256916996047,0.950665112342808,0.779799394855681,0.786291453304481,0.993256685191523,TRUE,NA,"LOC111564414",13,0.994546423010576,0.994039042565376,0.971390924117531,0.996824374790408
"36",80,52,43,371,250,253,0.215633423180593,0.208,0.1699604743083,0.352916617452737,0.819635551647925,0.159951645498334,0.276460633881022,TRUE,NA,"tle3b",13,0.994546423010576,0.994935294731064,0.947924775765133,0.984053587271514
"37",19,15,14,371,250,253,0.0512129380053908,0.06,0.0553359683794466,0.894482312032162,0.637225069222234,0.821284917873736,0.822505140210094,TRUE,NA,"uacab",13,0.994546423010576,0.994039042565376,0.975895487341682,0.996824374790408
"38",95,83,74,371,250,253,0.256064690026954,0.332,0.292490118577075,0.121807639764482,0.0405863313817183,0.315037402450401,0.339232753464721,TRUE,NA,"LOC111564639",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984053587271514
"39",5,4,4,371,250,253,0.0134770889487871,0.016,0.0158102766798419,0.957921208913782,0.796653160761352,0.810516865335717,0.986432370373034,TRUE,NA,"rxfp3.3a1",13,0.994546423010576,0.994039042565376,0.9736229041549,0.996824374790408
"40",200,118,113,371,250,253,0.539083557951482,0.472,0.446640316205534,0.0563276293499044,0.101259391661758,0.0235753881230648,0.5682817320804,TRUE,NA,"pias1a",13,0.994546423010576,0.994039042565376,0.895112784478087,0.984097968150151
"41",7,5,3,371,250,253,0.0188679245283019,0.02,0.0118577075098814,0.743243183206315,0.919956125675771,0.497372660701636,0.470483179218509,TRUE,NA,"skor1a",13,0.994546423010576,0.994935294731064,0.971390924117531,0.984097968150151
"42",96,59,62,371,250,253,0.258760107816712,0.236,0.245059288537549,0.834822296737222,0.551059430854492,0.763009098573442,0.785457496795985,FALSE,NA,"map2k5",13,0.994546423010576,0.994039042565376,0.971390924117531,0.996824374790408
"43",28,13,18,371,250,253,0.0754716981132075,0.052,0.0711462450592885,0.526514860262989,0.2673819740262,0.88782231825505,0.385003987022563,FALSE,NA,"smad3a",13,0.994546423010576,0.994039042565376,0.983449090782841,0.984097968150151
"44",11,11,7,371,250,253,0.0296495956873315,0.044,0.0276679841897233,0.528060911407076,0.345777425924957,0.884570282659544,0.328350429199587,TRUE,NA,"tmem208",13,0.994546423010576,0.994039042565376,0.983449090782841,0.984053587271514
"45",9,4,3,371,250,253,0.0242587601078167,0.016,0.0118577075098814,0.518132062489163,0.506041877186361,0.280710900914413,0.695863606271695,FALSE,NA,"slc39a1",13,0.994546423010576,0.994039042565376,0.947924775765133,0.995492357944405
"46",90,59,66,371,250,253,0.242587601078167,0.236,0.260869565217391,0.799848647999433,0.852350947241609,0.610111088405806,0.522665353288423,FALSE,NA,"LOC111565738",13,0.994546423010576,0.994935294731064,0.971390924117531,0.984097968150151
"47",3,3,8,371,250,253,0.00808625336927224,0.012,0.0316205533596838,0.0826358554040888,0.627080651350359,0.0418846207282663,0.147616097363144,TRUE,NA,"LOC111565745",13,0.994546423010576,0.994039042565376,0.92457644843845,0.974537846566733
"48",67,45,34,371,250,253,0.180592991913747,0.18,0.134387351778656,0.289516745630588,0.965401782828917,0.140950989991167,0.186442489239136,FALSE,NA,"mibp2",13,0.994546423010576,0.995826840424074,0.947924775765133,0.984053587271514
"49",33,28,22,371,250,253,0.0889487870619946,0.112,0.0869565217391304,0.553300345957993,0.344843917151951,0.931317948195206,0.349103769735882,TRUE,NA,"bloc1s6",13,0.994546423010576,0.994039042565376,0.99519589053233,0.984053587271514
"50",17,14,14,371,250,253,0.045822102425876,0.056,0.0553359683794466,0.84182238265019,0.582326242599223,0.678250645547413,0.906061532204853,FALSE,NA,"slc30a4",13,0.994546423010576,0.994039042565376,0.971390924117531,0.996824374790408
"51",13,2,8,371,250,253,0.0350404312668464,0.008,0.0316205533596838,0.140271512581294,0.0489058852823428,0.816160705362868,0.0788220538578652,TRUE,NA,"spata5l1",13,0.994546423010576,0.994039042565376,0.974376018643682,0.974537846566733
"52",2,1,2,371,250,253,0.00539083557951483,0.004,0.00790513833992095,0.843471780497559,0.807043766374786,0.700933650330572,0.576889132877753,TRUE,NA,"LOC111565744",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"53",9,5,4,371,250,253,0.0242587601078167,0.02,0.0158102766798419,0.766375806722304,0.726279614117894,0.471493698710421,0.723625976416099,TRUE,NA,"dtwd1",13,0.994546423010576,0.994039042565376,0.971390924117531,0.995492357944405
"54",31,22,19,371,250,253,0.0835579514824798,0.088,0.075098814229249,0.865766712251686,0.845956302934379,0.702481621853521,0.59734830715194,TRUE,NA,"cops2",13,0.994546423010576,0.994935294731064,0.971390924117531,0.994331542679669
"55",54,35,27,371,250,253,0.1455525606469,0.14,0.106719367588933,0.403746967758099,0.912242498220153,0.198249097228728,0.281315086665706,FALSE,NA,"secisbp2l",13,0.994546423010576,0.994935294731064,0.947924775765133,0.984053587271514
"56",3,1,4,371,250,253,0.00808625336927224,0.004,0.0158102766798419,0.402075951125193,0.540810111137739,0.377216130458753,0.21646790354147,TRUE,NA,"LOC129349512",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984053587271514
"57",25,19,15,371,250,253,0.0673854447439353,0.076,0.0592885375494071,0.757245052886257,0.681741837387192,0.685349621763381,0.456473619820548,TRUE,NA,"slc12a1",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"58",23,11,10,371,250,253,0.0619946091644205,0.044,0.0395256916996047,0.420666289129407,0.366274540100644,0.233283434434108,0.786838361621734,FALSE,NA,"ctxn2",13,0.994546423010576,0.994039042565376,0.947924775765133,0.996824374790408
"59",77,46,37,371,250,253,0.207547169811321,0.184,0.146245059288538,0.153139576032142,0.470484594118961,0.0527388128568907,0.254925733691147,TRUE,NA,"myef2",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984053587271514
"60",20,14,13,371,250,253,0.0539083557951483,0.056,0.0513833992094862,0.973911241842459,0.910538908275059,0.889957807925375,0.818381007957204,TRUE,NA,"sema6dl",13,0.997268081054942,0.994935294731064,0.983449090782841,0.996824374790408
"61",1,2,1,371,250,253,0.00269541778975741,0.008,0.00395256916996047,0.643631218293272,0.373136139063864,0.786291434587803,0.563616216499112,TRUE,NA,"LOC118470001",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"62",173,115,103,371,250,253,0.466307277628032,0.46,0.407114624505929,0.35211911528425,0.872452599594935,0.166686723319598,0.267267775727577,FALSE,NA,"dmxl2",13,0.994546423010576,0.994935294731064,0.947924775765133,0.984053587271514
"63",29,22,15,371,250,253,0.078167115902965,0.088,0.0592885375494071,0.464061477545955,0.661786730056748,0.36721695144373,0.220235599919341,TRUE,NA,"LOC111565746",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984053587271514
"64",91,79,61,371,250,253,0.245283018867925,0.316,0.241106719367589,0.0906818275694003,0.0530919031563294,0.905017319616267,0.0615521871577308,TRUE,NA,"tnfaip8l3",13,0.994546423010576,0.994039042565376,0.986874757426133,0.974537846566733
"65",3,1,4,371,250,253,0.00808625336927224,0.004,0.0158102766798419,0.402076011993763,0.540810200184334,0.37721622932171,0.216467950231128,TRUE,NA,"LOC129349365",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984053587271514
"66",178,111,123,371,250,253,0.479784366576819,0.444,0.486166007905138,0.583209325586063,0.380736542803631,0.875533849903285,0.343293590009662,TRUE,NA,"scg3",13,0.994546423010576,0.994039042565376,0.983449090782841,0.984053587271514
"67",21,8,10,371,250,253,0.0566037735849057,0.032,0.0395256916996047,0.318061305913635,0.15957041383771,0.337552414540842,0.650190450957035,TRUE,NA,"lysmd2",13,0.994546423010576,0.994039042565376,0.947924775765133,0.994331542679669
"68",31,13,17,371,250,253,0.0835579514824798,0.052,0.0671936758893281,0.474826529495739,0.231676383622521,0.513827921137387,0.596318219424876,FALSE,NA,"tmod2",13,0.994546423010576,0.994039042565376,0.971390924117531,0.994331542679669
"69",23,10,15,371,250,253,0.0619946091644205,0.04,0.0592885375494071,0.472154706676946,0.234386270314743,0.88962976449677,0.322588786120139,TRUE,NA,"leo1",13,0.994546423010576,0.994039042565376,0.983449090782841,0.984053587271514
"70",117,90,80,371,250,253,0.315363881401617,0.36,0.316205533596838,0.45246875120761,0.247471440807987,0.982281401172475,0.299424553858863,TRUE,NA,"mapk6",13,0.994546423010576,0.994039042565376,0.99519589053233,0.984053587271514
"71",16,16,22,371,250,253,0.0431266846361186,0.064,0.0869565217391304,0.087876803621275,0.251463338815205,0.0274385134500031,0.331762260716321,TRUE,NA,"LOC118471234",13,0.994546423010576,0.994039042565376,0.895112784478087,0.984053587271514
"72",46,20,23,371,250,253,0.123989218328841,0.08,0.0909090909090909,0.301570093132593,0.150129332622114,0.29578516559929,0.691157292492144,FALSE,NA,"usp8",13,0.994546423010576,0.994039042565376,0.947924775765133,0.995492357944405
"73",1,2,1,371,250,253,0.00269541778975741,0.008,0.00395256916996047,0.64363122488552,0.373136167578511,0.786291478237288,0.563616247574794,TRUE,NA,"LOC111577621",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"74",1,1,2,371,250,253,0.00269541778975741,0.004,0.00790513833992095,0.652465575569604,0.779799311481992,0.378408211776091,0.57688913669492,TRUE,NA,"LOC129349535",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984097968150151
"75",1,1,1,371,250,253,0.00269541778975741,0.004,0.00395256916996047,0.950665084612243,0.779799362804637,0.786291384736498,0.993256684680698,TRUE,NA,"LOC129349407",13,0.994546423010576,0.994039042565376,0.971390924117531,0.996824374790408
"76",105,67,75,371,250,253,0.283018867924528,0.268,0.296442687747036,0.778016571779304,0.681719328855203,0.716323649422061,0.478729005714456,TRUE,NA,"pde8a",13,0.994546423010576,0.994039042565376,0.971390924117531,0.984097968150151
"77",33,12,16,371,250,253,0.0889487870619946,0.048,0.0632411067193676,0.135334857388614,0.0572576300783313,0.243299363665971,0.457362052378502,TRUE,NA,"LOC111563916",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984097968150151
"78",21,11,13,371,250,253,0.0566037735849057,0.044,0.0513833992094862,0.856272156536854,0.582519238431773,0.888456807882056,0.700793873216018,FALSE,NA,"LOC111563902",13,0.994546423010576,0.994039042565376,0.983449090782841,0.995492357944405
"79",23,20,25,371,250,253,0.0619946091644205,0.08,0.0988142292490119,0.243217624843854,0.387265433686633,0.092843124919332,0.460546622607476,TRUE,NA,"LOC111563893",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984097968150151
"80",71,46,48,371,250,253,0.191374663072776,0.184,0.189723320158103,0.972839989258515,0.817727165540596,0.958884632623309,0.86923111024697,TRUE,NA,"homer2",13,0.997251127991246,0.994935294731064,0.99519589053233,0.996824374790408
"81",12,5,2,371,250,253,0.032345013477089,0.02,0.00790513833992095,0.151448665852519,0.3597126686578,0.0619570161405612,0.263706071742538,TRUE,NA,"ramac",13,0.994546423010576,0.994039042565376,0.947924775765133,0.984053587271514
"82",39,16,10,371,250,253,0.105121293800539,0.064,0.0395256916996047,0.00910899171156935,0.0798042371860815,0.00399387558920247,0.219351791934179,TRUE,NA,"LOC111567331",13,0.665457807332355,0.994039042565376,0.4212348518784,0.984053587271514
"83",28,12,20,371,250,253,0.0754716981132075,0.048,0.0790513833992095,0.313106562625029,0.174927904170551,0.869143481633624,0.157715565544381,TRUE,NA,"LOC111567348",13,0.994546423010576,0.994039042565376,0.983449090782841,0.984053587271514
"84",25,19,16,371,250,253,0.0673854447439353,0.076,0.0632411067193676,0.845511499641807,0.681741833423454,0.837481447795367,0.574411323126565,TRUE,NA,"zrsr2",13,0.994546423010576,0.994039042565376,0.977966614660973,0.984097968150151
