,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
rgs8,0.21999404,0.0029326065,0.010488947,0.14380191,0.105952054,0.19972001,0.042854346,0.04475869,0.11926909,0.029505124,0.08855716,0.024799595,0.013373599,0.012428792,0.10329323,0.02856803,0.004039176,0.068239324,0.1363651,0.08766131,0.026852397,0.102982394,0.22074676,0.008721695,0.086256124,0.21962062,0.017460005
LOC111576745,0.00057074695,0.0004985282,0.00047646658,0.00079617795,0.00067458703,0.0011303703,0.0015583587,0.0012831601,0.0009394297,0.0013588292,0.0013902509,0.0011997592,0.0016055936,0.0026841005,0.0033793533,0.0019667915,0.0019164792,0.0021588288,0.002506456,0.002679657,0.0037277306,0.003811848,0.0058708144,0.0044538835,0.0055216127,0.008847414,0.049802434
brinp3a.1,1.1861767,0.15870887,0.008636289,0.57280105,1.4778581,1.0851182,0.81049013,0.91168094,0.40695542,0.36406592,0.2506069,0.10605604,0.07483719,0.7892468,0.17510054,0.14535217,0.3079712,0.18871251,1.7661588,0.13076185,0.16197048,0.7021162,0.9585451,0.116781145,0.7106883,0.25964463,0.1332711
LOC118471156,0.010460155,0.5842868,0.0010778701,0.00345976,0.036730338,0.029029682,0.012568455,0.032669853,0.021455947,0.01063045,0.006192017,0.0043719597,0.002021332,0.23722123,0.0039075045,0.16472809,0.17900862,0.009425452,0.01666227,0.0076249884,0.015026297,0.020899305,0.009064647,0.0065534995,0.04009858,0.005688297,0.06008203
LOC129350953,0.002406952,0.027903304,0.0005050325,0.001088242,0.0014657332,0.0033384028,0.0014887693,0.0029020582,0.0036605166,0.0009672266,0.0016819949,0.0022801373,0.0009105132,0.028407691,0.0018354581,0.0046013608,0.013140639,0.002469742,0.0043446105,0.002306328,0.003285725,0.0023010438,0.0040464816,0.005054569,0.007458697,0.00543116,0.018705053
brinp3a.2,0.58193094,0.37164867,0.0045676096,0.3858163,0.054100063,0.998608,0.33633816,0.26660895,0.08253885,0.1878604,0.038865868,0.11621274,0.036611,0.7378707,0.11687936,0.37960443,0.14149027,0.29224017,0.32350135,0.8526693,0.08811961,0.11900344,0.22023188,0.049743865,0.7553888,0.051243685,0.15320484
LOC111575810,0.0010967465,0.0007534627,0.00042843368,0.0023009793,0.00085853564,0.0010523502,0.0013082209,0.0012018082,0.0012939358,0.0010991603,0.0010499744,0.0015329028,0.0013009575,0.0015701351,0.0018525968,0.0022325006,0.0018472025,0.0021230804,0.0022106185,0.0046237814,0.0033201715,0.0034397133,0.0034515348,0.0063358266,0.004572014,0.009564743,0.019370843
LOC111575811,0.00039703166,0.0007466701,0.00070257485,0.11148068,0.0034778686,0.0016994594,0.0024324576,0.0014892041,0.0010831652,0.0017552896,0.0013002511,0.09851622,0.0016678264,0.008156592,0.0048418073,0.0040069306,0.002113596,0.0039371024,0.0030495743,0.0024698002,0.040796448,0.0043391623,0.0048279013,0.0064556855,0.0071205897,0.013238675,0.08040024
uchl5,0.23536032,0.024162315,0.009678701,0.08074316,0.085478395,0.14700492,0.09069359,0.03585111,0.14670329,0.05388345,0.02257907,0.026670406,0.038845528,0.036654677,0.08065346,0.037758004,0.0394075,0.10086327,0.12643164,0.16736685,0.03572301,0.12758055,0.32166845,0.027554484,0.120189756,0.1973625,0.029537434
glrx2,0.05718775,0.015243786,0.0062110815,0.045831814,0.03666198,0.046027653,0.046751074,0.021365223,0.055669945,0.012908783,0.010031474,0.0064656325,0.012078742,0.011761167,0.038671475,0.021330344,0.014833162,0.041191638,0.04324715,0.040875435,0.0084775435,0.028758606,0.10761494,0.017817346,0.051658493,0.07741526,0.044004325
LOC111575822,0.013070352,0.0007275095,0.0003907155,0.005509145,0.0045444057,0.008300093,0.009389969,0.0021335287,0.009368398,0.005474765,0.003086821,0.0014962824,0.0016687452,0.0021305045,0.002843267,0.0023395089,0.015969848,0.03204797,0.023421086,0.002701743,0.0025987062,0.015231791,0.009417678,0.003253564,0.012257261,0.009933613,0.021902854
LOC111575815,0.45837483,0.027260834,0.009757033,0.22666174,0.11172821,0.37818646,0.20794351,0.110223405,0.31881893,0.13385876,0.12397656,0.025755998,0.04514993,0.023944331,0.104612626,0.03006453,0.4652974,0.7519919,0.9997437,0.16980398,0.04515375,0.25683135,0.1537438,0.13987333,0.2841485,0.30605844,0.06271222
LOC129347388,0.0008397291,0.0011066773,0.00047944576,0.0007826417,0.00061091257,0.0016473766,0.0018562399,0.0012799631,0.002403017,0.00086043176,0.0018976213,0.0012699936,0.0014971507,0.0012895231,0.0019490893,0.002161261,0.0023525518,0.0016156578,0.0018092709,0.0020170785,0.0025706484,0.0023121175,0.004059933,0.0037202816,0.0036562944,0.007300066,0.013025388
cfh,0.037167247,0.027638623,0.030355819,0.03517534,0.028273342,0.031690486,0.041603234,0.025135877,0.032195564,0.025149258,0.025397152,0.12331712,0.020977885,0.032569434,0.044040833,0.022161128,0.037682112,0.03632227,0.04905225,0.03932765,0.04365453,0.030139133,0.038146276,0.04481151,0.026016809,0.061621804,0.06631107
LOC111575813,0.0002693543,0.0003889337,0.0004436395,0.000868351,0.0009348131,0.00093378086,0.0017457556,0.0011236795,0.001328354,0.0019445943,0.0011912893,0.004165309,0.0013895689,0.0015932857,0.002077887,0.0021934968,0.0021319143,0.0029988927,0.0029317348,0.0036950102,0.0035623931,0.0055727875,0.003156044,0.005337638,0.0055738976,0.011650666,0.059002407
LOC118471340,0.0007703657,0.0017300558,0.0026812523,0.0039169122,0.004115402,0.0068058874,0.007354309,0.008671817,0.007091037,0.008046848,0.009510525,0.009227233,0.012133824,0.011506417,0.014134588,0.02058687,0.013359949,0.019588234,0.019441126,0.016877562,0.041656032,0.022895414,0.03227465,0.04130656,0.090375535,0.03111958,0.030085588
LOC129347372,0.0023918077,0.0015409022,0.0006153371,0.006032709,0.0021614777,0.0027174319,0.0021293198,0.0016391319,0.0021223163,0.0015082081,0.0023478516,0.0014067839,0.0012887655,0.0020767483,0.0016621057,0.009395453,0.0018976587,0.002682401,0.0023594839,0.0033360089,0.0022195335,0.0025173938,0.009955001,0.0032645543,0.0033028994,0.009847614,0.030835984
aspm,0.0014004274,0.0010546199,0.0004261287,0.0011021635,0.00074043905,0.0016183621,0.0015730588,0.0010650974,0.0017265003,0.0021881969,0.001067509,0.0015768878,0.0013712022,0.0033092403,0.0055527617,0.0023279598,0.0019588887,0.0032683976,0.0032264737,0.026874611,0.006833306,0.006695171,0.0040841214,0.0055359052,0.0047541573,0.015636874,0.062003948
depdc1a,0.00019474138,0.00043951202,0.00040029097,0.00057963,0.00067876454,0.0007970153,0.0008973256,0.000975914,0.00094188843,0.0020092768,0.0011122827,0.0011357205,0.0013962447,0.0015522314,0.0016629116,0.0016768154,0.0017766735,0.0021910928,0.0021887932,0.012536128,0.007040106,0.0032819863,0.0029329753,0.0038866014,0.0039227232,0.00743867,0.04209753
LOC111583702,0.0014852958,0.12881707,0.0006136922,0.0012919165,0.00074183434,0.0020699527,0.0026602226,0.004442446,0.0037259266,0.0020568015,0.002482897,0.0015218947,0.0013616034,0.0019141088,0.002493829,0.042812116,0.010689445,0.001801648,0.002968624,0.001811307,0.0031766584,0.0051642945,0.003789073,0.005147132,0.0048263734,0.00519769,0.01776051
si:ch211-198n5.11,0.017077338,0.008610016,0.0028128456,0.0054623475,0.002102194,0.007992969,0.010493919,0.002259907,0.008921089,0.005131974,0.005566292,0.0036693013,0.0029705563,0.0088661425,0.0061970036,0.006914097,0.014778862,0.008479181,0.0068468903,0.011210753,0.003467056,0.01822482,0.016981406,0.010582828,0.011199478,0.013739534,0.046324614
fnbp1l,0.36937964,0.20249763,0.028426714,0.17583312,0.08848203,0.22246705,0.23251201,0.14878398,0.2828151,0.15942769,0.21401705,0.046319872,0.081843525,0.13756473,0.17068043,0.16271846,0.11135115,0.078562126,0.25528735,0.1419712,0.061506644,0.20061208,0.49780786,0.19612928,0.40147212,0.08051616,0.2511305
bcar3,0.017986404,0.03266551,0.15810229,0.0077950135,0.016552899,0.02152556,0.010047303,0.005235425,0.007436578,0.006328924,0.0034868647,0.0043094354,0.019814253,0.0070122844,0.066843584,0.02004608,0.007837786,0.006007161,0.012360723,0.008663097,0.016991299,0.005997961,0.06141663,0.019577507,0.028150626,0.01877113,0.060483195
hps3,0.016020136,0.02389028,0.009333232,0.009280259,0.012164213,0.008265305,0.014020579,0.004337907,0.014398084,0.008656465,0.0069875265,0.027710777,0.0028441532,0.028201183,0.00867611,0.020474818,0.005666953,0.02031951,0.008036162,0.01997804,0.018625127,0.027699387,0.054090425,0.021578413,0.018557528,0.006817858,0.0763266
LOC111570912,0.00068048557,0.0020419213,0.0014163931,0.003157739,0.003784281,0.004873543,0.006226878,0.0072658425,0.0066929315,0.005647374,0.007940992,0.0085291155,0.009793746,0.009132063,0.01711242,0.012238039,0.014574555,0.013930388,0.012439088,0.017208617,0.04377604,0.026860131,0.051765546,0.06430973,0.024654297,0.02860459,0.20111485
ttc14,0.61864895,0.23411421,0.16622452,0.423378,0.4003942,0.45289558,0.46792024,0.26127556,0.554458,0.24376285,0.18015137,0.14030942,0.24344209,0.25598976,0.43146497,0.18776706,0.31085896,0.35265058,0.4394254,0.42545056,0.218312,0.47503367,0.79873747,0.24463597,0.5369861,0.37168473,0.4613433
fxr1,0.06318378,0.020983033,0.02152393,0.040660363,0.040546164,0.061246336,0.052684207,0.014727349,0.05019117,0.0168719,0.01901549,0.010378473,0.01606832,0.052649986,0.04516401,0.012794976,0.026509034,0.03745092,0.029382551,0.04090064,0.01560722,0.019639252,0.07613504,0.047571465,0.04953244,0.05718054,0.046680033
dnajc19,0.08336321,0.010352467,0.007643468,0.042098016,0.032776,0.06619872,0.041200228,0.012687846,0.065739304,0.018302124,0.012399105,0.012475885,0.018670859,0.018235585,0.03937803,0.019451376,0.029796578,0.042143792,0.04299624,0.03886821,0.013215962,0.05282268,0.11493708,0.025689159,0.05545662,0.078920096,0.0695816
LOC111583585,0.6281826,1.373655,0.035700757,1.1028239,0.6774044,0.26211447,1.9644065,0.08977349,0.16337942,0.6192477,0.054172006,0.1693893,0.05628147,1.4714615,1.7642099,0.6081665,0.482724,0.34233907,0.03720373,0.23858558,0.3331869,0.20077658,0.17316315,2.8066487,0.5235553,0.2014737,1.4913574
sox2,0.07627083,0.21525964,0.002222451,0.0804767,0.010218402,0.01633135,0.14934869,0.02442574,0.015565239,0.05746918,0.007531393,0.015720597,0.004065786,0.124123834,0.3714629,0.2253195,0.028368255,0.01166194,0.0045551783,0.019949185,0.03135469,0.0056727985,0.01936266,0.23096834,0.043592285,0.010359262,0.19992791
LOC111588456,0.00062274426,0.001734367,0.0025370645,0.0032270232,0.004227051,0.005725556,0.0070074326,0.005517739,0.0077862856,0.0073471502,0.007139213,0.008660532,0.0071409484,0.009535167,0.012977212,0.013432381,0.014535675,0.016069861,0.014858003,0.022386612,0.046963483,0.021595554,0.048031278,0.069931515,0.023443816,0.14010559,0.032463104
atp11b,0.44035932,0.13817704,0.09850203,0.30923092,0.22132999,0.27970555,0.29135987,0.2141137,0.25608134,0.15258779,0.0596157,0.07979489,0.20904472,0.37119952,0.41479838,0.1093271,0.14076468,0.33798763,0.31733924,0.35270914,0.21427538,0.37842396,0.41358134,0.22531985,0.35813662,0.27609217,0.4069498
mccc1,0.081223674,0.02291531,0.013011489,0.05898548,0.041894868,0.061384153,0.03740224,0.038842976,0.098528564,0.023264585,0.01204835,0.018705145,0.026814995,0.030751517,0.058676045,0.022787146,0.024964185,0.03154096,0.04724445,0.07090892,0.027433079,0.061299793,0.107619755,0.0151470825,0.06729697,0.06723355,0.11497319
lamp3,0.00029640156,0.00047021755,0.0006410291,0.0006339512,0.0010368424,0.001022071,0.0011858145,0.0013081287,0.0014622988,0.0015977977,0.0013727001,0.0018894557,0.0015253958,0.0016860057,0.0021529691,0.0022440767,0.0035664376,0.0028073848,0.002884184,0.0036898674,0.0052974555,0.0054923543,0.0050960616,0.0049872305,0.007353969,0.014188933,0.06577261
kng1,0.00030702516,0.00039756083,0.00063670543,0.00092732883,0.0010164025,0.0011675115,0.0011323678,0.0011674175,0.0016205998,0.0011578673,0.0015463878,0.0014757118,0.0016188651,0.0014323805,0.0020656423,0.003047729,0.002196682,0.002391175,0.0027480894,0.0035897517,0.0044735903,0.0043861303,0.0073318947,0.005014447,0.006267199,0.012735071,0.019321365
LOC111588464,0.27012354,0.058228593,0.021435203,0.18657328,0.12588088,0.1912483,0.16036686,0.0821481,0.18927802,0.08579236,0.058315374,0.085550204,0.06661386,0.115478724,0.1344632,0.06134583,0.07770694,0.18081042,0.15370551,0.19688605,0.044300027,0.20677255,0.36794865,0.09087238,0.2428497,0.1833777,0.071759716
zmat3,0.24875963,0.0091656335,0.0034528517,0.22595124,0.120144255,0.14235266,0.08223901,0.042345434,0.21119629,0.06776013,0.012708723,0.028246643,0.033973984,0.04547463,0.1335756,0.039822448,0.048266545,0.11124065,0.12511443,0.21015857,0.049261317,0.2195539,0.335898,0.038819123,0.14459462,0.836167,0.03253396
LOC111588467,0.008152592,0.006087087,0.0012642427,0.005616573,0.008987653,0.008788021,0.010886009,0.005559496,0.008562127,0.0013789256,0.0014164735,0.007971124,0.0013188688,0.009060343,0.0039162543,0.004018749,0.0031862895,0.0028597321,0.00731969,0.00288886,0.011723342,0.008985134,0.018851623,0.014061502,0.004480371,0.014208805,0.02548957
ankmy1,0.009153517,0.004014345,0.0028332993,0.0132201435,0.0014311702,0.013800082,0.027233787,0.009560018,0.0040954286,0.0022633043,0.02355637,0.0014660782,0.0019571541,0.0010974698,0.005489779,0.06982867,0.005993852,0.0036957706,0.0019910403,0.004738804,0.0032678717,0.02932969,0.009930009,0.057769913,0.019249324,0.009779856,0.03415591
stxbp3,0.0152174365,0.020645227,0.025249504,0.00877594,0.0049635777,0.009830835,0.016563637,0.010035249,0.007291451,0.005269779,0.008212314,0.054409415,0.004827992,0.021058239,0.006284905,0.016565563,0.007253237,0.015554937,0.011580727,0.0039856215,0.033013444,0.014645042,0.014051028,0.015707985,0.011539105,0.009312585,0.031575862
LOC111588473,0.00059174816,0.0003655027,0.00037664062,0.00213317,0.00096950674,0.0031813283,0.003563188,0.0011795597,0.001238966,0.001000257,0.0010023455,0.0012955606,0.001268366,0.014907035,0.0016529625,0.0016381696,0.002592534,0.002715809,0.001900826,0.0023215197,0.0030078848,0.0028684272,0.003345967,0.004544876,0.0064033275,0.009180976,0.015625061
henmt1,0.0009249816,0.0020618162,0.0027012292,0.003360369,0.004908821,0.009865166,0.0064420383,0.009990612,0.008252232,0.009804036,0.011940906,0.009171529,0.012633247,0.012746688,0.014607922,0.017251775,0.015049505,0.030302778,0.018364651,0.018526956,0.019758236,0.022013364,0.019438008,0.08981589,0.019030975,0.15470442,0.026936043
fam102bb,0.16374928,0.03607794,0.022856802,0.16499008,0.08637643,0.2122602,0.12189915,0.058651775,0.08743691,0.046793688,0.12146709,0.041196138,0.10405019,0.15054658,0.10422994,0.05584276,0.04498128,0.1479504,0.18705755,0.08860008,0.11316908,0.12408276,0.14779098,0.08125179,0.1540668,0.16330168,0.19664259
LOC111588462,0.019522022,0.01990532,0.013614533,0.005418674,0.072987564,0.01629347,0.01997936,0.013023073,0.0031833146,0.0063728187,0.05686165,0.020250075,0.00421571,0.041934222,0.0026352848,0.04039408,0.002008271,0.0076064235,0.009845994,0.011628377,0.011841705,0.01368912,0.0071100453,0.0051326896,0.01960706,0.019579325,0.03526979
LOC111588468,0.014967904,0.0011911954,0.0036669767,0.006280066,0.009669445,0.0060735703,0.002825191,0.0015400093,0.015110391,0.0028578406,0.0032175807,0.0019266438,0.0061412854,0.006227489,0.007371507,0.0029236306,0.008279722,0.006542148,0.012988923,0.007714359,0.004404657,0.0041191573,0.020886837,0.0044294945,0.006745877,0.013841143,0.018477516
tm4sf4,0.0005313102,0.00079003436,0.0005423407,0.0007881918,0.0009156301,0.0019178492,0.0012343769,0.0009863059,0.0012953432,0.0010777526,0.0018688047,0.0015069447,0.0018765577,0.0018132313,0.0028305096,0.0025836313,0.0034218924,0.003992057,0.0021569838,0.003271049,0.0044455365,0.0038844687,0.0037478278,0.008723122,0.0059610084,0.012855429,0.025646867
LOC111582603,0.0067487704,0.013102218,0.003104227,0.0015830668,0.0025457947,0.0028601852,0.008337036,0.008476242,0.0039334856,0.0011910246,0.011351057,0.0016395143,0.0026720103,0.0020370223,0.0030488991,0.07518947,0.006719591,0.0020644532,0.0033865569,0.006384969,0.0045037633,0.008775501,0.003766718,0.045069583,0.0116979405,0.010195098,0.0367057
tm4sf18,0.0016541119,0.005464596,0.00079823687,0.0007834153,0.0014436858,0.020777054,0.002189111,0.002784992,0.0047209878,0.0013060591,0.0020429608,0.0010544806,0.0021080375,0.17594074,0.0019434177,0.019868316,0.0034028564,0.0014305882,0.0016222352,0.0017255055,0.00504126,0.002397891,0.005313947,0.016806701,0.0037740981,0.0054705017,0.017216649
cp,0.01925236,0.0040706196,0.0010727432,0.009148418,0.0036170275,0.023403153,0.011460015,0.0067009768,0.018892579,0.007569057,0.0033733624,0.0031981103,0.0067692064,0.0073283296,0.006998128,0.003922044,0.011054066,0.0070623243,0.0053338497,0.0041940864,0.0075519364,0.024795191,0.020494701,0.014070149,0.01592704,0.006352333,0.024200032
LOC111571026,0.8086529,0.03585281,0.0041255024,0.29068732,0.08097199,0.6945425,0.37234238,0.29716974,0.33629763,0.28691912,0.018674387,0.03558507,0.093798764,0.68219066,0.283104,0.054552097,0.06567328,0.075992614,0.01952297,0.16064984,0.06898672,0.6133638,0.33739853,0.0543901,0.4412627,0.110969275,0.15947711
ncbp2,0.031602025,0.008642242,0.004641798,0.02033142,0.012399946,0.022951733,0.010918226,0.0141926985,0.024509998,0.008145393,0.01195173,0.004834352,0.014010546,0.006970889,0.009898843,0.007967412,0.02141174,0.024307728,0.016395375,0.012070106,0.0065839067,0.03550231,0.05317051,0.00986077,0.035618994,0.030897824,0.017781556
fkbp2,0.21455055,0.058353446,0.017792543,0.12908097,0.07606584,0.1636746,0.14660753,0.056733314,0.13568085,0.046797395,0.03306282,0.03648677,0.056239735,0.07170586,0.18021159,0.042148277,0.09340644,0.061095536,0.12017745,0.1164726,0.039870206,0.22575088,0.19711995,0.06141516,0.13128181,0.109320745,0.026936414
ncbp2as2,0.044927765,0.007302904,0.001476203,0.012539742,0.012795925,0.0268503,0.016423695,0.0049971663,0.03849276,0.006886224,0.0032688337,0.0083522685,0.012633491,0.011223759,0.022472454,0.013664459,0.013170516,0.022016363,0.021171816,0.016854035,0.004788955,0.047548503,0.08690203,0.012385958,0.015772885,0.06045126,0.020555478
meltf,0.0121298125,0.028328016,0.0013004302,0.03603334,0.06182833,0.040392715,0.01617387,0.015060217,0.011770181,0.0056235557,0.0039164354,0.0061805258,0.0023267944,0.005753828,0.005121806,0.018429162,0.036769368,0.02214825,0.008185698,0.039340984,0.007778792,0.013348047,0.008534243,0.004270029,0.059739385,0.049607065,0.035409857
LOC111580207,1.1844027,0.11264332,1.2501632,1.042505,1.0900614,1.2181983,0.8798249,0.4272784,1.1787609,0.412724,0.27849755,0.30726317,0.2652407,0.17541304,0.34780073,0.2739351,2.2015536,1.3148949,0.33357763,2.0294192,0.20783688,0.925726,1.0730773,0.25803217,2.8683906,0.8878101,0.31157815
lrrc7,2.585265,0.2675195,0.123864315,2.4242432,0.7746337,2.995628,1.6022809,0.55933356,4.5369043,0.96021265,1.1493783,0.3436148,0.91822445,0.54706264,1.8487551,0.43869555,1.11612,1.6623412,0.5107913,1.588923,0.45850965,2.4170094,2.808399,0.47179472,1.8085805,1.8640109,0.16982324
ccdc17,0.0006456343,0.00054873654,0.0009010241,0.0012891003,0.0017501184,0.0017624616,0.0023825916,0.0018712191,0.0017944308,0.002823053,0.0025720496,0.003259579,0.0041801357,0.0030073582,0.0043078936,0.006046989,0.005523511,0.004265659,0.007025916,0.006869149,0.008255823,0.01017448,0.012064888,0.021749215,0.012751278,0.016212055,0.15336227
nasp,0.06250093,0.0125906365,0.0052518253,0.03623538,0.04299549,0.046127483,0.032333095,0.02636369,0.061277434,0.020501029,0.012966368,0.010785219,0.024929354,0.026141996,0.036183544,0.019484786,0.025305642,0.05746556,0.048486773,0.043123193,0.021809254,0.025548747,0.07597599,0.019706197,0.04524657,0.0259677,0.11651773
LOC111567448,0.030201172,0.6855333,0.0022420546,0.011967783,0.036690243,0.03425964,0.009219117,0.103317566,0.022798102,0.0041656625,0.011205369,0.011181896,0.0048248493,0.011635698,0.0061502177,0.31279457,0.0150374,0.014626428,0.007618414,0.019695507,0.016508898,0.0068542245,0.014142876,0.007459891,0.066835426,0.013078262,0.11322329
gpc1a,0.33773535,0.009219291,0.07882652,0.057185736,0.12670243,0.33558622,0.11403101,0.08046438,0.18053234,0.15103921,0.6654898,0.03176751,0.14545673,0.010730959,0.17645675,0.0413268,0.1737603,0.4884005,0.07747255,0.079487614,0.022744376,0.3448748,0.35210755,0.033162884,0.17030506,0.06170144,0.04219342
LOC111567450,1.6216936,0.23119782,0.10165989,0.6355345,1.0860486,0.7303486,0.78992987,0.2489223,1.4845059,0.4494124,0.8912945,0.11022677,0.43466428,0.0640571,0.42896578,0.33469564,0.14993614,1.0316812,0.4567935,0.59752464,0.15704419,0.26211593,2.2122264,1.1119251,1.4455471,0.8939618,0.10268234
LOC129350056,0.0030078185,0.001419198,0.00075877854,0.0038460095,0.0067408876,0.0023864084,0.0017943082,0.003247583,0.008501993,0.0011164114,0.0013616089,0.002414663,0.0024804214,0.002474786,0.0023388031,0.004203665,0.0042968616,0.0029463933,0.0056347637,0.0042223088,0.003019291,0.0036859734,0.005321578,0.00901842,0.0096317185,0.008470339,0.01680754
si:ch211-262h13.5,0.00092577905,0.002640368,0.002532076,0.0043783225,0.005633767,0.007812566,0.0074531054,0.010216025,0.008901367,0.005204765,0.009626857,0.011156373,0.0109830415,0.011838562,0.016769614,0.015461773,0.016322821,0.017583575,0.019623423,0.01956757,0.020591347,0.022178862,0.027563766,0.023121199,0.023972135,0.18007298,0.035168026
LOC111563967,0.0006916736,0.0055276165,0.005217315,0.0017721102,0.0012678698,0.0010116159,0.0009003542,0.001410278,0.0011215381,0.0012585204,0.001069477,0.0073302495,0.0020537602,0.0015036932,0.0019734572,0.0066403365,0.0015320559,0.0029165244,0.002528518,0.004494699,0.0028550776,0.0036114843,0.0054136696,0.003969022,0.0047145886,0.011276741,0.043706525
dnai3,0.0003316328,0.008652217,0.0004168331,0.0011293378,0.0006847813,0.0006271595,0.0008877146,0.013107011,0.0012929001,0.00080033997,0.0015045985,0.0009287402,0.0015771323,0.0010536878,0.0012490611,0.11950175,0.0022898521,0.001985044,0.0016415722,0.0017933226,0.0034801348,0.0026469594,0.0037194923,0.015870111,0.0029890528,0.0053899502,0.01059362
LOC129350062,0.0051966235,0.0007357434,0.00041778164,0.0032356519,0.00181851,0.005238233,0.001939033,0.0009927716,0.0072817677,0.0015613801,0.00097254297,0.0019124446,0.0013584107,0.0019017009,0.0022877355,0.0016281073,0.0042255837,0.0025993614,0.0060600294,0.0021345404,0.0023797662,0.0026962897,0.004040829,0.0034850691,0.0035496438,0.02928463,0.024122879
syde2,0.08903426,0.09379571,0.0021441726,0.025999652,0.03800153,0.034512404,0.020782296,0.010992758,0.017536175,0.035237044,0.0038143503,0.06535233,0.03022514,0.012602435,0.046134546,0.07536749,0.003707129,0.018060215,0.020146528,0.16140677,0.008377742,0.06518604,0.19687895,0.01793708,0.06829894,0.14731707,0.10039193
c2h1orf52,0.10872556,0.0108921835,0.008774324,0.048017226,0.036370058,0.0611335,0.02272105,0.027795777,0.08769379,0.026080241,0.015300836,0.01601402,0.040324274,0.013784141,0.041000374,0.020843765,0.020704914,0.0538153,0.066467926,0.037905626,0.022022417,0.07598691,0.1198702,0.020429665,0.09242692,0.18846056,0.020898912
LOC111578446,0.042302076,0.014316351,0.0006206252,0.025114674,0.10279878,0.024444152,0.0415936,0.015890276,0.01901212,0.012786226,0.008564721,0.0077230465,0.05351518,0.0019403663,0.16051675,0.007203663,0.0039531495,0.016841527,0.061466202,0.0035991955,0.0051372964,0.06940116,0.03975863,0.0096009355,0.019363236,0.017155003,0.043224048
znhit6,0.11385154,0.035988644,0.023180189,0.076116174,0.03712305,0.087671496,0.07568034,0.020363703,0.059520297,0.03908085,0.023126952,0.03309868,0.030667674,0.066340916,0.07249684,0.03778349,0.07246711,0.045539096,0.05609602,0.06531089,0.06208247,0.086190715,0.121579565,0.060800035,0.077882715,0.0858174,0.12569664
ccn1,0.0048862654,0.010522012,0.0009699895,0.0027303454,0.0012419859,0.005093853,0.003280476,0.0013915884,0.0023350324,0.0018514025,0.0027007482,0.0022292316,0.0017419782,0.002078743,0.008444871,0.005406531,0.0022038256,0.0022946936,0.003284988,0.010309091,0.0063807424,0.018597262,0.003880459,0.0052367337,0.005320328,0.0133257285,0.059022848
ddah1,0.5717246,0.10303822,0.01237201,0.39334127,0.052262034,0.3830079,0.3755655,0.09198718,0.086680844,0.14256391,0.059742693,0.06191976,0.103839114,0.061637376,0.36133185,0.13133475,0.08421189,0.14398018,0.09214135,0.47974032,0.0722698,0.5442685,0.22919628,0.06693079,0.39515314,0.14400934,0.20267597
mpl,0.00016950257,0.0003181587,0.00058790785,0.0009450058,0.0010773052,0.0014505781,0.0021215167,0.00088832475,0.0015097923,0.0010518664,0.0017638796,0.0011359387,0.0012740446,0.0032831652,0.0016358584,0.0018110279,0.0016558572,0.0017720188,0.0023337796,0.0023505935,0.018468475,0.0030250913,0.003497678,0.0037287504,0.0048771827,0.010516983,0.019882953
tie1,0.009405557,0.0005065494,0.00069066696,0.0009681366,0.0011696495,0.0037992056,0.0019230095,0.00088671845,0.0025590751,0.0059633255,0.0019092148,0.0015501956,0.0018526897,0.0021648963,0.0018290275,0.0015280012,0.0018858017,0.0021922404,0.0029569552,0.002628025,0.006562076,0.0029388003,0.0045167063,0.004040306,0.003750517,0.0113929445,0.052433938
ap1m3,0.08525221,0.05472189,0.07318531,0.040709466,0.0045051584,0.06995408,0.04609534,0.010754897,0.0059549287,0.02223437,0.0046473867,0.01340951,0.02024956,0.01586822,0.022485482,0.0732572,0.011079254,0.040157605,0.023594305,0.09001705,0.09902062,0.032529514,0.16533376,0.028582988,0.064456,0.063505374,0.11478494
LOC111578992,0.06667233,0.0016229071,0.08641935,0.041631166,0.007609983,0.046833985,0.02182009,0.027963195,0.01211089,0.011238171,0.013265182,0.008987436,0.017224701,0.00607908,0.038131062,0.023430089,0.009892917,0.043279484,0.10883236,0.05357515,0.020085335,0.035905734,0.20974612,0.07897025,0.061340444,0.015349279,0.04766843
ebna1bp2,0.029754534,0.0062472266,0.0032923145,0.0143838,0.016959498,0.023653619,0.016556496,0.010359633,0.021062328,0.008002377,0.005839237,0.010731903,0.0089309225,0.0049562417,0.014875861,0.019074455,0.00797424,0.01874668,0.017122833,0.012370385,0.009331304,0.00813835,0.06074767,0.010362382,0.013603226,0.025283024,0.02040902
cfap144,0.0009733957,0.0022684352,0.00060230674,0.0018978884,0.00096646027,0.0018828575,0.0015556256,0.011906142,0.0034761722,0.0015766182,0.00091782515,0.0010583168,0.0016490145,0.0018626105,0.002296099,0.057277974,0.003650557,0.0021866271,0.0027046665,0.003505895,0.0063293804,0.003883394,0.0024099885,0.0066646566,0.0050152643,0.0058839386,0.022991475
LOC118471328,0.080433145,0.0117445355,0.0021292525,0.03768555,0.067395225,0.041473582,0.039193176,0.025493255,0.10064156,0.022195827,0.01286511,0.0441267,0.00519079,0.027233997,0.05167406,0.02401506,0.024628298,0.045579836,0.096950814,0.035785403,0.008625177,0.033031378,0.1771249,0.01868585,0.04208314,0.061691813,0.023106722
