"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",-0.110756817333243,0.250300124476013,NA,TRUE,"1",24
"2","trip4",0.0161766341992917,0.901175112819531,NA,FALSE,"1",24
"3","chrna7a",1.17553717804686,0.265561983438083,NA,FALSE,"1",24
"4","cln6a",-0.263448156787067,0.244799923832813,NA,TRUE,"1",24
"5","LOC118470268",0.495857058021511,0.303931979832515,NA,TRUE,"1",24
"6","calml4a",-2.19319686773692,0.0897230536492182,NA,TRUE,"1",24
"7","LOC111568352",-0.0174270977745398,0.94677923669716,NA,TRUE,"1",24
"8","rxfp3.3a2",-0.821389210291031,0.303228186261726,NA,FALSE,"1",24
"9","rps17",-0.185062873980672,0.455006572776555,NA,TRUE,"1",24
"10","LOC129347713",-2.36342559580241,0.475560811467925,NA,TRUE,"1",24
"11","csnk1g1",-0.0949701291360965,0.489623262653427,NA,TRUE,"1",24
"12","LOC111571203",-0.0962024459411017,0.746112216963563,NA,FALSE,"1",24
"13","neo1a",-0.21306635613057,0.0426017650151366,NA,TRUE,"1",24
"14","LOC129349243",-0.593391583913277,0.361753864134991,NA,FALSE,"1",24
"15","LOC111567962",0.0694662716116532,0.624889992170037,NA,TRUE,"1",24
"16","bbs4",0.182131755732501,0.230213702453624,NA,TRUE,"1",24
"17","scamp2l",0.290084093362089,0.258207221374545,NA,TRUE,"1",24
"18","LOC129347348",1.53172640968918,0.0183242348100823,NA,TRUE,"1",24
"19","myo9aa",0.143982626231288,0.315439022762613,NA,TRUE,"1",24
"20","senp8",-0.222014648402872,0.565791049508748,NA,FALSE,"1",24
"21","LOC111580711",0.179718726844537,0.472939330465408,NA,TRUE,"1",24
"22","anp32a",0.0612212546465263,0.833295972188549,NA,TRUE,"1",24
"23","coro2ba",0.236724944576788,0.0878471842495384,NA,FALSE,"1",24
"24","itga11a",0.663571644915326,0.164093087469481,NA,FALSE,"1",24
"25","LOC111588606",-0.414315374417642,0.615355275492217,NA,TRUE,"1",24
"26","LOC129348621",1.68616947295771,0.351404170072962,NA,TRUE,"1",24
"27","LOC111564424",0.377232020514663,0.633315317027695,NA,FALSE,"1",24
"28","LOC129349160",-1.88201733694626,0.328499955980334,NA,TRUE,"1",24
"29","LOC111564416",-0.156322619852423,0.703144433611581,NA,TRUE,"1",24
"30","cpeb1b",0.616987677903001,0.0888824948004999,NA,FALSE,"1",24
"31","LOC111564421",-0.00332048751860438,0.9964501041125,NA,TRUE,"1",24
"32","LOC111564418",-0.325548102141928,0.443418350837197,NA,FALSE,"1",24
"33","LOC111564417",-0.224977177002211,0.589575779975762,NA,TRUE,"1",24
"34","LOC111564410",0.119945021117321,0.580787060821386,NA,TRUE,"1",24
"35","LOC111564425",-12.7855682822656,0.430408857773721,NA,TRUE,"1",24
"36","ccnb2",-0.388890615028374,0.784306622411746,NA,TRUE,"1",24
"37","cars1",-0.0475635121599073,0.792442913349498,NA,TRUE,"1",24
"38","pex16",0.0224110950694325,0.954294539876562,NA,FALSE,"1",24
"39","arfgap2",-0.091485281210424,0.570592184727159,NA,TRUE,"1",24
"40","LOC118469870",-0.272051192718702,0.843986287714635,NA,FALSE,"1",24
"41","glceb",-0.0216069815335314,0.888983537868938,NA,FALSE,"1",24
"42","LOC111564414",0.983236588216183,0.114748952552839,NA,TRUE,"1",24
"43","tle3b",-0.0125138976590843,0.928881398872915,NA,TRUE,"1",24
"44","LOC129348677",2.99053052873893,0.0634998362413684,NA,TRUE,"1",24
"45","uacab",-0.879660134782619,0.254741523546804,NA,FALSE,"1",24
"46","LOC111564639",-0.13337673953356,0.351021836209447,NA,TRUE,"1",24
"47","rxfp3.3a1",-0.27898213422738,0.570410372080558,NA,TRUE,"1",24
"48","pias1a",-0.031986729837006,0.811707608220538,NA,TRUE,"1",24
"49","skor1a",0.614885876972496,0.783829634776888,NA,FALSE,"1",24
"50","map2k5",0.0501305088604968,0.743180595216403,NA,TRUE,"1",24
"51","smad3a",-0.180373171839718,0.498722247464047,NA,TRUE,"1",24
"52","smad6a",-1.69920078135338,0.496705710086863,NA,TRUE,"1",24
"53","tmem208",-0.059746753250666,0.891911292005474,NA,TRUE,"1",24
"54","slc39a1",-0.158683234409043,0.756184791045541,NA,TRUE,"1",24
"55","LOC111565738",0.046712034627714,0.756508042011296,NA,TRUE,"1",24
