"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",-0.0422279056821097,0.355510521426273,NA,TRUE,"0.990373731179959",5
"2","trip4",-0.0209426403873135,0.72979490259015,NA,FALSE,"0.991238415078544",5
"3","chrna7a",-0.256509801489075,0.0979482642060194,NA,FALSE,"0.990373731179959",5
"4","cln6a",0.105697756954085,0.347159944912751,NA,FALSE,"0.990373731179959",5
"5","LOC118470268",-0.0169612461374694,0.91966365535635,NA,FALSE,"1",5
"6","calml4a",0.0576197200373587,0.856984100763716,NA,FALSE,"0.998274967116184",5
"7","LOC111568352",0.062548309619397,0.63244912085857,NA,FALSE,"0.991238415078544",5
"8","rxfp3.3a2",0.159342918902857,0.374981510234275,NA,TRUE,"0.990373731179959",5
"9","rps17",0.0793294368640287,0.487764237419518,NA,FALSE,"0.990373731179959",5
"10","LOC129347713",-0.302593777957878,0.561618117158639,NA,FALSE,"0.991238415078544",5
"11","csnk1g1",-0.0187527021660198,0.748928545848813,NA,TRUE,"0.992050037149492",5
"12","LOC111571203",-0.164906907337669,0.12371115178427,NA,TRUE,"0.990373731179959",5
"13","neo1a",-0.0112279020854464,0.832839595775421,NA,TRUE,"0.995797595997928",5
"14","LOC129349243",-0.0682101909955063,0.844992551488525,NA,TRUE,"0.997786714952083",5
"15","LOC111567962",-0.102119502949745,0.259642076111221,NA,FALSE,"0.990373731179959",5
"16","LOC129347359",1.73444183394317,0.292396563227814,NA,FALSE,"0.990373731179959",5
"17","bbs4",-0.127228820218986,0.0508152235161329,NA,TRUE,"0.990373731179959",5
"18","scamp2l",-0.0258654594156237,0.797644949354197,NA,TRUE,"0.99434932003401",5
"19","LOC129347348",0.122554557869024,0.716871189390727,NA,TRUE,"0.991238415078544",5
"20","myo9aa",0.00720203768586302,0.936643762730176,NA,TRUE,"1",5
"21","senp8",-0.189874533875433,0.454588507627326,NA,FALSE,"0.990373731179959",5
"22","LOC111580711",-0.011805831934433,0.942227851460218,NA,FALSE,"1",5
"23","anp32a",-0.113588949485833,0.434454886123254,NA,FALSE,"0.990373731179959",5
"24","coro2ba",0.0731323064949071,0.262884748379747,NA,TRUE,"0.990373731179959",5
"25","itga11a",-0.128327074942424,0.474285935111991,NA,FALSE,"0.990373731179959",5
"26","LOC111588606",2.44917263672525,0.190132255394154,NA,TRUE,"0.990373731179959",5
"27","LOC111564424",-0.131371174665828,0.566946220002406,NA,FALSE,"0.991238415078544",5
"28","LOC129349160",1.76362398125901,0.164752587936814,NA,FALSE,"0.990373731179959",5
"29","LOC111564416",-0.0665885659256006,0.676529742792978,NA,TRUE,"0.991238415078544",5
"30","cpeb1b",0.0532210261484122,0.61914221441418,NA,TRUE,"0.991238415078544",5
"31","LOC111564421",0.00948099699258767,0.9701243177869,NA,TRUE,"1",5
"32","LOC111564418",-0.159468309503444,0.186282501564353,NA,TRUE,"0.990373731179959",5
"33","LOC111564417",0.0502656109866111,0.844313820487017,NA,FALSE,"0.997610068810244",5
"34","LOC111564410",0.0276863140917628,0.768216414709562,NA,TRUE,"0.992481851160141",5
"35","LOC111564425",-0.0543630023170367,0.972489735389908,NA,TRUE,"1",5
"36","ccnb2",1.21843151394776,0.122433646244862,NA,FALSE,"0.990373731179959",5
"37","cars1",-0.0182240704468621,0.807069670950127,NA,TRUE,"0.99434932003401",5
"38","pex16",-0.42819085227981,0.00125983007674824,NA,TRUE,"0.58418320658816",5
"39","arfgap2",0.0917652085929705,0.228399371736688,NA,TRUE,"0.990373731179959",5
"40","LOC118469870",-0.0110698984894993,0.975752112928272,NA,FALSE,"1",5
"41","glceb",0.0636091454707172,0.273381907421704,NA,FALSE,"0.990373731179959",5
"42","paqr5b",0.0568134737391902,0.846838148779738,NA,TRUE,"0.997786714952083",5
"43","LOC111564414",-0.336255259092725,0.292653649277629,NA,FALSE,"0.990373731179959",5
"44","tle3b",-0.0350534399958098,0.621869461827513,NA,TRUE,"0.991238415078544",5
"45","LOC129348677",-0.00653748219834257,0.990442467136157,NA,FALSE,"1",5
"46","uacab",-0.140879762596481,0.61791910947347,NA,FALSE,"0.991238415078544",5
