"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",-0.0177172300947754,0.64379610859256,NA,TRUE,"0.986070252616386",4
"2","trip4",-0.0123839157247065,0.824987669857245,NA,TRUE,"0.995865286267625",4
"3","chrna7a",-0.989547400732931,0.11489858106477,NA,TRUE,"0.965075628857521",4
"4","cln6a",-0.0915680845161648,0.352392778024121,NA,FALSE,"0.965075628857521",4
"5","LOC118470268",0.0400548052234704,0.8717259640326,NA,FALSE,"0.998791789200996",4
"6","calml4a",-0.285812024672775,0.364660897183861,NA,TRUE,"0.965075628857521",4
"7","LOC111568352",-0.51914726166736,0.198228404973873,NA,FALSE,"0.965075628857521",4
"8","rxfp3.3a2",-0.375830295146806,0.598506590437431,NA,TRUE,"0.985867035501676",4
"9","rps17",0.00326976887461304,0.976623461066996,NA,FALSE,"1",4
"10","LOC129347713",0.209710117002909,0.727956408482537,NA,TRUE,"0.989901710111027",4
"11","csnk1g1",0.0525183096637741,0.345494724958112,NA,TRUE,"0.965075628857521",4
"12","LOC111571203",0.0613465045118659,0.553294975920609,NA,FALSE,"0.975311373254486",4
"13","neo1a",-2.3632878513845e-05,0.999448483891708,NA,TRUE,"1",4
"14","LOC129349243",-0.161331193865704,0.512691487359207,NA,FALSE,"0.967249708265287",4
"15","LOC111567962",-0.17730184319442,0.0113089799157444,NA,FALSE,"0.965075628857521",4
"16","LOC129347359",-0.0482257295668861,0.935361644938442,NA,TRUE,"1",4
"17","bbs4",-0.107846127553782,0.165052827881075,NA,TRUE,"0.965075628857521",4
"18","scamp2l",0.104807781674086,0.270915492905853,NA,TRUE,"0.965075628857521",4
"19","LOC129347348",-0.267290204128219,0.533269663777549,NA,FALSE,"0.97148903451894",4
"20","myo9aa",0.324189652988514,0.0498135595319574,NA,TRUE,"0.965075628857521",4
"21","senp8",-0.0214919541424367,0.906622484677263,NA,TRUE,"0.999484690743512",4
"22","LOC111580711",0.115900554064185,0.47935040373654,NA,FALSE,"0.965075628857521",4
"23","anp32a",0.00227829609816953,0.984035192772358,NA,TRUE,"1",4
"24","coro2ba",-0.0272288541508816,0.616769739659379,NA,FALSE,"0.986070252616386",4
"25","itga11a",-0.0434678086702054,0.731579582906724,NA,FALSE,"0.989901710111027",4
"26","LOC111588606",1.22789824203938,0.479296744850556,NA,TRUE,"0.965075628857521",4
"27","LOC111564424",0.50262367740253,0.0668543016373852,NA,TRUE,"0.965075628857521",4
"28","LOC129349160",-0.384455459824944,0.487842683976875,NA,TRUE,"0.965075628857521",4
"29","LOC111564416",-0.183996326401091,0.355389461909275,NA,FALSE,"0.965075628857521",4
"30","cpeb1b",0.0716671148760546,0.430264225774064,NA,TRUE,"0.965075628857521",4
"31","LOC111564421",0.163773886519195,0.56317143984884,NA,TRUE,"0.976654271756966",4
"32","LOC111564418",0.0980234017891297,0.459255135481813,NA,TRUE,"0.965075628857521",4
"33","LOC111564417",-0.00821174000620901,0.96905275939475,NA,TRUE,"1",4
"34","LOC111564423",2.38400002915176,0.444962457134719,NA,TRUE,"0.965075628857521",4
"35","LOC111564410",-0.033512074471076,0.739898506761108,NA,FALSE,"0.989901710111027",4
"36","LOC111564425",-7.35178725599043,0.505489100617105,NA,TRUE,"0.965075628857521",4
"37","ccnb2",-0.697457485219082,0.251517630035443,NA,TRUE,"0.965075628857521",4
"38","cars1",0.00638214003614667,0.935247785620129,NA,TRUE,"1",4
"39","pex16",0.307369665245061,0.0218985944951483,NA,FALSE,"0.965075628857521",4
"40","arfgap2",-0.0345563647728762,0.63812649591143,NA,FALSE,"0.986070252616386",4
"41","LOC118469870",0.253502413511531,0.425298046102238,NA,FALSE,"0.965075628857521",4
"42","glceb",-0.0702738869756691,0.25659807382247,NA,FALSE,"0.965075628857521",4
