"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",0.00408671025910615,0.962089073955305,NA,TRUE,"1",23
"2","trip4",0.170317965277272,0.389983570816826,NA,FALSE,"0.997147242924691",23
"3","cln6a",0.738069840487308,0.0362601674337965,NA,TRUE,"0.997147242924691",23
"4","LOC118470268",0.588800721110085,0.172330153736221,NA,TRUE,"0.997147242924691",23
"5","calml4a",-2.00542349603267,0.371965662086411,NA,FALSE,"0.997147242924691",23
"6","LOC111568352",0.230255975382022,0.745184089887428,NA,TRUE,"0.997153328000846",23
"7","rxfp3.3a2",2.25356296567508,0.445127144793275,NA,TRUE,"0.997147242924691",23
"8","rps17",0.250068245200743,0.278353641618822,NA,TRUE,"0.997147242924691",23
"9","csnk1g1",0.193044769617915,0.27776866925122,NA,FALSE,"0.997147242924691",23
"10","LOC111571203",-0.14573142172952,0.580965336096032,NA,TRUE,"0.997147242924691",23
"11","neo1a",0.0110428535814825,0.886869421231097,NA,TRUE,"1",23
"12","LOC129349243",1.59298184193565,0.288513837109544,NA,FALSE,"0.997147242924691",23
"13","LOC111567962",0.0716066273367543,0.523978584920554,NA,TRUE,"0.997147242924691",23
"14","LOC129347359",-1.70729651267428,0.428158064184077,NA,TRUE,"0.997147242924691",23
"15","bbs4",0.0548252997322983,0.730112224758085,NA,TRUE,"0.997147242924691",23
"16","scamp2l",0.059291029236081,0.852847076771906,NA,FALSE,"1",23
"17","LOC129347348",-1.55212289345459,0.117569244668084,NA,TRUE,"0.997147242924691",23
"18","myo9aa",0.227573379917754,1.24370789546723e-54,"Model failed to converge with max|grad| = 0.004847",FALSE,"NA",23
"19","senp8",-0.77501591168762,0.260263197468837,NA,TRUE,"0.997147242924691",23
"20","LOC111580711",0.281409769287183,0.298047677255497,NA,FALSE,"0.997147242924691",23
"21","anp32a",0.268546615605518,0.439767190732362,NA,TRUE,"0.997147242924691",23
"22","coro2ba",0.0395077467435487,0.852689297130652,NA,TRUE,"1",23
"23","itga11a",0.325079763092709,0.392326063580607,NA,FALSE,"0.997147242924691",23
"24","LOC111564424",-0.637493470362432,0.235348528819532,NA,TRUE,"0.997147242924691",23
"25","LOC129349160",-0.337846251426074,0.632667001544176,NA,TRUE,"0.997147242924691",23
"26","LOC111564416",-0.384088356681712,1,"Model failed to converge with max|grad| = 0.016504",FALSE,"NA",23
"27","cpeb1b",-0.791909819567973,0.32065155439549,NA,TRUE,"0.997147242924691",23
"28","LOC111564421",-0.0623478419533917,0.958543779122557,NA,TRUE,"1",23
"29","LOC111564418",0.215218906953115,0.725279517374814,NA,FALSE,"0.997147242924691",23
"30","LOC111564417",0.645279245805556,0.408911042097332,NA,FALSE,"0.997147242924691",23
"31","LOC111564423",-1.20317354016709,0.737919584739082,NA,FALSE,"0.997147242924691",23
"32","LOC111564410",-0.408701707441367,0.187618068793905,NA,FALSE,"0.997147242924691",23
"33","ccnb2",1.59625409210185,0.458255391107725,NA,TRUE,"0.997147242924691",23
"34","cars1",0.158271368920904,0.489291016162726,NA,TRUE,"0.997147242924691",23
"35","pex16",0.0198274003902535,0.95881245353699,NA,TRUE,"1",23
"36","arfgap2",-0.11078226981397,0.547814566221084,NA,TRUE,"0.997147242924691",23
"37","LOC118469870",-9.99371062868916,0.505278298268856,NA,FALSE,"0.997147242924691",23
"38","glceb",0.261220806027588,0.154454828261364,NA,FALSE,"0.997147242924691",23
"39","LOC111564414",-1.91174926978671,0.263119140091718,NA,TRUE,"0.997147242924691",23
"40","tle3b",0.146955670665777,0.591458075617812,NA,FALSE,"0.997147242924691",23
"41","LOC129348677",-1.02995825116876,0.244189079771218,NA,TRUE,"0.997147242924691",23
"42","uacab",0.982856259340156,1,"Model failed to converge with max|grad| = 0.008367",FALSE,"NA",23
"43","LOC111564639",0.037947120679219,0.889368896889135,NA,FALSE,"1",23
"44","LOC129348555",1.26012115519352,0.484118062599146,NA,TRUE,"0.997147242924691",23
"45","rxfp3.3a1",0.500078634069123,0.509052115944303,NA,TRUE,"0.997147242924691",23
"46","pias1a",0.12272726455494,0.352816586415938,NA,FALSE,"0.997147242924691",23
"47","skor1a",-0.127402345112512,0.568782966765183,NA,TRUE,"0.997147242924691",23
"48","map2k5",0.106543712031214,0.443214231898293,NA,TRUE,"0.997147242924691",23
"49","smad3a",-0.573670653615747,0.0422708725721981,NA,TRUE,"0.997147242924691",23
"50","smad6a",0.0264547384016304,0.939203075477337,NA,FALSE,"1",23
"51","tmem208",0.0271992763736604,0.940752949542006,NA,TRUE,"1",23
"52","LOC111565738",-0.392904146629651,0.0127739969206667,NA,TRUE,"0.997147242924691",23
"53","LOC111565745",1.26403257118497,0.485305005281792,NA,TRUE,"0.997147242924691",23
"54","mibp2",-0.252015704378489,0.717566952784538,NA,FALSE,"0.997147242924691",23
"55","bloc1s6",0.228777509618328,0.440710712753195,NA,TRUE,"0.997147242924691",23
"56","slc30a4",0.322592127836763,0.39033874261323,NA,FALSE,"0.997147242924691",23
"57","c1h15orf48",-0.673300441681838,0.107448943092641,NA,FALSE,"0.997147242924691",23
"58","spata5l1",1.05782436529747,0.229637446397273,NA,FALSE,"0.997147242924691",23
"59","LOC111565744",3.07956529817539,0.433493990001567,NA,TRUE,"0.997147242924691",23
"60","dtwd1",3.30826404859804,0.169620514391883,NA,TRUE,"0.997147242924691",23
"61","LOC129349619",0.0471268187434017,0.910856050992328,NA,FALSE,"1",23
"62","fgf7",2.18360367940937,0.191632327681815,NA,TRUE,"0.997147242924691",23
"63","cops2",0.398941030907953,0.500622077502626,NA,FALSE,"0.997147242924691",23
"64","secisbp2l",-0.238321222382326,0.585306421904398,NA,FALSE,"0.997147242924691",23
"65","LOC111565759",-0.0623491393021797,0.958368895409284,NA,TRUE,"1",23
"66","fbn1",3.07940949286294,0.43457484190147,NA,TRUE,"0.997147242924691",23
"67","dut",-0.262619376009831,0.664981297615636,NA,TRUE,"0.997147242924691",23
"68","slc12a1",0.250759657985846,0.494289203659405,NA,FALSE,"0.997147242924691",23
"69","ctxn2",-0.479905468985112,0.288095794081504,NA,TRUE,"0.997147242924691",23
"70","myef2",-0.068238420330354,0.709914596491941,NA,TRUE,"0.997147242924691",23
"71","LOC111565754",0.195551304254906,0.749505439016343,NA,TRUE,"0.997153328000846",23
"72","sema6dl",-0.0616158606731197,0.878604861095461,NA,TRUE,"1",23
"73","LOC118470001",0.275947311896474,0.645142324425365,NA,FALSE,"0.997147242924691",23
"74","dmxl2",-0.138300031409756,0.426646392589141,NA,TRUE,"0.997147242924691",23
"75","LOC111565746",-0.370695951419259,0.634734074424827,NA,FALSE,"0.997147242924691",23
"76","tnfaip8l3",0.117323878928197,0.394787075778968,NA,TRUE,"0.997147242924691",23
"77","LOC129349365",0.0689983667367434,0.883913686232188,NA,FALSE,"1",23
"78","scg3",0.00772119037748401,0.932885097919024,NA,TRUE,"1",23
"79","lysmd2",0.175618347546782,0.509446159790688,NA,TRUE,"0.997147242924691",23
"80","tmod2",0.428314303067109,0.390504274973104,NA,FALSE,"0.997147242924691",23
"81","leo1",-0.108325797062411,0.788188406441531,NA,TRUE,"0.999050956610777",23
"82","mapk6",-0.165232358221051,0.475132707335079,NA,TRUE,"0.997147242924691",23
"83","LOC118471234",1.23972277285378,0.0308083447166672,NA,TRUE,"0.997147242924691",23
"84","usp8",0.558767165131514,0.126697854588898,NA,TRUE,"0.997147242924691",23
"85","LOC129349535",3.95659512584281,0.226761106713173,NA,TRUE,"0.997147242924691",23
"86","pde8a",0.110808986155879,0.575623691075054,NA,FALSE,"0.997147242924691",23
"87","LOC111563916",0.0760274264662963,0.788579298932423,NA,TRUE,"0.999170354746917",23
"88","LOC111563902",-0.102943412135962,0.808912955847444,NA,TRUE,"1",23
"89","LOC111563893",-0.0413108594277592,0.932360255365367,NA,FALSE,"1",23
"90","homer2",-0.630291982317537,0.134695564608859,NA,TRUE,"0.997147242924691",23
"91","ramac",-0.992723907873505,0.109356236358332,NA,TRUE,"0.997147242924691",23
"92","LOC111567331",-0.0175034528693166,0.957321563349417,NA,TRUE,"1",23
"93","LOC111567348",-0.553314478880674,0.064586771802671,NA,FALSE,"0.997147242924691",23
"94","zrsr2",0.465230512965736,0.222015086668826,NA,TRUE,"0.997147242924691",23
"95","LOC111567330",0.294793131667079,0.224416128403085,NA,TRUE,"0.997147242924691",23
"96","phka2",-0.0798380634144272,0.763208541579126,NA,TRUE,"0.998725720280539",23
"97","ppef1",-0.106817885674868,0.528615529081164,NA,FALSE,"0.997147242924691",23
"98","rs1a",-0.213446858848616,0.7599941294701,NA,TRUE,"0.998725720280539",23
"99","cdkl5",-0.204659131375888,0.211801793065086,NA,TRUE,"0.997147242924691",23
"100","scml2",0.0507452703215232,0.763309844422813,NA,FALSE,"0.998725720280539",23
"101","nhsb",0.120730316431481,0.183951914245605,NA,FALSE,"0.997147242924691",23
"102","ace2",-0.00906100955171453,0.965132349071601,NA,TRUE,"1",23
"103","il1fma",3.85589607084773,0.659057409496217,NA,FALSE,"0.997147242924691",23
"104","pir",-1.00478841983361,0.251386546936061,NA,TRUE,"0.997147242924691",23
"105","vegfd",0.655608781227638,0.40895313854249,NA,TRUE,"0.997147242924691",23
"106","LOC111566429",0.0193967445052442,0.981654653995624,NA,TRUE,"1",23
"107","LOC129350612",-0.477125729504847,0.704484483987119,NA,TRUE,"0.997147242924691",23
"108","LOC111566424",0.209488402175369,0.766643929981588,NA,TRUE,"0.998725720280539",23
"109","ildr1a",1.32667148362213,0.353027983928578,NA,FALSE,"0.997147242924691",23
"110","tmem39a",0.128712261285652,0.724529319793221,NA,FALSE,"0.997147242924691",23
"111","LOC111566421",0.505107042512538,0.505175728573486,NA,TRUE,"0.997147242924691",23
"112","LOC111564828",0.142897805754483,0.724002296492561,NA,TRUE,"0.997147242924691",23
"113","LOC118469910",1.02600451907609,0.523059689881015,NA,TRUE,"0.997147242924691",23
"114","LOC111564831",0.408298840897503,0.190697853444086,NA,FALSE,"0.997147242924691",23
"115","stk16",0.429080660956434,0.35580368735878,NA,FALSE,"0.997147242924691",23
