"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",-0.0847790395658141,0.0855054680793988,NA,FALSE,"0.99318185581796",7
"2","trip4",-0.0144701436627674,0.855735846339124,NA,TRUE,"1",7
"3","chrna7a",-0.416622364641702,0.807077481397733,NA,FALSE,"1",7
"4","cln6a",-0.0888595328125417,0.476569304298054,NA,FALSE,"0.99318185581796",7
"5","LOC118470268",-0.129243082024304,0.697265422989222,NA,FALSE,"0.997149244440222",7
"6","calml4a",-0.215347768831474,0.464946842619192,NA,TRUE,"0.99318185581796",7
"7","LOC111568352",-0.210391570897822,0.2641870877092,NA,FALSE,"0.99318185581796",7
"8","rxfp3.3a2",-0.968107378787725,0.315133118672716,NA,FALSE,"0.99318185581796",7
"9","rps17",-0.111953700966857,0.51178722545338,NA,TRUE,"0.99318185581796",7
"10","LOC129347713",0.2574567828813,0.712103025983472,NA,TRUE,"0.997149244440222",7
"11","csnk1g1",0.0233007044760429,0.75609472431535,NA,TRUE,"0.997992490421701",7
"12","LOC111571203",-0.0491940298056611,0.747691676684277,NA,TRUE,"0.997710684548954",7
"13","neo1a",0.0238557452309949,0.651335147293071,NA,FALSE,"0.995361126761155",7
"14","LOC129349243",-0.169659815578366,0.540718544331143,NA,TRUE,"0.99318185581796",7
"15","LOC111567962",-0.000439870499161986,0.99693134154682,NA,FALSE,"1",7
"16","LOC129347359",76.0435848341086,0.943557957414266,NA,TRUE,"1",7
"17","bbs4",-0.269201311481361,0.018353132041386,NA,TRUE,"0.99318185581796",7
"18","scamp2l",0.105591202150871,0.479466157120727,NA,TRUE,"0.99318185581796",7
"19","LOC129347348",0.351085390076707,0.485252664728076,NA,TRUE,"0.99318185581796",7
"20","myo9aa",-0.296828231999208,0.114784861492891,NA,TRUE,"0.99318185581796",7
"21","senp8",0.0288768454689504,0.926925699265886,NA,TRUE,"1",7
"22","LOC111580711",-0.0151397206307447,0.97294344838777,NA,FALSE,"1",7
