"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",-0.158135140290422,0.010430500908683,NA,TRUE,"0.742202456175117",11
"2","trip4",-0.274707380068659,0.0261067949775813,NA,FALSE,"0.948597430724704",11
"3","chrna7a",-0.754181202870395,0.42137323165232,NA,FALSE,"0.948597430724704",11
"4","cln6a",-0.0243100366143579,0.87600850648993,NA,TRUE,"0.995207317930202",11
"5","LOC118470268",-1.2569993655317,0.0519829146415087,NA,TRUE,"0.948597430724704",11
"6","calml4a",1.25825234027248,0.498721533318268,NA,TRUE,"0.948597430724704",11
"7","LOC111568352",0.237049903710057,0.243719889956731,NA,FALSE,"0.948597430724704",11
"8","rxfp3.3a2",-0.595491715377594,0.525868095623511,NA,TRUE,"0.948616757535205",11
"9","rps17",-0.0814085149692429,0.524765641255552,NA,TRUE,"0.948597430724704",11
"10","LOC129347713",0.468022415754919,0.62152287344163,NA,TRUE,"0.970093168986714",11
"11","csnk1g1",-0.116514891159872,0.237799819195915,NA,TRUE,"0.948597430724704",11
"12","LOC111571203",-0.105911322756112,0.602496251515604,NA,FALSE,"0.969884227186686",11
"13","neo1a",-0.100591123155423,0.331938009547941,NA,FALSE,"0.948597430724704",11
"14","LOC129349243",-0.0761444168055227,0.902138337466213,NA,TRUE,"0.999279424329364",11
"15","LOC111567962",0.0821818706836207,0.465264347791159,NA,FALSE,"0.948597430724704",11
"16","bbs4",-0.177126867134101,0.367959009164548,NA,FALSE,"0.948597430724704",11
"17","scamp2l",-0.0349280852322952,0.925918427433636,NA,TRUE,"1",11
"18","LOC129347348",-0.839339539472022,0.24113418069373,NA,TRUE,"0.948597430724704",11
"19","myo9aa",-0.00942689373279619,0.968654149497448,NA,FALSE,"1",11
"20","senp8",0.138374643565466,0.715461290590024,NA,TRUE,"0.9742101438572",11
"21","LOC111580711",-0.484368372800822,0.276013384266332,NA,FALSE,"0.948597430724704",11
"22","anp32a",-0.177693811845233,0.581395761443853,NA,TRUE,"0.967116831062859",11
"23","coro2ba",-0.372169746881592,0.0710460499182756,NA,FALSE,"0.948597430724704",11
"24","itga11a",0.0519161015618693,0.873860338275066,NA,FALSE,"0.995154042300467",11
"25","LOC111588606",-0.147247455158911,0.790718945729168,NA,TRUE,"0.98502388778364",11
"26","LOC111564424",0.756805500337818,0.253376855563535,NA,TRUE,"0.948597430724704",11
"27","LOC129349160",-1.15826581507201,0.314929963765797,NA,TRUE,"0.948597430724704",11
"28","LOC111564416",-0.492201086372053,0.228349486593357,NA,FALSE,"0.948597430724704",11
"29","cpeb1b",0.466046091006814,0.23123286823594,NA,TRUE,"0.948597430724704",11
"30","LOC111564421",-0.117948897592177,0.859657212722432,NA,FALSE,"0.994331466791337",11
"31","LOC111564418",0.348540716062198,0.254976533490705,NA,FALSE,"0.948597430724704",11
"32","LOC111564417",-0.203358094792836,0.624672699662665,NA,TRUE,"0.970093168986714",11
"33","LOC111564410",0.193919526610391,0.299082992471993,NA,TRUE,"0.948597430724704",11
"34","LOC111564425",-0.74249383676075,0.591488856000641,NA,TRUE,"0.967899181869462",11
"35","cars1",0.071300344013762,0.622042072522847,NA,TRUE,"0.970093168986714",11
"36","pex16",-0.0280588299417983,0.90734768936287,NA,FALSE,"0.999452246386109",11
"37","arfgap2",-0.0231055615498775,0.863836160437904,NA,FALSE,"0.995154042300467",11
"38","LOC118469870",-3.85732175729693,0.440042381105612,NA,TRUE,"0.948597430724704",11
