"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",-0.000673715279525599,0.992541000909271,NA,FALSE,"1",14
"2","trip4",-0.0284109809689811,0.770570952246554,NA,FALSE,"0.984000081586624",14
"3","chrna7a",0.468061874717228,0.751691341024316,NA,FALSE,"0.983883650832064",14
"4","cln6a",0.0170181050645479,0.915639495194282,NA,TRUE,"0.998054571959304",14
"5","LOC118470268",0.269814680599777,0.500912277625994,NA,FALSE,"0.957577157050527",14
"6","calml4a",-0.26633428457352,0.562672558986085,NA,FALSE,"0.969398902143862",14
"7","LOC111568352",-0.11677744730338,0.648640985210111,NA,TRUE,"0.983883650832064",14
"8","rxfp3.3a2",-0.370458515332748,0.242720467886021,NA,TRUE,"0.957577157050527",14
"9","rps17",-0.354788459202188,0.0783585376915888,NA,FALSE,"0.957577157050527",14
"10","LOC129347713",0.771919987696917,0.266856240004593,NA,TRUE,"0.957577157050527",14
"11","csnk1g1",0.0554846335805942,0.538695454078715,NA,TRUE,"0.96355260800332",14
"12","LOC111571203",0.036239452549901,0.803055887756165,NA,TRUE,"0.990721639167044",14
"13","neo1a",-0.0394965735057072,0.733733783353984,"unable to evaluate scaled gradient",FALSE,"NA",14
"14","LOC129349243",0.689514967911615,0.21365843754199,NA,TRUE,"0.957577157050527",14
"15","LOC111567962",-0.0662576367195108,0.431433987547793,NA,TRUE,"0.957577157050527",14
"16","LOC129347359",-1.59749884403295,0.210614136960861,NA,TRUE,"0.957577157050527",14
"17","bbs4",-0.0607407085795796,0.676284338443104,NA,FALSE,"0.983883650832064",14
"18","scamp2l",0.47617398227176,0.00595134904074091,NA,TRUE,"0.957577157050527",14
"19","LOC129347348",0.0772533540311984,0.903104099530305,NA,FALSE,"0.997353721128364",14
"20","myo9aa",-0.130136993699849,0.5705507391237,NA,FALSE,"0.972557063359867",14
"21","senp8",0.644511931430282,0.0568732087806774,NA,TRUE,"0.957577157050527",14
"22","LOC111580711",0.659707076892255,0.0775408703610121,NA,FALSE,"0.957577157050527",14
"23","anp32a",-0.0985796425681737,0.675027952544881,NA,TRUE,"0.983883650832064",14
"24","coro2ba",-0.137400973391751,0.177003245393417,NA,TRUE,"0.957577157050527",14
"25","itga11a",-0.0164469855378188,0.974297087474172,NA,FALSE,"1",14
"26","LOC111564424",-0.104418179546392,0.84914297092437,NA,FALSE,"0.99659643451018",14
"27","LOC129349160",-0.953638577313803,0.244025379632493,NA,TRUE,"0.957577157050527",14
"28","LOC111564416",0.138275595472978,0.601004047882688,NA,TRUE,"0.981697362201453",14
"29","cpeb1b",-0.104852422700477,0.515498082986908,NA,TRUE,"0.957577157050527",14
"30","LOC111564421",-0.560324446438879,0.424632720286809,NA,FALSE,"0.957577157050527",14
"31","LOC111564418",0.245317982093615,0.274258809910837,NA,TRUE,"0.957577157050527",14
