"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",0.013251828160549,0.84483235372638,NA,TRUE,"1",17
"2","trip4",-0.000985924294136204,0.991362317345203,NA,TRUE,"1",17
"3","chrna7a",0.21557661464245,0.30706516542595,NA,FALSE,"0.998384304862426",17
"4","cln6a",-0.184564667016125,0.224342891603095,NA,TRUE,"0.998384304862426",17
"5","LOC118470268",0.1565626414685,0.654235242459911,NA,TRUE,"1",17
"6","calml4a",-0.0367864821522663,0.94743244777573,NA,TRUE,"1",17
"7","LOC111568352",0.0813370034175023,0.875890301624814,NA,FALSE,"1",17
"8","rxfp3.3a2",-1.27589061482773,0.466575708957034,NA,TRUE,"0.998384304862426",17
"9","rps17",0.221262505288414,0.352273386081921,NA,FALSE,"0.998384304862426",17
"10","LOC129347713",-12.2800305200248,0.455142558552006,NA,TRUE,"0.998384304862426",17
"11","csnk1g1",0.0496023294035809,0.587766584467838,NA,TRUE,"1",17
"12","LOC111571203",0.0576938818068065,0.801884908053598,NA,FALSE,"1",17
"13","neo1a",0.00708808577962735,0.90430262129607,NA,TRUE,"1",17
"14","LOC129349243",-0.253515508551239,0.528811292091308,NA,TRUE,"1",17
"15","LOC111567962",-0.0446707095818006,0.627408063418633,NA,TRUE,"1",17
"16","bbs4",-0.162206539224464,0.24521633781995,NA,TRUE,"0.998384304862426",17
"17","scamp2l",0.00567803358904681,0.978868604250028,NA,TRUE,"1",17
"18","LOC129347348",-0.230470017330217,0.655521589995691,NA,TRUE,"1",17
"19","myo9aa",0.0366631764746801,0.84357394189709,NA,FALSE,"1",17
"20","senp8",-0.129332705308742,0.777638133651762,NA,FALSE,"1",17
"21","LOC111580711",-0.147040763280637,0.408620014205053,NA,TRUE,"0.998384304862426",17
"22","anp32a",0.0538647054118336,0.811999688207805,NA,TRUE,"1",17
"23","coro2ba",-0.11427952119556,0.305672724486693,NA,FALSE,"0.998384304862426",17
"24","itga11a",0.770261285357087,0.107160373107008,NA,TRUE,"0.998384304862426",17
"25","LOC111564424",0.273169388565956,0.569251865783334,NA,TRUE,"1",17
"26","LOC129349160",0.219971465764459,0.804499519404345,NA,TRUE,"1",17
"27","LOC111564416",0.391201148038879,0.293259570914709,NA,FALSE,"0.998384304862426",17
"28","cpeb1b",0.469296084766499,0.200473973483739,NA,TRUE,"0.998384304862426",17
"29","LOC111564421",1.84192787821915,0.0508144564913569,NA,TRUE,"0.998384304862426",17
"30","LOC111564418",0.164937300232926,0.415105063184601,NA,TRUE,"0.998384304862426",17
"31","LOC111564417",-0.251168037239712,0.430963095792457,NA,TRUE,"0.998384304862426",17
"32","LOC111564410",-0.0862860854907256,0.559375324878852,NA,TRUE,"1",17
"33","ccnb2",-0.515386336624329,0.698199036428965,NA,TRUE,"1",17
"34","cars1",0.113504127976056,0.347704332427779,NA,TRUE,"0.998384304862426",17
"35","pex16",0.0393778305850514,0.841548697905625,NA,TRUE,"1",17
"36","arfgap2",-0.0186660927984539,0.876243778323842,NA,TRUE,"1",17
"37","LOC118469870",-0.0381382938287571,0.975756754407979,NA,FALSE,"1",17
"38","glceb",-0.097309107107797,0.34134486645553,NA,TRUE,"0.998384304862426",17
"39","paqr5b",0.124120090153872,0.807568409329853,NA,TRUE,"1",17
"40","LOC111564414",-0.868587108163085,0.0603592862199476,NA,FALSE,"0.998384304862426",17
"41","tle3b",-0.0117096296646075,0.934743306271273,NA,FALSE,"1",17
"42","LOC129348677",0.264063932553831,0.676061465318682,NA,TRUE,"1",17
"43","uacab",-0.296950955013936,0.684454115744136,NA,FALSE,"1",17
"44","LOC111564639",0.0179728460695098,0.878060562844888,NA,FALSE,"1",17
"45","rxfp3.3a1",2.94457667926508,0.247244124469935,NA,TRUE,"0.998384304862426",17
"46","pias1a",0.0082240323130457,0.94258190710928,NA,TRUE,"1",17
"47","skor1a",0.166103588337162,0.845490821110224,NA,FALSE,"1",17
"48","map2k5",-0.0695906270277362,0.513245547965504,NA,TRUE,"0.998384304862426",17
"49","smad3a",-0.671067265320628,0.0456308669115458,NA,FALSE,"0.998384304862426",17
"50","smad6a",-2.61358743273617,0.409690292190612,NA,TRUE,"0.998384304862426",17
