"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",-0.0341604732281108,0.628141328964483,NA,FALSE,"1",9
"2","trip4",-0.0611641282441893,0.462834911807018,NA,TRUE,"0.997584409659229",9
"3","chrna7a",-0.322093293572731,0.454228552029549,NA,FALSE,"0.997584409659229",9
"4","cln6a",0.0135720168498097,0.938484018830226,NA,FALSE,"1",9
"5","LOC118470268",0.0881130189437988,0.889587442975527,NA,FALSE,"1",9
"6","calml4a",0.289091078062822,0.60278267109083,NA,TRUE,"1",9
"7","LOC111568352",-0.132920845024056,0.490470098781735,NA,TRUE,"0.997584409659229",9
"8","rxfp3.3a2",0.439141366240742,0.195524481568851,NA,FALSE,"0.997584409659229",9
"9","rps17",0.28029045520622,0.0710306095025405,NA,TRUE,"0.997584409659229",9
"10","LOC129347713",-0.0710416526679048,0.898216983867948,NA,TRUE,"1",9
"11","csnk1g1",0.10167238359033,0.24247824431169,NA,TRUE,"0.997584409659229",9
"12","LOC111571203",-0.234186515773625,0.186612121191916,NA,TRUE,"0.997584409659229",9
"13","neo1a",0.0278928838763844,0.767791432785961,NA,FALSE,"1",9
"14","LOC129349243",-0.239151842382166,0.536276722615928,NA,TRUE,"0.997584409659229",9
"15","LOC111567962",-0.274328427944522,0.0133022818326378,NA,FALSE,"0.997584409659229",9
"16","bbs4",-0.00171572911846236,0.987983967749407,NA,TRUE,"1",9
"17","scamp2l",-0.00887458678189126,0.971270793409365,NA,FALSE,"1",9
"18","LOC129347348",-0.580854964708851,0.353391134848943,NA,TRUE,"0.997584409659229",9
"19","myo9aa",-0.170853996863288,0.434163284429642,NA,FALSE,"0.997584409659229",9
"20","senp8",0.437217372396706,0.277769598422335,NA,TRUE,"0.997584409659229",9
"21","LOC111580711",-0.234304492769157,0.404847960996074,NA,FALSE,"0.997584409659229",9
"22","anp32a",0.208159608786976,0.32594801169012,NA,FALSE,"0.997584409659229",9
"23","coro2ba",0.180609642218643,0.0954037198531661,NA,FALSE,"0.997584409659229",9
"24","itga11a",0.182556418644222,0.578884745723027,NA,FALSE,"1",9
"25","LOC111588606",0.0246516227967968,0.974107853581415,NA,FALSE,"1",9
"26","LOC111564424",-0.0115527255756419,0.972504644862984,NA,TRUE,"1",9
"27","LOC129349160",-0.129429783023393,0.883688892564806,NA,TRUE,"1",9
"28","LOC111564416",-0.391433434670272,0.304350917151647,NA,TRUE,"0.997584409659229",9
"29","cpeb1b",0.0201749494438852,0.917995219294954,NA,TRUE,"1",9
"30","LOC111564421",-0.61393162490192,0.17305937721987,NA,TRUE,"0.997584409659229",9
"31","LOC111564418",-0.0217525658994777,0.917772061062527,NA,TRUE,"1",9
"32","LOC111564417",-0.0953432743297067,0.72934805359826,NA,TRUE,"1",9
"33","LOC111564410",0.10610436591659,0.472132995832301,NA,FALSE,"0.997584409659229",9
"34","ccnb2",-312.90193913308,0.773883753045346,NA,TRUE,"1",9
"35","cars1",0.012711515559803,0.914142163177738,NA,TRUE,"1",9
"36","pex16",0.0352409483528526,0.844354831415917,NA,TRUE,"1",9
"37","arfgap2",-0.053350771368103,0.662184350017616,NA,TRUE,"1",9
"38","LOC118469870",0.0297739835689777,0.957028077284839,NA,TRUE,"1",9
"39","glceb",0.0108299675700582,0.906448731465888,NA,FALSE,"1",9
"40","paqr5b",-0.419794929562646,0.61273056607887,NA,FALSE,"1",9
"41","LOC111564414",-0.318404474926988,0.54839137373151,NA,TRUE,"0.997584409659229",9
"42","tle3b",-0.0229468628000337,0.90766751602419,NA,FALSE,"1",9
"43","LOC129348677",-0.719372325149039,0.231058698653744,NA,TRUE,"0.997584409659229",9
"44","uacab",0.68852402150857,0.0701698842982964,NA,FALSE,"0.997584409659229",9
"45","LOC111564639",-0.0133693076506763,0.891788928250903,NA,TRUE,"1",9
"46","rxfp3.3a1",0.408476938143152,0.427467774181348,NA,TRUE,"0.997584409659229",9
"47","pias1a",0.0630090984192423,0.458085206293711,NA,TRUE,"0.997584409659229",9
"48","skor1a",0.212483681093522,0.460571053099066,NA,TRUE,"0.997584409659229",9
"49","map2k5",-0.00492829896298432,0.961883444537559,NA,FALSE,"1",9
"50","smad3a",0.25634845806958,0.188058351105361,NA,FALSE,"0.997584409659229",9
"51","smad6a",0.314640381357163,0.571942839758528,NA,TRUE,"0.997952454397896",9
