"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",-0.0938319341020036,0.116716642914199,NA,TRUE,"0.972633357656124",10
"2","trip4",-0.0684668451002592,0.382989770412937,NA,TRUE,"0.972633357656124",10
"3","chrna7a",0.988939481560599,0.270493066482397,NA,TRUE,"0.972633357656124",10
"4","cln6a",0.161344887639125,0.324193963859192,NA,FALSE,"0.972633357656124",10
"5","LOC118470268",0.24645552357734,0.594396410840142,NA,TRUE,"0.990568493430167",10
"6","calml4a",0.644045820485008,0.340537613287724,NA,TRUE,"0.972633357656124",10
"7","LOC111568352",-1.08682948960266,0.11181118657839,NA,FALSE,"0.972633357656124",10
"8","rxfp3.3a2",-0.177041477388526,0.921371411746497,NA,FALSE,"1",10
"9","rps17",0.115699622300126,0.486494723782885,NA,TRUE,"0.972633357656124",10
"10","LOC129347713",-0.130346674982041,0.828160298322717,NA,TRUE,"1",10
"11","csnk1g1",-0.00704889416824383,0.929118023098797,NA,TRUE,"1",10
"12","LOC111571203",0.0878785520657965,0.656666572274538,NA,FALSE,"0.990568493430167",10
"13","neo1a",-0.0589778006548252,0.26214743839945,NA,TRUE,"0.972633357656124",10
"14","LOC129349243",0.140439563679933,0.635254135114515,NA,FALSE,"0.990568493430167",10
"15","LOC111567962",-0.0146825587853567,0.871368905407841,NA,FALSE,"1",10
"16","LOC129347359",-1.37959534393886,0.291946624885304,NA,TRUE,"0.972633357656124",10
"17","bbs4",0.0148477055777385,0.887527289334368,NA,FALSE,"1",10
"18","scamp2l",-0.119475924353515,0.489414323915585,NA,TRUE,"0.972633357656124",10
"19","LOC129347348",-0.366121251697152,0.509287032027937,NA,TRUE,"0.972633357656124",10
"20","myo9aa",0.0907141247304449,0.476708960118544,NA,TRUE,"0.972633357656124",10
"21","senp8",-0.156550364274232,0.75045515918456,NA,TRUE,"0.992899303744227",10
"22","LOC111580711",-0.310938502498131,0.141225944096476,NA,TRUE,"0.972633357656124",10
"23","anp32a",0.124052686992115,0.560424565344393,NA,TRUE,"0.987832726542952",10
"24","coro2ba",0.0571182860964225,0.356823889957992,NA,TRUE,"0.972633357656124",10
