"","gene","estimate","p.value","warning","singular","q.value","cluster"
"1","LOC129348986",0.026369617688884,0.761829205976172,NA,TRUE,"1",22
"2","trip4",0.0347000523201554,0.745477735360925,NA,TRUE,"1",22
"3","chrna7a",-13.3348411433524,0.484812725196477,NA,TRUE,"1",22
"4","cln6a",-0.197315901764275,0.398857619630166,NA,TRUE,"1",22
"5","LOC118470268",-0.173380649476672,0.775308790296228,NA,TRUE,"1",22
"6","calml4a",-2.04328679460026,0.226026415392186,NA,FALSE,"1",22
"7","LOC111568352",0.264365251761466,0.620218437847347,NA,TRUE,"1",22
"8","rxfp3.3a2",0.826951563584149,0.189755013676285,NA,TRUE,"1",22
"9","rps17",-0.0699771400118197,0.678862586319904,NA,TRUE,"1",22
"10","LOC129347713",0.584141936860225,0.534160619745917,NA,TRUE,"1",22
"11","csnk1g1",0.0595895122903826,0.526483794166699,NA,TRUE,"1",22
"12","LOC111571203",-0.0254318045829151,0.892416981768954,NA,TRUE,"1",22
"13","neo1a",0.0870631691038166,0.286090769032141,NA,TRUE,"1",22
"14","LOC129349243",0.113589091113118,0.840559443166,NA,FALSE,"1",22
"15","LOC111567962",-0.0228549153528171,0.840802358756914,NA,FALSE,"1",22
"16","LOC129347359",-7.99481055656863,0.490998833644665,NA,TRUE,"1",22
"17","bbs4",-0.00371462161364567,0.982757735311147,NA,FALSE,"1",22
"18","scamp2l",-0.159234510209919,0.373497880992883,NA,TRUE,"1",22
"19","LOC129347348",0.0332466759230556,0.907199654881317,NA,FALSE,"1",22
"20","myo9aa",-0.011628316218422,0.899807396248077,NA,TRUE,"1",22
"21","senp8",-0.297226618566239,0.362882467249333,NA,TRUE,"1",22
"22","LOC111580711",-0.0444864935037314,0.788498648245175,NA,TRUE,"1",22
"23","anp32a",-0.163027625150461,0.424476560292143,NA,TRUE,"1",22
"24","coro2ba",-0.0986593145335933,0.275137361086358,NA,TRUE,"1",22
"25","itga11a",-0.243792892734185,0.604108050896022,NA,FALSE,"1",22
"26","LOC111564424",0.0267453273971311,0.942363283101372,NA,TRUE,"1",22
"27","LOC129349160",-0.525382643119891,0.586378238604061,NA,FALSE,"1",22
"28","LOC111564416",-0.289644571269816,0.316165531323256,NA,TRUE,"1",22
"29","cpeb1b",-0.144605493207626,0.388156322754335,NA,TRUE,"1",22
"30","LOC111564421",0.531813818659414,0.103928978860582,NA,TRUE,"1",22
"31","LOC111564418",0.177960026291458,0.334097588404475,NA,TRUE,"1",22
